ED_CODE,ED_NAME,ARTHURS,HALL,INSANG,LALCHAN,MOFFAT,NEWELL,PERSAUD,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
072,PICKERING--SCARBOROUGH EAST,126,94,3,22,21,1,3,"Toronto",162, ,0,0,0,270,502,"St. Dunstan of Canterbury",20071010
072,PICKERING--SCARBOROUGH EAST,117,98,2,12,18,2,0,"Toronto",163, ,0,1,1,251,455,"St. Brendan Catholic School",20071010
072,PICKERING--SCARBOROUGH EAST,105,125,1,6,30,1,2,"Toronto",164, ,1,0,0,271,507,"Sir Oliver Mowat Collegiate",20071010
072,PICKERING--SCARBOROUGH EAST,130,105,1,17,13,2,1,"Toronto",165, ,0,0,0,269,472,"Sir Oliver Mowat Collegiate",20071010
072,PICKERING--SCARBOROUGH EAST,96,72,0,12,35,1,0,"Toronto",166, ,0,0,0,216,407,"Sir Oliver Mowat Collegiate",20071010
072,PICKERING--SCARBOROUGH EAST,75,61,1,16,33,0,2,"Toronto",167, ,0,0,0,188,430,"Sir Oliver Mowat Collegiate",20071010
072,PICKERING--SCARBOROUGH EAST,33,19,0,7,6,0,1,"Toronto",168, ,0,0,0,66,136,"Sir Oliver Mowat Collegiate",20071010
072,PICKERING--SCARBOROUGH EAST,68,50,1,5,14,2,0,"Toronto",169, ,0,0,0,140,335,"Joseph Howe Senior Public School",20071010
072,PICKERING--SCARBOROUGH EAST,70,57,0,12,16,1,0,"Toronto",170, ,0,0,2,158,388,"Joseph Howe Senior Public School",20071010
072,PICKERING--SCARBOROUGH EAST,108,95,1,14,17,0,0,"Toronto",171, ,0,0,1,236,456,"Sir Oliver Mowat Collegiate",20071010
072,PICKERING--SCARBOROUGH EAST,88,47,1,16,19,0,1,"Toronto",172, ,0,0,0,172,368,"Sir Oliver Mowat Collegiate",20071010
072,PICKERING--SCARBOROUGH EAST,94,51,1,8,26,1,1,"Toronto",173, ,0,0,0,182,440,"Sir Oliver Mowat Collegiate",20071010
072,PICKERING--SCARBOROUGH EAST,110,76,6,6,21,1,2,"Pickering",400, ,0,0,1,223,338,"Millennium Building",20071010
072,PICKERING--SCARBOROUGH EAST,66,46,0,11,11,1,2,"Pickering",401, ,0,0,0,137,246,"Millennium Building",20071010
072,PICKERING--SCARBOROUGH EAST,91,95,2,7,35,5,0,"Pickering",402, ,0,0,3,238,331,"Discovery Place Recreation Centre",20071010
072,PICKERING--SCARBOROUGH EAST,105,85,7,8,31,4,1,"Pickering",403, ,1,2,0,244,370,"Discovery Place Recreation Centre",20071010
072,PICKERING--SCARBOROUGH EAST,71,44,3,7,25,1,0,"Pickering",404, ,1,1,0,153,263,"Bayshore Towers",20071010
072,PICKERING--SCARBOROUGH EAST,37,5,0,3,7,3,0,"Pickering",405, ,0,0,0,55,105,"Rougemount Co-operative Homes Incorporated",20071010
072,PICKERING--SCARBOROUGH EAST,89,45,5,10,30,2,0,"Toronto",406, ,1,1,0,183,284,"The Robin Hood",20071010
072,PICKERING--SCARBOROUGH EAST,67,55,6,13,30,1,0,"Toronto",407, ,0,0,0,172,279,"Camargue II",20071010
072,PICKERING--SCARBOROUGH EAST,75,52,1,7,26,1,6,"Toronto",408, ,0,1,0,169,277,"Camargue II",20071010
072,PICKERING--SCARBOROUGH EAST,105,41,4,8,25,1,4,"Toronto",409, ,0,0,0,188,321,"Platinum Rouge Condominium",20071010
072,PICKERING--SCARBOROUGH EAST,411,239,6,38,67,8,2,"Pickering",Advanced Polls /  ADV001, ,3,0,1,775,0,"Returning Office / Bureau du directeur du scrutin",20071010
072,PICKERING--SCARBOROUGH EAST,449,238,6,36,81,4,4,"Pickering",Advanced Polls /  ADV002, ,0,5,1,824,0,"City of Pickering, City Hall",20071010
072,PICKERING--SCARBOROUGH EAST,323,231,8,40,44,2,4,"Pickering",Advanced Polls /  ADV003, ,0,1,0,653,0,"Petticoat Creek Library and Community Centre",20071010
072,PICKERING--SCARBOROUGH EAST,472,371,7,48,91,4,6,"Toronto",Advanced Polls /  ADV004, ,1,0,1,1001,0,"Port Union Community Centre and Library",20071010
072,PICKERING--SCARBOROUGH EAST,241,111,3,18,35,2,1,"Toronto",Advanced Polls /  ADV005, ,4,1,0,416,0,"Tall Pines Community Centre",20071010
TOTALS:, ,19762,12884,375,2572,4563,275,210, , , , , , , , , , 
