ED_CODE,ED_NAME,MANGAT,PANDHER,SIMAS,SINGH,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
047,MISSISSAUGA--BRAMPTON SOUTH,97,12,16,29,"Mississauga",191, ,1,0,0,155,406,"Huntington Ridge Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,106,7,22,24,"Mississauga",192, ,1,0,0,160,512,"Huntington Ridge Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,53,16,5,21,"Mississauga",193, ,1,1,0,97,173,"Huntington Ridge Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,72,37,23,51,"Mississauga",194, ,0,0,0,183,445,"Barondale Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,43,19,27,23,"Mississauga",195, ,0,0,0,112,287,"Barondale Public School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,19,12,6,12,"Brampton",400, ,0,1,0,50,117,"The Conover",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,38,10,4,11,"Brampton",401, ,1,0,0,64,107,"Fletcher's View Seniors Apartments",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,30,12,7,8,"Brampton",402, ,1,0,0,58,161,"66 Malta Avenue",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,51,12,8,27,"Brampton",403, ,1,2,0,101,155,"The Bayanihan Tower",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,90,12,23,54,"Brampton",404, ,3,0,0,182,354,"The Imperial",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,89,20,17,61,"Brampton",405, ,0,0,0,187,337,"The Crown West",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,103,20,23,67,"Brampton",406, ,1,2,4,220,317,"The Crown",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,61,11,16,34,"Brampton",407, ,1,0,0,123,256,"The Coronation",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,36,5,13,20,"Mississauga",408, ,9,0,0,83,165,"2121 Rathburn Road East",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,42,13,12,27,"Mississauga",409, ,0,0,0,94,180,"1850 Rathburn Road East",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,33,14,11,24,"Mississauga",410, ,9,0,0,91,207,"4100 Ponytrail Drive",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,57,12,12,33,"Mississauga",411, ,2,5,0,121,225,"1359 Rathburn Road East",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,26,6,11,9,"Mississauga",412, ,1,0,0,53,252,"St. Basil Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,57,24,12,42,"Mississauga",413, ,0,3,0,138,228,"The Compass",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,40,13,10,15,"Mississauga",414, ,0,1,0,79,139,"1155 Bough Beeches Boulevard",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,38,4,9,21,"Mississauga",415, ,0,1,0,73,142,"1111 Bough Beeches Boulevard",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,47,11,3,11,"Mississauga",416, ,4,0,0,76,159,"4050 Dixie Road",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,79,20,12,36,"Mississauga",419, ,0,2,0,149,210,"Westminster Court Senior Building",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,25,15,5,10,"Mississauga",420, ,0,0,0,55,125,"Britannia Place",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,59,16,5,16,"Mississauga",421, ,1,0,0,97,140,"Coral Place",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,44,6,12,27,"Mississauga",422, ,0,0,0,89,160,"25 Trailwood Drive",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,50,9,7,18,"Mississauga",423, ,1,0,0,85,170,"35 Trailwood Drive",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,80,20,22,44,"Mississauga",424, ,1,1,0,168,329,"55 Strathaven Drive",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,57,13,5,10,"Mississauga",425, ,2,0,0,87,139,"20 Strathaven Drive",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,43,11,8,15,"Mississauga",426, ,0,2,0,79,163,"Forum Italia",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,49,17,8,11,"Mississauga",427, ,0,2,0,87,209,"Gardenview Court",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,43,12,17,43,"Mississauga",428, ,0,1,0,116,249,"The Esprit",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,74,17,15,67,"Mississauga",429, ,0,1,0,174,394,"Skymark West 1",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,38,11,7,1,"Mississauga",430, ,6,0,0,63,148,"Weavers Hill Apartment",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,44,18,3,8,"Mississauga",431, ,0,0,6,79,171,"121 Acorn Place",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,35,11,3,7,"Mississauga",432, ,5,0,0,61,121,"Barbertown Community Centre",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,27,14,6,8,"Mississauga",433, ,0,0,0,55,157,"Barbertown Community Centre",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,32,4,10,6,"Mississauga",434, ,0,0,0,52,158,"St. Charles Garnier Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,101,26,22,58,"Mississauga",435, ,0,1,0,208,397,"Park Mansion",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,141,34,19,80,"Mississauga",436, ,0,1,0,275,572,"The Mansion",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,88,11,7,50,"Mississauga",437, ,1,0,2,159,488,"Skymark West 2",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,75,24,19,48,"Mississauga",438, ,0,1,0,167,304,"The Californian",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,89,14,14,29,"Mississauga",439, ,0,2,0,148,311,"Kingsbridge Grand 1",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,88,17,16,24,"Mississauga",440, ,3,1,0,149,372,"Kingsbridge Grand 2",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,58,16,10,30,"Mississauga",441, ,2,0,0,116,226,"4450 Tucana Court",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,52,8,13,17,"Mississauga",442, ,1,0,0,91,271,"700 Constellation Drive",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,500,63,66,222,"Mississauga",Advanced Polls /  ADV001, ,4,2,2,859,0,"Returning Office / Bureau du directeur du scrutin",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,251,32,27,117,"Mississauga",Advanced Polls /  ADV002, ,1,1,0,429,0,"St. Valentine Separate School",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,340,33,33,116,"Brampton",Advanced Polls /  ADV003, ,2,1,0,525,0,"South Fletcher's Sportsplex",20071010
047,MISSISSAUGA--BRAMPTON SOUTH,570,91,106,215,"Mississauga",Advanced Polls /  ADV004, ,0,15,10,1007,0,"Rockwood Mall",20071010
TOTALS:, ,19738,3785,3846,9333, , , , , , , , , , 
