ED_CODE,ED_NAME,BRYANT,D'SA,DE KERCKHOVE,GOLDSTEIN,HELLER,KITTREDGE,LEBORG,THOMPSON,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
077,ST. PAUL'S,51,10,0,26,49,0,0,0,"Toronto",212, ,0,4,0,140,349,"Hellenic Home for the Aged",20071010
077,ST. PAUL'S,91,10,4,20,47,1,1,0,"Toronto",213, ,0,2,0,176,341,"Christie Gardens",20071010
077,ST. PAUL'S,66,8,0,8,70,1,0,2,"Toronto",214, ,4,1,2,162,358,"Christie Gardens",20071010
077,ST. PAUL'S,33,4,0,8,10,0,0,0,"Toronto",400, ,0,0,0,55,127,"North Toronto Secondary School",20071010
077,ST. PAUL'S,41,4,0,10,20,0,0,0,"Toronto",401, ,0,0,0,75,183,"North Toronto Secondary School",20071010
077,ST. PAUL'S,49,7,0,14,16,0,0,0,"Toronto",402, ,0,0,0,86,165,"Eglinton Junior Public School",20071010
077,ST. PAUL'S,60,4,1,18,17,1,1,0,"Toronto",403, ,0,0,0,102,217,"Northern Secondary School",20071010
077,ST. PAUL'S,28,5,0,6,22,0,0,0,"Toronto",404, ,0,0,0,61,164,"Northern Secondary School",20071010
077,ST. PAUL'S,95,21,0,40,30,1,0,1,"Toronto",405, ,0,0,0,188,455,"First Christian Reformed Church of Toronto",20071010
077,ST. PAUL'S,33,8,0,12,9,0,2,1,"Toronto",406, ,0,0,0,65,132,"Moore Place",20071010
077,ST. PAUL'S,74,10,0,25,25,0,0,1,"Toronto",407, ,0,0,0,135,177,"Moore Place",20071010
077,ST. PAUL'S,......................COMBINED WITH POLL 407 ....................,,,,,,,,"Toronto",408, ,,,,,,"Moore Place",20071010
077,ST. PAUL'S,9,2,0,2,1,0,0,0,"Toronto",409, ,0,0,0,14,32,"Moore Place",20071010
077,ST. PAUL'S,35,4,1,14,7,0,0,0,"Toronto",410, ,0,0,0,61,99,"Moore Place",20071010
077,ST. PAUL'S,19,0,0,5,11,0,1,0,"Toronto",411, ,0,0,0,36,109,"Moore Place",20071010
077,ST. PAUL'S,23,6,0,21,6,0,0,0,"Toronto",412, ,0,0,0,56,109,"North Toronto Secondary School",20071010
077,ST. PAUL'S,24,0,11,8,14,0,0,1,"Toronto",413, ,0,0,0,58,123,"North Toronto Secondary School",20071010
077,ST. PAUL'S,57,13,0,19,18,0,0,0,"Toronto",414, ,3,0,0,110,247,"North Toronto Secondary School",20071010
077,ST. PAUL'S,102,3,1,20,16,2,3,2,"Toronto",415, ,1,5,0,155,250,"Montgomery Place",20071010
077,ST. PAUL'S,48,5,0,54,4,0,0,0,"Toronto",416, ,0,1,0,112,231,"Eglinton Junior Public School",20071010
077,ST. PAUL'S,59,17,0,27,3,1,0,0,"Toronto",417, ,1,0,0,108,225,"Eglinton Junior Public School",20071010
077,ST. PAUL'S,38,7,0,15,10,0,0,0,"Toronto",418, ,0,0,0,70,142,"Eglinton Junior Public School",20071010
077,ST. PAUL'S,..........................NO POLL HELD........................,,,,,,,,"Toronto",419, ,0,0,0,0,0,"",20071010
077,ST. PAUL'S,50,9,1,14,6,0,1,0,"Toronto",420, ,0,0,0,81,120,"Briton House",20071010
077,ST. PAUL'S,68,16,2,9,10,1,0,1,"Toronto",421, ,6,0,0,113,178,"Moore Place",20071010
077,ST. PAUL'S,42,8,0,21,2,2,1,0,"Toronto",422, ,1,1,0,78,136,"Montgomery Place",20071010
077,ST. PAUL'S,35,2,1,9,14,1,1,0,"Toronto",423, ,1,1,0,65,155,"Montgomery Place",20071010
077,ST. PAUL'S,32,0,2,18,14,1,0,0,"Toronto",424, ,1,0,0,68,149,"Montgomery Place",20071010
077,ST. PAUL'S,40,6,1,11,20,2,1,1,"Toronto",425, ,1,0,0,83,193,"Montgomery Place",20071010
077,ST. PAUL'S,89,16,2,28,27,0,0,0,"Toronto",426, ,0,1,0,163,321,"Dunfield Apartments",20071010
077,ST. PAUL'S,77,16,1,48,12,0,0,1,"Toronto",427A, ,1,0,1,157,296,"Dunfield Apartments",20071010
077,ST. PAUL'S,79,14,0,38,24,1,0,0,"Toronto",427B, ,0,0,3,159,266,"Dunfield Apartments",20071010
077,ST. PAUL'S,38,15,0,26,11,0,0,0,"Toronto",428, ,0,0,0,90,186,"Briton House",20071010
077,ST. PAUL'S,51,5,0,28,13,1,1,2,"Toronto",429, ,0,2,0,103,174,"Briton House",20071010
077,ST. PAUL'S,98,12,2,31,31,4,0,2,"Toronto",430, ,1,0,0,181,436,"Meighen Manor",20071010
077,ST. PAUL'S,39,8,0,23,11,0,0,0,"Toronto",431, ,0,0,0,81,194,"Meighen Manor",20071010
077,ST. PAUL'S,39,5,1,22,14,0,0,0,"Toronto",432, ,0,0,0,81,153,"George Barker Manor",20071010
077,ST. PAUL'S,46,5,0,15,13,0,2,3,"Toronto",433, ,0,0,0,84,128,"Glen Garden Apartment",20071010
077,ST. PAUL'S,..........................NO POLL HELD........................,,,,,,,,"Toronto",434, ,0,0,0,0,0,"",20071010
077,ST. PAUL'S,55,7,0,12,14,1,0,1,"Toronto",435, ,1,1,0,92,212,"Davisville Public School",20071010
077,ST. PAUL'S,79,18,4,31,29,0,0,0,"Toronto",436, ,1,0,0,162,334,"Davisville Public School",20071010
077,ST. PAUL'S,109,10,0,28,40,0,2,1,"Toronto",437, ,2,1,0,193,486,"Davisville Public School",20071010
077,ST. PAUL'S,21,0,0,23,4,0,0,0,"Toronto",438, ,0,0,0,48,69,"Meighen Retirement Residence",20071010
077,ST. PAUL'S,58,19,0,31,13,0,0,2,"Toronto",439, ,0,2,1,126,316,"Hospital Worker's Housing Co-operative",20071010
077,ST. PAUL'S,99,7,1,18,31,0,1,2,"Toronto",440, ,0,0,0,159,374,"Meighen Retirement Residence",20071010
077,ST. PAUL'S,83,8,0,15,21,0,0,2,"Toronto",441, ,0,0,0,129,302,"Meighen Retirement Residence",20071010
077,ST. PAUL'S,60,23,1,41,26,1,0,0,"Toronto",442, ,0,0,0,152,364,"Meighen Retirement Residence",20071010
077,ST. PAUL'S,50,10,0,14,12,1,0,0,"Toronto",443, ,0,0,0,87,140,"Janet McGee Manor",20071010
077,ST. PAUL'S,61,14,0,17,25,0,1,2,"Toronto",444, ,0,0,0,120,295,"George Barker Manor",20071010
077,ST. PAUL'S,49,14,0,22,3,0,0,0,"Toronto",445, ,0,0,0,88,152,"Hospital Worker's Housing Co-operative",20071010
077,ST. PAUL'S,37,15,1,21,14,2,0,1,"Toronto",446, ,0,0,0,91,261,"George Barker Manor",20071010
077,ST. PAUL'S,..........................NO POLL HELD........................,,,,,,,,"Toronto",447, ,0,0,0,0,0,"",20071010
077,ST. PAUL'S,30,3,1,14,9,0,0,0,"Toronto",448, ,1,0,0,58,121,"George Barker Manor",20071010
077,ST. PAUL'S,74,19,0,21,18,2,0,2,"Toronto",449, ,0,0,0,136,233,"25 Lascelles Boulevard",20071010
077,ST. PAUL'S,72,22,1,26,29,0,0,0,"Toronto",450, ,0,0,0,150,281,"23 Lascelles Boulevard",20071010
077,ST. PAUL'S,53,19,0,15,11,0,0,1,"Toronto",451, ,0,1,0,100,169,"21 Lascelles Boulevard",20071010
077,ST. PAUL'S,50,6,0,20,16,0,0,0,"Toronto",452, ,0,0,0,92,175,"21 Lascelles Boulevard",20071010
077,ST. PAUL'S,38,6,0,24,15,0,0,0,"Toronto",453, ,0,0,0,83,129,"Janet McGee Manor",20071010
077,ST. PAUL'S,51,4,0,25,15,2,0,1,"Toronto",454, ,2,5,0,105,163,"Janet McGee Manor",20071010
077,ST. PAUL'S,54,5,0,6,19,2,1,3,"Toronto",455, ,0,0,0,90,163,"Hospital Worker's Housing Co-operative",20071010
077,ST. PAUL'S,70,17,0,36,6,0,0,0,"Toronto",456, ,0,0,0,129,245,"Janet McGee Manor",20071010
077,ST. PAUL'S,43,6,0,25,7,0,0,0,"Toronto",457, ,0,0,0,81,152,"Janet McGee Manor",20071010
077,ST. PAUL'S,48,4,3,25,16,4,1,0,"Toronto",458, ,0,0,0,101,153,"St. Hilda's Towers",20071010
077,ST. PAUL'S,87,1,5,21,26,1,3,0,"Toronto",459, ,4,2,0,150,299,"Douglas Saunders Apartments",20071010
077,ST. PAUL'S,52,3,0,24,21,3,1,0,"Toronto",460, ,0,2,0,106,216,"St. Hilda's Towers",20071010
077,ST. PAUL'S,61,13,0,20,19,0,0,0,"Toronto",461, ,0,0,0,113,182,"17 Lascelles Boulevard",20071010
077,ST. PAUL'S,18,6,0,6,5,0,0,0,"Toronto",462, ,0,0,0,35,110,"Yorkminster Park Baptist Church",20071010
077,ST. PAUL'S,46,3,1,10,15,0,0,0,"Toronto",463, ,0,0,0,75,163,"Yorkminster Park Baptist Church",20071010
077,ST. PAUL'S,..........................NO POLL HELD........................,,,,,,,,"Toronto",464, ,0,0,0,0,0,"",20071010
077,ST. PAUL'S,22,4,1,9,6,0,1,1,"Toronto",465, ,0,1,0,45,133,"Fairbank Middle School",20071010
077,ST. PAUL'S,22,1,0,52,0,0,0,0,"Toronto",466, ,0,0,0,75,161,"First Unitarian Church",20071010
077,ST. PAUL'S,36,9,0,10,23,0,0,0,"Toronto",467, ,0,0,0,78,127,"Christ Church Deer Park",20071010
077,ST. PAUL'S,59,9,1,23,25,0,0,0,"Toronto",468, ,1,0,1,119,209,"Christ Church Deer Park",20071010
077,ST. PAUL'S,20,7,0,16,6,0,0,0,"Toronto",469, ,0,0,0,49,107,"Christ Church Deer Park",20071010
077,ST. PAUL'S,62,9,0,55,9,0,0,0,"Toronto",470, ,0,0,0,135,264,"Christ Church Deer Park",20071010
077,ST. PAUL'S,45,9,0,29,11,0,0,0,"Toronto",471, ,2,0,2,98,216,"Deer Park Library",20071010
077,ST. PAUL'S,73,11,0,23,20,1,1,1,"Toronto",472, ,1,1,0,132,288,"Deer Park Library",20071010
077,ST. PAUL'S,33,1,0,38,3,0,0,0,"Toronto",473, ,0,0,0,75,143,"Deer Park Library",20071010
077,ST. PAUL'S,81,2,2,2,14,0,0,2,"Toronto",474, ,0,2,0,105,228,"Vaughan Road Academy",20071010
077,ST. PAUL'S,..........................NO POLL HELD........................,,,,,,,,"Toronto",475, ,0,0,0,0,0,"",20071010
077,ST. PAUL'S,61,12,0,21,53,0,0,1,"Toronto",476, ,1,1,0,150,250,"Claxton Gates",20071010
077,ST. PAUL'S,38,8,0,35,9,0,0,0,"Toronto",477, ,1,0,0,91,233,"First Unitarian Church",20071010
077,ST. PAUL'S,28,5,0,20,7,0,0,0,"Toronto",478, ,0,0,0,60,130,"First Unitarian Church",20071010
077,ST. PAUL'S,42,9,0,53,4,1,0,1,"Toronto",479, ,0,0,0,110,138,"Granite Place",20071010
077,ST. PAUL'S,60,5,1,74,3,2,0,2,"Toronto",480, ,0,1,0,148,184,"Granite Place",20071010
077,ST. PAUL'S,80,15,0,30,25,1,0,1,"Toronto",481, ,1,1,0,154,362,"Deer Park Library",20071010
077,ST. PAUL'S,105,11,0,32,27,0,0,1,"Toronto",482A, ,2,0,0,178,325,"Bretton Place",20071010
077,ST. PAUL'S,106,8,2,55,31,0,0,1,"Toronto",482B, ,2,1,0,206,343,"Bretton Place",20071010
077,ST. PAUL'S,66,12,0,29,18,1,0,2,"Toronto",483, ,0,0,0,128,280,"Bretton Place",20071010
077,ST. PAUL'S,64,5,2,41,7,0,1,1,"Toronto",484, ,0,0,2,123,216,"Bretton Place",20071010
077,ST. PAUL'S,..........................NO POLL HELD........................,,,,,,,,"Toronto",485, ,0,0,0,0,0,"",20071010
077,ST. PAUL'S,63,3,0,10,16,1,0,1,"Toronto",486, ,0,1,0,95,193,"Louise Towers",20071010
077,ST. PAUL'S,64,5,2,6,42,0,1,0,"Toronto",487, ,0,0,1,121,305,"St. Michael's All Angels Anglican Church",20071010
077,ST. PAUL'S,17,7,2,5,17,0,0,2,"Toronto",488, ,0,0,0,50,117,"St. Michael's All Angels Anglican Church",20071010
077,ST. PAUL'S,71,9,1,24,25,1,0,1,"Toronto",489, ,1,2,0,135,172,"Tichester Garden Apartments",20071010
077,ST. PAUL'S,31,7,1,6,13,0,0,3,"Toronto",490, ,0,0,0,61,159,"400 Walmer Road",20071010
077,ST. PAUL'S,..........................NO POLL HELD........................,,,,,,,,"Toronto",491, ,0,0,0,0,0,"",20071010
077,ST. PAUL'S,42,4,0,38,8,0,0,0,"Toronto",492, ,0,0,0,92,184,"400 Walmer Road",20071010
077,ST. PAUL'S,..........................NO POLL HELD........................,,,,,,,,"Toronto",493, ,0,0,0,0,0,"",20071010
077,ST. PAUL'S,37,11,0,12,8,0,0,0,"Toronto",494, ,0,0,0,68,163,"Lincoln Place",20071010
077,ST. PAUL'S,78,15,5,54,11,2,1,1,"Toronto",495A, ,2,0,2,171,269,"400 Walmer Road",20071010
077,ST. PAUL'S,103,9,1,73,12,0,1,4,"Toronto",495B, ,0,1,4,208,315,"400 Walmer Road",20071010
077,ST. PAUL'S,..........................NO POLL HELD........................,,,,,,,,"Toronto",496, ,0,0,0,0,0,"",20071010
077,ST. PAUL'S,29,7,0,33,8,1,0,0,"Toronto",497, ,0,0,0,78,167,"Bretton Place",20071010
077,ST. PAUL'S,24,3,2,9,14,2,0,1,"Toronto",498, ,0,1,0,56,138,"St. Michael's All Angels Anglican Church",20071010
077,ST. PAUL'S,25,2,1,8,16,0,0,0,"Toronto",499, ,0,0,0,52,124,"St. Michael's All Angels Anglican Church",20071010
077,ST. PAUL'S,30,5,1,9,22,0,0,2,"Toronto",500, ,0,0,1,70,181,"Wychwood Library",20071010
077,ST. PAUL'S,34,2,2,52,8,0,0,0,"Toronto",501, ,0,0,0,98,190,"Hillcrest Community Centre",20071010
077,ST. PAUL'S,20,2,0,18,7,0,0,0,"Toronto",502, ,0,0,0,47,129,"Hillcrest Community Centre",20071010
077,ST. PAUL'S,32,1,0,34,4,0,0,0,"Toronto",503, ,0,0,0,71,133,"Brown Community Centre",20071010
077,ST. PAUL'S,56,5,1,17,26,1,1,1,"Toronto",504, ,1,1,0,110,154,"St. Matthew's Bracondale House",20071010
077,ST. PAUL'S,..........................NO POLL HELD........................,,,,,,,,"Toronto",505, ,0,0,0,0,0,"",20071010
077,ST. PAUL'S,28,2,1,7,13,0,0,1,"Toronto",506, ,1,1,0,54,132,"Wychwood Library",20071010
077,ST. PAUL'S,24,10,0,8,44,1,0,0,"Toronto",507, ,0,0,0,87,171,"St. Matthew's Bracondale House",20071010
077,ST. PAUL'S,104,9,7,10,14,1,5,1,"Toronto",508, ,10,4,0,165,233,"Hellenic Home for the Aged",20071010
077,ST. PAUL'S,129,8,0,61,32,3,0,1,"Toronto",509, ,3,2,0,239,292,"Christie Gardens",20071010
077,ST. PAUL'S,744,112,5,388,281,4,2,16,"Toronto",Advanced Polls /  ADV001, ,2,2,0,1556,0,"Returning Office / Bureau du directeur du scrutin",20071010
077,ST. PAUL'S,431,67,1,249,57,5,0,0,"Toronto",Advanced Polls /  ADV002, ,1,1,0,812,0,"Maurice Cody Community Centre",20071010
077,ST. PAUL'S,791,103,3,505,142,4,3,3,"Toronto",Advanced Polls /  ADV003, ,5,2,1,1562,0,"Deer Park Library",20071010
077,ST. PAUL'S,114,13,2,60,35,4,0,0,"Toronto",Advanced Polls /  ADV004, ,5,0,1,234,0,"Maria A. Shchuka Library",20071010
077,ST. PAUL'S,140,17,1,58,63,2,0,4,"Toronto",Advanced Polls /  ADV005, ,0,0,1,286,0,"Castleview Wychwood Towers",20071010
TOTALS:, ,21280,3744,328,11910,7061,240,115,190, , , , , , , , , , 
