ED_CODE,ED_NAME,BLANCHETTE,GUNN,LALONDE,PICKETT,POMMAINVILLE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
026,GLENGARRY--PRESCOTT--RUSSELL,2,0,52,6,28,"Alexandria",184, ,0,0,0,88,320,"École secondaire catholique Le Relais",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,..........................NO POLL HELD........................,,,,,"North Glengarry",185s, ,0,0,0,0,0,"",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,2,0,56,4,16,"Alexandria",186, ,2,1,0,81,250,"École secondaire catholique Le Relais",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,6,0,45,3,14,"Alexandria",187, ,0,0,0,68,216,"École secondaire catholique Le Relais",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,......................COMBINED WITH POLL 171 ....................,,,,,"Alexandria",188s, ,,,,,,"The Palace",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,0,2,30,1,4,"Alexandria",189s, ,0,0,0,37,44,"Château Glengarry",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,3,1,42,6,12,"Alexandria",190, ,0,0,0,64,220,"École secondaire catholique Le Relais",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,10,2,112,2,37,"Alexandria",191, ,0,1,0,164,367,"École secondaire catholique Le Relais",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,11,0,60,3,21,"Alexandria",192, ,0,1,0,96,299,"École secondaire catholique Le Relais",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,8,1,86,3,36,"Alexandria",193, ,0,0,0,134,349,"École secondaire catholique Le Relais",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,9,1,74,16,69,"Vars",194, ,0,0,0,169,336,"École élémentaire catholique Saint-Guillaume",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,10,0,83,4,76,"Limoges",195, ,2,0,0,175,326,"École catholique Saint-Viateur",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,1,0,9,0,5,"Limoges",196s, ,1,0,0,16,22,"Residence L'Érablière Residence",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,19,1,119,20,113,"Limoges",197, ,1,0,0,273,437,"École catholique Saint-Viateur",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,7,0,79,4,26,"Casselman",198, ,1,0,0,117,271,"Académie de La Seigneurie",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,11,1,84,17,45,"Casselman",199, ,0,0,0,158,341,"Académie de La Seigneurie",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,9,0,132,6,50,"Casselman",200, ,1,0,0,198,344,"Académie de La Seigneurie",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,9,1,102,6,36,"Casselman",201, ,0,0,0,154,263,"Académie de La Seigneurie",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,0,1,49,0,14,"Casselman",202s, ,2,2,0,68,81,"Résidence St-Francois",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,7,0,127,2,20,"Casselman",203, ,0,0,0,156,329,"Académie de La Seigneurie",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,7,2,83,2,27,"Casselman",204, ,3,1,0,125,304,"Académie de La Seigneurie",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,1,1,19,4,3,"Casselman",205s, ,1,0,0,29,29,"Résidence Mon Chez Nous",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,12,0,188,12,56,"Casselman",206, ,0,0,0,268,500,"Académie de La Seigneurie",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,6,3,134,11,38,"Casselman",207, ,1,0,0,193,426,"Académie de La Seigneurie",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,9,1,64,7,105,"Maxville",208, ,0,0,0,186,387,"Maxville & District Sports Complex",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,1,0,20,3,18,"North Glengarry",209s, ,0,0,1,43,117,"Maxville Manor",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,13,0,60,14,75,"Maxville",210, ,0,0,0,162,309,"Maxville & District Sports Complex",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,14,1,90,9,53,"Alexandria",211, ,0,0,0,167,430,"École secondaire catholique Le Relais",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,17,6,51,21,98,"Russell",212, ,0,0,0,193,445,"Russell Fire Hall",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,10,2,130,14,72,"Embrun",213, ,1,0,0,229,384,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,7,0,151,16,81,"Embrun",214, ,0,0,0,255,510,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,0,0,30,0,19,"Limoges",215s, ,1,1,0,51,119,"St. Viateur Nursing Home",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,9,5,64,28,74,"Embrun",216, ,1,0,0,181,373,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,14,2,89,12,47,"Embrun",217, ,1,0,0,165,433,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,14,2,108,10,46,"St. Albert",218, ,0,1,0,181,346,"Centre communautaire St-Albert",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,11,2,164,5,46,"St. Albert",219, ,0,0,0,228,360,"Centre communautaire St-Albert",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,8,0,59,15,47,"Apple Hill",220, ,2,0,0,131,303,"Apple Hill Community Centre",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,2,1,30,6,16,"Alexandria",221, ,0,0,0,55,136,"Bonnie Glen Pavilion",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,13,7,78,18,82,"Russell",222, ,0,1,0,199,403,"Russell Fire Hall",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,16,2,83,19,112,"Russell",223, ,0,0,0,232,458,"Russell Fire Hall",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,8,1,37,14,60,"Russell",224, ,1,0,0,121,267,"Russell Fire Hall",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,10,0,81,15,99,"Russell",225, ,0,1,0,206,358,"Russell Fire Hall",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,13,0,81,10,81,"Russell",226, ,0,0,1,186,381,"Russell Fire Hall",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,13,0,117,9,84,"Embrun",227, ,0,0,0,223,398,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,5,1,114,5,60,"Embrun",228, ,2,0,0,187,416,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,16,1,129,10,49,"Embrun",229, ,0,0,1,206,416,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,1,0,13,1,5,"Embrun",230s, ,0,0,0,20,56,"Foyer St-Jacques Nursing Home",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,5,2,63,6,24,"Embrun",231, ,0,0,0,100,254,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,10,0,103,13,57,"Embrun",232, ,1,2,0,186,370,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,1,0,144,8,37,"Embrun",233, ,1,0,0,191,410,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,9,6,133,6,66,"Embrun",234, ,0,0,0,220,384,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,0,0,61,0,4,"Russell",235s, ,2,1,0,68,75,"Le Pavillon",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,5,4,116,3,54,"Embrun",236, ,0,0,0,182,407,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,11,0,158,8,54,"Embrun",237, ,1,0,0,232,485,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,13,0,105,5,50,"Embrun",238, ,0,1,0,174,398,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,10,2,141,10,56,"St. Albert",239, ,0,1,0,220,321,"Centre communautaire St-Albert",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,0,0,32,0,5,"St. Albert",240s, ,0,0,0,37,39,"Villa St-Albert",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,11,3,92,15,65,"Apple Hill",241, ,0,0,0,186,469,"Apple Hill Community Centre",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,9,5,114,23,68,"Russell",242, ,0,1,0,220,414,"Russell Fire Hall",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,11,4,97,16,65,"Russell",243, ,0,0,0,193,368,"Russell Fire Hall",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,10,1,93,9,102,"Russell",244, ,0,0,0,215,410,"Russell Fire Hall",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,2,1,49,7,34,"Marionville",245, ,0,0,0,93,330,"Marionville Community Centre",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,13,2,105,16,105,"Marionville",246, ,1,0,0,242,493,"Marionville Community Centre",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,38,7,864,33,165,"Rockland",Advanced Polls /  ADV001, ,4,0,0,1111,0,"Returning Office / Bureau du directeur du scrutin",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,3,4,117,6,69,"Orléans",Advanced Polls /  ADV002, ,0,0,0,199,0,"École publique Gisèle-Lalonde",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,10,1,83,16,77,"Russell",Advanced Polls /  ADV003, ,0,0,0,187,0,"Russell Youth Center",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,4,0,152,6,55,"St. Isidore",Advanced Polls /  ADV004, ,1,0,0,218,0,"Club d'âge d'or Renaissance",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,11,1,119,20,114,"Vankleek Hill",Advanced Polls /  ADV005, ,1,0,0,266,0,"Vankleek Hill Arena",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,21,3,282,26,146,"Alexandria",Advanced Polls /  ADV006, ,2,2,0,482,0,"Centre culturel "Les trois p'tits points..."",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,67,2,632,34,154,"Hawkesbury",Advanced Polls /  ADV007, ,6,1,0,896,0,"Hawkesbury Centre",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,7,5,153,19,156,"Cumberland",Advanced Polls /  ADV008, ,0,1,2,343,0,"Maple Hall",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,25,2,270,8,94,"Casselman",Advanced Polls /  ADV009, ,1,1,0,401,0,"Club 60",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,17,0,259,21,114,"Embrun",Advanced Polls /  ADV010, ,4,1,0,416,0,"Chevaliers de Colomb d'Embrun",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,10,4,89,3,44,"Bourget",Advanced Polls /  ADV011, ,0,1,0,151,0,"Bibliothèque publique de Clarence-Rockland",20071010
026,GLENGARRY--PRESCOTT--RUSSELL,21,2,223,13,47,"Plantagenet",Advanced Polls /  ADV012, ,1,0,0,307,0,"Local Scout",20071010
TOTALS:, ,2281,337,24345,2344,10927, , , , , , , , , , 
