"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BEST","BUSCH","CARACCIOLO","GERRETSEN","HOLLAND","JAMES","KILEY","SHAW","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"036","KINGSTON AND THE ISLANDS","194","U","KINGSTON","1","0","1","81","19","43","8","0","0","0","0","153","468","Fire Station Gore Road"
"036","KINGSTON AND THE ISLANDS","195","U","KINGSTON","0","0","0","82","25","41","5","1","2","0","0","156","323","Fire Station Gore Road"
"036","KINGSTON AND THE ISLANDS","196","U","KINGSTON","0","0","0","104","28","52","10","0","0","0","0","194","458","École Horton Public School"
"036","KINGSTON AND THE ISLANDS","197","U","KINGSTON","0","0","0","49","26","27","4","0","0","0","0","106","253","Fire Station Gore Road"
"036","KINGSTON AND THE ISLANDS","198","U","KINGSTON","0","0","0","84","27","38","5","0","0","0","0","154","369","Fire Station Gore Road"
"036","KINGSTON AND THE ISLANDS","199","U","KINGSTON","0","0","0","94","31","51","2","1","0","0","0","179","472","École Horton Public School"
"036","KINGSTON AND THE ISLANDS","200","U","KINGSTON","0","1","0","49","24","36","6","0","0","0","0","116","343","École Horton Public School"
"036","KINGSTON AND THE ISLANDS","201","U","KINGSTON","0","0","0","48","21","22","8","0","0","0","0","99","355","École Horton Public School"
"036","KINGSTON AND THE ISLANDS","202","U","KINGSTON","0","0","0","48","27","41","4","0","0","0","0","120","587","École Horton Public School"
"036","KINGSTON AND THE ISLANDS","203","U","KINGSTON","0","0","1","114","25","53","7","1","1","1","0","203","445","École Horton Public School"
"036","KINGSTON AND THE ISLANDS","204","U","KINGSTON","0","0","0","92","17","46","6","0","0","1","0","162","357","École Horton Public School"
"036","KINGSTON AND THE ISLANDS","205","U","KINGSTON","0","0","0","68","20","38","2","0","0","0","0","128","358","Joyceville Fire Hall"
"036","KINGSTON AND THE ISLANDS","206","U","KINGSTON","1","0","1","108","49","61","11","1","0","0","0","232","537","Joyceville Fire Hall"
"036","KINGSTON AND THE ISLANDS","207","U","KINGSTON","0","0","2","63","22","61","10","0","0","0","0","158","334","Joyceville Fire Hall"
"036","KINGSTON AND THE ISLANDS","208","U","KINGSTON","1","1","2","51","42","40","4","0","1","1","0","143","385","Rideau Acres Resort"
"036","KINGSTON AND THE ISLANDS","209","U","KINGSTON","0","0","2","58","29","36","4","2","1","0","0","132","373","Rideau Acres Resort"
"036","KINGSTON AND THE ISLANDS","210","U","JOYCEVILLE","0","0","0","90","32","71","5","1","1","0","0","200","460","Joyceville Public School"
"036","KINGSTON AND THE ISLANDS","211","U","JOYCEVILLE","0","0","0","87","47","70","5","0","0","0","0","209","497","Joyceville Public School"
"036","KINGSTON AND THE ISLANDS","212","U","KINGSTON","1","0","0","79","31","51","11","1","0","0","0","174","335","Joyceville Fire Hall"
"036","KINGSTON AND THE ISLANDS","213","U","HOWE ISLAND","1","2","0","122","63","76","7","1","2","2","0","276","475","Howe Island Township Hall"
"036","KINGSTON AND THE ISLANDS","214","U","WOLFE ISLAND","0","1","5","73","42","51","8","1","0","0","0","181","308","Sacred Heart School"
"036","KINGSTON AND THE ISLANDS","215","U","WOLFE ISLAND","2","0","0","111","43","35","12","2","3","0","0","208","325","Sacred Heart School"
"036","KINGSTON AND THE ISLANDS","216","U","WOLFE ISLAND","0","1","0","70","36","38","7","0","2","0","0","154","274","Sacred Heart School"
"036","KINGSTON AND THE ISLANDS","400","U","KINGSTON","0","0","1","36","26","29","1","1","0","0","0","94","168","L'Hermitage West"
"036","KINGSTON AND THE ISLANDS","401","U","KINGSTON","0","0","0","42","11","28","1","0","0","0","0","82","164","L'Hermitage East"
"036","KINGSTON AND THE ISLANDS","402","U","KINGSTON","0","0","0","9","7","8","2","0","0","0","0","26","191","Archbishop O'sullivan Catholic School"
"036","KINGSTON AND THE ISLANDS","403","U","KINGSTON","0","0","0","18","18","5","2","0","0","0","0","43","130","Archbishop O'sullivan Catholic School"
"036","KINGSTON AND THE ISLANDS","404","U","KINGSTON","0","0","0","26","7","13","3","0","1","0","0","50","130","Waterside Apartments"
"036","KINGSTON AND THE ISLANDS","405","U","KINGSTON","0","0","0","44","14","23","1","0","0","0","0","82","191","Waterside Apartments"
"036","KINGSTON AND THE ISLANDS","406","U","KINGSTON","0","0","0","3","10","2","0","0","0","0","0","15","140","Senior Association Kingston Region"
"036","KINGSTON AND THE ISLANDS","407","U","KINGSTON","0","0","1","44","19","24","3","0","0","0","0","91","146","Country Club Towers Condo"
"036","KINGSTON AND THE ISLANDS","408","U","KINGSTON","0","0","0","16","27","8","0","0","0","0","0","51","223","St. Thomas More Catholic School"
"036","KINGSTON AND THE ISLANDS","409","U","KINGSTON","0","0","0","10","7","7","2","0","0","0","0","26","123","St. Thomas More Catholic School"
"036","KINGSTON AND THE ISLANDS","410","U","KINGSTON","0","0","0","14","15","7","1","0","0","0","0","37","159","St. Thomas More Catholic School"
"036","KINGSTON AND THE ISLANDS","411","U","KINGSTON","0","0","1","34","23","15","3","0","0","0","0","76","167","Portsmouth Place West"
"036","KINGSTON AND THE ISLANDS","412","U","KINGSTON","1","0","0","31","27","13","1","0","0","0","0","73","176","Portsmouth Place Centre"
"036","KINGSTON AND THE ISLANDS","413","U","KINGSTON","0","1","1","34","23","23","4","1","0","0","0","87","188","Portsmouth Place East"
"036","KINGSTON AND THE ISLANDS","414","U","KINGSTON","0","0","0","14","12","5","3","0","0","0","0","34","98","Bowling Green 2"
"036","KINGSTON AND THE ISLANDS","415","U","KINGSTON","0","0","1","29","8","10","2","0","0","0","0","50","119","Frontenac Apartments"
"036","KINGSTON AND THE ISLANDS","416","U","KINGSTON","1","0","0","45","15","16","5","0","0","0","0","82","153","The Overlook Apartments"
"036","KINGSTON AND THE ISLANDS","417","U","KINGSTON","0","0","1","25","17","10","2","1","0","0","0","56","155","Calvin Park Library"
"036","KINGSTON AND THE ISLANDS","418","U","KINGSTON","0","0","1","27","26","8","3","0","0","0","0","65","199","MacDonald Apartments"
"036","KINGSTON AND THE ISLANDS","419","U","KINGSTON","0","0","2","47","31","22","1","0","0","0","0","103","182","MacDonald Apartments"
"036","KINGSTON AND THE ISLANDS","420","U","KINGSTON","0","0","0","26","32","8","3","1","1","0","0","71","185","MacDonald Apartments"
"036","KINGSTON AND THE ISLANDS","421","U","KINGSTON","1","0","0","15","11","3","0","0","0","0","0","30","149","St. Luke's Anglican Church"
"036","KINGSTON AND THE ISLANDS","422","U","KINGSTON","0","0","1","23","9","6","3","0","0","0","0","42","180","St. Luke's Anglican Church"
"036","KINGSTON AND THE ISLANDS","423","U","KINGSTON","1","0","0","3","7","2","0","0","0","0","0","13","134","St. Peter Catholic School"
"036","KINGSTON AND THE ISLANDS","424","U","KINGSTON","1","1","0","51","44","24","4","0","0","0","0","125","293","John Counter Place"
"036","KINGSTON AND THE ISLANDS","425","U","KINGSTON","0","0","0","32","28","13","6","0","0","0","0","79","152","Village on the River Apartments - 67"
"036","KINGSTON AND THE ISLANDS","426","U","KINGSTON","0","0","1","36","22","12","2","0","0","0","0","73","154","Village on the River Apartments - 47"
"036","KINGSTON AND THE ISLANDS","427","U","KINGSTON","0","0","0","9","3","1","1","0","0","0","0","14","107","Kingston Collegiate V I - Alfred Street Entrance"
"036","KINGSTON AND THE ISLANDS","428","U","KINGSTON","0","0","2","12","14","1","1","0","0","0","0","30","99","John J. French Tower"
"036","KINGSTON AND THE ISLANDS","429","U","KINGSTON","0","0","0","78","5","36","5","0","0","0","0","124","186","Harbour Place"
"036","KINGSTON AND THE ISLANDS","430","U","KINGSTON","0","0","1","110","24","63","7","0","1","1","0","207","370","Locomotive Works"
"036","KINGSTON AND THE ISLANDS","431","U","KINGSTON","0","0","0","70","15","20","2","0","1","1","0","109","186","Shipyard Apartments"
"036","KINGSTON AND THE ISLANDS","700","U","GLENBURNIE","0","1","1","30","13","23","1","1","0","0","1","71","163","Fairmount Home Auditorium"
"036","KINGSTON AND THE ISLANDS","701","U","KINGSTON","0","0","0","0","0","0","0","0","0","0","0","0","2","Hotel Dieu Hospital Detoxification Center"
"036","KINGSTON AND THE ISLANDS","702","U","KINGSTON",".......................COMBINED WITH POLL 703.......................","","","","","","","","","","","","","Fairfield Manor West"
"036","KINGSTON AND THE ISLANDS","703","U","KINGSTON","0","1","0","50","10","14","1","0","1","1","0","78","140","Rosewood Retirement Centre"
"036","KINGSTON AND THE ISLANDS","704","U","KINGSTON","0","0","1","39","8","13","0","1","0","0","0","62","80","Conservatory Pond Retirement Res"
"036","KINGSTON AND THE ISLANDS","705","U","KINGSTON","0","0","4","31","4","8","1","1","3","0","0","52","101","Trillium Ridge Retirement and Long Care"
"036","KINGSTON AND THE ISLANDS","706","U","KINGSTON","0","0","0","13","5","8","2","1","0","0","3","32","59","Trillium Centre"
"036","KINGSTON AND THE ISLANDS","707","U","KINGSTON","1","0","0","50","9","19","2","0","1","0","1","83","110","Kingsdale Chateau"
"036","KINGSTON AND THE ISLANDS","708","U","KINGSTON","0","0","1","22","9","7","0","2","1","0","0","42","145","Extendicare"
"036","KINGSTON AND THE ISLANDS","709","U","KINGSTON",".......................COMBINED WITH POLL 711.......................","","","","","","","","","","","","","Sisters of Providence of St. Vincent de Paul"
"036","KINGSTON AND THE ISLANDS","710","U","KINGSTON","0","0","0","10","9","1","1","0","0","3","0","24","31","Kingston and Frontenac Senior Res"
"036","KINGSTON AND THE ISLANDS","711","U","KINGSTON","3","0","2","67","19","17","4","4","4","3","0","123","206","Providence Care Mental Health Services"
"036","KINGSTON AND THE ISLANDS","712","U","KINGSTON","0","0","0","25","10","10","1","0","0","0","0","46","88","Providence Care - St Marys of the Lake"
"036","KINGSTON AND THE ISLANDS","713","U","KINGSTON","0","0","0","34","10","7","1","1","1","0","0","54","165","Rideaucrest Home"
"036","KINGSTON AND THE ISLANDS","714","U","KINGSTON","0","0","0","24","14","7","1","0","1","0","0","47","79","Rideaucrest Towers"
"036","KINGSTON AND THE ISLANDS","715","U","KINGSTON","3","2","1","64","21","15","0","0","3","2","0","111","204","Providence Manor"
"036","KINGSTON AND THE ISLANDS","716","U","KINGSTON","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"036","KINGSTON AND THE ISLANDS","717","U","KINGSTON","0","1","0","27","4","9","8","0","0","0","0","49","61","St. Lawrence Place"
"036","KINGSTON AND THE ISLANDS","718","U","KINGSTON","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"036","KINGSTON AND THE ISLANDS","719","U","KINGSTON","0","0","0","41","7","18","4","0","2","0","0","72","95","Royale Retirement Residence"
"036","KINGSTON AND THE ISLANDS","720","U","KINGSTON","0","0","0","31","7","43","1","1","0","0","0","83","98","Waterford Retirement Residence"
"036","KINGSTON AND THE ISLANDS","721","U","KINGSTON","2","1","0","32","13","14","1","1","1","3","0","68","115","Arbour Heights Long Term Care"
"036","KINGSTON AND THE ISLANDS","722","U","KINGSTON","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"036","KINGSTON AND THE ISLANDS","723","U","KINGSTON","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"036","KINGSTON AND THE ISLANDS","ADV001","U","KINGSTON","0","1","15","869","368","528","46","1","0","0","29","1857","0","Returning Office / Bureau du directeur du scrutin"
"036","KINGSTON AND THE ISLANDS","ADV002","U","KINGSTON","0","0","5","321","122","135","22","2","3","0","2","612","0","Special Ballot Voting / Vote par bulletin spécial"
"036","KINGSTON AND THE ISLANDS","ADV003","U","KINGSTON","1","0","3","477","248","181","56","2","2","0","0","970","0","Artillery Park Aquatic Centre"
"036","KINGSTON AND THE ISLANDS","ADV004","U","KINGSTON","0","2","1","82","97","118","5","2","1","0","0","308","0","Cataraqui Community Centre"
"036","KINGSTON AND THE ISLANDS","ADV005","U","KINGSTON","0","0","3","466","147","183","19","3","2","1","0","824","0","Portsmouth Olympic Harbour"
"036","KINGSTON AND THE ISLANDS","ADV006","U","KINGSTON","3","1","6","373","148","162","14","4","0","0","0","711","0","Crossroads United Church"
"036","KINGSTON AND THE ISLANDS","ADV007","U","KINGSTON","1","3","11","765","168","361","24","0","2","0","0","1335","0","Royal Kingston Curling Club"
"036","KINGSTON AND THE ISLANDS","ADV008","R","KINGSTON","1","1","2","330","94","268","17","1","0","0","0","714","0","Fire Station Gore Road"
"036","KINGSTON AND THE ISLANDS","ADV009","U","KINGSTON","0","3","6","366","120","128","16","0","0","0","0","639","0","Calvin Park Library"
"036","KINGSTON AND THE ISLANDS","ADV010","U","KINGSTON","1","1","8","652","304","202","98","8","1","2","0","1277","0","Queen's University"
"036","KINGSTON AND THE ISLANDS","ADV011","U","KINGSTON","1","0","2","50","16","54","7","0","0","0","0","130","0","Royal Military College of Canada"
"036","KINGSTON AND THE ISLANDS","ADV012","U","KINGSTON","0","1","1","45","35","14","4","0","0","0","0","100","0","St. Lawrence College"
"TOTALS:","","","","","56","71","336","21028","10241","9610","1594","115","87","33","43","43214","95966",""
