"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CHAN","CHOO","O'BRIEN","SMALL","THAYAPARAN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"046","MARKHAM--UNIONVILLE","413","U","MARKHAM","15","14","1","0","13","0","0","0","43","123","Hagerman Corners"
"046","MARKHAM--UNIONVILLE","700","U","MARKHAM","18","3","1","2","5","1","1","0","31","71","Unionville Home Society"
"046","MARKHAM--UNIONVILLE","701","U","MARKHAM","23","6","0","1","51","0","0","0","81","101","Bethany Lodge/Court/Manor"
"046","MARKHAM--UNIONVILLE","702","U","MARKHAM","8","3","2","4","12","0","1","0","30","96","Sunrise Assisted Living"
"046","MARKHAM--UNIONVILLE","ADV001","U","MARKHAM","293","43","18","3","184","0","0","0","541","0","Returning Office / Bureau du directeur du scrutin"
"046","MARKHAM--UNIONVILLE","ADV002","U","MARKHAM","51","17","0","1","30","0","0","0","99","0","Special Ballot Voting / Vote par bulletin spécial"
"046","MARKHAM--UNIONVILLE","ADV003","U","MARKHAM","480","94","22","1","202","3","0","0","802","0","Milliken Mills Community Centre"
"046","MARKHAM--UNIONVILLE","ADV004","U","MARKHAM","259","26","5","1","122","0","7","0","420","0","Markham Civic Centre"
"046","MARKHAM--UNIONVILLE","ADV005","U","MARKHAM","924","157","19","9","646","6","2","0","1763","0","Armadale Community Centre"
"046","MARKHAM--UNIONVILLE","ADV006","U","MARKHAM","222","32","16","8","128","0","0","0","406","0","Markham Village Community Library"
"046","MARKHAM--UNIONVILLE","ADV007","U","MARKHAM","364","34","30","3","220","0","0","0","651","0","Unionville Community Library"
"TOTALS:","","","","","19579","4575","1104","259","11720","156","114","14","37521","92232",""
