"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","KULAR","LEE","MAINGI","MCLACHLAN","O'MARRA","SINGH","THORNHAM","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"006","BRAMALEA--GORE--MALTON","184","U","BRAMPTON","40","5","11","1","2","24","5","1","0","0","89","290","Fallingdale Public School"
"006","BRAMALEA--GORE--MALTON","185","U","BRAMPTON","44","4","48","1","0","35","12","0","1","1","146","401","Cardinal Newman Catholic School"
"006","BRAMALEA--GORE--MALTON","186","U","BRAMPTON","47","1","57","2","0","33","9","1","0","0","150","370","Cardinal Newman Catholic School"
"006","BRAMALEA--GORE--MALTON","187","U","BRAMPTON","29","1","21","4","2","28","2","0","0","0","87","245","Eastbourne Drive School"
"006","BRAMALEA--GORE--MALTON","188","U","BRAMPTON","38","4","32","2","1","47","6","0","0","0","130","483","Eastbourne Drive School"
"006","BRAMALEA--GORE--MALTON","189","U","BRAMPTON","17","1","10","2","0","10","4","0","0","0","44","181","Eastbourne Drive School"
"006","BRAMALEA--GORE--MALTON","190","U","BRAMPTON","41","4","58","0","3","32","7","0","0","1","146","340","Cardinal Newman Catholic School"
"006","BRAMALEA--GORE--MALTON","191","U","BRAMPTON","40","3","54","0","1","45","0","0","0","0","143","316","Dorset Drive Public School"
"006","BRAMALEA--GORE--MALTON","192","U","BRAMPTON","38","2","36","4","3","33","2","0","2","0","120","316","Cardinal Newman Catholic School"
"006","BRAMALEA--GORE--MALTON","193","U","BRAMPTON","63","5","65","6","2","40","11","2","0","0","194","383","Dorset Drive Public School"
"006","BRAMALEA--GORE--MALTON","194","U","BRAMPTON","47","5","71","3","1","38","17","0","0","2","184","355","Dorset Drive Public School"
"006","BRAMALEA--GORE--MALTON","195","U","BRAMPTON","58","1","51","4","4","51","0","0","0","0","169","452","Eastbourne Drive School"
"006","BRAMALEA--GORE--MALTON","196","U","BRAMPTON","42","0","48","1","4","39","5","1","1","0","141","343","Dorset Drive Public School"
"006","BRAMALEA--GORE--MALTON","197","U","BRAMPTON","50","2","41","0","2","22","14","0","0","0","131","350","Aloma Crescent Public School"
"006","BRAMALEA--GORE--MALTON","198","U","BRAMPTON","66","5","63","3","1","47","4","2","0","0","191","463","Dorset Drive Public School"
"006","BRAMALEA--GORE--MALTON","199","U","BRAMPTON","49","5","68","1","2","42","8","0","0","0","175","399","Eastbourne Drive School"
"006","BRAMALEA--GORE--MALTON","200","U","BRAMPTON","39","1","12","2","2","19","4","0","0","0","79","393","Clairville Public School"
"006","BRAMALEA--GORE--MALTON","201","U","MISSISSAUGA","95","4","22","1","0","64","2","0","0","0","188","515","Brandon Gate Public School"
"006","BRAMALEA--GORE--MALTON","202","U","MISSISSAUGA","60","4","29","0","0","65","4","2","0","0","164","470","Brandon Gate Public School"
"006","BRAMALEA--GORE--MALTON","203","U","MISSISSAUGA","79","7","20","2","2","51","1","2","0","0","164","486","Brandon Gate Public School"
"006","BRAMALEA--GORE--MALTON","204","U","MISSISSAUGA","59","0","32","1","0","81","1","0","0","0","174","440","Darcel Avenue Senior Public School"
"006","BRAMALEA--GORE--MALTON","205","U","MISSISSAUGA","66","8","17","1","0","71","4","0","0","0","167","439","Corliss Public School"
"006","BRAMALEA--GORE--MALTON","206","U","MISSISSAUGA","39","5","35","4","0","40","1","0","0","0","124","334","Darcel Avenue Senior Public School"
"006","BRAMALEA--GORE--MALTON","207","U","MISSISSAUGA","47","5","10","1","1","59","2","0","0","0","125","426","Darcel Avenue Senior Public School"
"006","BRAMALEA--GORE--MALTON","208","U","MISSISSAUGA","57","4","24","0","1","44","3","3","0","0","136","369","Corliss Public School"
"006","BRAMALEA--GORE--MALTON","209","U","MISSISSAUGA","65","5","19","0","2","41","0","0","0","0","132","458","Darcel Avenue Senior Public School"
"006","BRAMALEA--GORE--MALTON","210","U","MISSISSAUGA","48","3","18","0","2","16","3","0","0","0","90","300","Brandon Gate Public School"
"006","BRAMALEA--GORE--MALTON","211","U","MISSISSAUGA","27","1","11","1","0","6","0","2","0","0","48","193","Brandon Gate Public School"
"006","BRAMALEA--GORE--MALTON","212","U","MISSISSAUGA","62","2","17","3","1","51","0","0","0","0","136","421","Corliss Public School"
"006","BRAMALEA--GORE--MALTON","213","U","MISSISSAUGA","51","3","16","0","7","52","1","0","0","0","130","425","Corliss Public School"
"006","BRAMALEA--GORE--MALTON","214","U","MISSISSAUGA","23","7","7","0","0","24","0","0","0","0","61","500","Corliss Public School"
"006","BRAMALEA--GORE--MALTON","215","U","MISSISSAUGA","31","5","19","1","4","47","2","0","2","2","113","570","Malton Community Centre"
"006","BRAMALEA--GORE--MALTON","216","U","MISSISSAUGA","47","2","23","2","1","55","4","0","2","0","136","439","Malton Community Centre"
"006","BRAMALEA--GORE--MALTON","217","U","MISSISSAUGA","50","1","22","1","2","57","1","0","1","0","135","419","Malton Community Centre"
"006","BRAMALEA--GORE--MALTON","218","U","MISSISSAUGA","57","4","14","2","0","24","2","0","0","0","103","529","Malton Community Centre"
"006","BRAMALEA--GORE--MALTON","219","U","MISSISSAUGA","61","4","35","1","2","43","2","0","0","0","148","405","Dunrankin Drive Public School"
"006","BRAMALEA--GORE--MALTON","220","U","MISSISSAUGA","63","4","28","6","3","64","0","0","0","0","168","553","Malton Community Centre"
"006","BRAMALEA--GORE--MALTON","221","U","MISSISSAUGA","67","4","25","1","1","49","2","1","2","0","152","459","Dunrankin Drive Public School"
"006","BRAMALEA--GORE--MALTON","222","U","MISSISSAUGA","48","3","14","0","2","57","3","2","0","0","129","418","Dunrankin Drive Public School"
"006","BRAMALEA--GORE--MALTON","223","U","MISSISSAUGA","54","2","19","0","0","50","6","1","1","0","133","504","Dunrankin Drive Public School"
"006","BRAMALEA--GORE--MALTON","224","U","MISSISSAUGA","46","3","18","2","0","53","1","1","0","0","124","548","Dunrankin Drive Public School"
"006","BRAMALEA--GORE--MALTON","225","U","MISSISSAUGA","32","1","19","0","1","54","2","1","1","0","111","528","Malton Community Centre"
"006","BRAMALEA--GORE--MALTON","226","U","MISSISSAUGA","71","1","21","2","1","53","2","1","0","0","152","486","St. Raphael Separate School"
"006","BRAMALEA--GORE--MALTON","227","U","MISSISSAUGA","67","3","11","1","1","52","3","2","1","0","141","433","St. Raphael Separate School"
"006","BRAMALEA--GORE--MALTON","228","U","MISSISSAUGA","51","2","12","2","4","40","3","0","0","0","114","441","St. Raphael Separate School"
"006","BRAMALEA--GORE--MALTON","229","U","MISSISSAUGA","62","2","19","2","0","76","1","0","0","0","162","439","St. Raphael Separate School"
"006","BRAMALEA--GORE--MALTON","230","U","MISSISSAUGA","49","0","21","0","1","67","3","0","0","0","141","358","Marvin Heights Public School"
"006","BRAMALEA--GORE--MALTON","231","U","MISSISSAUGA","38","2","15","0","1","60","1","0","0","1","118","347","Marvin Heights Public School"
"006","BRAMALEA--GORE--MALTON","232","U","MISSISSAUGA","58","6","26","1","1","84","2","0","0","0","178","453","Marvin Heights Public School"
"006","BRAMALEA--GORE--MALTON","233","U","MISSISSAUGA","52","2","27","3","0","59","3","0","0","0","146","380","St. Raphael Separate School"
"006","BRAMALEA--GORE--MALTON","234","U","MISSISSAUGA","46","4","21","0","2","43","0","1","1","0","118","460","St. Raphael Separate School"
"006","BRAMALEA--GORE--MALTON","235","U","MISSISSAUGA","47","0","23","0","0","87","2","1","0","0","160","462","Marvin Heights Public School"
"006","BRAMALEA--GORE--MALTON","236","U","MISSISSAUGA","65","1","32","0","1","45","1","0","0","0","145","474","Morningstar Middle School"
"006","BRAMALEA--GORE--MALTON","237","U","MISSISSAUGA","55","2","34","4","1","69","0","0","0","0","165","477","Morningstar Middle School"
"006","BRAMALEA--GORE--MALTON","238","U","MISSISSAUGA","42","4","13","1","2","65","1","0","0","0","128","470","Morningstar Middle School"
"006","BRAMALEA--GORE--MALTON","239","U","MISSISSAUGA","76","2","19","2","0","69","0","1","0","0","169","402","Ridgewood Public School"
"006","BRAMALEA--GORE--MALTON","240","U","MISSISSAUGA","69","1","28","2","2","57","3","1","1","0","164","516","Ridgewood Public School"
"006","BRAMALEA--GORE--MALTON","241","U","MISSISSAUGA","88","4","14","1","2","66","1","1","0","0","177","414","Ridgewood Public School"
"006","BRAMALEA--GORE--MALTON","242","U","MISSISSAUGA","66","2","32","1","1","53","2","0","0","0","157","416","Ridgewood Public School"
"006","BRAMALEA--GORE--MALTON","243","U","MISSISSAUGA","38","3","30","2","0","47","5","0","4","0","129","327","Ridgewood Public School"
"006","BRAMALEA--GORE--MALTON","244","U","MISSISSAUGA","53","1","23","2","1","38","5","0","1","0","124","401","Morningstar Middle School"
"006","BRAMALEA--GORE--MALTON","245","U","MISSISSAUGA","32","2","30","1","0","41","0","2","0","1","109","342","Morningstar Middle School"
"006","BRAMALEA--GORE--MALTON","246","U","MISSISSAUGA","38","1","31","4","0","48","5","1","0","0","128","452","Morningstar Middle School"
"006","BRAMALEA--GORE--MALTON","247","U","MISSISSAUGA","40","0","14","1","2","41","7","0","0","0","105","418","Morningstar Middle School"
"006","BRAMALEA--GORE--MALTON","400","U","BRAMPTON","50","6","24","3","0","44","4","0","0","0","131","301","25 Kensington Apartment(s)"
"006","BRAMALEA--GORE--MALTON","401","U","BRAMPTON","49","8","24","0","1","42","4","0","0","0","128","370","15 Kensington Apartment(s)"
"006","BRAMALEA--GORE--MALTON","402","U","BRAMPTON","82","5","51","7","1","28","4","0","0","0","178","330","22 Hanover Apartment(s)"
"006","BRAMALEA--GORE--MALTON","403","U","BRAMPTON","56","7","33","1","1","31","5","0","0","0","134","413","4 Hanover Apartment(s)"
"006","BRAMALEA--GORE--MALTON","404","U","BRAMPTON","52","3","28","0","1","18","4","0","0","0","106","318","2 Hanover Apartment(s)"
"006","BRAMALEA--GORE--MALTON","405","U","BRAMPTON","38","12","17","0","3","27","1","0","0","0","98","336","3 Knightsbridge Apartment(s)"
"006","BRAMALEA--GORE--MALTON","406","U","BRAMPTON","36","7","17","3","3","23","1","0","0","0","90","214","11 Knightsbridge Apartment(s)"
"006","BRAMALEA--GORE--MALTON","407","U","BRAMPTON","47","4","44","0","1","18","11","0","0","0","125","281","26 Hanover Apartment(s)"
"006","BRAMALEA--GORE--MALTON","408","U","BRAMPTON","64","5","59","6","0","33","5","0","0","0","172","313","24 Hanover Apartment(s)"
"006","BRAMALEA--GORE--MALTON","409","U","BRAMPTON","42","3","20","0","0","41","5","0","0","0","111","363","64 Bramalea Road Apartment(s)"
"006","BRAMALEA--GORE--MALTON","700","U","BRAMPTON","7","2","7","3","0","4","1","0","0","0","24","104","Leisureworld Care Centre: Brampton Woods"
"006","BRAMALEA--GORE--MALTON","701","U","MISSISSAUGA","6","1","6","0","1","2","1","0","0","0","17","106","Malton Village Seniors Centre"
"006","BRAMALEA--GORE--MALTON","ADV001","U","BRAMPTON","83","4","101","3","0","101","10","0","0","0","302","0","Returning Office / Bureau du directeur du scrutin"
"006","BRAMALEA--GORE--MALTON","ADV002","U","BRAMPTON","144","6","64","2","5","124","4","0","0","0","349","0","Special Ballot Voting / Vote par bulletin spécial"
"006","BRAMALEA--GORE--MALTON","ADV003","U","MISSISSAUGA","373","21","166","15","4","421","12","2","1","0","1015","0","Malton Community Centre"
"006","BRAMALEA--GORE--MALTON","ADV004","U","BRAMPTON","205","6","147","2","1","315","8","4","0","0","688","0","Castlemore Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","ADV005","U","BRAMPTON","194","3","91","3","2","250","7","1","2","1","554","0","Riverstone Golf and Country Club"
"006","BRAMALEA--GORE--MALTON","ADV006","U","BRAMPTON","310","6","281","15","7","273","12","1","2","0","907","0","Professor's Lake Recreation Centre"
"006","BRAMALEA--GORE--MALTON","ADV007","U","BRAMPTON","295","11","353","11","18","211","37","5","2","0","943","0","Earnscliffe Arena"
"006","BRAMALEA--GORE--MALTON","ADV008","U","BRAMPTON","63","4","71","4","1","228","1","1","1","0","374","0","Clairville Public School"
"TOTALS:","","","","","14349","738","9896","491","381","16626","1091","199","102","20","43893","107820",""
