"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","DE VERTEUIL","DOMINATO","DUNCAN","LEVESQUE","MCAVOY","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"102","WINDSOR--TECUMSEH","406","U","WINDSOR","23","0","36","1","40","1","0","2","103","226","Shoreline Towers"
"102","WINDSOR--TECUMSEH","407","U","WINDSOR","23","1","38","5","29","0","0","1","97","183","Bayview Towers"
"102","WINDSOR--TECUMSEH","408","U","WINDSOR","16","4","24","3","19","1","0","0","67","166","Riverside Towers"
"102","WINDSOR--TECUMSEH","409","U","WINDSOR","11","3","24","1","28","0","0","0","67","152","St. Clair Towers"
"102","WINDSOR--TECUMSEH","410","U","WINDSOR","9","1","19","3","30","0","0","0","62","162","Island View Tower"
"102","WINDSOR--TECUMSEH","411","U","WINDSOR","52","2","121","2","92","3","0","0","272","422","Solidarity Towers"
"102","WINDSOR--TECUMSEH","412","U","WINDSOR","48","2","79","1","56","1","0","0","187","363","Westchester at the Lake"
"102","WINDSOR--TECUMSEH","413","U","WINDSOR","39","7","89","2","98","3","0","0","238","390","Fontainebleu Towers"
"102","WINDSOR--TECUMSEH","414","U","WINDSOR","6","5","31","1","20","2","0","0","65","129","General Mihailovich Place"
"102","WINDSOR--TECUMSEH","415","U","WINDSOR","8","1","37","1","35","0","1","0","83","154","Venture Place"
"102","WINDSOR--TECUMSEH","416","U","WINDSOR","9","1","21","0","31","0","0","0","62","172","Anchorage Apartments"
"102","WINDSOR--TECUMSEH","417","U","WINDSOR","12","3","32","2","36","0","0","0","85","205","Plaza East Apartments"
"102","WINDSOR--TECUMSEH","700","U","WINDSOR","12","3","20","2","7","0","3","16","63","64","Kingsway Arms at Maisonville Court"
"102","WINDSOR--TECUMSEH","701","U","WINDSOR","10","1","21","1","9","3","0","0","45","80","The Grandview"
"102","WINDSOR--TECUMSEH","702","U","WINDSOR","4","0","31","0","11","1","0","0","47","62","Amica of Windsor"
"102","WINDSOR--TECUMSEH","703","U","WINDSOR","2","7","20","1","4","0","0","2","36","87","Sunrise Senior Living"
"102","WINDSOR--TECUMSEH","704","U","WINDSOR","5","7","32","5","17","0","0","0","66","177","The Village of Aspen Lake"
"102","WINDSOR--TECUMSEH","705","U","WINDSOR","4","4","15","1","12","1","0","0","37","139","Heron Terrace"
"102","WINDSOR--TECUMSEH","706","U","WINDSOR","3","2","21","0","10","0","0","0","36","64","Riverside Place"
"102","WINDSOR--TECUMSEH","707","U","TECUMSEH","5","3","22","1","10","0","0","0","41","107","Banwell Gardens"
"102","WINDSOR--TECUMSEH","708","U","TECUMSEH","2","2","11","0","4","1","0","0","20","30","Brouillette Manor"
"102","WINDSOR--TECUMSEH","709","U","TECUMSEH","7","15","34","6","15","1","1","0","79","175","Extendicare"
"102","WINDSOR--TECUMSEH","710","U","WINDSOR",".......................COMBINED WITH POLL 709.......................","","","","","","","","","","Walkerville Manor"
"102","WINDSOR--TECUMSEH","711","U","WINDSOR","..........................NO POLL HELD..........................","","","","","","","","","",""
"102","WINDSOR--TECUMSEH","ADV001","U","WINDSOR","703","25","1124","31","728","3","1","1","2616","0","Returning Office / Bureau du directeur du scrutin"
"102","WINDSOR--TECUMSEH","ADV002","U","WINDSOR","104","5","197","12","163","4","0","0","485","0","Special Ballot Voting / Vote par bulletin spécial"
"102","WINDSOR--TECUMSEH","ADV003","U","WINDSOR","287","3","502","26","348","2","0","1","1169","0","Lions Manor - Advance Poll"
"102","WINDSOR--TECUMSEH","ADV004","U","OLDCASTLE","48","0","64","2","20","0","0","0","134","0","Ciociaro Club- Advance"
"102","WINDSOR--TECUMSEH","ADV005","U","ST CLAIR BEACH","243","7","429","11","165","2","0","0","857","0","St. Clair Beach Community Centre-Advance"
"TOTALS:","","","","","7751","476","15946","830","12228","142","40","40","37453","83807",""
