"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ARNOTT","DARTSCH","HAMILTON","JOHNSON","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"099","WELLINGTON--HALTON HILLS","705","U","GEORGETOWN","29","2","4","14","3","5","0","57","128","Extendicare - Halton Hills"
"099","WELLINGTON--HALTON HILLS","706","U","GEORGETOWN","12","3","5","10","2","0","1","33","68","Bennett Health Care Centre"
"099","WELLINGTON--HALTON HILLS","707","U","GEORGETOWN","..........................NO POLL HELD..........................","","","","","","","","",""
"099","WELLINGTON--HALTON HILLS","708","U","GEORGETOWN","48","5","18","33","0","1","0","105","158","Mountainview Residence"
"099","WELLINGTON--HALTON HILLS","709","U","ACTON","..........................NO POLL HELD..........................","","","","","","","","",""
"099","WELLINGTON--HALTON HILLS","710","U","GUELPH ERAMOSA TWP","24","2","6","8","0","1","0","41","95","Eden House Care Facility"
"099","WELLINGTON--HALTON HILLS","711","U","MORRISTON","..........................NO POLL HELD..........................","","","","","","","","",""
"099","WELLINGTON--HALTON HILLS","712","U","MORRISTON","9","0","5","4","0","1","0","19","78","Morriston Park Nursing Home"
"099","WELLINGTON--HALTON HILLS","713","U","HILLSBURGH","..........................NO POLL HELD..........................","","","","","","","","",""
"099","WELLINGTON--HALTON HILLS","ADV001","U","ACTON","433","19","80","211","0","1","0","744","0","Returning Office / Bureau du directeur du scrutin"
"099","WELLINGTON--HALTON HILLS","ADV002","U","ACTON","139","12","56","69","0","0","0","276","0","Special Ballot Voting / Vote par bulletin spécial"
"099","WELLINGTON--HALTON HILLS","ADV003","U","GEORGETOWN","133","4","11","92","0","0","0","240","0","The Gallery"
"099","WELLINGTON--HALTON HILLS","ADV004","U","GEORGETOWN","803","36","148","577","3","1","0","1568","0","Gellert Community Centre"
"099","WELLINGTON--HALTON HILLS","ADV005","U","ERIN","293","16","48","101","0","0","1","459","0","Centre 2000"
"099","WELLINGTON--HALTON HILLS","ADV006","U","FERGUS","964","28","161","191","1","0","0","1345","0","Centre Wellington Community Sportsplex"
"099","WELLINGTON--HALTON HILLS","ADV007","U","ELORA","439","22","110","196","0","0","0","767","0","Elora Centre for the Arts"
"099","WELLINGTON--HALTON HILLS","ADV008","U","MARDEN","70","2","11","25","0","1","0","109","0","Royal Dist. Athletic Perforance Centre"
"099","WELLINGTON--HALTON HILLS","ADV009","U","ABERFOYLE","343","7","56","98","2","0","1","507","0","Puslinch Community Centre"
"099","WELLINGTON--HALTON HILLS","ADV010","U","ROCKWOOD","361","21","90","154","1","0","0","627","0","Wellington County Library - Rockwood"
"099","WELLINGTON--HALTON HILLS","ADV011","U","HILLSBURGH","64","3","15","15","0","0","0","97","0","Wellington County Library - Hillsburgh"
"099","WELLINGTON--HALTON HILLS","ADV012","U","GEORGETOWN","244","9","36","126","0","1","0","416","0","St. Andrew's United Church"
"TOTALS:","","","","","23495","1309","6106","11334","70","44","23","42381","82926",""
