"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CRAITOR","HYDE","JANKOVIC","LEPP","REDEKOP","SMITH","TOSSOUNIAN","TREDWELL","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"054","NIAGARA FALLS","203","U","FORT ERIE","33","0","0","66","72","0","0","1","1","0","2","175","402","Lions Douglas Heights Centre"
"054","NIAGARA FALLS","204","U","FORT ERIE","27","1","0","56","73","4","0","0","0","0","0","161","378","Garrison Road Public School"
"054","NIAGARA FALLS","205","U","FORT ERIE","22","0","1","72","80","4","0","1","1","0","0","181","429","Garrison Road Public School"
"054","NIAGARA FALLS","206","U","FORT ERIE","31","0","1","78","68","3","2","0","3","0","0","186","434","Royal Canadian Legion Branch 71"
"054","NIAGARA FALLS","207","U","FORT ERIE","47","2","0","106","102","1","0","0","1","1","0","260","548","Royal Canadian Legion Branch 71"
"054","NIAGARA FALLS","208","U","FORT ERIE","48","0","1","100","56","0","0","0","1","0","0","206","501","Garrison Road Public School"
"054","NIAGARA FALLS","209","U","FORT ERIE","33","0","0","83","110","1","0","0","0","0","0","227","604","Garrison Road Public School"
"054","NIAGARA FALLS","210","U","FORT ERIE","40","0","3","65","61","6","0","0","0","0","0","175","453","Garrison Road Public School"
"054","NIAGARA FALLS","211","U","FORT ERIE","21","0","0","65","56","1","1","0","0","0","0","144","377","Leisureplex"
"054","NIAGARA FALLS","212","U","FORT ERIE","43","0","0","68","64","2","0","0","1","0","0","178","393","St. Philomena Catholic School"
"054","NIAGARA FALLS","213","U","FORT ERIE","25","0","0","73","66","4","0","0","1","0","0","169","376","St. Philomena Catholic School"
"054","NIAGARA FALLS","214","U","FORT ERIE","36","0","2","78","81","6","0","0","1","0","0","204","472","St. Philomena Catholic School"
"054","NIAGARA FALLS","215","U","FORT ERIE","31","0","0","86","82","2","0","0","1","0","0","202","487","St. Philomena Catholic School"
"054","NIAGARA FALLS","216","U","FORT ERIE","38","1","1","79","80","3","0","0","0","0","0","202","466","Leisureplex"
"054","NIAGARA FALLS","217","U","FORT ERIE","31","0","2","86","63","2","0","0","0","0","0","184","479","Leisureplex"
"054","NIAGARA FALLS","218","U","FORT ERIE","46","0","1","67","65","2","2","0","0","0","0","183","432","Leisureplex"
"054","NIAGARA FALLS","219","U","RIDGEWAY","64","0","0","113","148","2","1","0","0","0","0","328","831","Crystal Ridge Community Centre"
"054","NIAGARA FALLS","220","U","RIDGEWAY","36","1","0","95","63","3","1","0","0","0","0","199","476","All Nations Fellowship"
"054","NIAGARA FALLS","221","U","RIDGEWAY","46","0","0","91","60","1","1","1","0","0","0","200","487","Ridgeway Crystal Beach High School"
"054","NIAGARA FALLS","222","U","RIDGEWAY","39","0","0","76","106","4","1","0","0","0","0","226","502","Ridgeway Crystal Beach High School"
"054","NIAGARA FALLS","223","U","RIDGEWAY","42","0","0","64","97","1","0","0","1","0","0","205","496","Ridgeway Crystal Beach High School"
"054","NIAGARA FALLS","224","U","RIDGEWAY","45","0","1","76","99","4","0","1","0","0","0","226","495","Crystal Ridge Community Centre"
"054","NIAGARA FALLS","225","U","RIDGEWAY","77","0","0","161","80","2","0","0","0","0","0","320","750","Crystal Ridge Community Centre"
"054","NIAGARA FALLS","226","U","CRYSTAL BEACH","46","0","0","59","82","9","0","2","0","0","0","198","509","Fire Hall #6"
"054","NIAGARA FALLS","227","U","CRYSTAL BEACH","37","0","1","44","63","7","0","0","1","0","0","153","407","Fire Hall #6"
"054","NIAGARA FALLS","228","U","CRYSTAL BEACH","29","1","0","49","68","7","0","2","0","0","0","156","419","Crystal Beach Public School"
"054","NIAGARA FALLS","229","U","CRYSTAL BEACH","12","1","0","32","52","1","0","0","0","0","0","98","271","Crystal Beach Public School"
"054","NIAGARA FALLS","230","U","CRYSTAL BEACH","25","3","0","30","58","1","0","0","0","0","0","117","310","Crystal Beach Public School"
"054","NIAGARA FALLS","231","U","RIDGEWAY","18","1","1","57","40","0","0","0","0","0","0","117","291","All Nations Fellowship"
"054","NIAGARA FALLS","400","U","NIAGARA FALLS","35","8","1","25","21","1","1","0","0","1","0","93","196","Buckley Towers"
"054","NIAGARA FALLS","401","U","FORT ERIE","16","0","0","22","33","0","0","0","0","0","0","71","123","Albany Place"
"054","NIAGARA FALLS","700","U","NIAGARA-ON-THE-LAKE","11","0","0","10","2","1","0","0","1","2","0","27","135","Chateau Gardens-Niagara"
"054","NIAGARA FALLS","701","U","NIAGARA ON THE LAKE","3","0","0","2","2","0","0","0","1","0","0","8","16","Niagara Health System Niagara-On-The-Lake"
"054","NIAGARA FALLS","702","U","NIAGARA ON THE LAKE","4","0","0","10","6","0","0","0","0","0","0","20","74","Upper Canada Lodge"
"054","NIAGARA FALLS","703","U","NIAGARA-ON-THE-LAKE","31","1","0","62","11","1","0","0","3","0","0","109","220","Pleasant Manor Retirement Village"
"054","NIAGARA FALLS","704","U","VIRGIL","9","0","0","17","0","0","0","0","0","0","0","26","69","Heritage Place"
"054","NIAGARA FALLS","705","U","NIAGARA FALLS",".......................COMBINED WITH POLL 086.......................","","","","","","","","","","","","","Westlane Secondary School"
"054","NIAGARA FALLS","706","U","NIAGARA FALLS","35","4","0","12","7","1","1","1","4","0","0","65","102","Lundy Manor Retirement Centre"
"054","NIAGARA FALLS","707","U","NIAGARA FALLS","15","1","1","10","7","1","1","0","1","0","0","37","88","Greycliff Manor"
"054","NIAGARA FALLS","708","U","NIAGARA FALLS","5","0","0","8","1","0","2","0","0","0","0","16","126","Meadows of Dorchester"
"054","NIAGARA FALLS","709","U","NIAGARA FALLS","21","3","1","7","15","1","1","1","0","0","0","50","147","Oakwood Park Lodge"
"054","NIAGARA FALLS","710","U","NIAGARA FALLS","22","3","0","21","15","0","0","0","0","1","0","62","164","Millennium Trail Manor"
"054","NIAGARA FALLS","711","U","NIAGARA FALLS","32","0","0","14","6","0","0","0","2","1","0","55","72","Queenston Place Retirement Residence"
"054","NIAGARA FALLS","712","U","NIAGARA FALLS","7","1","0","2","0","0","1","0","1","2","0","14","66","Valley Park Lodge"
"054","NIAGARA FALLS","713","U","NIAGARA FALLS","3","0","0","1","2","0","0","0","0","1","0","7","50","Greater Niagara General Hosp"
"054","NIAGARA FALLS","714","U","NIAGARA FALLS","12","0","3","3","3","1","1","0","1","0","0","24","105","Eventide Home"
"054","NIAGARA FALLS","715","U","NIAGARA FALLS","14","0","0","5","13","0","1","0","2","0","0","35","54","Residence le Joie de Vivre"
"054","NIAGARA FALLS","716","U","NIAGARA FALLS","21","1","1","8","6","2","0","0","0","1","0","40","89","Cavendish Manor Retirement Home"
"054","NIAGARA FALLS","717","U","NIAGARA FALLS",".......................COMBINED WITH POLL 702.......................","","","","","","","","","","","","","Greycliff Manor"
"054","NIAGARA FALLS","718","U","NIAGARA FALLS","6","1","1","3","7","0","0","0","0","0","0","18","26","Chippawa Place Retirement Home"
"054","NIAGARA FALLS","719","U","NIAGARA FALLS","23","1","0","13","6","1","0","0","0","0","0","44","167","Bella Senior Care Residence"
"054","NIAGARA FALLS","720","U","FORT ERIE","6","0","0","6","11","0","0","0","0","0","0","23","90","Gilmore Lodge"
"054","NIAGARA FALLS","721","U","FORT ERIE",".......................COMBINED WITH POLL 726.......................","","","","","","","","","","","","","Eastwood Manor"
"054","NIAGARA FALLS","722","U","FORT ERIE","3","0","0","4","6","1","0","0","0","0","0","14","26","Douglas Memorial Hospital"
"054","NIAGARA FALLS","723","U","FORT ERIE","10","0","0","4","13","0","0","1","1","0","1","30","65","Crescent Park Lodge"
"054","NIAGARA FALLS","724","U","FORT ERIE","9","0","1","8","13","1","0","2","0","0","0","34","94","Maple Park Lodge"
"054","NIAGARA FALLS","725","U","FORT ERIE","10","1","0","15","12","0","0","0","0","0","1","39","87","Residence On Garrison Road"
"054","NIAGARA FALLS","726","U","FORT ERIE","6","0","0","1","6","0","0","1","0","0","0","14","30","Eastwood Manor"
"054","NIAGARA FALLS","ADV001","U","NIAGARA FALLS","309","1","2","187","129","11","2","3","0","4","0","648","0","Returning Office / Bureau du directeur du scrutin"
"054","NIAGARA FALLS","ADV002","U","NIAGARA FALLS","126","0","3","94","54","2","1","0","1","1","0","282","0","Special Ballot Voting / Vote par bulletin spécial"
"054","NIAGARA FALLS","ADV003","U","FORT ERIE","206","2","0","570","430","7","0","0","4","2","1","1222","0","Leisureplex"
"054","NIAGARA FALLS","ADV004","U","RIDGEWAY","160","0","2","280","200","5","1","0","2","0","0","650","0","Crystal Ridge Community Centre"
"054","NIAGARA FALLS","ADV005","U","STEVENSVILLE","29","1","1","87","51","1","0","0","0","1","0","171","0","Faith Reformed Church"
"054","NIAGARA FALLS","ADV006","U","NIAGARA ON THE LAKE","662","6","0","708","136","15","2","0","6","1","0","1536","0","Niagara on the Lake Community Centre"
"054","NIAGARA FALLS","ADV007","U","NIAGARA FALLS","150","4","1","141","81","7","1","0","1","1","0","387","0","Chippawa Presbyterian Church"
"054","NIAGARA FALLS","ADV008","U","NIAGARA FALLS","315","4","0","220","126","7","3","1","5","1","0","682","0","Stamford Estates"
"054","NIAGARA FALLS","ADV009","U","NIAGARA FALLS","591","5","2","510","292","15","4","4","3","1","0","1427","0","St. Andrew's United Church"
"054","NIAGARA FALLS","ADV010","U","NIAGARA FALLS","126","1","2","97","25","3","1","0","1","0","0","256","0","Shriner's Creek Co-Op Homes"
"054","NIAGARA FALLS","ADV011","U","NIAGARA ON THE LAKE","3","0","0","3","4","0","0","0","0","0","0","10","0","Niagara College Main Campus"
"TOTALS:","","","","","16794","217","191","16296","12304","759","119","112","239","61","8","47100","95266",""
