"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BREDFELDT","CORNELL","DUFF","MACLAREN","SIMSER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"013","CARLETON--MISSISSIPPI MILLS","208","U","KANATA","2","62","23","71","5","0","0","1","164","236","Bridlewood Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","209A","U","STITTSVILLE","1","41","32","55","5","0","0","0","134","401","Stittsville Public School"
"013","CARLETON--MISSISSIPPI MILLS","209B","U","STITTSVILLE","4","38","30","66","1","0","1","0","140","382","Stittsville Public School"
"013","CARLETON--MISSISSIPPI MILLS","209C","U","STITTSVILLE","1","47","30","63","2","1","1","0","145","400","Stittsville Public School"
"013","CARLETON--MISSISSIPPI MILLS","210","U","STITTSVILLE","1","45","21","73","3","0","0","0","143","351","Stittsville Public School"
"013","CARLETON--MISSISSIPPI MILLS","211","U","STITTSVILLE","2","59","14","91","7","0","0","0","173","390","Goulbourn Recreation Complex"
"013","CARLETON--MISSISSIPPI MILLS","212","U","STITTSVILLE","2","60","13","72","2","0","0","0","149","373","Sacred Heart High School"
"013","CARLETON--MISSISSIPPI MILLS","213","U","STITTSVILLE","7","44","27","94","5","0","0","0","177","409","Sacred Heart High School"
"013","CARLETON--MISSISSIPPI MILLS","214","U","STITTSVILLE","1","68","30","91","5","0","0","0","195","428","Stittsville Public School"
"013","CARLETON--MISSISSIPPI MILLS","215","U","STITTSVILLE","0","56","21","101","1","1","1","0","181","399","Stittsville Public School"
"013","CARLETON--MISSISSIPPI MILLS","216","U","STITTSVILLE","0","54","12","57","4","0","0","0","127","298","Stittsville Public School"
"013","CARLETON--MISSISSIPPI MILLS","217","U","STITTSVILLE","2","48","19","75","3","1","0","0","148","345","Stittsville Public School"
"013","CARLETON--MISSISSIPPI MILLS","218","U","STITTSVILLE","3","75","23","101","6","0","0","0","208","481","Sacred Heart High School"
"013","CARLETON--MISSISSIPPI MILLS","219","U","STITTSVILLE","5","59","24","107","7","0","0","1","203","514","Sacred Heart High School"
"013","CARLETON--MISSISSIPPI MILLS","220","U","STITTSVILLE","3","90","13","97","5","0","0","0","208","481","Sacred Heart High School"
"013","CARLETON--MISSISSIPPI MILLS","221","U","STITTSVILLE","0","40","7","42","2","1","0","0","92","258","Sacred Heart High School"
"013","CARLETON--MISSISSIPPI MILLS","222","U","STITTSVILLE","1","37","11","75","2","0","1","0","127","325","Sacred Heart High School"
"013","CARLETON--MISSISSIPPI MILLS","223","U","STITTSVILLE","2","53","16","55","3","0","0","0","129","322","St. Stephen Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","224","U","STITTSVILLE","2","45","16","81","2","0","0","0","146","353","St. Stephen Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","225","U","STITTSVILLE","1","72","26","96","6","0","1","0","202","562","St. Stephen Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","226","U","STITTSVILLE","4","36","16","61","4","0","0","0","121","320","St. Stephen Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","227","U","STITTSVILLE","1","139","52","151","12","0","0","0","355","736","St. Stephen Catholic Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","228","U","STITTSVILLE","2","41","16","90","3","0","0","0","152","334","Holy Spirit Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","229","U","STITTSVILLE","4","66","23","101","6","1","0","0","201","421","Holy Spirit Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","230","U","STITTSVILLE","2","72","22","89","6","0","0","1","192","413","Holy Spirit Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","231","U","STITTSVILLE","5","53","16","119","6","0","0","0","199","510","Goulbourn Recreation Complex"
"013","CARLETON--MISSISSIPPI MILLS","232","U","STITTSVILLE","5","67","19","107","14","0","0","1","213","499","Goulbourn Recreation Complex"
"013","CARLETON--MISSISSIPPI MILLS","233","U","STITTSVILLE","0","61","20","72","3","0","0","0","156","421","Goulbourn Recreation Complex"
"013","CARLETON--MISSISSIPPI MILLS","234","U","STITTSVILLE","0","49","11","102","12","1","0","0","175","450","Goulbourn Municipal Office"
"013","CARLETON--MISSISSIPPI MILLS","235","U","STITTSVILLE","1","59","15","98","1","0","0","0","174","357","Guardian Angels Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","236","U","STITTSVILLE","6","47","22","117","7","1","0","0","200","456","Guardian Angels Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","237","U","STITTSVILLE","2","43","12","59","1","0","0","0","117","298","Guardian Angels Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","238","U","STITTSVILLE","1","43","19","92","3","0","0","0","158","433","Guardian Angels Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","239","U","STITTSVILLE","3","62","15","78","2","0","0","0","160","392","Guardian Angels Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","240","U","STITTSVILLE","2","49","13","70","1","0","0","0","135","332","Holy Spirit Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","241","U","STITTSVILLE","3","56","14","80","5","2","0","0","160","350","Holy Spirit Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","242","U","STITTSVILLE","1","52","14","125","1","1","0","0","194","509","Goulbourn Municipal Office"
"013","CARLETON--MISSISSIPPI MILLS","243","U","STITTSVILLE","0","65","17","97","2","0","0","0","181","405","Holy Spirit Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","244","U","STITTSVILLE","1","87","19","109","9","2","0","0","227","448","A . Lorne Cassidy Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","245","U","STITTSVILLE","3","42","15","87","2","2","0","0","151","373","A . Lorne Cassidy Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","246","U","STITTSVILLE","1","57","15","81","10","0","0","0","164","403","A . Lorne Cassidy Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","247","U","STITTSVILLE","0","61","18","102","2","1","0","0","184","417","A . Lorne Cassidy Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","248","U","STITTSVILLE","2","87","25","79","8","0","0","0","201","399","A . Lorne Cassidy Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","249","U","STITTSVILLE","1","47","17","52","4","0","0","0","121","296","A . Lorne Cassidy Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","250","U","STITTSVILLE","4","66","18","61","0","1","0","0","150","388","A . Lorne Cassidy Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","251","U","STITTSVILLE","3","65","15","75","4","0","0","0","162","355","Guardian Angels Catholic School"
"013","CARLETON--MISSISSIPPI MILLS","252","U","STITTSVILLE","1","42","14","56","5","0","0","0","118","264","Chapel Ridge Free Methodist Church"
"013","CARLETON--MISSISSIPPI MILLS","253","U","STITTSVILLE","4","83","29","158","6","0","0","1","281","584","Goulbourn Municipal Office"
"013","CARLETON--MISSISSIPPI MILLS","254","U","RICHMOND","1","40","16","119","10","0","0","0","186","465","Richmond Memorial Community Centre- Senior Room"
"013","CARLETON--MISSISSIPPI MILLS","255","U","RICHMOND","1","63","23","89","6","2","0","0","184","406","Richmond Public School"
"013","CARLETON--MISSISSIPPI MILLS","256","U","RICHMOND","2","39","18","87","5","0","0","0","151","290","Richmond Memorial Community Centre- Senior Room"
"013","CARLETON--MISSISSIPPI MILLS","257","U","RICHMOND","1","89","21","104","5","0","0","0","220","433","Richmond Memorial Community Centre- Senior Room"
"013","CARLETON--MISSISSIPPI MILLS","258","U","RICHMOND","2","44","27","118","7","1","0","0","199","430","Richmond Public School"
"013","CARLETON--MISSISSIPPI MILLS","259","U","RICHMOND","3","39","14","98","4","0","0","0","158","293","St. Philip's Parish Hall"
"013","CARLETON--MISSISSIPPI MILLS","260","U","RICHMOND","2","50","17","69","1","0","0","1","140","308","St. Philip's Parish Hall"
"013","CARLETON--MISSISSIPPI MILLS","261","U","RICHMOND","1","35","36","123","2","0","0","0","197","433","St. Philip's Parish Hall"
"013","CARLETON--MISSISSIPPI MILLS","262","U","RICHMOND","0","49","25","105","4","0","0","1","184","390","St. Philip's Parish Hall"
"013","CARLETON--MISSISSIPPI MILLS","263","U","RICHMOND","3","36","19","97","3","1","0","1","160","344","Richmond Public School"
"013","CARLETON--MISSISSIPPI MILLS","264","U","MUNSTER","2","60","21","129","11","2","0","0","225","480","Munster Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","265","U","MUNSTER","0","43","19","116","8","1","0","0","187","423","Munster Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","266","U","MUNSTER","1","28","16","75","8","1","0","0","129","301","Munster Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","267","U","MUNSTER","0","36","16","104","4","1","0","0","161","336","Munster Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","268","U","MUNSTER","0","7","7","84","2","0","0","1","101","253","Munster Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","269","U","MUNSTER","0","56","23","89","12","0","0","0","180","349","Munster Elementary School"
"013","CARLETON--MISSISSIPPI MILLS","400","U","KANATA","0","130","30","168","6","0","0","0","334","523","Park Ridge Place"
"013","CARLETON--MISSISSIPPI MILLS","401","U","KANATA","2","95","16","106","5","1","2","0","227","358","Atriums of Kanata"
"013","CARLETON--MISSISSIPPI MILLS","700","U","PAKENHAM",".......................COMBINED WITH POLL 401.......................","","","","","","","","","","Country View Lodge"
"013","CARLETON--MISSISSIPPI MILLS","701","U","ALMONTE","..........................NO POLL HELD..........................","","","","","","","","","",""
"013","CARLETON--MISSISSIPPI MILLS","702","U","ALMONTE",".......................COMBINED WITH POLL 703.......................","","","","","","","","","","Fairview Manor"
"013","CARLETON--MISSISSIPPI MILLS","703","U","ALMONTE","3","34","24","68","3","4","0","2","138","282","Almonte Country Haven"
"013","CARLETON--MISSISSIPPI MILLS","704","U","KANATA","1","21","3","47","3","0","0","0","75","120","Bridlewood Trails Retirement Community"
"013","CARLETON--MISSISSIPPI MILLS","705","U","KANATA","0","27","5","24","0","0","0","0","56","78","Chartwell Kanata Retirement Residence"
"013","CARLETON--MISSISSIPPI MILLS","706","U","KANATA","0","16","1","17","0","0","0","0","34","163","Forest Hill - Omni Health Care"
"013","CARLETON--MISSISSIPPI MILLS","707","U","KANATA","1","15","2","19","2","0","0","0","39","61","Walden Village"
"013","CARLETON--MISSISSIPPI MILLS","708","U","RICHMOND","..........................NO POLL HELD..........................","","","","","","","","","",""
"013","CARLETON--MISSISSIPPI MILLS","709","U","KANATA","4","12","6","21","4","0","1","0","48","158","Garden Terrace"
"013","CARLETON--MISSISSIPPI MILLS","710","U","PAKENHAM","..........................NO POLL HELD..........................","","","","","","","","","",""
"013","CARLETON--MISSISSIPPI MILLS","711","U","KANATA","2","15","9","31","1","0","0","1","59","92","Kanata Place Retirement Residence"
"013","CARLETON--MISSISSIPPI MILLS","712","U","KANATA","1","33","15","56","3","0","0","0","108","159","Stonehaven Manor"
"013","CARLETON--MISSISSIPPI MILLS","713","U","STITTSVILLE","2","19","6","54","0","1","0","0","82","113","Stittsville Villa"
"013","CARLETON--MISSISSIPPI MILLS","714","U","KANATA","0","40","9","66","2","0","0","0","117","176","Royalton Retirement Residence"
"013","CARLETON--MISSISSIPPI MILLS","715","U","RICHMOND",".......................COMBINED WITH POLL 714.......................","","","","","","","","","","Richmond Lodge"
"013","CARLETON--MISSISSIPPI MILLS","716","U","ALMONTE","..........................NO POLL HELD..........................","","","","","","","","","",""
"013","CARLETON--MISSISSIPPI MILLS","717","U","STITTSVILLE","1","20","5","37","0","1","2","0","66","218","Granite Ridge Long Term Care Centre"
"013","CARLETON--MISSISSIPPI MILLS","ADV001","U","KANATA","17","914","209","1557","80","0","0","0","2777","0","Returning Office / Bureau du directeur du scrutin"
"013","CARLETON--MISSISSIPPI MILLS","ADV002","U","KANATA","8","277","76","411","20","9","0","0","801","0","Special Ballot Voting / Vote par bulletin spécial"
"013","CARLETON--MISSISSIPPI MILLS","ADV003","R","KINBURN","2","63","13","243","3","1","0","0","325","0","West Carleton Community Complex"
"013","CARLETON--MISSISSIPPI MILLS","ADV004","U","RICHMOND","2","83","28","306","4","0","0","0","423","0","St. John's Anglican Church Hall"
"013","CARLETON--MISSISSIPPI MILLS","ADV005","U","ALMONTE","15","207","86","578","29","3","0","2","920","0","Almonte United Church Hall"
"013","CARLETON--MISSISSIPPI MILLS","ADV006","U","WOODLAWN","0","58","14","174","6","0","0","0","252","0","Constance/Buckham's Bay Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","ADV007","U","CARP","0","38","12","85","3","0","0","0","138","0","Corkery Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","ADV008","U","MUNSTER","3","31","17","170","4","0","0","0","225","0","Munster Community Centre"
"013","CARLETON--MISSISSIPPI MILLS","ADV009","U","STITTSVILLE","13","514","171","1300","63","3","0","0","2064","0","Goulbourn Recreation Complex"
"013","CARLETON--MISSISSIPPI MILLS","ADV010","U","KANATA","5","219","41","319","17","0","0","0","601","0","Fellowship Baptist Church"
"013","CARLETON--MISSISSIPPI MILLS","ADV011","U","PAKENHAM","2","22","20","129","3","0","0","0","176","0","Five Arches Non-Profit Housing"
"013","CARLETON--MISSISSIPPI MILLS","ADV012","U","CARP","1","73","18","216","19","0","0","0","327","0","Huntley Community Mess Hall"
"013","CARLETON--MISSISSIPPI MILLS","ADV013","U","GALETTA","2","15","10","96","2","0","0","0","125","0","Galetta Community Centre"
"TOTALS:","","","","","549","19144","6371","28246","1857","134","34","36","56371","105368",""
