"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CRACK","GOSSELIN","HOWARTH","JEAN-LOUIS","LEDUC","MILLER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"026","GLENGARRY--PRESCOTT--RUSSELL","185A","U","ST ALBERT","97","42","1","39","0","0","1","1","0","181","444","Centre Communautaire St Albert"
"026","GLENGARRY--PRESCOTT--RUSSELL","185B","U","ST ALBERT","112","43","4","32","1","0","1","0","0","193","477","Centre Communautaire St Albert"
"026","GLENGARRY--PRESCOTT--RUSSELL","700","U","LEFAIVRE","5","6","2","0","0","0","0","0","0","13","66","Centre d' Accueil Mon Chez Nous"
"026","GLENGARRY--PRESCOTT--RUSSELL","701","U","VANKLEEK HILL","17","15","1","5","0","0","0","0","0","38","81","Heritage Lodge"
"026","GLENGARRY--PRESCOTT--RUSSELL","702","U","HAWKESBURY","35","8","0","0","1","0","1","0","0","45","70","McGill Manor"
"026","GLENGARRY--PRESCOTT--RUSSELL","703","U","HAWKESBURY",".......................COMBINED WITH POLL 712.......................","","","","","","","","","","","Place Rideau"
"026","GLENGARRY--PRESCOTT--RUSSELL","704","U","HAWKESBURY","43","14","3","7","3","2","2","0","0","74","100","Place Mont-Roc"
"026","GLENGARRY--PRESCOTT--RUSSELL","705","U","HAWKESBURY","35","15","1","1","0","2","0","0","0","54","150","Residence Prescott-Russel"
"026","GLENGARRY--PRESCOTT--RUSSELL","706","U","HAWKESBURY","0","0","0","0","0","0","0","0","0","0","3","Hopital General Hawkesbury"
"026","GLENGARRY--PRESCOTT--RUSSELL","707","U","VANKLEEK HILL","3","6","1","0","0","0","0","0","1","11","20","McDonald Residence"
"026","GLENGARRY--PRESCOTT--RUSSELL","708","U","NORTH GLENGARRY","0","0","0","0","0","0","0","0","0","0","1","Hopital Glengarry Memorial Hospital"
"026","GLENGARRY--PRESCOTT--RUSSELL","709","U","NORTH GLENGARRY","16","27","2","0","0","1","0","0","0","46","116","Maxville Manor"
"026","GLENGARRY--PRESCOTT--RUSSELL","710","U","ALEXANDRIA","18","14","0","0","0","0","0","0","0","32","6","Chateau Glengarry"
"026","GLENGARRY--PRESCOTT--RUSSELL","711","U","ALEXANDRIA","18","7","0","0","0","0","0","0","0","25","33","The Palace"
"026","GLENGARRY--PRESCOTT--RUSSELL","712","U","ST ISIDORE","6","7","0","5","0","1","0","0","0","19","63","Résidence St. Isidore"
"026","GLENGARRY--PRESCOTT--RUSSELL","713","U","CURRAN","11","6","0","1","1","0","0","1","0","20","47","Villa St Luc"
"026","GLENGARRY--PRESCOTT--RUSSELL","714","U","PLANTAGENET",".......................COMBINED WITH POLL 718.......................","","","","","","","","","","","Pinecrest Nursing Home"
"026","GLENGARRY--PRESCOTT--RUSSELL","715","U","PLANTAGENET","19","3","0","1","1","0","0","0","0","24","32","Résidence Quatre Saisons"
"026","GLENGARRY--PRESCOTT--RUSSELL","716","U","ALFRED","35","4","0","1","0","0","0","0","0","40","45","Auberge Plein Soleil"
"026","GLENGARRY--PRESCOTT--RUSSELL","717","U","ALFRED","18","2","1","1","0","0","0","0","0","22","29","Pension du Bonheur"
"026","GLENGARRY--PRESCOTT--RUSSELL","718","U","SAINT-PASCAL-BAYLON","17","5","2","3","2","0","0","0","0","29","87","Residence St. Pascal"
"026","GLENGARRY--PRESCOTT--RUSSELL","719","U","BOURGET","6","8","1","1","0","3","0","0","0","19","51","Carressant Care Bourget Nursing Home"
"026","GLENGARRY--PRESCOTT--RUSSELL","720","U","CLARENCE CREEK","24","3","0","1","0","1","0","0","0","29","116","Centre d' Accueil Roger-Seguin"
"026","GLENGARRY--PRESCOTT--RUSSELL","721","U","HAMMOND","17","4","0","3","1","0","0","0","0","25","39","Résidence St. Mathieu"
"026","GLENGARRY--PRESCOTT--RUSSELL","722","U","ROCKLAND","53","11","0","4","1","0","2","2","0","73","100","Résidence Jardins Bellerive"
"026","GLENGARRY--PRESCOTT--RUSSELL","723","U","ROCKLAND",".......................COMBINED WITH POLL 725.......................","","","","","","","","","","","Résidence la Traversée"
"026","GLENGARRY--PRESCOTT--RUSSELL","724","U","ROCKLAND","21","5","0","2","0","0","1","0","0","29","43","Residence Simon"
"026","GLENGARRY--PRESCOTT--RUSSELL","725","U","SARSFIELD","9","7","1","4","1","0","0","0","0","22","91","Sarsfield Colonial Home"
"026","GLENGARRY--PRESCOTT--RUSSELL","726","U","VARS",".......................COMBINED WITH POLL 731.......................","","","","","","","","","","","Résidence Ste Marie"
"026","GLENGARRY--PRESCOTT--RUSSELL","727","U","VARS","7","5","1","4","3","0","0","0","0","20","39","Residence Pine Rest"
"026","GLENGARRY--PRESCOTT--RUSSELL","728","U","VARS","5","9","0","8","0","0","1","1","0","24","34","Résidence Champagne"
"026","GLENGARRY--PRESCOTT--RUSSELL","729","U","LIMOGES","3","7","3","5","2","1","0","0","0","21","38","Résidence Limoges"
"026","GLENGARRY--PRESCOTT--RUSSELL","730","U","CUMBERLAND","17","9","2","0","0","2","0","0","0","30","53","Cumberland Lodge"
"026","GLENGARRY--PRESCOTT--RUSSELL","731","U","LIMOGES","15","13","1","4","1","0","0","0","0","34","61","Residence l'Erabliere"
"026","GLENGARRY--PRESCOTT--RUSSELL","732","U","LIMOGES","40","14","2","3","0","2","0","3","0","64","119","St. Viateur Nursing Home"
"026","GLENGARRY--PRESCOTT--RUSSELL","733","U","EMBRUN","42","8","0","3","0","4","0","0","2","59","69","Résidence le Pavillon"
"026","GLENGARRY--PRESCOTT--RUSSELL","734","U","EMBRUN","16","5","0","1","1","0","0","0","0","23","59","St. Jacques Nursing Home"
"026","GLENGARRY--PRESCOTT--RUSSELL","735","U","CASSELMAN","22","6","1","8","0","1","0","0","0","38","80","Résidence St. Francois"
"026","GLENGARRY--PRESCOTT--RUSSELL","736","U","CASSELMAN",".......................COMBINED WITH POLL 740.......................","","","","","","","","","","","Résidence Mon Chez Nous"
"026","GLENGARRY--PRESCOTT--RUSSELL","737","U","ST ALBERT","19","3","2","2","0","1","0","0","0","27","33","Villa St Albert"
"026","GLENGARRY--PRESCOTT--RUSSELL","738","U","HAWKESBURY","14","11","0","6","0","0","1","0","0","32","57","261 McGill Manor"
"026","GLENGARRY--PRESCOTT--RUSSELL","739","U","ALEXANDRIA","28","15","0","6","2","0","0","1","0","52","69","Residents of the Community Nursing Home"
"026","GLENGARRY--PRESCOTT--RUSSELL","740","U","LEFAIVRE","17","5","1","6","0","0","1","0","0","30","52","Centre d' Accueil Mon Chez Nous"
"026","GLENGARRY--PRESCOTT--RUSSELL","741","U","CHUTE A BLONDEAU",".......................COMBINED WITH POLL 739.......................","","","","","","","","","","","Manoir Carillon"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV001","U","WENDOVER","160","175","6","51","0","3","2","0","0","397","0","Returning Office / Bureau du directeur du scrutin"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV002","U","WENDOVER","185","117","11","46","2","1","16","2","0","380","0","Special Ballot Voting / Vote par bulletin spécial"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV003","U","ORLEANS","129","231","1","26","1","3","2","0","0","393","0","École Gisele Lalonde"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV004","U","RUSSELL","55","197","6","27","1","0","0","0","0","286","0","Russell Youth Centre"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV005","U","ST ISIDORE","49","27","4","4","0","0","0","0","0","84","0","Club d'age d'or Renaissance"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV006","U","VANKLEEK HILL","105","253","4","49","1","1","0","0","0","413","0","Vankleek Hill Arena"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV007","U","ALEXANDRIA","411","292","12","56","1","3","1","1","0","777","0","Centre Culturel Les Trois P'Tit Points"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV008","U","CUMBERLAND","106","243","7","28","1","3","3","0","0","391","0","Maple Hall"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV009","U","EMBRUN","249","301","11","70","2","4","2","1","0","640","0","Chevaliers de Colomb Embrun"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV010","U","CASSELMAN","317","180","7","81","3","2","1","1","0","592","0","Centre Paul-Emile Levesque"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV011","U","HAWKESBURY","485","383","13","139","2","4","8","0","0","1034","0","École St. Jean Bosco"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV012","U","ALFRED","75","42","2","31","0","0","1","0","0","151","0","College d' Alfred (University ofGuelph)"
"026","GLENGARRY--PRESCOTT--RUSSELL","ADV013","U","ROCKLAND","593","524","18","125","6","4","5","1","0","1276","0","Abello Inc"
"TOTALS:","","","","","17345","15973","770","5721","164","199","213","47","9","40441","84584",""
