"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","GUTMANIS","LISTER","MCGRUER","MCKERCHER","MCNEELY","PAUL","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"063","OTTAWA--ORLÉANS","704","U","OTTAWA","1","9","0","5","17","0","0","0","0","32","73","Blackburn Lodge"
"063","OTTAWA--ORLÉANS","705","U","OTTAWA","2","2","1","1","65","2","0","0","0","73","253","Residence St. Louis"
"063","OTTAWA--ORLÉANS","706","U","OTTAWA","1","37","0","8","54","1","0","0","0","101","101","The Promenade"
"063","OTTAWA--ORLÉANS","707","U","OTTAWA","0","34","1","8","70","1","0","1","0","115","200","Villa Orleans"
"063","OTTAWA--ORLÉANS","708","U","OTTAWA","1","11","0","5","75","0","1","0","0","93","144","Manoir Belcourt"
"063","OTTAWA--ORLÉANS","709","U","OTTAWA","1","10","0","3","18","0","0","1","0","33","51","Queenswood Villa"
"063","OTTAWA--ORLÉANS","710","U","ORLÉANS","0","27","1","3","62","2","0","1","0","96","201","Manoir Portobello"
"063","OTTAWA--ORLÉANS","ADV001","U","ORLÉANS","28","859","4","149","895","6","7","1","0","1949","0","Returning Office / Bureau du directeur du scrutin"
"063","OTTAWA--ORLÉANS","ADV002","U","ORLÉANS","10","259","1","49","312","3","0","0","0","634","0","Special Ballot Voting / Vote par bulletin spécial"
"063","OTTAWA--ORLÉANS","ADV003","U","OTTAWA","10","580","2","77","507","2","5","2","0","1185","0","Orleans United Church"
"063","OTTAWA--ORLÉANS","ADV004","U","OTTAWA","5","316","2","48","403","2","0","0","0","776","0","Eglise Ste Marie"
"063","OTTAWA--ORLÉANS","ADV005","U","OTTAWA","5","180","0","32","169","0","2","0","0","388","0","Pineview Golf Course"
"063","OTTAWA--ORLÉANS","ADV006","U","OTTAWA","3","166","2","27","246","2","1","0","0","447","0","Rendez-Vous des Aines"
"063","OTTAWA--ORLÉANS","ADV007","U","ORLÉANS","13","504","3","72","406","3","0","0","0","1001","0","Superstore Cooking School"
"TOTALS:","","","","","886","19003","183","4979","21857","154","131","37","11","47241","89726",""
