"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CISTERNA","DAVIS","DAVIS","MCGUIRE","MOTZ","WITMER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"039","KITCHENER--WATERLOO","212","U","WATERLOO","35","69","1","2","0","91","0","0","0","198","391","Westvale Public School"
"039","KITCHENER--WATERLOO","213","U","WATERLOO","32","65","0","6","0","60","0","0","2","165","421","Westvale Public School"
"039","KITCHENER--WATERLOO","214","U","WATERLOO","36","65","2","10","0","114","0","0","0","227","492","Holy Rosary Catholic Elementary School"
"039","KITCHENER--WATERLOO","215","U","KITCHENER","14","95","0","7","0","74","0","0","0","190","420","Resurrection Catholic Secondary School"
"039","KITCHENER--WATERLOO","216","U","KITCHENER","58","106","1","7","0","88","1","2","0","263","764","Resurrection Catholic Secondary School"
"039","KITCHENER--WATERLOO","217","U","KITCHENER","53","83","2","2","1","140","1","0","0","282","763","Sandhills Public School"
"039","KITCHENER--WATERLOO","218","U","KITCHENER","21","107","1","7","1","164","0","1","0","302","575","Sandhills Public School"
"039","KITCHENER--WATERLOO","219","U","KITCHENER","21","106","0","3","0","105","0","0","0","235","456","St. Dominic Savio Catholic Elementary School"
"039","KITCHENER--WATERLOO","220","U","KITCHENER","19","116","2","3","1","120","0","0","0","261","416","St. Dominic Savio Catholic Elementary School"
"039","KITCHENER--WATERLOO","221","U","KITCHENER","43","50","5","4","0","50","1","0","1","154","613","St. Dominic Savio Catholic Elementary School"
"039","KITCHENER--WATERLOO","222","U","KITCHENER","33","80","3","4","1","61","0","0","0","182","517","St. Dominic Savio Catholic Elementary School"
"039","KITCHENER--WATERLOO","223","U","KITCHENER","33","54","0","4","2","81","1","0","0","175","455","St. Dominic Savio Catholic Elementary School"
"039","KITCHENER--WATERLOO","224","U","KITCHENER","13","50","2","2","2","79","0","0","0","148","378","St. Dominic Savio Catholic Elementary School"
"039","KITCHENER--WATERLOO","225","U","KITCHENER","29","53","5","5","0","73","0","0","0","165","436","Sandhills Public School"
"039","KITCHENER--WATERLOO","226","U","KITCHENER","37","38","1","3","0","63","1","0","0","143","407","Sandhills Public School"
"039","KITCHENER--WATERLOO","227","U","KITCHENER","30","39","0","1","0","67","0","0","0","137","411","Sandhills Public School"
"039","KITCHENER--WATERLOO","228","U","KITCHENER","53","71","2","3","0","71","1","0","0","201","640","Sandhills Public School"
"039","KITCHENER--WATERLOO","229","U","WATERLOO","25","38","0","3","0","23","0","0","0","89","413","Waterloo Mennonite Brethren Church"
"039","KITCHENER--WATERLOO","230","U","WATERLOO","9","25","0","3","0","14","0","0","0","51","275","Waterloo Pentecostal Assembly"
"039","KITCHENER--WATERLOO","231","U","WATERLOO","23","76","0","5","1","131","1","1","0","238","472","Club Willowells"
"039","KITCHENER--WATERLOO","400","U","WATERLOO","20","40","3","2","0","56","1","0","1","123","187","Columbia Place"
"039","KITCHENER--WATERLOO","401","U","WATERLOO","19","41","0","5","1","62","0","0","0","128","202","Bluevale Towers"
"039","KITCHENER--WATERLOO","402","U","WATERLOO","37","58","0","7","0","46","1","0","0","149","309","Lincoln Towers Apartment(s)"
"039","KITCHENER--WATERLOO","403","U","WATERLOO","20","22","0","2","1","25","1","0","0","71","127","The Victorian Apartment(s)"
"039","KITCHENER--WATERLOO","404","U","WATERLOO","20","34","2","7","0","41","1","0","0","105","172","Black Willow Condominium(s) Corp"
"039","KITCHENER--WATERLOO","405","U","WATERLOO","8","38","0","1","0","67","0","0","0","114","161","Waterpark Place"
"039","KITCHENER--WATERLOO","406","U","WATERLOO","8","56","2","4","0","101","0","0","0","171","247","Waterpark Place"
"039","KITCHENER--WATERLOO","407","U","KITCHENER","54","139","4","6","0","187","2","3","0","395","628","Margaret Place"
"039","KITCHENER--WATERLOO","408","U","WATERLOO","9","29","0","3","0","44","0","0","0","85","156","The Beechmount"
"039","KITCHENER--WATERLOO","409","U","WATERLOO","13","39","0","3","0","54","0","1","0","110","194","Westmount Towers II"
"039","KITCHENER--WATERLOO","410","U","WATERLOO","9","22","0","1","0","20","0","0","0","52","106","Beacon Tower"
"039","KITCHENER--WATERLOO","411","U","KITCHENER","22","26","0","1","0","38","0","0","1","88","177","Estates Apartment(s)"
"039","KITCHENER--WATERLOO","412","U","KITCHENER","39","78","1","6","1","92","0","0","0","217","330","Park Place"
"039","KITCHENER--WATERLOO","413","U","KITCHENER","36","31","0","6","0","33","1","1","0","108","269","King's Tower"
"039","KITCHENER--WATERLOO","414","U","KITCHENER","30","53","0","9","0","25","0","1","0","118","271","Belmont Heights Apartments"
"039","KITCHENER--WATERLOO","415","U","WATERLOO","17","34","1","0","1","39","0","0","0","92","153","The Bauer Lofts"
"039","KITCHENER--WATERLOO","700","U","WATERLOO","10","36","1","1","0","77","1","0","2","128","333","Pinehaven Nursing Home"
"039","KITCHENER--WATERLOO","701","U","WATERLOO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"039","KITCHENER--WATERLOO","702","U","WATERLOO","1","20","2","0","1","48","1","1","0","74","93","Terrace on the Square"
"039","KITCHENER--WATERLOO","703","U","WATERLOO","14","24","2","1","1","34","0","1","0","77","229","Columbia Forest Long Term Care Centre"
"039","KITCHENER--WATERLOO","704","U","WATERLOO",".......................COMBINED WITH POLL 706.......................","","","","","","","","","","","Beechwood Manor"
"039","KITCHENER--WATERLOO","705","U","WATERLOO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"039","KITCHENER--WATERLOO","706","U","WATERLOO","38","117","1","5","0","218","1","1","0","381","554","Luther Village on the Park"
"039","KITCHENER--WATERLOO","707","U","WATERLOO","14","34","2","1","0","50","1","0","0","102","152","Waterloo Heights Retirement Apartment(s)"
"039","KITCHENER--WATERLOO","708","U","WATERLOO","8","23","1","0","1","60","1","1","0","95","131","The Court at Laurelwood"
"039","KITCHENER--WATERLOO","709","U","WATERLOO","..........................NO POLL HELD..........................","","","","","","","","","","",""
"039","KITCHENER--WATERLOO","ADV001","U","WATERLOO","170","395","5","30","2","630","0","0","0","1232","0","Returning Office / Bureau du directeur du scrutin"
"039","KITCHENER--WATERLOO","ADV002","U","WATERLOO","93","130","3","4","1","170","3","0","0","404","0","Special Ballot Voting / Vote par bulletin spécial"
"039","KITCHENER--WATERLOO","ADV003","U","WATERLOO","49","189","1","11","1","371","2","0","0","624","0","K-W Bilingual School"
"039","KITCHENER--WATERLOO","ADV004","U","KITCHENER","21","39","2","4","0","65","0","0","0","131","0","Fellowship Christian School"
"039","KITCHENER--WATERLOO","ADV005","U","WATERLOO","113","340","4","17","2","649","0","0","1","1126","0","R.I.M. Park"
"039","KITCHENER--WATERLOO","ADV006","U","WATERLOO","71","181","2","8","0","335","1","1","0","599","0","Parkminster United Church"
"039","KITCHENER--WATERLOO","ADV007","U","WATERLOO","57","119","1","13","0","56","0","0","0","246","0","Wilfred Laurier - Fred Nichols Campus Centre"
"039","KITCHENER--WATERLOO","ADV008","U","WATERLOO","115","199","4","41","4","72","1","0","2","438","0","University of Waterloo - Student Life Centre"
"039","KITCHENER--WATERLOO","ADV009","U","WATERLOO","277","748","10","41","3","1081","0","0","1","2161","0","Waterloo Memorial Recreation Complex"
"TOTALS:","","","","","8250","17837","316","1308","123","21665","93","36","39","49667","98268",""
