"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","DONNELLY","MACDONALD","MACDONALD","MCDONELL","REIST","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","184","U","CORNWALL","0","37","25","53","2","2","0","0","119","293","St. Lawrence High School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","185","U","CORNWALL","1","32","48","74","0","0","0","0","155","329","École Rose-des-Vents School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","186","U","CORNWALL","1","42","35","66","1","1","0","0","146","427","École Rose-des-Vents School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","187","U","CORNWALL","1","34","16","26","3","1","1","0","82","280","École secondaire la Citadelle"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","188","U","CORNWALL","4","35","42","39","1","1","0","0","122","498","École secondaire la Citadelle"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","189","U","CORNWALL","1","15","7","16","1","0","0","0","40","301","École secondaire publique l'Heritage"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","190","U","CORNWALL","2","29","17","20","1","1","0","0","70","352","École secondaire publique l'Heritage"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","191","U","CORNWALL","1","36","26","35","0","1","0","0","99","315","St. Lawrence High School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","192","U","CORNWALL","0","29","50","66","1","0","0","0","146","359","Centre Culturel du Conseil Vie Francaise"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","193","U","CORNWALL","1","49","45","74","1","2","0","0","172","397","Centre Culturel du Conseil Vie Francaise"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","194","U","CORNWALL","1","44","51","41","1","0","0","0","138","401","École Rose-des-Vents School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","195A","U","CORNWALL","0","20","54","46","2","1","0","0","123","295","École Rose-des-Vents School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","195B","U","CORNWALL","2","31","45","54","1","0","0","0","133","318","École Rose-des-Vents School"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","196","U","CORNWALL","4","23","26","20","2","0","0","0","75","347","Centre Charles - Emile Claude"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","197","U","CORNWALL","0","15","19","18","0","0","0","0","52","267","École secondaire publique l'Heritage"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","198","U","CORNWALL","1","11","10","16","0","2","0","0","40","275","École secondaire publique l'Heritage"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","199","U","CORNWALL","0","32","38","53","1","0","0","0","124","412","École secondaire publique l'Heritage"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","200","U","CORNWALL","4","46","17","46","4","0","0","0","117","321","Centre Culturel du Conseil Vie Francaise"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","201","U","CORNWALL","1","26","18","34","0","0","0","0","79","255","Centre Culturel du Conseil Vie Francaise"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","202","U","CORNWALL","0","4","3","2","0","0","0","0","9","113","Royal Canadian Legion - Cornwall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","400","U","CORNWALL","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","401","U","CORNWALL","3","34","29","24","0","0","0","0","90","128","Adolphus Court for Seniors"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","402","U","CORNWALL","2","36","31","34","0","3","0","0","106","163","Augustus Court (South) for Seniors"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","403","U","CORNWALL","5","37","31","25","0","0","0","0","98","152","Sunset Towers"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","404","U","CORNWALL","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","405","U","CORNWALL","5","65","101","71","0","2","0","0","244","417","Edward Court for Seniors"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","406","U","CORNWALL",".......................COMBINED WITH POLL 405.......................","","","","","","","","","","Lorneville Apartment(s)"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","407","U","CORNWALL","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","408","U","CORNWALL","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","700","R","WINCHESTER","3","13","14","32","0","2","0","0","64","115","Dundas Manor Nursing Home"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","701","R","WINCHESTER","0","0","0","0","0","0","0","0","0","4","Winchester Memorial Hospital"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","702","R","MORRISBURG","3","12","15","46","0","1","0","0","77","95","Hartford Retirement Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","703","R","WINCHESTER","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","704","R","MOOSE CREEK",".......................COMBINED WITH POLL 709.......................","","","","","","","","","","Serenity Senior Living"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","705","R","LONG SAULT",".......................COMBINED WITH POLL 710.......................","","","","","","","","","","Villa Long Sault Villa"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","706","R","LONG SAULT","5","13","22","29","1","3","1","0","74","150","Villa Woodland Villa"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","707","U","CORNWALL","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","708","U","CORNWALL","2","15","29","26","0","0","2","0","74","135","Place Sandfield Place"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","709","U","CORNWALL","2","19","47","32","0","1","0","0","101","226","Heartwood Long Term Care"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","710","U","CORNWALL","8","31","93","69","1","6","1","3","212","528","St. Joseph's Continuing Care Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","711","R","MOOSE CREEK","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","712","U","CORNWALL","3","8","23","5","1","2","2","0","44","85","Manoir Parisien Manor"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","713","U","CORNWALL",".......................COMBINED WITH POLL 719.......................","","","","","","","","","","Cornwall Community Hospital"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","714","U","CORNWALL","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","715","U","LANCASTER","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","716","U","CORNWALL","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","717","R","LONG SAULT","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","718","U","CORNWALL","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","719","U","CORNWALL","2","19","32","29","6","1","0","3","92","203","Maison Glen Stor Dun Lodge"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","720","U","LANCASTER","4","8","16","23","2","2","0","0","55","89","Chateau Gardens"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","721","U","CORNWALL","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","722","U","CORNWALL","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","723","R","LONG SAULT","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","724","R","MORRISBURG","..........................NO POLL HELD..........................","","","","","","","","","",""
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV001","U","CORNWALL","12","360","483","848","10","2","1","0","1716","0","Returning Office / Bureau du directeur du scrutin"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV002","U","CORNWALL","7","135","240","466","7","14","0","1","870","0","Returning Office / Bureau du directeur du scrutin"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV003","R","WINCHESTER","10","101","98","680","11","0","0","0","900","0","North Dundas Township Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV004","U","CORNWALL","6","117","172","466","7","1","2","0","771","0","Royal Canadian Legion - Cornwall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV005","R","LONG SAULT","0","54","56","251","3","1","1","0","366","0","Anglican Christ Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV006","R","MOOSE CREEK","2","20","34","115","2","0","0","0","173","0","Moose Creek Fire Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV007","U","CORNWALL","3","65","93","146","2","3","0","0","312","0","Centre Culturel du Conseil Vie Francaise"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV008","R","LANCASTER","0","90","79","342","9","3","0","0","523","0","Glengarry Outreach Senior Services"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV009","R","WILLIAMSTOWN","1","31","34","208","5","1","0","0","280","0","St. Mary's Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV010","U","CORNWALL","5","139","148","500","7","2","0","0","801","0","Best Western Parkway Inn"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV011","R","IROQUOIS","4","35","52","263","5","0","0","0","359","0","Iroquois Civic Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV012","R","CHESTERVILLE","2","24","30","245","1","1","0","0","303","0","Chesterville Fire Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV013","R","MORRISBURG","5","73","84","462","4","1","0","0","629","0","McIntosh Country Inn and Conference Centre"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV014","R","FINCH","2","12","21","121","1","0","0","0","157","0","Finch Community Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV015","R","ST ANDREWS WEST","0","14","11","76","2","0","0","0","103","0","St. Andrews Fire Hall"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV016","U","CORNWALL","1","16","14","41","2","0","0","0","74","0","Immanuel Christian Reformed Church"
"087","STORMONT--DUNDAS--SOUTH GLENGARRY","ADV017","R","INGLESIDE","3","26","34","147","2","2","0","0","214","0","South Stormont Seniors' Support Centre"
"TOTALS:","","","","","396","8021","8413","21463","551","146","41","18","39049","75975",""
