"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ARMSTRONG","HARNESS","HILL","JACKSON","MCNAUGHTON","VAN BOMMEL","VANDER VLOET","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"040","LAMBTON--KENT--MIDDLESEX","191","U","KOMOKA","3","1","20","0","59","40","0","1","0","0","124","343","Komoka and District Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","192","U","WALLACEBURG","1","0","70","1","7","34","0","1","0","0","114","384","Walpole Island Sports Complex"
"040","LAMBTON--KENT--MIDDLESEX","193","U","KETTLE & STONY POINT F.N.","2","1","102","3","57","75","1","1","0","0","242","719","Hillside School"
"040","LAMBTON--KENT--MIDDLESEX","194","U","MUNCEY","0","0","87","0","3","9","0","0","0","0","99","366","Chippewas Administration Office"
"040","LAMBTON--KENT--MIDDLESEX","195","U","MUNCEY",".......................COMBINED WITH POLL 196.......................","","","","","","","","","","","","Munsee-Delaware Nation Band Office"
"040","LAMBTON--KENT--MIDDLESEX","196","U","DELAWARE","0","0","41","0","2","20","0","0","0","0","63","227","Delaware Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","400","U","WALLACEBURG","2","0","54","0","11","14","0","1","0","0","82","208","Riverview Towers"
"040","LAMBTON--KENT--MIDDLESEX","700","U","WALLACEBURG","2","0","1","1","9","12","0","1","1","0","27","42","Fairfield Park Long Term Care"
"040","LAMBTON--KENT--MIDDLESEX","701","U","WALLACEBURG","0","0","1","1","18","14","1","2","1","0","38","82","Sydenham Residence"
"040","LAMBTON--KENT--MIDDLESEX","702","U","WALLACEBURG",".......................COMBINED WITH POLL 705.......................","","","","","","","","","","","","Sydenham District Hospital"
"040","LAMBTON--KENT--MIDDLESEX","703","U","WALLACEBURG","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"040","LAMBTON--KENT--MIDDLESEX","704","U","THEDFORD","0","0","6","1","23","17","0","0","0","0","47","116","Thedford Country Manor Retirement Home"
"040","LAMBTON--KENT--MIDDLESEX","705","U","FOREST","1","3","10","3","35","28","0","2","0","0","82","152","North Lambton Lodge"
"040","LAMBTON--KENT--MIDDLESEX","706","U","WATFORD",".......................COMBINED WITH POLL 709.......................","","","","","","","","","","","","Watford Quality Care Centre"
"040","LAMBTON--KENT--MIDDLESEX","707","U","WATFORD","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"040","LAMBTON--KENT--MIDDLESEX","708","U","THEDFORD","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"040","LAMBTON--KENT--MIDDLESEX","709","U","AILSA CRAIG","1","4","9","1","57","45","1","1","0","0","119","227","Craigwiel Gardens"
"040","LAMBTON--KENT--MIDDLESEX","710","U","WARDSVILLE","2","1","4","0","21","7","3","0","0","2","40","57","Babcock Community Care Centre"
"040","LAMBTON--KENT--MIDDLESEX","711","U","STRATHROY","2","5","15","4","39","38","3","2","2","2","112","236","Strathmere Lodge"
"040","LAMBTON--KENT--MIDDLESEX","712","U","LUCAN",".......................COMBINED WITH POLL 711.......................","","","","","","","","","","","","Crest Support Services"
"040","LAMBTON--KENT--MIDDLESEX","713","U","STRATHROY","1","1","4","1","22","14","0","0","1","1","45","103","Sprucedale Care Centre"
"040","LAMBTON--KENT--MIDDLESEX","714","U","LUCAN","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"040","LAMBTON--KENT--MIDDLESEX","715","U","KOMOKA","2","0","9","3","9","14","1","0","1","0","39","156","Country Terrace Nursing Home"
"040","LAMBTON--KENT--MIDDLESEX","716","U","DELAWARE","1","0","6","0","8","11","1","0","0","0","27","107","Middlesex Terrace Nursing Home"
"040","LAMBTON--KENT--MIDDLESEX","ADV001","U","STRATHROY","26","14","261","3","899","454","19","2","0","0","1678","0","Returning Office / Bureau du directeur du scrutin"
"040","LAMBTON--KENT--MIDDLESEX","ADV002","U","STRATHROY","4","0","104","0","190","106","2","3","0","0","409","0","Special Ballot Voting / Vote par bulletin spécial"
"040","LAMBTON--KENT--MIDDLESEX","ADV003","U","WALLACEBURG","14","2","224","2","365","170","3","0","0","2","782","0","County Fair Mall Satellite Office"
"040","LAMBTON--KENT--MIDDLESEX","ADV004","U","BOTHWELL","10","2","34","0","185","43","0","1","0","0","275","0","Bothwell Senior Centre"
"040","LAMBTON--KENT--MIDDLESEX","ADV005","U","DOVER CENTRE","0","0","18","1","100","37","1","0","0","0","157","0","Grace Congregational Christian Hall"
"040","LAMBTON--KENT--MIDDLESEX","ADV006","U","WATFORD","3","1","12","0","83","35","10","0","0","0","144","0","Watford Centennial Hall"
"040","LAMBTON--KENT--MIDDLESEX","ADV007","U","GRAND BEND","3","1","57","2","163","120","3","0","1","0","350","0","Lambton Heritage Museum"
"040","LAMBTON--KENT--MIDDLESEX","ADV008","U","GLENCOE","7","1","52","1","284","87","2","0","0","1","435","0","Glencoe Agricultural Hall"
"040","LAMBTON--KENT--MIDDLESEX","ADV009","U","LUCAN","3","3","36","0","177","81","1","1","0","0","302","0","Lucan Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","ADV010","U","DELAWARE","4","0","30","0","139","77","0","0","0","2","252","0","Delaware Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","ADV011","U","DRESDEN","9","0","84","0","250","111","3","2","0","0","459","0","Lambton-Kent Memorial Arena"
"040","LAMBTON--KENT--MIDDLESEX","ADV012","U","FOREST","15","3","100","1","345","126","2","1","5","0","598","0","Royal Canadian Legion Branch 176"
"040","LAMBTON--KENT--MIDDLESEX","ADV013","U","PARKHILL","4","1","38","0","190","99","6","0","0","0","338","0","North Middlesex Community Centre"
"040","LAMBTON--KENT--MIDDLESEX","ADV014","U","ILDERTON","3","1","30","0","122","52","0","0","0","0","208","0","Community Bible Church"
"TOTALS:","","","","","987","232","8882","119","19379","12423","350","104","42","31","42549","78683",""
