"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ABELL","CROWE","DAYE","FALARDEAU","GOODWIN","HOLLIDAY","MURRAY","ROTENBERG","SARAZEN","YAZDANFAR","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"094","TORONTO CENTRE","437","U","TORONTO","13","16","6","1","0","0","92","0","0","0","0","0","0","128","316","Murano North and South"
"094","TORONTO CENTRE","438","U","TORONTO","10","30","4","2","0","0","92","0","0","0","1","0","0","139","222","The Cosmopolitan"
"094","TORONTO CENTRE","439A","U","TORONTO","14","60","3","3","0","0","103","0","0","0","0","0","0","183","372","Village Green"
"094","TORONTO CENTRE","439B","U","TORONTO","12","61","8","0","1","1","133","1","0","0","1","0","1","219","425","Village Green"
"094","TORONTO CENTRE","440","U","TORONTO","15","53","2","3","0","1","102","1","0","1","0","0","0","178","289","City Park Co-Op - 51 Alexander"
"094","TORONTO CENTRE","441","U","TORONTO","13","57","6","0","0","0","92","0","2","0","0","0","0","170","273","City Park Co-Op - 31 Alexander"
"094","TORONTO CENTRE","442","U","TORONTO","11","73","2","1","0","0","108","0","0","0","0","0","0","195","277","City Park Co-Op - 484 Church"
"094","TORONTO CENTRE","443","U","TORONTO","13","31","3","0","0","0","83","0","0","0","0","0","0","130","205","Radio City II"
"094","TORONTO CENTRE","444","U","TORONTO","6","39","3","2","0","2","111","0","0","0","0","0","0","163","277","Radio City I"
"094","TORONTO CENTRE","445","U","TORONTO","37","101","13","3","0","1","185","0","0","0","0","0","0","340","569","Celebrity Place"
"094","TORONTO CENTRE","446","U","TORONTO","29","94","13","0","0","1","214","0","0","0","0","0","0","351","558","L'Esprit"
"094","TORONTO CENTRE","447","U","TORONTO","6","33","1","4","1","0","36","1","0","0","1","2","0","85","205","460 Jarvis"
"094","TORONTO CENTRE","448","U","TORONTO","36","104","9","4","0","2","185","1","0","0","0","0","0","341","555","40 Homewood"
"094","TORONTO CENTRE","449","U","TORONTO","9","104","3","3","0","0","84","0","0","0","2","1","0","206","327","Bleecker Street Co-Op"
"094","TORONTO CENTRE","450","U","TORONTO","6","42","1","5","0","2","67","3","0","0","5","1","0","132","238","Winchester Square Apartments"
"094","TORONTO CENTRE","451","U","TORONTO","17","15","2","1","0","0","73","0","0","0","0","0","1","109","240","The Gallery"
"094","TORONTO CENTRE","452","U","TORONTO","22","17","5","0","0","1","84","0","0","0","0","0","0","129","282","The Ellington"
"094","TORONTO CENTRE","453","U","TORONTO","17","32","1","1","1","0","87","0","0","0","0","1","0","140","358","The Met"
"094","TORONTO CENTRE","454","U","TORONTO","17","27","1","2","1","1","74","1","0","0","1","1","1","127","249","Encore at the Met"
"094","TORONTO CENTRE","455","U","TORONTO","37","50","6","2","1","1","180","0","0","1","2","1","0","281","585","The Lexington"
"094","TORONTO CENTRE","456","U","TORONTO","4","23","1","1","0","0","26","0","0","0","0","0","0","55","108","92 Carlton Street"
"094","TORONTO CENTRE","457","U","TORONTO","15","24","4","1","0","0","82","0","0","0","0","0","0","126","205","77 Carlton"
"094","TORONTO CENTRE","458","U","TORONTO","37","12","3","4","0","0","71","0","0","0","1","1","0","129","191","130 Carlton"
"094","TORONTO CENTRE","459","U","TORONTO","28","75","9","1","0","1","135","1","1","1","0","0","0","252","499","140 Carlton Street"
"094","TORONTO CENTRE","460","U","TORONTO","22","33","5","4","4","1","101","0","0","0","4","1","0","175","303","Collegeview Apartments"
"094","TORONTO CENTRE","461","U","TORONTO","22","47","6","1","0","1","51","1","1","0","1","0","0","131","380","Maple Leaf Apartments"
"094","TORONTO CENTRE","462","U","TORONTO","7","76","21","2","0","0","35","1","0","0","2","0","1","145","395","Neil Wycik Co-Op"
"094","TORONTO CENTRE","463","U","TORONTO","12","16","4","3","3","4","27","0","0","0","1","1","0","71","259","220 Oak Street"
"094","TORONTO CENTRE","464","U","TORONTO","5","74","2","3","1","1","81","0","0","1","3","4","0","175","455","220 Oak Street"
"094","TORONTO CENTRE","465","U","TORONTO","13","36","3","7","1","1","41","1","0","0","0","0","0","103","359","220 Oak Street"
"094","TORONTO CENTRE","466","U","TORONTO","8","21","0","3","1","2","37","0","1","0","1","1","0","75","157","William Dennison Apartments"
"094","TORONTO CENTRE","467","U","TORONTO","1","48","5","3","1","1","107","0","0","0","2","0","0","168","325","1 - 25 Cole"
"094","TORONTO CENTRE","468","U","TORONTO","3","76","1","6","1","2","104","0","0","1","0","0","0","194","330","246-252 Sackville"
"094","TORONTO CENTRE","469","U","TORONTO","43","56","8","4","1","0","182","1","0","0","0","1","0","296","601","The Merchandise Building"
"094","TORONTO CENTRE","470","U","TORONTO","19","71","6","3","1","5","70","1","0","0","0","1","0","177","536","Centre Point Apartments"
"094","TORONTO CENTRE","471","U","TORONTO","5","41","1","2","0","0","30","0","2","0","1","0","0","82","267","275 Shuter Street"
"094","TORONTO CENTRE","472","U","TORONTO","8","60","2","2","0","2","58","0","1","1","2","0","0","136","315","275 Shuter Street"
"094","TORONTO CENTRE","473","U","TORONTO","14","31","1","5","1","3","46","1","0","0","0","0","0","102","337","275 Shuter Street"
"094","TORONTO CENTRE","474","U","TORONTO","5","29","3","3","0","1","60","0","1","0","1","0","0","103","340","275 Shuter Street"
"094","TORONTO CENTRE","475","U","TORONTO","37","36","4","2","0","0","94","0","0","0","0","0","2","175","524","Pantages Tower"
"094","TORONTO CENTRE","476","U","TORONTO","31","56","3","3","0","0","113","0","0","0","1","0","0","207","279","The Jazz"
"094","TORONTO CENTRE","477","U","TORONTO","12","20","2","2","0","0","53","0","0","0","0","0","0","89","128","VU North Tower"
"094","TORONTO CENTRE","478","U","TORONTO","40","34","4","1","0","0","112","1","0","0","1","1","0","194","321","VU South Tower"
"094","TORONTO CENTRE","479","U","TORONTO","20","40","2","0","0","0","86","0","1","0","1","2","0","152","315","The Richmond"
"094","TORONTO CENTRE","480","U","TORONTO","32","40","3","0","1","1","91","0","0","1","1","0","0","170","330","The Richmond"
"094","TORONTO CENTRE","481","U","TORONTO","8","78","1","9","0","1","55","0","0","0","0","0","0","152","253","501 Adelaide East"
"094","TORONTO CENTRE","482","U","TORONTO","23","51","4","1","0","0","107","0","0","0","2","0","0","188","369","King's Court"
"094","TORONTO CENTRE","483","U","TORONTO","46","22","8","4","0","0","82","0","0","1","1","0","0","164","359","The Metropole"
"094","TORONTO CENTRE","484","U","TORONTO","31","34","8","2","2","1","120","0","0","0","1","2","0","201","464","New Times Square"
"094","TORONTO CENTRE","485","U","TORONTO","37","65","7","1","0","1","123","0","0","0","1","1","0","236","476","Yorktown on the Park"
"094","TORONTO CENTRE","486","U","TORONTO","13","30","3","2","1","1","59","1","0","0","0","0","0","110","184","80 Mill Street"
"094","TORONTO CENTRE","487","U","TORONTO","36","18","4","2","0","1","67","2","0","0","1","0","0","131","319","London on the Esplanade"
"094","TORONTO CENTRE","488","U","TORONTO","12","9","2","2","0","0","51","1","0","0","0","0","0","77","173","London on the Esplanade"
"094","TORONTO CENTRE","489A","U","TORONTO","23","28","2","3","1","0","116","0","1","0","2","1","0","177","380","25 The Esplanade"
"094","TORONTO CENTRE","489B","U","TORONTO","36","38","3","1","0","0","96","0","0","0","0","0","0","174","361","25 The Esplanade"
"094","TORONTO CENTRE","490","U","TORONTO","18","63","3","0","1","1","36","0","0","0","2","0","0","124","214","Performing Arts Lodge"
"094","TORONTO CENTRE","491","U","TORONTO","0","32","0","1","0","1","27","0","0","0","0","0","0","61","158","Old York Tower"
"094","TORONTO CENTRE","492","U","TORONTO","16","52","0","5","0","1","77","1","0","0","0","1","0","153","329","Old York Tower"
"094","TORONTO CENTRE","493","U","TORONTO","26","52","11","0","1","0","124","0","0","0","0","0","0","214","338","St. Lawrence on the Park"
"094","TORONTO CENTRE","494","U","TORONTO","7","21","1","1","0","1","44","1","0","0","1","1","0","78","149","La Place Saint-Laurent"
"094","TORONTO CENTRE","495","U","TORONTO","6","55","2","1","1","2","77","0","0","0","0","0","0","144","259","Parliament Square"
"094","TORONTO CENTRE","496","U","TORONTO","50","41","3","1","0","1","119","1","0","0","1","0","0","217","388","Pure Spirits Condominiums"
"094","TORONTO CENTRE","700","U","TORONTO","13","6","0","0","0","0","29","0","0","0","1","0","0","49","92","Belmont House"
"094","TORONTO CENTRE","701","U","TORONTO","6","4","0","1","0","1","10","1","0","0","0","0","0","23","150","Toronto Grace Hospital"
"094","TORONTO CENTRE","702","U","TORONTO","9","14","5","0","1","1","25","1","0","0","0","0","0","56","92","Wellesley Central Place"
"094","TORONTO CENTRE","703","U","TORONTO","8","13","0","1","1","1","11","0","0","0","1","0","0","36","284","Fudger House"
"094","TORONTO CENTRE","704","U","TORONTO","2","6","1","2","2","0","8","0","1","0","2","0","1","25","67","Rekai Centre"
"094","TORONTO CENTRE","705","U","TORONTO","5","7","0","1","1","1","14","0","0","0","0","0","0","29","36","St. Jude's Community Home"
"094","TORONTO CENTRE","ADV001","U","TORONTO","155","237","33","6","1","5","641","1","0","0","2","0","1","1082","0","Returning Office / Bureau du directeur du scrutin"
"094","TORONTO CENTRE","ADV002","U","TORONTO","100","146","9","4","1","1","280","0","0","0","18","0","0","559","0","Special Ballot Voting / Vote par bulletin spécial"
"094","TORONTO CENTRE","ADV003","U","TORONTO","204","51","11","2","0","1","295","0","0","0","1","0","0","565","0","YWCA 80 Woodlawn"
"094","TORONTO CENTRE","ADV004","U","TORONTO","52","150","13","3","0","2","236","0","0","0","1","1","0","458","0","Regent Park Community Health Centre"
"094","TORONTO CENTRE","ADV005","U","TORONTO","95","196","7","2","1","0","374","1","0","0","0","0","0","676","0","St. Lawrence Market South"
"094","TORONTO CENTRE","ADV006","U","TORONTO","129","272","21","8","0","7","655","3","0","0","11","0","0","1106","0","Wellesley Community Centre"
"094","TORONTO CENTRE","ADV007","U","TORONTO","56","63","4","2","0","1","252","1","0","1","0","1","0","381","0","University of Toronto - Brennan Hall"
"094","TORONTO CENTRE","ADV008","U","TORONTO","30","117","13","2","2","0","201","2","0","0","1","2","0","370","0","Ryerson Univ - Pitman Hall"
"TOTALS:","","","","","7186","11571","1123","441","92","146","25236","93","29","19","205","57","24","46222","95466",""
