"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","NAVARRO","NICHOLLS","SULLIVAN","WATSON","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"014","CHATHAM--KENT--ESSEX","403","U","CHATHAM","33","25","1","18","0","0","0","77","140","Chatham Tower Apartments"
"014","CHATHAM--KENT--ESSEX","700","U","WHEATLEY","5","23","1","15","0","1","0","45","80","The Meadows of Wheatley"
"014","CHATHAM--KENT--ESSEX","701","U","LEAMINGTON","5","25","1","20","2","0","0","53","79","Erie Glen Manor"
"014","CHATHAM--KENT--ESSEX","702","U","LEAMINGTON","..........................NO POLL HELD..........................","","","","","","","","",""
"014","CHATHAM--KENT--ESSEX","703","U","LEAMINGTON","7","18","5","24","2","0","0","56","123","Leamington Mennonite Home Retirement Residence"
"014","CHATHAM--KENT--ESSEX","704","U","LEAMINGTON","10","26","3","18","2","2","0","61","100","Leamington Mennonite Home and Apartments"
"014","CHATHAM--KENT--ESSEX","705","U","BLENHEIM","..........................NO POLL HELD..........................","","","","","","","","",""
"014","CHATHAM--KENT--ESSEX","706","U","LEAMINGTON","..........................NO POLL HELD..........................","","","","","","","","",""
"014","CHATHAM--KENT--ESSEX","707","U","LEAMINGTON","5","5","1","11","0","1","0","23","127","Franklin Gardens Long Term Care Home"
"014","CHATHAM--KENT--ESSEX","708","U","LEAMINGTON","6","17","1","18","0","0","0","42","211","Sun Parlor Home for Senior Citizens"
"014","CHATHAM--KENT--ESSEX","709","U","TILBURY","3","5","1","19","0","0","0","28","46","Hudson Manor Retirement Residence"
"014","CHATHAM--KENT--ESSEX","710","U","TILBURY","5","13","0","12","0","1","0","31","71","Tilbury Manor Long Term Care"
"014","CHATHAM--KENT--ESSEX","711","U","CHATHAM","..........................NO POLL HELD..........................","","","","","","","","",""
"014","CHATHAM--KENT--ESSEX","712","U","CHATHAM","7","22","2","10","1","0","3","45","74","Maple City Retirement Residence"
"014","CHATHAM--KENT--ESSEX","713","U","CHATHAM","4","8","3","7","0","0","1","23","97","Meadow Park"
"014","CHATHAM--KENT--ESSEX","714","U","CHATHAM","6","24","2","13","0","0","0","45","64","Residence on the Thames"
"014","CHATHAM--KENT--ESSEX","715","U","CHATHAM","7","38","0","29","0","0","0","74","98","St. Andrew's Community"
"014","CHATHAM--KENT--ESSEX","716","U","CHATHAM","16","26","3","28","2","0","0","75","321","Riverview Gardens"
"014","CHATHAM--KENT--ESSEX","717","U","CHATHAM","14","55","3","42","0","2","1","117","171","Chatham Retirement Resort"
"014","CHATHAM--KENT--ESSEX","718","U","CHATHAM","7","14","3","16","0","0","0","40","147","Copper Terrace Long Term Care Home"
"014","CHATHAM--KENT--ESSEX","719","U","BLENHEIM","6","8","0","7","0","0","0","21","37","Serenity"
"014","CHATHAM--KENT--ESSEX","720","U","BLENHEIM","3","15","1","10","0","0","0","29","98","Blenheim Community Village"
"014","CHATHAM--KENT--ESSEX","721","U","RIDGETOWN","6","21","2","16","0","0","0","45","105","Village on the Ridge"
"014","CHATHAM--KENT--ESSEX","722","U","LEAMINGTON","7","2","1","6","0","0","0","16","42","New Beginnings Rest Home"
"014","CHATHAM--KENT--ESSEX","723","U","LEAMINGTON","7","17","2","18","0","0","0","44","111","Leamington Court Retirement Suites"
"014","CHATHAM--KENT--ESSEX","ADV001","U","CHATHAM","203","615","25","433","0","0","0","1276","0","Returning Office / Bureau du directeur du scrutin"
"014","CHATHAM--KENT--ESSEX","ADV002","U","CHATHAM","68","151","15","124","3","0","0","361","0","Special Ballot Voting / Vote par bulletin spécial"
"014","CHATHAM--KENT--ESSEX","ADV003","U","LEAMINGTON","180","591","24","247","0","0","0","1042","0","Elections Ontario Leamington Satellite Office"
"014","CHATHAM--KENT--ESSEX","ADV004","U","WHEATLEY","47","155","6","65","0","0","0","273","0","Wheatley United Church"
"014","CHATHAM--KENT--ESSEX","ADV005","U","TILBURY","114","180","2","138","1","0","0","435","0","Tilbury Leisure Centre"
"014","CHATHAM--KENT--ESSEX","ADV006","U","CHATHAM","176","516","24","378","2","0","1","1097","0","Holy Trinity Anglican Church"
"014","CHATHAM--KENT--ESSEX","ADV007","U","BLENHEIM","122","361","13","196","0","1","0","693","0","St. Mary's Hall"
"014","CHATHAM--KENT--ESSEX","ADV008","U","RIDGETOWN","101","275","12","117","1","0","0","506","0","Ridgetown Rotary Youth Centre"
"014","CHATHAM--KENT--ESSEX","ADV009","U","RIDGETOWN","16","57","2","18","0","0","0","93","0","Rudy H. Brown Rural Development Centre"
"014","CHATHAM--KENT--ESSEX","ADV010","U","CHATHAM","14","6","3","16","0","0","0","39","0","St. Clair College of Applied Arts and  Tech"
"TOTALS:","","","","","8415","15121","1027","11631","133","66","34","36427","73727",""
