"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","DUNCAN","HUNDAL","JEFFREY","ROWLEY","SADIQ","SINGH","SINGH","WYSOKINSKI","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"007","BRAMPTON--SPRINGDALE","188","U","BRAMPTON","8","56","84","0","0","0","29","0","1","0","0","178","456","Sir John A Macdonald Middle School"
"007","BRAMPTON--SPRINGDALE","189","U","BRAMPTON","3","35","43","0","0","0","11","1","1","0","0","94","281","Sir John A Macdonald Middle School"
"007","BRAMPTON--SPRINGDALE","190","U","BRAMPTON","1","14","19","1","0","1","5","1","0","0","0","42","301","Bramalea Baptist Church"
"007","BRAMPTON--SPRINGDALE","191","U","BRAMPTON","2","25","45","1","0","0","12","0","0","0","0","85","451","Bramalea Baptist Church"
"007","BRAMPTON--SPRINGDALE","192","U","BRAMPTON","5","19","45","2","0","0","17","0","0","0","0","88","437","Bramalea Baptist Church"
"007","BRAMPTON--SPRINGDALE","193","U","BRAMPTON","2","24","30","0","0","0","17","0","1","0","0","74","413","Bramalea Baptist Church"
"007","BRAMPTON--SPRINGDALE","194","U","BRAMPTON","3","67","107","1","1","0","28","1","0","0","0","208","600","Bramalea Baptist Church"
"007","BRAMPTON--SPRINGDALE","195","U","BRAMPTON","3","66","86","2","1","2","28","0","1","3","0","192","606","Bramalea Baptist Church"
"007","BRAMPTON--SPRINGDALE","196","U","BRAMPTON","9","41","55","4","0","0","30","0","0","0","1","140","570","Bramalea Baptist Church"
"007","BRAMPTON--SPRINGDALE","197","U","BRAMPTON","5","34","29","0","0","0","11","0","0","0","0","79","440","Bramalea Baptist Church"
"007","BRAMPTON--SPRINGDALE","198","U","BRAMPTON","4","27","66","1","0","0","25","1","0","0","0","124","363","Bramalea Baptist Church"
"007","BRAMPTON--SPRINGDALE","199","U","BRAMPTON",".......................COMBINED WITH POLL 198.......................","","","","","","","","","","","","","Bramalea Baptist Church"
"007","BRAMPTON--SPRINGDALE","200","U","BRAMPTON",".......................COMBINED WITH POLL 170.......................","","","","","","","","","","","","","Madoc Drive Public School"
"007","BRAMPTON--SPRINGDALE","700","U","BRAMPTON","0","8","10","0","1","2","5","0","0","0","0","26","150","Leisureworld - Brampton Meadows"
"007","BRAMPTON--SPRINGDALE","701","U","BRAMPTON","3","10","15","2","0","0","7","1","1","2","0","41","169","Tall Pines Long Term Care Centre"
"007","BRAMPTON--SPRINGDALE","702","U","BRAMPTON","1","9","9","1","1","0","2","0","1","0","0","24","119","Village of Sandalwood"
"007","BRAMPTON--SPRINGDALE","703","U","BRAMPTON","2","5","12","2","1","0","2","0","0","2","1","27","140","Woodhall Park Specialty Care"
"007","BRAMPTON--SPRINGDALE","704","U","BRAMPTON","0","12","15","0","0","0","4","0","0","0","0","31","102","Woodhall Park Retirement Village"
"007","BRAMPTON--SPRINGDALE","705","U","BRAMPTON",".......................COMBINED WITH POLL 028.......................","","","","","","","","","","","","","Chinguacousy Wellness Centre"
"007","BRAMPTON--SPRINGDALE","ADV001","U","BRAMPTON","13","209","249","0","0","1","63","2","0","0","0","537","0","Returning Office / Bureau du directeur du scrutin"
"007","BRAMPTON--SPRINGDALE","ADV002","U","BRAMPTON","8","134","121","0","0","0","33","0","1","0","0","297","0","Special Ballot Voting / Vote par bulletin spécial"
"007","BRAMPTON--SPRINGDALE","ADV003","U","BRAMPTON","16","295","270","0","1","1","49","2","1","1","0","636","0","Loafer's Lake Recreation Centre"
"007","BRAMPTON--SPRINGDALE","ADV004","U","BRAMPTON","24","1048","876","5","5","17","277","6","6","1","0","2265","0","Brampton Soccer Centre"
"007","BRAMPTON--SPRINGDALE","ADV005","U","BRAMPTON","12","215","264","0","3","0","62","3","0","2","0","561","0","Century Gardens Recreation Centre"
"TOTALS:","","","","","900","12754","15663","152","81","136","5378","193","144","82","11","35494","87543",""
