"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BISANZ","KLEES","KUYSTEN","WARDLAW","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"053","NEWMARKET--AURORA","409","U","NEWMARKET","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","410","U","NEWMARKET",".......................COMBINED WITH POLL 411.......................","","","","","","","","","20 William Roe Boulevard"
"053","NEWMARKET--AURORA","411","U","NEWMARKET","100","127","2","44","0","0","0","273","440","German Canadian Housing"
"053","NEWMARKET--AURORA","412","U","AURORA","17","18","3","5","0","0","0","43","290","Aurora Senior Public School"
"053","NEWMARKET--AURORA","413","U","AURORA","34","90","0","13","0","0","0","137","194","Highland Green Condominiums"
"053","NEWMARKET--AURORA","414","U","AURORA","16","29","1","18","0","0","0","64","153","Aurora Village Housing Co Op"
"053","NEWMARKET--AURORA","415","U","AURORA","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","700","U","NEWMARKET","8","7","1","1","0","0","0","17","97","Mackenzie Place"
"053","NEWMARKET--AURORA","701","U","NEWMARKET","19","27","2","10","1","0","1","60","232","Southlake Residential Care Village"
"053","NEWMARKET--AURORA","702","U","NEWMARKET","..........................NO POLL HELD..........................","","","","","","","","",""
"053","NEWMARKET--AURORA","703","U","NEWMARKET","16","56","7","19","0","0","0","98","124","Hamilton Place"
"053","NEWMARKET--AURORA","704","U","NEWMARKET","10","32","0","10","0","1","0","53","72","Barton Retirement Residence"
"053","NEWMARKET--AURORA","705","U","NEWMARKET","26","42","1","12","1","0","0","82","112","Amica at Newmarket"
"053","NEWMARKET--AURORA","706","U","NEWMARKET","16","24","1","5","0","0","1","47","88","Alexander Muir Retirement Residence"
"053","NEWMARKET--AURORA","707","U","NEWMARKET","3","9","1","5","1","0","0","19","29","Clock Tower Inn Retirement Residence"
"053","NEWMARKET--AURORA","708","U","NEWMARKET","10","16","1","5","0","0","0","32","53","Eagle Terrace Long Term Care Centre"
"053","NEWMARKET--AURORA","709","U","NEWMARKET","26","28","1","19","0","0","1","75","177","Newmarket Health Centre"
"053","NEWMARKET--AURORA","710","U","AURORA","15","26","2","9","3","2","0","57","179","Aurora Resthaven"
"053","NEWMARKET--AURORA","711","U","AURORA","13","21","0","0","0","2","0","36","96","Sunrise Senior Living"
"053","NEWMARKET--AURORA","712","U","AURORA","10","5","0","3","0","0","0","18","42","Aurora Retirement Centre"
"053","NEWMARKET--AURORA","713","U","AURORA","8","6","2","2","1","0","0","19","87","Willows Estate Nursing Home"
"053","NEWMARKET--AURORA","714","U","AURORA","29","55","1","6","0","0","0","91","122","Hollandview Trail"
"053","NEWMARKET--AURORA","715","U","NEWMARKET","16","27","1","9","2","0","0","55","67","Roxborough"
"053","NEWMARKET--AURORA","716","U","AURORA","7","12","0","1","1","0","0","21","22","Cobblestone Lodge"
"053","NEWMARKET--AURORA","717","U","NEWMARKET","28","42","1","23","1","0","0","95","158","Fairy Lake Gardens"
"053","NEWMARKET--AURORA","ADV001","U","NEWMARKET","679","979","44","278","1","0","0","1981","0","Returning Office / Bureau du directeur du scrutin"
"053","NEWMARKET--AURORA","ADV002","U","NEWMARKET","136","250","9","77","1","1","1","475","0","Special Ballot Voting / Vote par bulletin spécial"
"053","NEWMARKET--AURORA","ADV003","U","AURORA","648","1072","59","245","1","1","0","2026","0","Aurora Public Library"
"053","NEWMARKET--AURORA","ADV004","U","AURORA","310","647","15","96","0","0","0","1068","0","Aurora Town Hall"
"053","NEWMARKET--AURORA","ADV005","U","NEWMARKET","174","265","11","54","4","0","0","508","0","Magna Centre"
"053","NEWMARKET--AURORA","ADV006","U","NEWMARKET","216","327","10","57","0","0","0","610","0","Ray Twinney Recreation Complex"
"TOTALS:","","","","","16154","21425","1256","6514","91","36","24","45500","92231",""
