ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,BYRNE,CHIARELLI,DENLEY,HILL,PACHECO,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
66,OTTAWA WEST--NEPEAN,438,U,OTTAWA,12,11,8,3,3,0,0,0,37,114,Our Lady of Fatima Church
66,OTTAWA WEST--NEPEAN,439,U,OTTAWA,14,17,41,2,2,0,1,0,77,161,Woodroffe High School
66,OTTAWA WEST--NEPEAN,440,U,OTTAWA,12,16,18,3,0,0,1,1,51,134,Woodroffe High School
66,OTTAWA WEST--NEPEAN,441,U,OTTAWA,7,8,6,4,1,1,0,0,27,128,Ottawa Reformed Presbyterian Church
66,OTTAWA WEST--NEPEAN,442,U,OTTAWA,14,40,29,2,0,0,0,0,85,188,Ottawa West YMCA-YWCA
66,OTTAWA WEST--NEPEAN,443,U,OTTAWA,4,24,17,0,0,1,0,0,46,49,Ottawa West YMCA-YWCA
66,OTTAWA WEST--NEPEAN,444,U,OTTAWA,22,72,61,4,2,3,0,0,164,312,Somerset Towers A
66,OTTAWA WEST--NEPEAN,445,U,OTTAWA,25,43,55,5,2,0,0,0,130,325,Somerset Towers A
66,OTTAWA WEST--NEPEAN,446,U,OTTAWA,34,38,45,5,1,1,0,0,124,252,Bromley Square
66,OTTAWA WEST--NEPEAN,447,U,OTTAWA,41,36,34,10,0,0,0,0,121,275,Greenbank Towers
66,OTTAWA WEST--NEPEAN,448,U,OTTAWA,44,83,63,12,2,2,0,0,206,363,Riviera Gate Apartments 1300
66,OTTAWA WEST--NEPEAN,449,U,OTTAWA,35,35,42,5,1,3,0,0,121,274,Riviera Gate Apartments 1310
66,OTTAWA WEST--NEPEAN,450,U,OTTAWA,34,19,19,5,0,0,0,0,77,155,Greenview
66,OTTAWA WEST--NEPEAN,451,U,OTTAWA,23,12,15,3,0,0,0,0,53,333,St. Daniel School
66,OTTAWA WEST--NEPEAN,452,U,OTTAWA,36,61,77,2,1,1,0,0,178,254,Manor Square
66,OTTAWA WEST--NEPEAN,453,U,OTTAWA,15,80,70,2,4,2,0,0,173,261,Manor Gardens
66,OTTAWA WEST--NEPEAN,454,U,OTTAWA,19,57,112,1,2,2,0,0,193,265,Manor House
66,OTTAWA WEST--NEPEAN,455,U,OTTAWA,19,31,30,5,0,0,0,0,85,224,Castle Hill Apartments
66,OTTAWA WEST--NEPEAN,456,U,OTTAWA,20,31,19,1,1,0,0,0,72,209,St. Elizabeth School
66,OTTAWA WEST--NEPEAN,457,U,OTTAWA,10,6,9,0,1,0,0,0,26,166,Carlington Recreation Centre
66,OTTAWA WEST--NEPEAN,458,U,OTTAWA,..........................NO POLL HELD..........................,,,,,,,,,,
66,OTTAWA WEST--NEPEAN,459,U,OTTAWA,17,63,2,0,0,1,0,0,83,135,Carlington Recreation Centre
66,OTTAWA WEST--NEPEAN,460,U,OTTAWA,32,35,18,8,0,0,0,0,93,218,Merivale Manor
66,OTTAWA WEST--NEPEAN,461,U,OTTAWA,13,28,17,2,1,0,0,0,61,125,Chorus
66,OTTAWA WEST--NEPEAN,462,U,OTTAWA,12,40,23,1,3,0,0,0,79,152,The Broadway
66,OTTAWA WEST--NEPEAN,463,U,OTTAWA,14,43,55,4,0,0,0,0,116,168,Minto Sophia
66,OTTAWA WEST--NEPEAN,464,U,OTTAWA,24,67,66,5,0,0,0,0,162,272,Sophia I Residences
66,OTTAWA WEST--NEPEAN,465,U,OTTAWA,17,19,28,1,1,0,0,0,66,192,Sir Guy Carleton Secondary School
66,OTTAWA WEST--NEPEAN,466,U,OTTAWA,25,54,24,8,2,0,0,0,113,314,Aventura II
66,OTTAWA WEST--NEPEAN,467,U,OTTAWA,9,14,14,1,1,0,0,0,39,320,Aventura II
66,OTTAWA WEST--NEPEAN,468,U,OTTAWA,19,29,21,5,0,1,0,0,75,199,The Maples
66,OTTAWA WEST--NEPEAN,469,U,OTTAWA,9,14,22,3,1,0,0,0,49,118,Eleanor
66,OTTAWA WEST--NEPEAN,470,U,OTTAWA,15,16,19,5,0,0,0,0,55,101,Commodore
66,OTTAWA WEST--NEPEAN,471,U,OTTAWA,9,14,12,3,0,0,0,0,38,113,Frontenac
66,OTTAWA WEST--NEPEAN,472,U,OTTAWA,13,28,10,5,0,1,0,0,57,96,Cavalier
66,OTTAWA WEST--NEPEAN,473,U,OTTAWA,15,38,19,3,0,1,0,0,76,234,Sir Winston Churchill Public School
66,OTTAWA WEST--NEPEAN,474,U,OTTAWA,11,20,13,4,0,0,0,0,48,229,Sir Winston Churchill Public School
66,OTTAWA WEST--NEPEAN,475,U,OTTAWA,6,35,44,1,0,0,0,0,86,142,Horizon House
66,OTTAWA WEST--NEPEAN,476,U,OTTAWA,36,70,81,7,1,0,2,0,197,317,Chesterton Towers
66,OTTAWA WEST--NEPEAN,477,U,OTTAWA,14,70,49,5,1,0,1,0,140,206,Crystelle Apartments
66,OTTAWA WEST--NEPEAN,478,U,OTTAWA,19,69,97,3,1,1,0,0,190,272,Westpark Condominiums
66,OTTAWA WEST--NEPEAN,700,U,OTTAWA,12,37,28,0,0,0,0,0,77,128,Riverpark Place
66,OTTAWA WEST--NEPEAN,701,U,OTTAWA,2,17,13,1,0,0,0,0,33,81,Sterling Place
66,OTTAWA WEST--NEPEAN,702,U,OTTAWA,8,26,25,1,0,0,1,0,61,113,The Westwood Retirement Residence #2
66,OTTAWA WEST--NEPEAN,703,U,OTTAWA,10,30,15,2,4,1,0,0,62,156,Carlingview Manor
66,OTTAWA WEST--NEPEAN,704,U,OTTAWA,6,9,9,3,1,0,0,2,30,44,Extendicare New Orchard Lodge
66,OTTAWA WEST--NEPEAN,705,U,OTTAWA,6,26,36,0,0,0,0,0,68,92,The Ravines Retirement Residence
66,OTTAWA WEST--NEPEAN,706,U,OTTAWA,8,53,58,0,0,0,0,0,119,170,The Redwoods
66,OTTAWA WEST--NEPEAN,707,U,OTTAWA,10,27,17,1,0,0,3,0,58,175,Extendicare West End Villa
66,OTTAWA WEST--NEPEAN,708,U,OTTAWA,9,20,10,3,0,1,2,1,46,125,Extendicare Medex
66,OTTAWA WEST--NEPEAN,709,U,OTTAWA,14,56,65,2,0,0,0,0,137,196,Park Place Senior Suites
66,OTTAWA WEST--NEPEAN,710,U,OTTAWA,.......................COMBINED WITH POLL 138.......................,,,,,,,,,,Wymering Manor Inc
66,OTTAWA WEST--NEPEAN,711,U,OTTAWA,6,32,43,2,0,1,0,1,85,115,Crystal View Lodge
66,OTTAWA WEST--NEPEAN,712,U,OTTAWA,4,17,20,0,0,0,0,0,41,94,Peter D. Clarke Long Term Care Centre
66,OTTAWA WEST--NEPEAN,713,U,OTTAWA,4,12,18,2,1,0,0,1,38,100,Extendicare Starwood
66,OTTAWA WEST--NEPEAN,714,U,OTTAWA,6,14,47,1,0,0,0,0,68,86,Viewmount Christian Home
66,OTTAWA WEST--NEPEAN,715,U,OTTAWA,4,22,7,1,0,0,0,0,34,59,Villa Marconi
66,OTTAWA WEST--NEPEAN,716,U,OTTAWA,4,10,39,0,0,0,0,0,53,73,Asher Place
66,OTTAWA WEST--NEPEAN,717,U,OTTAWA,8,27,29,1,0,1,2,0,68,129,Valley Stream Manor
66,OTTAWA WEST--NEPEAN,ADV001,U,OTTAWA,103,527,679,23,5,3,1,1,1342,0,Returning Office / Bureau du directeur du scrutin
66,OTTAWA WEST--NEPEAN,ADV002,U,OTTAWA,66,254,290,23,2,11,0,0,646,0,Special Ballot Voting / Vote par bulletin spÇcial
66,OTTAWA WEST--NEPEAN,ADV003,U,OTTAWA,70,203,289,13,5,1,1,0,582,0,Bayshore Recreation Centre Adv003
66,OTTAWA WEST--NEPEAN,ADV004,U,OTTAWA,129,559,621,23,11,3,1,0,1347,0,Ben Franklin Place Adv004
66,OTTAWA WEST--NEPEAN,ADV005,U,OTTAWA,133,450,468,22,6,3,0,0,1082,0,Ottawa West YMCA-YWCA Adv005
66,OTTAWA WEST--NEPEAN,ADV006,U,OTTAWA,42,216,221,6,8,0,0,0,493,0,Nepean Museum Adv006
66,OTTAWA WEST--NEPEAN,ADV007,U,OTTAWA,71,200,273,22,1,2,0,0,569,0,Britannia United Church Adv007
66,OTTAWA WEST--NEPEAN,ADV008,U,OTTAWA,16,21,15,7,0,0,0,0,59,0,Algonquin College Residance Adv008
TOTALS:,,,,,6576,18492,17483,1485,396,119,41,14,44606,82187,
