"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BUSSMANN","CANSFIELD","DEMONTE-WHELAN","MILLICAN","RENDA","RIVERO","SAN JUAN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"023","ETOBICOKE CENTRE","443","U","TORONTO","0","51","30","1","0","9","0","0","0","0","91","187","The Fountains of Edenbridge"
"023","ETOBICOKE CENTRE","700","U","TORONTO","4","137","57","2","1","27","1","2","0","0","231","355","Richview Residence"
"023","ETOBICOKE CENTRE","701","U","TORONTO","7","81","59","1","0","13","1","3","0","1","166","441","The Village of Humber Heights"
"023","ETOBICOKE CENTRE","702","U","TORONTO","3","44","19","1","0","10","1","0","1","0","79","123","Humbervale Christian Outreach"
"023","ETOBICOKE CENTRE","703","U","TORONTO","4","134","50","2","0","8","1","5","0","0","204","284","St. Demetrius Senior Res"
"023","ETOBICOKE CENTRE","704","U","TORONTO","0","9","14","1","1","3","0","1","0","0","29","151","Ukrainian Canadian Care Centre"
"023","ETOBICOKE CENTRE","705","U","TORONTO","1","42","24","0","0","8","2","2","0","0","79","267","The Westbury"
"023","ETOBICOKE CENTRE","706","U","TORONTO","2","70","22","2","0","15","1","1","0","0","113","153","Scarlett Heights Retirement Residence"
"023","ETOBICOKE CENTRE","707","U","TORONTO","3","28","17","0","0","8","0","1","0","0","57","254","Eatonville Care Centre"
"023","ETOBICOKE CENTRE","708","U","TORONTO","2","17","14","1","1","9","1","3","0","0","48","196","Wesburn Manor"
"023","ETOBICOKE CENTRE","709","U","TORONTO","4","18","9","1","0","3","1","0","0","0","36","95","Dom Lipa Nursing Home"
"023","ETOBICOKE CENTRE","ADV001","U","TORONTO","10","805","659","8","1","144","25","1","3","0","1656","0","Returning Office / Bureau du directeur du scrutin"
"023","ETOBICOKE CENTRE","ADV002","U","TORONTO","5","215","129","2","1","45","7","7","0","0","411","0","Special Ballot Voting / Vote par bulletin spécial"
"023","ETOBICOKE CENTRE","ADV003","U","TORONTO","2","219","199","3","0","18","3","0","0","0","444","0","St. Giles Kingsway Presbyterian Church"
"023","ETOBICOKE CENTRE","ADV004","U","TORONTO","3","391","252","0","2","61","7","1","1","0","718","0","Richview Library"
"023","ETOBICOKE CENTRE","ADV005","U","TORONTO","3","265","160","3","1","33","6","3","1","0","475","0","Bloordale United Church"
"023","ETOBICOKE CENTRE","ADV006","U","TORONTO","7","907","576","6","0","130","28","3","2","1","1660","0","Etobicoke Olympium"
"023","ETOBICOKE CENTRE","ADV007","U","TORONTO","3","344","236","3","1","47","10","0","0","1","645","0","Westway United Church"
"TOTALS:","","","","","422","21916","13956","231","108","5099","837","213","38","22","42842","81413",""
