"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BALDASARO","GRACEY","HORWATH","KUHLMANN","LAWSON","ORMOND","PASSMORE","SHEPPARD","SZAJKOWSKI","TIQUI-SHEBIB","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"031","HAMILTON CENTRE","716","U","HAMILTON","..........................NO POLL HELD..........................","","","","","","","","","","","","","","",""
"031","HAMILTON CENTRE","717","U","HAMILTON","0","2","19","1","0","1","1","7","0","3","0","0","0","34","58","Durand Senior Residence"
"031","HAMILTON CENTRE","718","U","HAMILTON","0","0","21","3","0","2","0","13","0","8","0","1","0","48","71","The Residences On Augusta"
"031","HAMILTON CENTRE","719","U","HAMILTON","0","0","14","0","2","0","0","3","0","7","0","2","1","29","105","Baywoods Place"
"031","HAMILTON CENTRE","720","U","HAMILTON","0","0","17","2","1","0","0","1","0","1","1","0","0","23","58","Victoria Manor"
"031","HAMILTON CENTRE","721","U","HAMILTON","..........................NO POLL HELD..........................","","","","","","","","","","","","","","",""
"031","HAMILTON CENTRE","722","U","HAMILTON","..........................NO POLL HELD..........................","","","","","","","","","","","","","","",""
"031","HAMILTON CENTRE","723","U","HAMILTON","0","1","17","1","0","1","0","3","0","3","0","0","0","26","46","Atrium Villa"
"031","HAMILTON CENTRE","724","U","HAMILTON","..........................NO POLL HELD..........................","","","","","","","","","","","","","","",""
"031","HAMILTON CENTRE","725","U","HAMILTON","..........................NO POLL HELD..........................","","","","","","","","","","","","","","",""
"031","HAMILTON CENTRE","726","U","HAMILTON","1","0","13","0","0","3","0","3","0","3","0","0","0","23","42","St. Joseph's Healthcare"
"031","HAMILTON CENTRE","727","U","HAMILTON","1","0","30","0","8","2","1","3","2","18","0","0","1","66","103","St. Joseph's Centre for Mountain Health"
"031","HAMILTON CENTRE","728","U","HAMILTON","0","1","27","0","0","0","1","7","0","2","0","0","0","38","220","St. Peter's at Chedoke"
"031","HAMILTON CENTRE","729","U","HAMILTON","0","0","19","2","0","0","0","7","0","11","0","1","0","40","157","Extendicare Hamilton"
"031","HAMILTON CENTRE","730","U","HAMILTON","1","1","27","0","0","1","0","8","2","11","0","0","0","51","192","Idlewyld Manor"
"031","HAMILTON CENTRE","731","U","HAMILTON","1","1","43","7","1","0","0","3","2","29","1","0","0","88","129","Villa Italia"
"031","HAMILTON CENTRE","732","U","HAMILTON","0","0","9","3","0","0","0","4","0","1","0","0","0","17","35","Regina Gardens Long Term Care Residence"
"031","HAMILTON CENTRE","733","U","HAMILTON","0","0","16","0","0","1","0","3","0","3","0","0","0","23","45","St. Elizabeth Place"
"031","HAMILTON CENTRE","ADV001","U","HAMILTON","9","2","926","12","3","70","3","132","4","184","0","0","1","1346","0","Returning Office / Bureau du directeur du scrutin"
"031","HAMILTON CENTRE","ADV002","U","HAMILTON","2","1","284","5","2","23","0","48","0","79","0","0","0","444","0","Special Ballot Voting / Vote par bulletin spécial"
"031","HAMILTON CENTRE","ADV003","U","HAMILTON","3","3","717","19","0","32","16","298","2","235","1","1","0","1327","0","St. Andrew's Church"
"031","HAMILTON CENTRE","ADV004","U","HAMILTON","5","0","280","11","1","10","3","67","1","48","1","0","0","427","0","Big Brothers Big Sisters"
"031","HAMILTON CENTRE","ADV005","U","HAMILTON","0","0","13","2","1","4","0","15","0","7","0","0","0","42","0","Mohawk College Residence"
"TOTALS:","","","","","268","122","20586","634","130","1249","229","4421","67","5861","102","46","29","33744","79524",""
