"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","AUGUSTINE","CROSS","HUDAK","LEES","MARCO","PEACOCK","POOS","TROMBETTA","WIENHOLD","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"055","NIAGARA WEST--GLANBROOK","182","U","FENWICK","1","8","97","1","20","0","1","63","0","1","0","0","192","414","St. Ann Elementary School"
"055","NIAGARA WEST--GLANBROOK","183","U","FENWICK","1","3","91","0","19","0","0","59","2","1","0","0","176","388","St. Ann Elementary School"
"055","NIAGARA WEST--GLANBROOK","184","U","FENWICK","0","6","191","1","40","1","1","36","0","0","0","0","276","547","Zion Free Reformed Church"
"055","NIAGARA WEST--GLANBROOK","185","U","FENWICK","1","9","113","2","34","0","1","36","2","0","1","0","199","351","St. Ann Elementary School"
"055","NIAGARA WEST--GLANBROOK","186","U","FENWICK","1","16","131","2","40","0","0","46","3","0","0","0","239","504","St. Ann Elementary School"
"055","NIAGARA WEST--GLANBROOK","700","U","STONEY CREEK","2","2","7","1","6","1","0","8","1","1","1","0","30","126","Ridgeview Long Term Care Centre"
"055","NIAGARA WEST--GLANBROOK","701","U","STONEY CREEK","0","6","31","1","29","0","1","25","2","1","0","0","96","139","Heritage Green Retirement Home"
"055","NIAGARA WEST--GLANBROOK","702","U","STONEY CREEK","2","0","16","1","21","2","2","16","4","1","1","1","67","172","Heritage Green Nursing Home"
"055","NIAGARA WEST--GLANBROOK","703","U","GRIMSBY","1","3","21","1","5","1","0","9","0","2","0","1","44","110","Kilean Lodge"
"055","NIAGARA WEST--GLANBROOK","704","U","GRIMSBY","..........................NO POLL HELD..........................","","","","","","","","","","","","","",""
"055","NIAGARA WEST--GLANBROOK","705","U","GRIMSBY","..........................NO POLL HELD..........................","","","","","","","","","","","","","",""
"055","NIAGARA WEST--GLANBROOK","706","U","GRIMSBY","0","3","23","1","6","1","0","4","0","1","0","0","39","62","Deer Park Villa"
"055","NIAGARA WEST--GLANBROOK","707","U","GRIMSBY","2","1","29","0","8","0","0","14","1","0","0","0","55","75","Lincoln Park"
"055","NIAGARA WEST--GLANBROOK","708","U","GRIMSBY","5","1","69","4","6","0","0","4","1","0","0","0","90","178","Shalom Manor"
"055","NIAGARA WEST--GLANBROOK","709","U","BEAMSVILLE","1","4","65","0","19","0","1","29","1","1","0","1","122","327","Albright Manor"
"055","NIAGARA WEST--GLANBROOK","710","U","VINELAND",".......................COMBINED WITH POLL 709.......................","","","","","","","","","","","","","","Lincoln Lodge"
"055","NIAGARA WEST--GLANBROOK","711","U","VINELAND","..........................NO POLL HELD..........................","","","","","","","","","","","","","",""
"055","NIAGARA WEST--GLANBROOK","712","U","VINELAND","0","1","38","0","4","0","0","13","0","0","0","0","56","144","United Mennonite Home"
"055","NIAGARA WEST--GLANBROOK","713","U","SMITHVILLE","1","3","30","0","3","0","0","8","0","1","0","0","46","76","Legion Villa"
"055","NIAGARA WEST--GLANBROOK","714","U","FONTHILL","0","0","16","0","11","0","0","7","0","0","0","0","34","53","Shorthills Villa Retirement Community"
"055","NIAGARA WEST--GLANBROOK","715","U","WELLAND","0","0","10","1","12","0","0","9","0","0","1","0","33","121","Woodlands of Sunset Nursing Home"
"055","NIAGARA WEST--GLANBROOK","716","U","FONTHILL","4","4","45","0","21","0","1","29","1","3","0","0","108","200","Lookout Ridge Seniors Home"
"055","NIAGARA WEST--GLANBROOK","ADV001","U","SMITHVILLE","1","33","806","7","107","0","1","223","1","0","0","0","1179","0","Returning Office / Bureau du directeur du scrutin"
"055","NIAGARA WEST--GLANBROOK","ADV002","U","SMITHVILLE","0","12","222","1","56","1","0","93","0","8","0","0","393","0","Special Ballot Voting / Vote par bulletin spécial"
"055","NIAGARA WEST--GLANBROOK","ADV003","U","FONTHILL","0","24","607","3","104","1","1","281","1","3","0","0","1025","0","Pelham Fire Department Station #1"
"055","NIAGARA WEST--GLANBROOK","ADV004","U","BEAMSVILLE","3","25","607","2","79","4","3","191","1","1","0","0","916","0","Providence Christian Reformed Church"
"055","NIAGARA WEST--GLANBROOK","ADV005","U","GRIMSBY","2","59","886","5","248","2","3","464","3","2","2","0","1676","0","Grimsby Senior Centre"
"055","NIAGARA WEST--GLANBROOK","ADV006","U","STONEY CREEK","1","15","214","1","100","0","0","171","2","0","1","0","505","0","Valley Park Community Centre"
"055","NIAGARA WEST--GLANBROOK","ADV007","U","BINBROOK","1","14","349","11","143","3","2","168","4","0","1","0","696","0","Able Living"
"TOTALS:","","","","","130","1372","24919","303","9070","80","158","12708","166","123","44","38","49111","89489",""
