"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","MILLER","RICHTER","STIVRINS","WATERS","ZYGANIUK","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"069","PARRY SOUND--MUSKOKA","706","R","HUNTSVILLE","29","1","1","5","4","0","0","0","40","58","Rogers Cove Retirement Residence"
"069","PARRY SOUND--MUSKOKA","707","R","HUNTSVILLE","11","0","2","6","1","0","0","0","20","94","Muskoka Landing"
"069","PARRY SOUND--MUSKOKA","708","R","HUNTSVILLE","19","1","0","6","1","2","0","0","29","86","Fairvern Nursing Home"
"069","PARRY SOUND--MUSKOKA","709","R","HUNTSVILLE",".......................COMBINED WITH POLL 708.......................","","","","","","","","","","Country Moments"
"069","PARRY SOUND--MUSKOKA","710","R","BRACEBRIDGE","21","3","0","12","6","0","0","0","42","53","Bracebridge Villa"
"069","PARRY SOUND--MUSKOKA","711","R","BRACEBRIDGE",".......................COMBINED WITH POLL 705.......................","","","","","","","","","","South Muskoka Memorial Hospital"
"069","PARRY SOUND--MUSKOKA","712","R","BRACEBRIDGE","21","3","0","7","5","0","0","0","36","66","James Street Place"
"069","PARRY SOUND--MUSKOKA","713","R","BRACEBRIDGE","21","3","0","6","6","0","0","0","36","158","The Pines"
"069","PARRY SOUND--MUSKOKA","714","R","GRAVENHURST","17","0","0","6","4","0","0","0","27","34","Gravenhurst Manor"
"069","PARRY SOUND--MUSKOKA","715","R","GRAVENHURST","18","0","0","14","5","0","0","0","37","205","Leisureworld"
"069","PARRY SOUND--MUSKOKA","716","R","GRAVENHURST","19","0","1","10","7","0","0","0","37","40","Granite Ridge"
"069","PARRY SOUND--MUSKOKA","717","R","GRAVENHURST","5","3","0","3","5","0","0","0","16","21","Muskoka Living"
"069","PARRY SOUND--MUSKOKA","ADV001","R","HUNTSVILLE","714","90","1","201","167","0","0","1","1174","0","Returning Office / Bureau du directeur du scrutin"
"069","PARRY SOUND--MUSKOKA","ADV002","R","PARRY SOUND","480","65","7","156","187","1","0","0","896","0","Special Ballot Voting / Vote par bulletin spécial"
"069","PARRY SOUND--MUSKOKA","ADV003","R","PARRY SOUND","747","53","12","230","207","3","6","0","1258","0","Returning Office / Bureau du directeur du scrutin"
"069","PARRY SOUND--MUSKOKA","ADV004","R","HUNTSVILLE","605","117","0","165","115","0","0","0","1002","0","Huntsville Summit Centre"
"069","PARRY SOUND--MUSKOKA","ADV005","R","BRACEBRIDGE","1242","170","4","301","181","0","0","0","1898","0","Bracebridge Arena"
"069","PARRY SOUND--MUSKOKA","ADV006","R","GRAVENHURST","729","76","3","198","126","2","0","0","1134","0","Muskoka Boat and Heritage Centre"
"069","PARRY SOUND--MUSKOKA","ADV007","R","BURKS FALLS","162","13","0","39","57","0","0","0","271","0","Burks Falls Young at Heart Seniors Centre"
"069","PARRY SOUND--MUSKOKA","ADV008","R","SOUTH RIVER","152","3","0","44","26","0","0","0","225","0","Chalmers United Church Hall"
"069","PARRY SOUND--MUSKOKA","ADV009","R","MACTIER","97","0","2","27","7","0","0","0","133","0","St. James the Great Parish Hall"
"069","PARRY SOUND--MUSKOKA","ADV010","R","BRITT","21","1","0","7","17","0","0","0","46","0","Britt Public School"
"TOTALS:","","","","","19417","3251","167","6537","6527","52","25","94","36070","69651",""
