ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,DAGENAIS,DRANSFIELD,KUBANEK,MACLEOD,ROSSI,TOUTANT,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
52,NEPEAN--CARLETON,218,U,MANOTICK,20,37,0,126,0,0,0,0,0,183,420,Royal Canadian Legion Manotick Branch
52,NEPEAN--CARLETON,219,U,MANOTICK,21,53,4,133,0,0,0,0,0,211,565,Royal Canadian Legion Manotick Branch
52,NEPEAN--CARLETON,220,U,GLOUCESTER,10,34,3,101,0,0,0,0,0,148,408,Our Lady of the Visitation
52,NEPEAN--CARLETON,221,U,GLOUCESTER,29,52,5,109,1,0,0,0,0,196,512,Our Lady of the Visitation
52,NEPEAN--CARLETON,222,U,GREELY,16,37,4,105,2,1,0,1,0,166,386,Greely Community Centre
52,NEPEAN--CARLETON,223,U,GLOUCESTER,12,21,2,54,1,0,0,0,0,90,250,Our Lady of the Visitation
52,NEPEAN--CARLETON,224,U,GREELY,25,63,8,118,1,1,0,0,0,216,534,Greely Community Centre
52,NEPEAN--CARLETON,225,U,GLOUCESTER,21,23,5,79,0,0,0,1,0,129,374,Our Lady of the Visitation
52,NEPEAN--CARLETON,226,U,GLOUCESTER,21,18,3,75,2,0,1,0,0,120,308,Our Lady of the Visitation
52,NEPEAN--CARLETON,227,U,GLOUCESTER,21,46,5,98,0,0,1,1,0,172,401,Our Lady of the Visitation
52,NEPEAN--CARLETON,228,U,GREELY,18,53,6,136,1,0,0,0,0,214,471,Greely Community Centre
52,NEPEAN--CARLETON,229,U,GREELY,22,36,6,158,1,1,1,0,0,225,543,Greely Community Centre
52,NEPEAN--CARLETON,230A,U,GREELY,18,32,7,110,0,0,0,0,0,167,368,Greely Community Centre
52,NEPEAN--CARLETON,230B,U,GREELY,22,26,7,100,0,0,0,0,0,155,357,Greely Community Centre
52,NEPEAN--CARLETON,231,U,GREELY,21,32,5,103,0,1,0,0,0,162,415,Greely Community Centre
52,NEPEAN--CARLETON,232,U,GREELY,25,48,6,127,0,4,0,0,1,211,422,Greely Community Centre
52,NEPEAN--CARLETON,233,U,GREELY,24,43,4,155,0,0,0,0,2,228,488,Greely Community Centre
52,NEPEAN--CARLETON,234,U,GLOUCESTER,16,42,0,110,0,0,2,0,0,170,368,Royal Canadian Legion Greely and  District
52,NEPEAN--CARLETON,235,U,GLOUCESTER,35,44,8,141,4,1,0,0,0,233,588,Royal Canadian Legion Greely and  District
52,NEPEAN--CARLETON,236,U,METCALFE,32,41,11,143,0,1,2,0,0,230,485,Metcalfe Client Service Centre
52,NEPEAN--CARLETON,237,U,METCALFE,12,43,8,106,1,0,0,0,0,170,371,Metcalfe Client Service Centre
52,NEPEAN--CARLETON,238,U,KENMORE,36,43,15,170,2,2,0,0,0,268,486,Kenmore Recreation Centre
52,NEPEAN--CARLETON,239,U,OSGOODE,44,25,5,103,0,1,0,1,0,179,452,Osgoode Arena and Community Centre
52,NEPEAN--CARLETON,240,U,OSGOODE,15,18,2,101,1,0,0,0,0,137,359,Osgoode Arena and Community Centre
52,NEPEAN--CARLETON,241,U,VERNON,19,45,3,130,1,0,0,0,0,198,435,Vernon Recreation Centre
52,NEPEAN--CARLETON,242,U,METCALFE,30,41,3,164,0,2,0,0,0,240,546,Metcalfe Client Service Centre
52,NEPEAN--CARLETON,243,U,METCALFE,36,62,8,165,1,1,0,0,0,273,586,Metcalfe Client Service Centre
52,NEPEAN--CARLETON,244,U,OSGOODE,31,50,7,161,0,0,1,0,0,250,540,Osgoode Arena and Community Centre
52,NEPEAN--CARLETON,245,U,OSGOODE,40,33,15,143,2,0,0,0,0,233,477,Osgoode Arena and Community Centre
52,NEPEAN--CARLETON,246,U,OSGOODE,32,50,11,139,0,0,0,0,0,232,438,Osgoode Arena and Community Centre
52,NEPEAN--CARLETON,247,U,OSGOODE,27,56,7,157,0,3,0,0,0,250,512,Osgoode Arena and Community Centre
52,NEPEAN--CARLETON,248,U,OSGOODE,21,21,2,117,1,2,1,0,0,165,355,Osgoode Arena and Community Centre
52,NEPEAN--CARLETON,249,U,VERNON,27,33,3,123,0,0,1,0,0,187,417,Vernon Recreation Centre
52,NEPEAN--CARLETON,250,U,VERNON,35,22,7,189,0,0,1,0,1,255,519,Vernon Recreation Centre
52,NEPEAN--CARLETON,251,U,VERNON,15,32,4,97,0,0,1,0,1,150,340,Vernon Recreation Centre
52,NEPEAN--CARLETON,252,U,GLOUCESTER,36,70,4,80,0,0,0,0,0,190,460,Fred G. Barrett Arena
52,NEPEAN--CARLETON,253,U,NEPEAN,..........................NO POLL HELD..........................,,,,,,,,,,,
52,NEPEAN--CARLETON,254,U,METCALFE,..........................NO POLL HELD..........................,,,,,,,,,,,
52,NEPEAN--CARLETON,255,U,OSGOODE,..........................NO POLL HELD..........................,,,,,,,,,,,
52,NEPEAN--CARLETON,400,U,NEPEAN,12,27,0,52,2,0,1,0,0,94,176,Medhurst Apartments
52,NEPEAN--CARLETON,700,U,NEPEAN,81,177,13,430,5,9,6,3,1,725,1324,Robertson House
52,NEPEAN--CARLETON,701,U,NEPEAN,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,Stillwater Creek Retirement Community
52,NEPEAN--CARLETON,702,U,NEPEAN,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,Lynwood Park Lodge
52,NEPEAN--CARLETON,703,U,NEPEAN,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,Thorncliffe Place
52,NEPEAN--CARLETON,704,U,OTTAWA,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,Barrhaven Manor
52,NEPEAN--CARLETON,705,U,NEPEAN,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,The Court at Barrhaven
52,NEPEAN--CARLETON,706,U,NEPEAN,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,Longfields Manor
52,NEPEAN--CARLETON,707,U,NEPEAN,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,Prince of Wales Manor
52,NEPEAN--CARLETON,708,U,NEPEAN,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,Carleton Lodge
52,NEPEAN--CARLETON,709,U,GREELY,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,Orchard View Living Centre
52,NEPEAN--CARLETON,710,U,OSGOODE,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,Osgoode Care Centre
52,NEPEAN--CARLETON,711,U,RUSSELL,.......................COMBINED WITH POLL 700.......................,,,,,,,,,,,Pavillon Marionville
52,NEPEAN--CARLETON,ADV001,U,OTTAWA,106,176,17,379,5,4,0,0,2,689,0,Returning Office / Bureau du directeur du scrutin
52,NEPEAN--CARLETON,ADV002,U,OTTAWA,64,111,15,221,3,2,24,0,2,442,0,Special Ballot Voting / Vote par bulletin spécial
52,NEPEAN--CARLETON,ADV003,U,METCALFE,27,34,7,221,2,0,0,1,0,292,0,Metcalfe Client Service Centre
52,NEPEAN--CARLETON,ADV004,U,MANOTICK,57,103,20,384,2,1,3,0,0,570,0,Manotick Arena and Community Hall
52,NEPEAN--CARLETON,ADV005,U,VERNON,10,9,8,91,0,0,0,0,0,118,0,Vernon Recreation Centre
52,NEPEAN--CARLETON,ADV006,U,GLOUCESTER,164,394,35,953,1,5,0,0,0,1552,0,Moncion's Independent Grocer
52,NEPEAN--CARLETON,ADV007,U,NEPEAN,272,603,50,1540,7,6,4,5,0,2487,0,Walter Baker Sports Centre
52,NEPEAN--CARLETON,ADV008,U,NORTH GOWER,31,38,6,334,3,0,2,0,0,414,0,Alfred Taylor Recreation Facility
52,NEPEAN--CARLETON,ADV009,U,GLOUCESTER,51,123,10,243,2,2,0,0,0,431,0,Gloucester South Seniors Centre
52,NEPEAN--CARLETON,ADV010,U,OTTAWA,109,162,18,516,1,1,2,0,0,809,0,Bells Corners United Church
52,NEPEAN--CARLETON,ADV011,U,GREELY,24,30,11,270,0,2,0,0,0,337,0,Greely Public Library
52,NEPEAN--CARLETON,ADV012,U,OSGOODE,14,31,8,166,1,1,0,0,0,221,0,Osgoode Arena and Community Centre
TOTALS:,,,,,8127,14844,1641,29985,217,223,135,38,20,55230,110662
