"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BAGLER","HOULE","LALIBERTÉ-TIPPLE","MEILLEUR","SHERMAN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"065","OTTAWA--VANIER","405","U","OTTAWA","0","0","20","15","5","0","0","0","40","123","Edifice St. Laurent"
"065","OTTAWA--VANIER","406","U","OTTAWA","4","0","21","12","15","0","0","0","52","150","Brittany Apartments"
"065","OTTAWA--VANIER","407","U","OTTAWA","1","0","26","32","17","0","1","0","77","161","Brittany Apartments"
"065","OTTAWA--VANIER","408","U","OTTAWA","2","1","26","27","15","1","0","0","72","148","248 Brittany Drive"
"065","OTTAWA--VANIER","409","U","OTTAWA","6","1","20","35","26","0","0","0","88","242","Brittany Park Recreation Center"
"065","OTTAWA--VANIER","410","U","OTTAWA","2","3","37","84","27","1","2","0","156","257","Thomson Residence"
"065","OTTAWA--VANIER","411","U","OTTAWA","2","2","29","52","35","1","0","0","121","230","Montfort Manor Apartments"
"065","OTTAWA--VANIER","412","U","OTTAWA","1","0","20","50","36","1","0","0","108","193","L'Hermitage Apartments"
"065","OTTAWA--VANIER","413","U","OTTAWA","3","1","46","126","75","1","0","0","252","362","Las Brisas"
"065","OTTAWA--VANIER","414","U","OTTAWA","10","3","33","99","34","0","0","0","179","301","Champlain Towers"
"065","OTTAWA--VANIER","415","U","OTTAWA","2","1","40","48","10","1","0","0","102","178","Mario de Giovanni Housing Co-Operative"
"065","OTTAWA--VANIER","416","U","OTTAWA","6","0","46","158","60","1","0","0","271","457","The Highlands"
"065","OTTAWA--VANIER","417","U","OTTAWA","2","1","19","138","42","1","0","0","203","305","Le Parc Apartments"
"065","OTTAWA--VANIER","418","U","OTTAWA","1","2","24","122","52","1","0","0","202","305","Brittany Place"
"065","OTTAWA--VANIER","419","U","OTTAWA","3","1","18","43","26","0","1","0","92","141","The Rockcliffe Arms Apartments"
"065","OTTAWA--VANIER","420","U","VANIER","0","0","47","98","30","0","0","0","175","277","Place Montfort"
"065","OTTAWA--VANIER","421","U","VANIER","5","0","22","118","26","0","0","0","171","289","La Renaissance"
"065","OTTAWA--VANIER","422","U","VANIER","0","1","20","77","25","3","0","0","126","206","Terrace Green Valley"
"065","OTTAWA--VANIER","423","U","VANIER","1","1","22","96","21","0","1","0","142","207","200 Place Lafontaine"
"065","OTTAWA--VANIER","424","U","VANIER","2","1","49","76","28","0","0","0","156","314","Chateau Janeville"
"065","OTTAWA--VANIER","425","U","OTTAWA","1","2","31","74","36","1","0","0","145","208","Social Club 800"
"065","OTTAWA--VANIER","426","U","OTTAWA","9","1","27","66","22","0","0","0","125","207","The Seigniory"
"065","OTTAWA--VANIER","427","U","OTTAWA","10","0","55","150","38","2","0","0","255","341","Watergate Apartments"
"065","OTTAWA--VANIER","428","U","OTTAWA","2","1","12","18","3","0","0","0","36","87","Victoria Manor Apartments"
"065","OTTAWA--VANIER","429","U","OTTAWA","0","0","4","13","8","0","0","0","25","120","St. Laurent Complex"
"065","OTTAWA--VANIER","430","U","OTTAWA","2","3","22","45","28","1","0","0","101","242","Ogilvie Towers"
"065","OTTAWA--VANIER","431","U","OTTAWA","5","1","13","49","17","1","0","0","86","157","Gatineau View Apartments"
"065","OTTAWA--VANIER","432","U","OTTAWA","3","0","13","42","18","2","0","0","78","138","Gatineau View Apartments"
"065","OTTAWA--VANIER","433","U","OTTAWA","3","2","55","29","13","0","0","0","102","246","Place Anglesia"
"065","OTTAWA--VANIER","434","U","OTTAWA","2","2","17","60","19","0","0","0","100","160","Monguard Residential"
"065","OTTAWA--VANIER","435","U","OTTAWA","2","1","15","18","3","0","0","0","39","95","Macdonald Manor"
"065","OTTAWA--VANIER","436","U","OTTAWA","3","1","21","16","3","1","0","0","45","101","Macdonald Manor"
"065","OTTAWA--VANIER","437","U","OTTAWA","7","2","37","68","28","1","2","1","146","234","Charlotte Place Social Club"
"065","OTTAWA--VANIER","438","U","OTTAWA","9","0","31","88","37","0","0","1","166","272","Rio Vista Apartments"
"065","OTTAWA--VANIER","439","U","OTTAWA","0","0","22","22","7","0","0","0","51","110","450 Daly"
"065","OTTAWA--VANIER","440","U","VANIER","1","0","21","70","28","2","0","0","122","205","Chateau Vanier "B" - Party Room"
"065","OTTAWA--VANIER","441","U","VANIER","4","4","25","88","30","3","0","0","154","232","Chateau Vanier "B" - Party Room"
"065","OTTAWA--VANIER","442","U","VANIER","2","1","14","78","28","0","0","0","123","212","Chateau Vanier "B" - Party Room"
"065","OTTAWA--VANIER","443","U","OTTAWA","2","0","40","40","12","0","0","0","94","246","Chateau Donald"
"065","OTTAWA--VANIER","444","U","OTTAWA","0","0","19","14","4","0","1","0","38","126","Chateau Donald"
"065","OTTAWA--VANIER","445","U","OTTAWA","1","0","31","21","6","0","0","0","59","403","Our Lady of Mount Carmel School"
"065","OTTAWA--VANIER","446","U","OTTAWA","2","0","24","22","14","0","0","0","62","400","Our Lady of Mount Carmel School"
"065","OTTAWA--VANIER","447","U","OTTAWA","3","0","15","17","20","1","0","1","57","118","South Point Villa Apartments"
"065","OTTAWA--VANIER","448","U","OTTAWA","10","0","21","52","13","0","0","0","96","233","The East Market, Phase I & II"
"065","OTTAWA--VANIER","449","U","OTTAWA","1","1","7","19","4","0","0","0","32","80","Queen Mary Court"
"065","OTTAWA--VANIER","450","U","OTTAWA","3","3","22","43","33","1","0","0","105","156","Cyrville Towers"
"065","OTTAWA--VANIER","451","U","OTTAWA","0","0","7","19","14","0","0","0","40","129","Centre de services Guigues"
"065","OTTAWA--VANIER","452","U","OTTAWA","1","2","26","39","15","0","0","0","83","128","Sandringham Apartments"
"065","OTTAWA--VANIER","453","U","OTTAWA","3","0","8","30","20","1","0","0","62","113","50 Laurier"
"065","OTTAWA--VANIER","700","U","OTTAWA","4","0","0","20","6","0","0","0","30","63","Manoir Marochel"
"065","OTTAWA--VANIER","701","U","OTTAWA","1","0","10","37","15","0","0","0","63","238","Laurier Manor"
"065","OTTAWA--VANIER","702","U","OTTAWA","1","2","13","47","25","3","0","1","92","200","Rothwell Heights Lodge"
"065","OTTAWA--VANIER","703","U","OTTAWA","0","1","3","32","1","0","0","0","37","158","Csld Montfort"
"065","OTTAWA--VANIER","704","U","OTTAWA","0","0","2","58","1","0","0","0","61","82","Mont St Joseph"
"065","OTTAWA--VANIER","705","U","VANIER","0","1","3","47","0","0","0","0","51","159","Centre d'accueil Champlain"
"065","OTTAWA--VANIER","706","U","VANIER",".......................COMBINED WITH POLL 707.......................","","","","","","","","","","Residence Duford"
"065","OTTAWA--VANIER","707","U","OTTAWA","3","1","9","128","17","0","3","0","161","229","Heritage Manor"
"065","OTTAWA--VANIER","708","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","",""
"065","OTTAWA--VANIER","709","U","OTTAWA","0","0","1","70","0","0","0","0","71","90","Maison Accueil Sagesse"
"065","OTTAWA--VANIER","710","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","",""
"065","OTTAWA--VANIER","711","U","OTTAWA","2","0","14","49","11","0","0","1","77","183","Gary G. Armstrong Retirement Home"
"065","OTTAWA--VANIER","712","U","OTTAWA","1","0","6","44","13","0","0","0","64","145","The Edinburgh"
"065","OTTAWA--VANIER","713","U","OTTAWA","1","0","6","45","22","0","0","0","74","113","New Edinburgh Square Retirement Residence"
"065","OTTAWA--VANIER","714","U","VANIER","0","1","8","38","6","3","0","0","56","84","Fatima Place"
"065","OTTAWA--VANIER","715","U","OTTAWA",".......................COMBINED WITH POLL 726.......................","","","","","","","","","","Camilla Gardens"
"065","OTTAWA--VANIER","716","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","",""
"065","OTTAWA--VANIER","717","U","OTTAWA","0","0","47","3","0","0","0","0","50","71","Soeurs de la Charite d' Ottawa"
"065","OTTAWA--VANIER","718","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","",""
"065","OTTAWA--VANIER","719","U","OTTAWA",".......................COMBINED WITH POLL 728.......................","","","","","","","","","","Manoir Belanger"
"065","OTTAWA--VANIER","720","U","OTTAWA","2","2","11","47","9","0","0","0","71","117","Jardins Rideau Gardens"
"065","OTTAWA--VANIER","721","U","OTTAWA","1","0","14","46","17","1","0","0","79","102","Rideau Place on the River"
"065","OTTAWA--VANIER","722","U","VANIER","5","2","13","36","13","2","0","0","71","123","Edgewood Care Centre"
"065","OTTAWA--VANIER","723","U","VANIER","..........................NO POLL HELD..........................","","","","","","","","","",""
"065","OTTAWA--VANIER","724","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","",""
"065","OTTAWA--VANIER","725","U","OTTAWA","5","2","12","45","24","0","1","0","89","147","Silver Heights"
"065","OTTAWA--VANIER","726","U","OTTAWA","4","3","19","92","40","3","0","0","161","272","Rockcliffe Retirement Residence"
"065","OTTAWA--VANIER","727","U","VANIER","..........................NO POLL HELD..........................","","","","","","","","","",""
"065","OTTAWA--VANIER","728","U","OTTAWA","1","1","16","67","31","0","0","0","116","236","Beacon Heights Retirement Residence"
"065","OTTAWA--VANIER","729","U","OTTAWA","2","2","7","32","7","0","0","0","50","96","Presland Residence"
"065","OTTAWA--VANIER","ADV001","U","OTTAWA","44","7","162","584","378","0","0","0","1175","0","Returning Office / Bureau du directeur du scrutin"
"065","OTTAWA--VANIER","ADV002","U","OTTAWA","28","6","136","444","195","0","0","1","810","0","Special Ballot Voting / Vote par bulletin spécial"
"065","OTTAWA--VANIER","ADV003","U","OTTAWA","17","1","62","299","90","1","0","0","470","0","Patro d' Ottawa"
"065","OTTAWA--VANIER","ADV004","U","OTTAWA","8","5","43","241","58","1","0","0","356","0","Centre Pauline Charron"
"065","OTTAWA--VANIER","ADV005","U","OTTAWA","4","1","24","125","58","0","0","0","212","0","École élémentaire catholique Montfort"
"065","OTTAWA--VANIER","ADV006","U","VANIER","23","2","112","413","158","1","0","0","709","0","Centre Communautaire Richelieu - Vanier"
"065","OTTAWA--VANIER","ADV007","U","OTTAWA","7","1","33","232","245","0","0","0","518","0","Robert E. Hopkins Public School"
"065","OTTAWA--VANIER","ADV008","U","OTTAWA","48","4","174","338","100","0","0","0","664","0","University of Ottawa - Residential Complex"
"065","OTTAWA--VANIER","ADV009","U","OTTAWA","1","1","7","82","83","1","0","0","175","0","Calvary Pentecostal Church"
"TOTALS:","","","","","1719","352","7466","19619","8929","107","40","14","38246","81712",""
