ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,DOUGHERTY,JONES,O'LEARY,REID,YAKABUSKI,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
74,RENFREW--NIPISSING--PEMBROKE,199,U,ARNPRIOR,26,0,23,1,57,0,0,0,107,286,Arnprior Police and Fire Station
74,RENFREW--NIPISSING--PEMBROKE,200,U,ARNPRIOR,16,5,9,0,63,0,0,0,93,331,Arnprior Police and Fire Station
74,RENFREW--NIPISSING--PEMBROKE,201,U,ARNPRIOR,19,2,5,0,48,0,0,0,74,263,Arnprior Police and Fire Station
74,RENFREW--NIPISSING--PEMBROKE,202,U,ARNPRIOR,19,5,20,1,42,0,0,0,87,284,Nick Smith Centre
74,RENFREW--NIPISSING--PEMBROKE,203,U,ARNPRIOR,20,1,27,0,103,1,1,0,153,362,Nick Smith Centre
74,RENFREW--NIPISSING--PEMBROKE,204,U,ARNPRIOR,15,4,18,0,82,0,0,0,119,305,Nick Smith Centre
74,RENFREW--NIPISSING--PEMBROKE,205,U,ARNPRIOR,10,1,9,0,41,0,0,0,61,233,Nick Smith Centre
74,RENFREW--NIPISSING--PEMBROKE,206,U,ARNPRIOR,17,2,14,0,53,0,0,0,86,287,Nick Smith Centre
74,RENFREW--NIPISSING--PEMBROKE,207,U,ARNPRIOR,22,0,33,0,103,0,0,0,158,398,Nick Smith Centre
74,RENFREW--NIPISSING--PEMBROKE,208,U,ARNPRIOR,12,1,27,0,48,0,0,0,88,244,Emmanuel Anglican Church
74,RENFREW--NIPISSING--PEMBROKE,209,U,ARNPRIOR,25,6,24,2,65,0,0,0,122,325,Emmanuel Anglican Church
74,RENFREW--NIPISSING--PEMBROKE,210,U,ARNPRIOR,10,2,12,0,36,0,0,0,60,214,Emmanuel Anglican Church
74,RENFREW--NIPISSING--PEMBROKE,211,U,ARNPRIOR,15,2,23,3,48,0,0,0,91,228,Emmanuel Anglican Church
74,RENFREW--NIPISSING--PEMBROKE,212,U,ARNPRIOR,17,2,38,0,109,0,0,0,166,450,Nick Smith Centre
74,RENFREW--NIPISSING--PEMBROKE,213,U,ARNPRIOR,20,1,13,3,57,0,0,0,94,279,Nick Smith Centre
74,RENFREW--NIPISSING--PEMBROKE,214,U,CALABOGIE,17,7,42,4,159,0,0,0,229,458,Calabogie Community Centre
74,RENFREW--NIPISSING--PEMBROKE,215,U,CALABOGIE,33,2,47,2,116,0,0,0,200,501,Calabogie Community Centre
74,RENFREW--NIPISSING--PEMBROKE,216,U,CALABOGIE,16,6,43,0,198,0,0,0,263,478,Calabogie Community Centre
74,RENFREW--NIPISSING--PEMBROKE,217,U,PETAWAWA,9,1,11,1,28,0,0,0,50,506,Rex Plex Building S-117
74,RENFREW--NIPISSING--PEMBROKE,400,U,PEMBROKE,7,0,18,1,32,0,0,0,58,99,St. Joseph Non-Profit Housing
74,RENFREW--NIPISSING--PEMBROKE,401,U,PEMBROKE,3,1,16,1,32,0,0,0,53,75,Riverview Heights Retirement Residence
74,RENFREW--NIPISSING--PEMBROKE,402,U,ARNPRIOR,6,2,20,1,53,3,2,0,87,111,Island View Retirement Living
74,RENFREW--NIPISSING--PEMBROKE,700,U,DEEP RIVER,0,0,6,0,12,0,0,0,18,25,North Renfrew Long Term Care
74,RENFREW--NIPISSING--PEMBROKE,701,U,PEMBROKE,5,0,11,0,33,0,0,0,49,98,Heritage Manor
74,RENFREW--NIPISSING--PEMBROKE,702,U,PEMBROKE,1,2,6,0,32,1,0,0,42,164,Miramichi Lodge
74,RENFREW--NIPISSING--PEMBROKE,703,U,DEEP RIVER,.......................COMBINED WITH POLL 018.......................,,,,,,,,,,The Four Seasons Lodge
74,RENFREW--NIPISSING--PEMBROKE,704,U,PEMBROKE,2,0,14,0,51,0,0,0,67,89,Supple's Landing
74,RENFREW--NIPISSING--PEMBROKE,705,U,PEMBROKE,0,0,0,0,0,0,0,0,0,2,Pembroke Regional Hospital
74,RENFREW--NIPISSING--PEMBROKE,706,U,PEMBROKE,7,2,23,0,30,1,0,0,63,194,Marianhill
74,RENFREW--NIPISSING--PEMBROKE,707,U,PEMBROKE,7,0,14,1,31,1,0,0,54,84,Carefor Health and Community Service
74,RENFREW--NIPISSING--PEMBROKE,708,U,PEMBROKE,2,1,14,0,17,0,0,0,34,46,Pinewood Retirement Home
74,RENFREW--NIPISSING--PEMBROKE,709,U,BEACHBURG,4,0,4,0,25,0,1,0,34,73,Country Haven
74,RENFREW--NIPISSING--PEMBROKE,710,U,COBDEN,2,0,7,2,36,0,1,0,48,89,Caressant Care
74,RENFREW--NIPISSING--PEMBROKE,711,U,EGANVILLE,2,0,10,0,28,0,0,0,40,42,Fairfields
74,RENFREW--NIPISSING--PEMBROKE,712,U,RENFREW,4,0,14,1,43,0,0,0,62,194,Bonnechere Manor
74,RENFREW--NIPISSING--PEMBROKE,713,U,RENFREW,10,0,17,1,57,0,0,0,85,91,Quail Creek
74,RENFREW--NIPISSING--PEMBROKE,714,U,RENFREW,2,0,8,1,22,0,0,0,33,101,Groves Park Lodge
74,RENFREW--NIPISSING--PEMBROKE,715,U,BARRYS BAY,1,0,7,0,36,1,1,0,46,65,Valley Manor
74,RENFREW--NIPISSING--PEMBROKE,716,U,BARRYS BAY,3,0,3,0,18,0,0,0,24,34,Watertower Lodge
74,RENFREW--NIPISSING--PEMBROKE,717,U,ARNPRIOR,1,0,16,1,45,0,0,0,63,88,Arnprior Villa
74,RENFREW--NIPISSING--PEMBROKE,718,U,ARNPRIOR,1,1,10,3,28,0,0,1,44,76,Grove Nursing Home
74,RENFREW--NIPISSING--PEMBROKE,719,U,PEMBROKE,.......................COMBINED WITH POLL 718.......................,,,,,,,,,,Marguerite Centre
74,RENFREW--NIPISSING--PEMBROKE,720,U,BRAESIDE,.......................COMBINED WITH POLL 018.......................,,,,,,,,,,Autumn Leaves Seniors Lodge
74,RENFREW--NIPISSING--PEMBROKE,721,U,RENFREW,.......................COMBINED WITH POLL 018.......................,,,,,,,,,,Renfrew Victoria Hospital
74,RENFREW--NIPISSING--PEMBROKE,722,U,PEMBROKE,2,0,5,0,19,0,0,0,26,37,St. Joseph's-On-The-Lake
74,RENFREW--NIPISSING--PEMBROKE,ADV001,U,PEMBROKE,197,34,389,11,1604,0,0,0,2235,0,Returning Office / Bureau du directeur du scrutin
74,RENFREW--NIPISSING--PEMBROKE,ADV002,U,PEMBROKE,87,13,147,5,561,0,0,0,813,0,Special Ballot Voting / Vote par bulletin spécial
74,RENFREW--NIPISSING--PEMBROKE,ADV003,U,RENFREW,55,5,94,8,476,0,0,0,638,0,Satellite Office
74,RENFREW--NIPISSING--PEMBROKE,ADV004,U,DEEP RIVER,34,4,94,0,221,2,0,0,355,0,Deep River Town Hall
74,RENFREW--NIPISSING--PEMBROKE,ADV005,U,COBDEN,20,2,32,4,310,0,0,0,368,0,Cobden Agricultural Hall
74,RENFREW--NIPISSING--PEMBROKE,ADV006,U,RENFREW,75,7,93,7,674,2,0,0,858,0,Trinity-St Andrews United Church
74,RENFREW--NIPISSING--PEMBROKE,ADV007,U,PETAWAWA,63,12,94,5,615,0,0,0,789,0,Petawawa Civic Centre
74,RENFREW--NIPISSING--PEMBROKE,ADV008,U,EGANVILLE,50,6,80,6,561,0,0,0,703,0,Grace Lutheran Church
74,RENFREW--NIPISSING--PEMBROKE,ADV009,U,BARRYS BAY,63,8,77,0,699,0,3,0,850,0,Madawaska Valley Municipal Office
74,RENFREW--NIPISSING--PEMBROKE,ADV010,U,PEMBROKE,119,26,201,8,971,3,0,3,1331,0,West End Mall
74,RENFREW--NIPISSING--PEMBROKE,ADV011,U,PALMER RAPIDS,4,0,2,0,70,0,0,0,76,0,Palmer Rapids Community Centre
74,RENFREW--NIPISSING--PEMBROKE,ADV012,U,ARNPRIOR,138,16,182,10,1232,1,1,0,1580,0,Arnprior Shopping Mall
74,RENFREW--NIPISSING--PEMBROKE,ADV013,U,WHITNEY,9,0,4,0,32,0,0,0,45,0,Lester B. Smith Community Centre
TOTALS:,,,,,4277,574,6231,309,27594,75,23,9,39092,74191,
