"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","MAIN","MITCHELL","ROBERTSON","SCHNURR","THOMPSON","VALENTA","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"034","HURON--BRUCE","722","U","GODERICH","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","723","U","GODERICH","0","18","6","1","10","1","0","1","0","37","86","Maitland Manor Health Care Centre"
"034","HURON--BRUCE","724","U","GODERICH","2","37","11","0","27","0","0","1","0","78","95","Goderich Place Retirement Home"
"034","HURON--BRUCE","725","U","HENSALL","1","18","6","0","16","1","1","1","0","44","83","Queensway Nursing and Retirement Home"
"034","HURON--BRUCE","726","U","EXETER","1","37","4","1","28","0","0","1","0","72","102","Exeter Villa"
"034","HURON--BRUCE","727","U","ZURICH","2","17","4","1","13","0","0","0","0","37","73","Blue Water Rest Home"
"034","HURON--BRUCE","728","U","EXETER","..........................NO POLL HELD..........................","","","","","","","","","","",""
"034","HURON--BRUCE","ADV001","U","WINGHAM","12","261","119","9","415","1","1","0","0","818","0","Returning Office / Bureau du directeur du scrutin"
"034","HURON--BRUCE","ADV002","U","WINGHAM","4","142","107","6","209","0","5","1","0","474","0","Special Ballot Voting / Vote par bulletin spécial"
"034","HURON--BRUCE","ADV003","U","PORT ELGIN","9","137","57","5","406","1","0","0","1","616","0","Saugeen Shores Board Room"
"034","HURON--BRUCE","ADV004","U","KINCARDINE","8","411","251","7","626","3","4","3","0","1313","0","Huron Bruce Satellite Office"
"034","HURON--BRUCE","ADV005","U","WALKERTON","5","147","123","17","214","2","0","1","0","509","0","Walkerton Public Library"
"034","HURON--BRUCE","ADV006","U","GODERICH","16","579","323","10","744","1","3","4","1","1681","0","MacKay Centre for Seniors"
"034","HURON--BRUCE","ADV007","U","EXETER","4","187","101","1","361","0","0","0","0","654","0","South Huron Recreation Centre"
"034","HURON--BRUCE","ADV008","U","CLINTON","5","161","87","4","249","1","2","1","0","510","0","Reach Huron"
"TOTALS:","","","","","772","14659","9329","656","19138","200","108","47","17","44926","75853",""
