"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CHAPMAN","DEKKER","NAIDOO","NAQVI","O'DONNELL","RYAN","ZEITHAMMEL","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"062","OTTAWA CENTRE","424","U","OTTAWA","3","33","39","41","6","1","1","0","0","0","124","221","Appartements Bona Vista Apartments"
"062","OTTAWA CENTRE","425","U","OTTAWA","2","16","61","61","7","0","1","2","0","0","150","229","Appartements Citadel Apartments"
"062","OTTAWA CENTRE","426","U","OTTAWA","0","4","35","47","3","0","0","0","0","0","89","385","École secondaire Immaculata High School"
"062","OTTAWA CENTRE","427","U","OTTAWA","3","21","67","57","8","1","0","2","1","0","160","454","Appartements Riverview Place Apartments"
"062","OTTAWA CENTRE","428","U","OTTAWA","0","45","77","91","13","1","0","1","1","3","232","525","Appartements River Club Apartments"
"062","OTTAWA CENTRE","429","U","OTTAWA","0","17","52","49","6","0","0","0","0","0","124","214","Tours Colonel By Towers"
"062","OTTAWA CENTRE","430","U","OTTAWA","1","31","69","48","3","0","0","0","0","0","152","360","The Lord Mountbatten"
"062","OTTAWA CENTRE","431","U","OTTAWA","3","52","41","73","10","3","2","1","0","0","185","345","Chateau Royale Apartments - Tour/Tower A"
"062","OTTAWA CENTRE","432","U","OTTAWA","1","52","39","69","11","0","2","2","0","0","176","367","Appartements Chateau Royale Apartments"
"062","OTTAWA CENTRE","433","U","OTTAWA","3","42","68","58","12","0","0","1","1","0","185","379","Appartements Fisher Estates Apartments"
"062","OTTAWA CENTRE","434","U","OTTAWA","1","29","57","49","3","1","1","0","0","0","141","271","The Windfields II"
"062","OTTAWA CENTRE","435","U","OTTAWA","0","34","31","31","4","1","1","0","0","0","102","227","The Windfields I"
"062","OTTAWA CENTRE","436","U","OTTAWA","1","20","56","34","4","0","1","0","0","1","117","249","Suites of Somerset"
"062","OTTAWA CENTRE","437","U","OTTAWA","2","29","37","46","2","0","1","0","0","0","117","201","Tours Wellington Towers"
"062","OTTAWA CENTRE","438","U","OTTAWA","2","26","28","42","4","0","1","0","0","0","103","175","Parkdale Terrace"
"062","OTTAWA CENTRE","439","U","OTTAWA","2","34","50","71","11","0","1","0","0","0","169","307","Appartements Riverton Park Apartments"
"062","OTTAWA CENTRE","440","U","OTTAWA","2","79","60","137","10","0","2","0","2","0","292","557","Tours Island Park Towers"
"062","OTTAWA CENTRE","441","U","OTTAWA","0","50","33","55","4","0","0","1","0","0","143","280","Tours Island Park Towers"
"062","OTTAWA CENTRE","442","U","OTTAWA","0","61","17","82","2","0","0","0","0","0","162","226","The Metropole"
"062","OTTAWA CENTRE","443","U","OTTAWA","2","39","17","34","1","0","0","0","0","0","93","134","The Barclay"
"062","OTTAWA CENTRE","444","U","OTTAWA","3","30","32","52","7","0","2","2","0","0","128","242","Tours Plaza Towers"
"062","OTTAWA CENTRE","445","U","OTTAWA","5","40","47","65","3","0","1","0","0","1","162","250","Manoir Golden Manor"
"062","OTTAWA CENTRE","446","U","OTTAWA","0","28","28","39","4","0","0","0","0","0","99","128","Unitarian House - Maison Unitariennne"
"062","OTTAWA CENTRE","447","U","OTTAWA","3","69","43","45","5","1","2","1","2","0","171","262","Cour Hampton Court"
"062","OTTAWA CENTRE","448","U","OTTAWA","1","5","12","33","2","0","0","0","0","0","53","104","The Laurier"
"062","OTTAWA CENTRE","449","U","OTTAWA","0","9","7","39","1","0","0","0","0","0","56","77","Westboro Station"
"062","OTTAWA CENTRE","700","U","OTTAWA","0","12","20","24","2","0","0","0","0","0","58","86","Cooperative d'Appartements des Jardins"
"062","OTTAWA CENTRE","701","U","OTTAWA","1","27","18","43","4","0","2","0","0","0","95","238","Hôpital Saint-Vincent Hospital"
"062","OTTAWA CENTRE","702","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"062","OTTAWA CENTRE","703","U","OTTAWA","0","34","20","52","0","0","0","0","1","0","107","147","Résidence Palisades Retirement Residence"
"062","OTTAWA CENTRE","704","U","OTTAWA","0","0","0","44","0","0","0","0","0","0","44","93","Les Soeurs du Sacré-Coeur de Jésus"
"062","OTTAWA CENTRE","705","U","OTTAWA",".......................COMBINED WITH POLL 707.......................","","","","","","","","","","","","Watford House"
"062","OTTAWA CENTRE","706","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"062","OTTAWA CENTRE","707","U","OTTAWA","1","31","17","24","5","0","2","1","0","0","81","154","The Glebe Centre / le Centre Glebe"
"062","OTTAWA CENTRE","708","U","OTTAWA","1","17","9","32","3","0","0","1","1","0","64","85","Résidence Colonel By Retirement Residence"
"062","OTTAWA CENTRE","709","U","OTTAWA","1","8","8","17","4","1","0","1","0","0","40","85","Résidence Parklane Residence"
"062","OTTAWA CENTRE","710","U","OTTAWA","0","13","6","16","2","0","0","3","1","0","41","73","Salvation Army Ottawa Grace Manor"
"062","OTTAWA CENTRE","711","U","OTTAWA","0","8","5","10","1","0","1","0","0","0","25","30","Rosemount Centre for Seniors"
"062","OTTAWA CENTRE","712","U","OTTAWA","0","0","2","1","1","0","0","0","0","1","5","67","Royal Ottawa M.H.C. / C.S.M. Royal Ottawa"
"062","OTTAWA CENTRE","713","U","OTTAWA","2","9","10","7","2","1","0","1","0","0","32","38","Place Royal Ottawa Place"
"062","OTTAWA CENTRE","714","U","OTTAWA","1","10","10","20","2","0","0","0","0","1","44","79","Bess and Moe Greenberg Family Hillel Lodge"
"062","OTTAWA CENTRE","715","U","OTTAWA","0","42","11","34","0","0","0","0","0","0","87","113","Amica at/au Westboro Park"
"062","OTTAWA CENTRE","716","U","OTTAWA","0","22","6","25","1","1","0","0","0","0","55","81","Duke of Devonshire Retirement Residence"
"062","OTTAWA CENTRE","717","U","OTTAWA","0","29","12","35","1","0","0","0","0","0","77","108","Lord Lansdowne Retirement Residence"
"062","OTTAWA CENTRE","718","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"062","OTTAWA CENTRE","719","U","OTTAWA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"062","OTTAWA CENTRE","ADV001","U","OTTAWA","8","227","356","664","52","2","3","0","0","2","1314","0","Returning Office / Bureau du Directeur du Scrutin"
"062","OTTAWA CENTRE","ADV002","U","OTTAWA","15","122","282","431","31","6","4","0","0","0","891","0","Special Ballot Voting / Vote par bulletin spécial"
"062","OTTAWA CENTRE","ADV003","U","OTTAWA","8","488","379","902","56","0","3","4","0","1","1841","0","Centre Communautaire Dovercourt Community Centre"
"062","OTTAWA CENTRE","ADV004","U","OTTAWA","3","119","209","416","29","1","1","0","0","0","778","0","Centre Communautaire Glebe Community Centre"
"062","OTTAWA CENTRE","ADV005","U","OTTAWA","2","112","52","110","6","0","0","0","0","0","282","0","Centre Community Carleton Heights Community Centre"
"062","OTTAWA CENTRE","ADV006","U","OTTAWA","3","40","136","140","13","0","2","0","2","0","336","0","Église Ottawa Chinese Alliance Church"
"062","OTTAWA CENTRE","ADV007","U","OTTAWA","4","97","116","294","17","1","1","0","0","0","530","0","Université St. Paul University"
"062","OTTAWA CENTRE","ADV008","U","OTTAWA","3","72","54","61","6","1","0","1","0","0","198","0","Centre Communautaire Alexander Community Centre"
"062","OTTAWA CENTRE","ADV009","U","OTTAWA","3","56","221","195","30","5","3","0","1","0","514","0","Université Carleton University - Frontenac Mpr"
"TOTALS:","","","","","309","9257","14715","23646","2184","160","240","138","44","108","50801","94553",""
