"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BANZUELA","CHLOBOWSKI","FLYNN","HARRIS","HUNTER","SCOTT","SPRAGUE","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"060","OAKVILLE","420","U","OAKVILLE","0","1","25","4","0","16","10","0","0","0","56","156","Abbey Park High School"
"060","OAKVILLE","421","U","OAKVILLE","1","3","142","0","0","75","18","0","1","0","240","339","Ennisclare"
"060","OAKVILLE","422","U","OAKVILLE","0","0","80","0","0","65","7","0","0","0","152","247","Ennisclare HCC129"
"060","OAKVILLE","423","U","OAKVILLE","0","3","86","0","1","65","18","2","0","0","175","266","Bronte Habour Club"
"060","OAKVILLE","424","U","OAKVILLE","0","6","37","1","0","41","15","0","0","0","100","153","The Lighthouse"
"060","OAKVILLE","425","U","OAKVILLE","0","2","37","0","1","30","12","0","0","0","82","151","Sir Richard Towers"
"060","OAKVILLE","426","U","OAKVILLE","0","5","28","1","0","27","10","0","0","0","71","184","Bronte Legion"
"060","OAKVILLE","427","U","OAKVILLE","0","3","79","2","0","96","7","0","0","0","187","255","Ennisclare HCC114"
"060","OAKVILLE","428","U","OAKVILLE","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"060","OAKVILLE","700","U","OAKVILLE","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"060","OAKVILLE","701","U","OAKVILLE","0","0","17","1","3","8","3","0","0","0","32","128","Wyndham Manor"
"060","OAKVILLE","702","U","OAKVILLE","0","2","17","5","1","18","4","0","0","0","47","64","Trafalgar Lodge"
"060","OAKVILLE","703","U","OAKVILLE","1","0","18","1","1","16","2","0","0","0","39","55","Churchill Place"
"060","OAKVILLE","704","U","OAKVILLE","0","2","27","0","0","6","7","0","1","0","43","61","Howard Caine Apartments"
"060","OAKVILLE","705","U","OAKVILLE","0","0","7","0","0","8","0","0","0","0","15","64","Sunrise Assisted Living"
"060","OAKVILLE","706","U","OAKVILLE","1","0","0","0","0","1","0","1","0","0","3","45","Central West Specialized Developmental School"
"060","OAKVILLE","707","U","OAKVILLE","0","0","45","1","0","24","3","1","0","0","74","95","The Kensington"
"060","OAKVILLE","708","U","OAKVILLE","2","1","95","5","1","47","30","1","2","0","184","316","Oakville Senior Citizens Residence"
"060","OAKVILLE","709","U","OAKVILLE","0","1","22","0","0","13","5","1","0","0","42","72","Vistamere Retirement Residence"
"060","OAKVILLE","710","U","OAKVILLE","0","0","46","2","1","37","5","0","0","1","92","113","Delmanor Glen Abbey"
"060","OAKVILLE","711","U","OAKVILLE","1","0","25","2","2","30","8","0","0","0","68","96","Queen's Avenue Retirement Residence"
"060","OAKVILLE","ADV001","U","OAKVILLE","2","21","679","15","2","741","98","0","1","2","1561","0","Returning Office / Bureau du directeur du scrutin"
"060","OAKVILLE","ADV002","U","OAKVILLE","1","9","185","2","2","198","34","5","0","0","436","0","Special Ballot Voting / Vote par bulletin spécial"
"060","OAKVILLE","ADV003","U","OAKVILLE","5","32","1374","29","5","1233","266","2","0","0","2946","0","Hopedale Mall"
"060","OAKVILLE","ADV004","U","OAKVILLE","3","25","850","15","2","637","126","1","0","1","1660","0","Town of Oakville Municipal Building"
"060","OAKVILLE","ADV005","U","OAKVILLE","0","4","7","0","0","6","17","0","0","0","34","0","Sheridan College by Student Admin"
"TOTALS:","","","","","188","878","21711","498","115","17131","4625","104","33","25","45308","85971",""
