"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","DUNLOP","LARSEN","MIDDLETON","STUBBINS","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"086","SIMCOE NORTH","400","U","MIDLAND","46","18","25","5","0","0","0","94","165","The Parkview Apartments"
"086","SIMCOE NORTH","401","U","ORILLIA","40","14","16","3","0","0","0","73","119","Muskoka Court Apartment(s)"
"086","SIMCOE NORTH","402","U","ORILLIA","..........................NO POLL HELD..........................","","","","","","","","",""
"086","SIMCOE NORTH","700","U","PENETANGUISHENE","16","23","31","33","3","0","0","106","156","Waypoint Centre for Mental Health Care"
"086","SIMCOE NORTH","701","U","PENETANGUISHENE","..........................NO POLL HELD..........................","","","","","","","","",""
"086","SIMCOE NORTH","702","U","PENETANGUISHENE","..........................NO POLL HELD..........................","","","","","","","","",""
"086","SIMCOE NORTH","703","U","PENETANGUISHENE","34","19","8","4","0","1","1","67","98","Georgian Manor"
"086","SIMCOE NORTH","704","U","MIDLAND",".......................COMBINED WITH POLL 703.......................","","","","","","","","","Georgian Bay General Hospital - Midland Site"
"086","SIMCOE NORTH","705","U","MIDLAND","44","15","11","1","1","3","0","75","162","Hillcrest Village Care Centre"
"086","SIMCOE NORTH","706","U","MIDLAND","26","16","11","1","0","0","0","54","95","The Villa Care Centre"
"086","SIMCOE NORTH","707","U","MIDLAND","21","12","7","2","0","0","0","42","58","King Place Retirement Residence"
"086","SIMCOE NORTH","708","U","PENETANGUISHENE","21","19","3","2","0","0","0","45","52","Bayfield House Retirement Lodge"
"086","SIMCOE NORTH","709","U","ORILLIA","21","4","4","2","0","0","1","32","124","Trillium Manor"
"086","SIMCOE NORTH","710","U","ORILLIA","48","9","16","3","0","0","0","76","118","Legion Crest Complex Building 1"
"086","SIMCOE NORTH","711","U","ORILLIA","..........................NO POLL HELD..........................","","","","","","","","",""
"086","SIMCOE NORTH","712","U","ORILLIA","44","14","4","1","0","1","0","64","95","Champlain Manor"
"086","SIMCOE NORTH","713","U","ORILLIA","30","11","11","0","0","0","0","52","76","Birchmere Retirement Residence"
"086","SIMCOE NORTH","714","U","ORILLIA","16","6","3","0","0","0","0","25","43","Victoria House"
"086","SIMCOE NORTH","715","U","ORILLIA","11","2","1","0","0","0","0","14","33","Tudhope Manor"
"086","SIMCOE NORTH","716","U","ORILLIA","16","7","2","1","0","0","0","26","47","Atrium Retirement Home"
"086","SIMCOE NORTH","717","U","ORILLIA",".......................COMBINED WITH POLL 718.......................","","","","","","","","","Orillia Soldiers Memorial Hospital"
"086","SIMCOE NORTH","718","U","ORILLIA","44","13","10","2","0","0","1","70","91","Oak Terrace Retirement Residence"
"086","SIMCOE NORTH","719","U","ORILLIA","24","9","6","0","1","0","0","40","162","Leisure World Caregiving Centre"
"086","SIMCOE NORTH","720","U","ORILLIA","17","10","5","1","1","1","0","35","119","Leacock Care Centre"
"086","SIMCOE NORTH","ADV001","U","ORILLIA","1720","532","317","89","0","0","0","2658","0","Returning Office / Bureau du directeur du scrutin"
"086","SIMCOE NORTH","ADV002","U","ORILLIA","617","235","140","54","8","0","0","1054","0","Special Ballot Voting / Vote par bulletin spécial"
"086","SIMCOE NORTH","ADV003","U","MIDLAND","974","378","208","95","0","0","0","1655","0","Returning Office / Bureau du directeur du scrutin"
"086","SIMCOE NORTH","ADV004","U","PENETANGUISHENE","700","296","272","108","4","1","0","1381","0","Knights of Huronia"
"086","SIMCOE NORTH","ADV005","U","ORO-MEDONTE","172","63","18","9","0","0","0","262","0","Oro-Medonte Community Centre Arena"
"086","SIMCOE NORTH","ADV006","U","WASHAGO","141","38","34","9","0","0","0","222","0","Washago Community Centre"
"086","SIMCOE NORTH","ADV007","U","PERKINSFIELD","175","56","33","16","0","0","0","280","0","The Place Community Centre"
"086","SIMCOE NORTH","ADV008","U","UDNEY","83","13","9","2","0","1","0","108","0","Udney Community Centre"
"086","SIMCOE NORTH","ADV009","U","VICTORIA HARBOUR","201","48","44","9","0","0","0","302","0","Oakwood Community Centre"
"086","SIMCOE NORTH","ADV010","U","ORO-MEDONTE","262","98","47","18","0","0","0","425","0","Trinity Community Church"
"086","SIMCOE NORTH","ADV011","U","BRECHIN","128","30","17","2","1","1","0","179","0","Lagoon City Community Centre"
"086","SIMCOE NORTH","ADV012","U","ORILLIA","739","208","174","24","2","0","0","1147","0","Orillia Masonic Temple"
"086","SIMCOE NORTH","ADV013","U","PORT MCNICOLL","138","51","41","16","0","0","0","246","0","Port McNicoll Community Centre"
"086","SIMCOE NORTH","ADV014","U","SEVERN","20","0","2","2","0","0","0","24","0","Matchedash Community Centre"
"086","SIMCOE NORTH","ADV015","U","WYEBRIDGE","29","11","10","4","0","0","0","54","0","Wyebridge Community Centre"
"086","SIMCOE NORTH","ADV016","U","RAMARA","20","12","5","2","0","0","0","39","0","Ramara Community Centre"
"TOTALS:","","","","","25081","10191","7710","2488","92","28","22","45612","89474",""
