"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","FIGUEIRAS","HARRIS","JANOSCIK","MOGK","SIKKA","SOUSA","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"050","MISSISSAUGA SOUTH","430","U","MISSISSAUGA","0","1","46","1","10","51","0","0","0","109","172","965 Inverhouse Drive"
"050","MISSISSAUGA SOUTH","431","U","MISSISSAUGA","0","1","30","5","14","48","0","0","0","98","319","Riverside Public School"
"050","MISSISSAUGA SOUTH","432","U","MISSISSAUGA","3","1","33","4","15","66","0","0","0","122","233","Rivergate Apartments"
"050","MISSISSAUGA SOUTH","433","U","MISSISSAUGA","0","0","18","1","11","16","0","0","0","46","142","Port Credit Library"
"050","MISSISSAUGA SOUTH","434","U","MISSISSAUGA","0","4","10","0","6","28","0","0","0","48","169","Port Credit Library"
"050","MISSISSAUGA SOUTH","435","U","MISSISSAUGA","2","0","16","1","15","42","0","1","0","77","258","Port Credit Library"
"050","MISSISSAUGA SOUTH","436","U","MISSISSAUGA","0","1","18","3","13","42","0","1","0","78","158","5 Ann Street (Harbourview Apartments)"
"050","MISSISSAUGA SOUTH","437","U","MISSISSAUGA","2","2","31","6","20","60","1","0","0","122","206","1100 Caven Street"
"050","MISSISSAUGA SOUTH","438","U","MISSISSAUGA","0","0","10","1","6","14","1","0","0","32","253","Mississauga Seniors Centre"
"050","MISSISSAUGA SOUTH","439","U","MISSISSAUGA","0","0","17","1","11","15","0","0","0","44","250","Mississauga Seniors Centre"
"050","MISSISSAUGA SOUTH","440","U","MISSISSAUGA","1","1","24","0","15","11","0","0","0","52","248","Queen of Heaven Elementary School"
"050","MISSISSAUGA SOUTH","441","U","MISSISSAUGA","0","0","13","0","6","13","0","0","0","32","134","Church of Saint Luke"
"050","MISSISSAUGA SOUTH","442","U","MISSISSAUGA","9","1","11","3","5","24","1","0","0","54","141","Church of Saint Luke"
"050","MISSISSAUGA SOUTH","443","U","MISSISSAUGA","0","3","45","11","26","105","0","0","0","190","273","1485 Lakeshore Road East"
"050","MISSISSAUGA SOUTH","444","U","MISSISSAUGA","4","0","65","2","24","101","0","1","0","197","351","1515 Lakeshore Road East"
"050","MISSISSAUGA SOUTH","445","U","MISSISSAUGA","1","2","63","8","22","100","1","2","0","199","355","1535 Lakeshore Road East"
"050","MISSISSAUGA SOUTH","446","U","MISSISSAUGA","0","0","2","0","10","11","0","0","0","23","124","Polycultural Immigrant / Community Service Centre"
"050","MISSISSAUGA SOUTH","700","U","MISSISSAUGA","1","4","13","3","13","42","0","0","0","76","149","Erin Mills Lodge"
"050","MISSISSAUGA SOUTH","701","U","MISSISSAUGA","2","0","16","1","3","10","0","0","1","33","45","Carmel Heights Seniors Residence"
"050","MISSISSAUGA SOUTH","702","U","MISSISSAUGA","3","4","11","0","5","25","1","0","1","50","159","The Wenleigh"
"050","MISSISSAUGA SOUTH","703","U","MISSISSAUGA","0","1","1","0","1","4","0","0","0","7","23","Trillium Health Centre Continuing Care"
"050","MISSISSAUGA SOUTH","704","U","MISSISSAUGA","4","2","9","2","4","26","1","2","0","50","229","Leisureworld Mississauga"
"050","MISSISSAUGA SOUTH","705","U","MISSISSAUGA","1","1","5","0","5","14","1","0","1","28","146","Sheridan Villa"
"050","MISSISSAUGA SOUTH","706","U","MISSISSAUGA","1","1","23","0","3","23","0","0","0","51","89","Wawel Villa"
"050","MISSISSAUGA SOUTH","707","U","MISSISSAUGA","1","0","19","2","9","24","0","0","0","55","99","Turtle Creek Manor"
"050","MISSISSAUGA SOUTH","708","U","MISSISSAUGA","0","0","4","1","2","1","0","0","0","8","52","Mississauga Long Term Care"
"050","MISSISSAUGA SOUTH","709","U","MISSISSAUGA","0","0","18","3","5","29","0","0","0","55","92","Regency Retirement Home"
"050","MISSISSAUGA SOUTH","710","U","MISSISSAUGA","0","2","39","0","14","40","1","0","0","96","147","Hillside Place"
"050","MISSISSAUGA SOUTH","711","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","",""
"050","MISSISSAUGA SOUTH","712","U","MISSISSAUGA","0","1","13","1","4","14","0","1","0","34","90","Peel Housing Corp"
"050","MISSISSAUGA SOUTH","ADV001","U","MISSISSAUGA","3","5","1023","29","126","1066","2","5","0","2259","0","Returning Office / Bureau du directeur du scrutin"
"050","MISSISSAUGA SOUTH","ADV002","U","MISSISSAUGA","1","2","291","11","49","336","1","2","0","693","0","Special Ballot Voting / Vote par bulletin spécial"
"050","MISSISSAUGA SOUTH","ADV003","U","MISSISSAUGA","3","6","499","17","137","734","0","0","1","1397","0","Clarkson Community Centre"
"050","MISSISSAUGA SOUTH","ADV004","U","MISSISSAUGA","4","6","722","32","176","961","2","22","4","1929","0","Mississauga Seniors Centre"
"050","MISSISSAUGA SOUTH","ADV005","U","MISSISSAUGA","4","3","594","16","88","628","0","1","1","1335","0","Port Credit Arena"
"TOTALS:","","","","","165","236","14499","860","4044","20375","73","75","30","40357","78746",""
