"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","AHMED","CHURCHIN","DAMERLA","DURY","HARDING","JONES","SHAH","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"048","MISSISSAUGA EAST--COOKSVILLE","167","U","COOKSVILLE","21","24","56","0","0","2","0","1","0","0","104","387","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","168","U","COOKSVILLE","28","29","52","0","2","1","0","0","0","0","112","349","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","169","U","COOKSVILLE","18","18","40","1","1","5","0","0","0","0","83","359","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","170","U","COOKSVILLE","25","14","43","0","1","3","1","0","0","0","87","378","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","171","U","COOKSVILLE","0","0","0","0","0","0","0","0","0","0","0","0","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","172","U","MISSISSAUGA","16","38","43","1","2","3","0","2","0","0","105","338","Silver Creek Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","173","U","COOKSVILLE","11","30","52","0","0","4","0","0","0","0","97","394","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","174","U","COOKSVILLE","8","11","13","0","3","0","0","0","0","0","35","253","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","175","U","MISSISSAUGA","48","18","48","0","0","0","1","2","0","0","117","347","Thornwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","176","U","COOKSVILLE","13","13","15","0","0","1","1","0","0","0","43","324","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","177","U","COOKSVILLE","27","27","61","0","1","3","0","0","0","0","119","457","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","178","U","COOKSVILLE","12","15","35","1","1","2","0","0","0","0","66","349","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","179","U","MISSISSAUGA","6","4","16","1","0","1","0","0","0","0","28","165","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","180","U","MISSISSAUGA","10","8","30","0","1","0","0","0","1","0","50","186","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","181","U","MISSISSAUGA","7","34","43","3","0","1","0","1","0","0","89","265","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","182","U","MISSISSAUGA","9","5","8","0","0","0","0","0","0","0","22","105","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","183","U","MISSISSAUGA","7","13","17","0","0","2","1","0","0","0","40","154","Clifton Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","184A","U","MISSISSAUGA","15","27","54","0","0","5","2","0","0","0","103","350","Corpus Christie Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","184B","U","MISSISSAUGA","29","39","61","1","0","3","1","0","0","0","134","337","Corpus Christie Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","185","U","MISSISSAUGA","15","15","32","0","0","1","1","0","0","0","64","357","Mississauga Central Library - Main Foyer"
"048","MISSISSAUGA EAST--COOKSVILLE","186","U","MISSISSAUGA","22","18","33","2","0","4","0","0","0","0","79","287","Mississauga Central Library - Main Foyer"
"048","MISSISSAUGA EAST--COOKSVILLE","187","U","MISSISSAUGA","10","28","52","0","1","0","1","0","0","0","92","179","Amica at City Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","188","U","MISSISSAUGA","16","27","39","4","0","2","0","0","0","0","88","139","Amica at City Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","189","U","MISSISSAUGA","16","15","31","1","0","1","0","0","0","0","64","302","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","190","U","MISSISSAUGA","19","13","25","0","0","0","0","0","1","0","58","303","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","191","U","MISSISSAUGA","16","19","36","1","1","2","1","0","0","0","76","382","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","192","U","MISSISSAUGA","15","15","36","4","0","2","0","0","0","0","72","391","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","193","U","MISSISSAUGA","20","52","59","0","1","5","5","3","0","0","145","456","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","194","U","MISSISSAUGA","23","35","70","2","1","3","0","0","0","0","134","461","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","195","U","MISSISSAUGA","5","6","15","0","0","0","0","0","0","0","26","121","Father Michael Goetz Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","196","U","MISSISSAUGA","4","12","21","0","0","2","0","0","0","0","39","361","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","197","U","MISSISSAUGA","9","12","27","0","0","2","0","0","0","0","50","307","Fairview Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","198","U","MISSISSAUGA","19","22","32","1","0","0","0","0","0","0","74","459","Mississauga Civic Centre Great Hall"
"048","MISSISSAUGA EAST--COOKSVILLE","199","U","MISSISSAUGA","11","21","29","0","0","6","0","1","0","0","68","477","Mississauga Civic Centre Great Hall"
"048","MISSISSAUGA EAST--COOKSVILLE","200","U","MISSISSAUGA","24","27","44","0","0","1","1","0","0","0","97","366","Mississauga Civic Centre Great Hall"
"048","MISSISSAUGA EAST--COOKSVILLE","201","U","MISSISSAUGA","16","23","23","0","1","2","0","0","0","0","65","273","Mississauga Civic Centre Great Hall"
"048","MISSISSAUGA EAST--COOKSVILLE","202","U","MISSISSAUGA","15","24","32","1","0","1","1","0","1","0","75","379","Mississauga Civic Centre Great Hall"
"048","MISSISSAUGA EAST--COOKSVILLE","203","U","MISSISSAUGA","16","23","50","0","0","7","3","0","0","0","99","359","Mississauga Civic Centre Great Hall"
"048","MISSISSAUGA EAST--COOKSVILLE","204","U","MISSISSAUGA","23","22","21","2","4","1","0","0","0","0","73","175","The Redmond"
"048","MISSISSAUGA EAST--COOKSVILLE","205A","U","MISSISSAUGA","13","17","33","0","0","2","0","3","0","0","68","266","The Redmond"
"048","MISSISSAUGA EAST--COOKSVILLE","205B","U","MISSISSAUGA","18","31","33","0","1","2","0","0","1","0","86","277","The Redmond"
"048","MISSISSAUGA EAST--COOKSVILLE","206","U","MISSISSAUGA","13","9","20","0","0","0","0","0","0","0","42","134","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","207","U","MISSISSAUGA","5","9","11","1","0","0","0","0","0","0","26","91","T. L. Kennedy Secondary School"
"048","MISSISSAUGA EAST--COOKSVILLE","208","U","MISSISSAUGA","7","12","43","2","1","3","0","0","0","0","68","296","St. Catherine of Sienna Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","209","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","210","U","MISSISSAUGA","23","22","38","0","0","0","0","1","0","0","84","296","St. Catherine of Sienna Separate School"
"048","MISSISSAUGA EAST--COOKSVILLE","211","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","212","U","MISSISSAUGA","6","18","24","0","0","2","0","0","0","0","50","140","Floradale Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","213","U","MISSISSAUGA","14","10","17","0","2","0","0","1","0","0","44","128","Floradale Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","214","U","MISSISSAUGA","16","16","24","0","0","2","0","1","2","0","61","201","Floradale Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","215","U","MISSISSAUGA","27","69","43","1","0","3","0","1","0","0","144","373","Floradale Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","216","U","MISSISSAUGA",".......................COMBINED WITH POLL 215.......................","","","","","","","","","","","","Floradale Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","217","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","400","U","MISSISSAUGA","19","19","33","0","1","6","0","0","0","0","78","146","Bridgewood Place (Condominium)"
"048","MISSISSAUGA EAST--COOKSVILLE","401","U","COOKSVILLE","63","61","57","1","2","1","0","0","0","0","185","432","Lenworth Towers"
"048","MISSISSAUGA EAST--COOKSVILLE","402","U","COOKSVILLE","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","403A","U","MISSISSAUGA","27","70","71","2","1","6","1","0","0","0","178","308","Applewood Place"
"048","MISSISSAUGA EAST--COOKSVILLE","403B","U","MISSISSAUGA","30","69","62","1","1","7","1","3","0","0","174","320","Applewood Place"
"048","MISSISSAUGA EAST--COOKSVILLE","404","U","COOKSVILLE","18","26","29","4","1","1","1","1","0","0","81","128","Sen-Auga Court Seniors Residence"
"048","MISSISSAUGA EAST--COOKSVILLE","405","U","COOKSVILLE","23","19","28","1","1","3","0","0","0","0","75","186","Tomken Place"
"048","MISSISSAUGA EAST--COOKSVILLE","406","U","MISSISSAUGA","24","16","38","0","1","1","0","0","0","0","80","187","Riley Court"
"048","MISSISSAUGA EAST--COOKSVILLE","407","U","MISSISSAUGA","21","23","40","0","0","2","2","1","0","0","89","268","Compass Creek"
"048","MISSISSAUGA EAST--COOKSVILLE","408","U","MISSISSAUGA","44","29","67","4","0","8","1","1","0","0","154","475","Lolita Gardens"
"048","MISSISSAUGA EAST--COOKSVILLE","409","U","MISSISSAUGA","33","28","76","2","1","5","0","0","1","0","146","364","Place Royale PCC239"
"048","MISSISSAUGA EAST--COOKSVILLE","410","U","MISSISSAUGA","41","56","69","1","1","8","1","0","0","0","177","390","Parkview Terrace Condo"
"048","MISSISSAUGA EAST--COOKSVILLE","411","U","MISSISSAUGA","21","26","44","0","0","0","1","2","0","0","94","359","Thornwood Public School"
"048","MISSISSAUGA EAST--COOKSVILLE","412","U","COOKSVILLE","24","57","110","1","0","3","1","0","0","0","196","473","Kaneff Place PCC232"
"048","MISSISSAUGA EAST--COOKSVILLE","413","U","MISSISSAUGA","51","45","79","0","0","3","1","0","0","0","179","440","The Tiara PSCC688"
"048","MISSISSAUGA EAST--COOKSVILLE","414","U","MISSISSAUGA","25","44","42","0","2","2","0","1","0","0","116","323","Eden Park Condominium"
"048","MISSISSAUGA EAST--COOKSVILLE","415","U","MISSISSAUGA","34","44","72","4","3","10","1","0","0","0","168","430","The Odyssey PCC412"
"048","MISSISSAUGA EAST--COOKSVILLE","416","U","MISSISSAUGA","28","31","61","0","2","3","2","0","0","0","127","354","The Monarchy PCC452"
"048","MISSISSAUGA EAST--COOKSVILLE","417","U","MISSISSAUGA","47","32","96","1","0","5","0","0","0","0","181","477","The Carlyle Residences II PCC420"
"048","MISSISSAUGA EAST--COOKSVILLE","418","U","MISSISSAUGA","50","45","74","0","0","1","1","0","0","0","171","470","The Carlyle Residences I PCC388"
"048","MISSISSAUGA EAST--COOKSVILLE","419","U","MISSISSAUGA","54","41","95","0","2","2","0","1","0","0","195","480","The Emerald PCC485"
"048","MISSISSAUGA EAST--COOKSVILLE","420","U","MISSISSAUGA","26","33","99","2","0","3","3","0","0","0","166","433","The Classique PCC449"
"048","MISSISSAUGA EAST--COOKSVILLE","421","U","MISSISSAUGA","10","16","18","0","0","0","0","0","0","0","44","102","Confederation Place"
"048","MISSISSAUGA EAST--COOKSVILLE","422","U","MISSISSAUGA","15","19","59","0","1","1","2","2","2","0","101","167","Millbrook Place Seniors Residence"
"048","MISSISSAUGA EAST--COOKSVILLE","423","U","MISSISSAUGA","15","52","19","2","1","1","0","2","0","0","92","214","Tatry Non Profit Housing Corporation"
"048","MISSISSAUGA EAST--COOKSVILLE","424","U","MISSISSAUGA","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"048","MISSISSAUGA EAST--COOKSVILLE","700","U","MISSISSAUGA","5","4","12","1","0","1","0","1","0","0","24","41","Constitution Place Reirement Residence"
"048","MISSISSAUGA EAST--COOKSVILLE","701","U","MISSISSAUGA","8","7","15","1","0","0","1","0","0","0","32","93","Cawthra Gardens"
"048","MISSISSAUGA EAST--COOKSVILLE","702","U","MISSISSAUGA","5","9","18","0","1","1","0","0","0","0","34","78","King Gardens - Retirement Living"
"048","MISSISSAUGA EAST--COOKSVILLE","703","U","MISSISSAUGA","1","2","1","0","0","0","0","0","0","0","4","59","Heritage House"
"048","MISSISSAUGA EAST--COOKSVILLE","704","U","MISSISSAUGA","9","6","7","1","3","3","1","1","0","1","32","146","Cooksville Care Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","ADV001","U","MISSISSAUGA","109","285","333","4","2","21","1","1","0","0","756","0","Returning Office / Bureau du directeur du scrutin"
"048","MISSISSAUGA EAST--COOKSVILLE","ADV002","U","MISSISSAUGA","37","87","117","1","1","5","0","8","0","0","256","0","Special Ballot Voting / Vote par bulletin spécial"
"048","MISSISSAUGA EAST--COOKSVILLE","ADV003","U","COOKSVILLE","158","379","636","3","3","35","4","11","0","0","1229","0","Mississauga Valley Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","ADV004","U","MISSISSAUGA","95","271","300","3","6","22","1","2","0","0","700","0","Mississauga Burnhamthorpe Library"
"048","MISSISSAUGA EAST--COOKSVILLE","ADV005","U","MISSISSAUGA","20","30","41","0","1","0","0","0","0","0","92","0","Mississauga Muslim Community Centre"
"048","MISSISSAUGA EAST--COOKSVILLE","ADV006","U","MISSISSAUGA","59","153","256","3","5","15","2","1","1","0","495","0","Heritage House"
"048","MISSISSAUGA EAST--COOKSVILLE","ADV007","U","MISSISSAUGA","65","174","289","6","4","20","5","3","0","2","568","0","Mississauga Civic Centre Great Hall"
"TOTALS:","","","","","5704","11297","15535","177","199","934","117","134","46","11","34154","84330",""
