"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","HILLIER","MACDONALD","MATTE","PARKHILL","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","187","U","CARLETON PLACE","155","63","5","43","0","0","0","266","579","Carleton Place Community Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","188","U","CARLETON PLACE","84","16","3","16","0","0","1","120","280","Carleton Place Community Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","189","U","CARLETON PLACE","108","37","9","27","0","0","0","181","488","Carleton Place Community Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","190","U","CARLETON PLACE","75","28","2","13","0","0","0","118","262","Brunton Community Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","191","U","CARLETON PLACE","104","25","3","25","0","0","0","157","437","Tr Leger School, Carleton Place"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","192","U","CARLETON PLACE","57","33","8","15","0","0","0","113","320","Tr Leger School, Carleton Place"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","193","U","CARLETON PLACE","113","46","3","34","2","0","1","199","467","Carambeck Elementary School"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","194","U","CARLETON PLACE","84","45","8","34","0","1","0","172","461","Carambeck Elementary School"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","195","U","CARLETON PLACE","103","35","10","37","0","0","0","185","528","Carambeck Elementary School"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","196","U","CARLETON PLACE","45","32","2","29","0","0","0","108","303","Carleton Place Community Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","197","U","CARLETON PLACE","102","58","5","29","0","0","0","194","411","Carleton Place Community Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","198","U","CARLETON PLACE","101","32","3","44","0","0","0","180","497","Carleton Place Community Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","199","U","CARLETON PLACE","65","11","8","11","0","1","0","96","306","Carleton Place Community Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","200","U","CARLETON PLACE","88","48","13","4","1","1","1","156","403","Carleton Place Community Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","201","U","CARLETON PLACE","189","59","14","35","1","0","0","298","642","Brunton Community Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","202","U","CARLETON PLACE","167","51","13","57","0","0","0","288","673","Brunton Community Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","203","U","CARLETON PLACE","134","59","16","28","0","0","1","238","549","Brunton Community Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","204","U","CARLETON PLACE","107","28","6","24","0","0","0","165","422","Brunton Community Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","205","U","CARLETON PLACE","126","30","11","29","1","0","0","197","412","Brunton Community Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","206","U","SMITHS FALLS","116","34","3","39","3","0","1","196","506","Seniors Activity Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","207","U","SMITHS FALLS","137","51","8","32","1","0","0","229","503","Montague Public School"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","208","U","SMITHS FALLS","69","18","3","22","0","0","0","112","382","Seniors Activity Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","209","U","SMITHS FALLS","186","47","12","47","0","0","0","292","612","Montague Public School"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","210","U","SMITHS FALLS","54","13","0","18","0","0","0","85","204","Montague Public School"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","211","U","SMITHS FALLS","78","12","2","27","0","0","0","119","380","D.J. Schoular Public School"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","212","U","NEWBURGH","19","31","4","27","0","0","0","81","217","Newburgh Community Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","213","U","PARHAM","21","21","0","6","1","0","0","49","156","Hinchinbrooke Public School"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","700","U","NORTHBROOK","7","3","3","2","0","0","0","15","57","Pine Meadows Nursing Home"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","701","U","SHARBOT LAKE","6","9","0","0","0","0","0","15","28","Sharbot Lake Seniors Home"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","702","U","SELBY","10","9","0","1","1","1","0","22","60","Village Green Nursing Home"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","703","U","NAPANEE","3","2","0","0","0","0","0","5","61","Friendly Manor Nursing Home"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","704","U","NAPANEE","30","21","1","7","0","3","0","62","168","The John M. Parrott Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","705","U","NAPANEE","28","13","1","11","0","0","0","53","73","The Riverine"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","706","U","AMHERSTVIEW","16","21","3","11","3","0","0","54","159","Helen Henderson Care Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","707","U","AMHERSTVIEW","8","11","0","2","0","0","0","21","40","Briargate Retirement Living Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","708","U","PERTH","33","8","3","7","0","2","0","53","156","Lanark Lodge"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","709","U","PERTH","41","22","3","4","1","0","0","71","89","Carolina Retirement Suites"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","710","U","PERTH","14","8","2","3","0","0","0","27","125","Perth Community Care Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","711","U","CARLETON PLACE","4","2","4","1","0","0","0","11","55","Stoneridge Manor"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","712","U","CARLETON PLACE","5","3","1","3","0","0","0","12","16","Riverview Seniors Residence"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","713","U","CARLETON PLACE","37","15","5","6","0","0","0","63","125","Carleton Place Manor"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","714","U","PERTH","15","2","2","2","0","0","0","21","31","Rideau Ferry Country Home"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","715","U","SMITHS FALLS","..........................NO POLL HELD..........................","","","","","","","","",""
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","716","U","CARLETON PLACE","39","16","3","8","1","0","2","69","118","Waterside Retirement Community"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","717","U","SMITHS FALLS","30","13","2","5","2","1","0","53","98","Broadview Nursing Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","718","U","SMITHS FALLS","28","9","0","3","0","0","0","40","62","Willowdale Retirement Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","719","U","SMITHS FALLS","18","11","2","6","0","0","0","37","58","Van Horne Manor"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV001","U","NAPANEE","730","403","30","218","0","2","0","1383","0","Returning Office / Bureau du directeur du scrutin"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV002","U","NAPANEE","228","137","15","71","3","1","1","456","0","Special Ballot Voting / Vote par bulletin spécial"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV003","U","CARLETON PLACE","905","235","43","123","0","0","0","1306","0","Carleton Place Community Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV004","U","CARLETON PLACE","173","35","13","19","0","0","0","240","0","Brunton Community Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV005","U","AMHERSTVIEW","239","208","12","126","0","1","0","586","0","Amherstview Lions Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV006","U","DENBIGH","55","19","0","8","0","0","0","82","0","Denbigh Township Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV007","U","FLINTON","103","33","3","17","0","0","0","156","0","Flinton Recreation Centre"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV008","U","PERTH","1149","422","81","180","0","1","0","1833","0","Perth Satellite Office"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV009","U","LANARK","255","62","17","32","0","0","0","366","0","Foy Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV010","U","ODESSA","179","96","17","80","0","0","0","372","0","Odessa Fair Grounds Palace"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV011","U","SMITHS FALLS","755","215","23","133","1","2","0","1129","0","Smiths Falls Curling and Squash Club"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV012","U","SHARBOT LAKE","145","121","8","35","0","0","0","309","0","St. James Major Church Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV013","U","SYDENHAM","227","177","20","53","0","0","1","478","0","Sydenham Public Library"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV014","U","VERONA","65","42","5","9","0","0","1","122","0","Verona Lions Hall"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV015","U","CENTREVILLE","33","15","5","14","0","0","0","67","0","Stone Mills Mun Office"
"041","LANARK--FRONTENAC--LENNOX AND ADDINGTON","ADV016","U","INVERARY","34","27","2","18","0","0","0","81","0","Inverary United Church Hall"
"TOTALS:","","","","","22457","12490","1754","8104","78","50","29","44962","89150",""
