"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BURNS","FERGUSON","HOCKLEY","JENNER","LEVAC","SITKO","ST. AMANT","TURMEL","VAN TILBORG","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"009","BRANT","226","U","BRANTFORD","3","0","0","0","43","0","44","0","23","0","0","1","114","254","St. Peter's Elementary School"
"009","BRANT","227","U","OHSWEKEN","2","1","0","0","12","0","5","0","19","0","1","0","40","136","Six Nations Polytechnic"
"009","BRANT","228","U","OHSWEKEN","2","2","0","0","66","0","13","0","50","0","1","0","134","808","Six Nations Polytechnic"
"009","BRANT","229","U","HAGERSVILLE","0","1","1","0","14","0","6","0","13","0","0","0","35","121","Lloyd S. King Elementary School"
"009","BRANT","400","U","BRANTFORD","1","1","0","1","35","0","54","0","29","0","0","0","121","212","Hayhurst Village Condominiums"
"009","BRANT","401","U","BRANTFORD","2","1","0","0","47","0","42","1","25","0","0","0","118","156","Village Tower Condominiums"
"009","BRANT","402","U","BRANTFORD","2","1","0","0","71","1","45","0","29","0","0","0","149","205","Lynden Manor Condominiums"
"009","BRANT","403","U","BRANTFORD","1","0","2","3","37","3","24","3","34","0","0","0","107","164","Lorne Towers"
"009","BRANT","404","U","BRANTFORD","2","1","0","2","41","1","20","1","55","2","0","0","125","205","Brant Towers"
"009","BRANT","700","U","PARIS","2","1","0","1","14","0","14","0","9","0","0","1","42","161","Park Lane Terrace"
"009","BRANT","701","U","PARIS","4","2","2","1","44","1","43","1","25","2","0","0","125","276","Tefler Place"
"009","BRANT","702","U","PARIS",".......................COMBINED WITH POLL 703.......................","","","","","","","","","","","","","","Penmarvian Retirement Home"
"009","BRANT","703","U","BRANTFORD","5","1","2","3","80","2","47","0","14","2","1","0","157","258","Tranquility Place"
"009","BRANT","704","U","BRANTFORD","0","0","1","1","59","3","37","2","24","4","0","0","131","318","Brierwood Gardens"
"009","BRANT","705","U","BRANTFORD","..........................NO POLL HELD..........................","","","","","","","","","","","","","",""
"009","BRANT","706","U","BRANTFORD","2","2","2","0","17","0","11","1","9","0","0","0","44","132","Leisureworld Brantford"
"009","BRANT","707","U","BRANTFORD","..........................NO POLL HELD..........................","","","","","","","","","","","","","",""
"009","BRANT","708","U","BRANTFORD","0","1","3","0","30","1","9","0","8","1","2","0","55","225","St. Josephs Lifecare Centre"
"009","BRANT","709","U","BRANTFORD","0","1","0","1","15","0","12","0","6","3","0","0","38","84","Riverview Terrace"
"009","BRANT","710","U","BRANTFORD","0","0","0","0","15","0","8","0","6","0","0","0","29","76","Charlotte Villa"
"009","BRANT","711","U","BRANTFORD","..........................NO POLL HELD..........................","","","","","","","","","","","","","",""
"009","BRANT","712","U","BRANTFORD","1","0","0","3","19","0","9","0","18","0","0","0","50","196","John Noble Home"
"009","BRANT","713","U","BRANTFORD",".......................COMBINED WITH POLL 714.......................","","","","","","","","","","","","","","Participation House Brantford"
"009","BRANT","714","U","MOUNT PLEASANT","1","2","3","0","27","0","13","0","12","0","0","2","60","129","Hardy Terrace"
"009","BRANT","715","U","BRANTFORD","2","2","1","1","28","1","50","0","14","1","1","0","101","141","Bell Lane Village"
"009","BRANT","716","U","OHSWEKEN","0","0","1","0","1","0","3","0","1","0","0","0","6","53","Iroquois Lodge"
"009","BRANT","ADV001","U","BRANTFORD","18","1","0","2","350","0","319","2","141","0","0","0","833","0","Returning Office / Bureau du directeur du scrutin"
"009","BRANT","ADV002","U","BRANTFORD","16","2","2","2","206","1","154","1","93","2","1","1","481","0","Special Ballot Voting / Vote par bulletin spécial"
"009","BRANT","ADV003","U","PARIS","32","3","4","0","330","1","436","1","121","0","0","0","928","0","Paris Fairgrounds"
"009","BRANT","ADV004","U","BRANTFORD","9","1","2","0","153","1","215","0","86","2","0","0","469","0","Airport Community Hall"
"009","BRANT","ADV005","U","BRANTFORD","26","3","6","4","552","4","618","3","290","2","1","1","1510","0","Woodman Park Community Centre"
"009","BRANT","ADV006","U","BRANTFORD","12","1","0","0","219","1","222","1","159","0","1","0","616","0","Doug Snooks Community Centre"
"009","BRANT","ADV007","U","BRANTFORD","12","4","1","0","103","1","82","0","68","0","0","0","271","0","Laurier University"
"009","BRANT","ADV008","U","BRANTFORD","1","0","0","0","9","0","2","0","4","0","0","0","16","0","Mohawk College"
"TOTALS:","","","","","957","190","237","136","16867","244","15761","86","11006","135","34","26","45679","94717",""
