"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","AMBROGIO","BRANSCOMBE","HOLMES","LABONTE","MATTHEWS","SPOTTISWOOD","VANKLINKEN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"044","LONDON NORTH CENTRE","438","U","LONDON","1","2","17","1","11","0","0","1","0","0","33","139","The Salvation Army Hillcrest Church"
"044","LONDON NORTH CENTRE","439","U","LONDON","0","6","7","0","9","0","0","0","0","0","22","123","St. John the Evangelist Church"
"044","LONDON NORTH CENTRE","440","U","LONDON","0","4","7","2","12","0","1","0","0","0","26","147","Polish Combatants Hall"
"044","LONDON NORTH CENTRE","441","U","LONDON","0","7","14","2","14","0","0","0","0","0","37","119","Polish Combatants Hall"
"044","LONDON NORTH CENTRE","442","U","LONDON","1","4","5","0","22","0","0","0","0","0","32","105","Polish Combatants Hall"
"044","LONDON NORTH CENTRE","443","U","LONDON","2","29","4","1","19","1","0","1","0","0","57","157","695 Richmond Street"
"044","LONDON NORTH CENTRE","444","U","LONDON","0","7","1","0","4","0","0","0","0","0","12","132","Polish Combatants Hall"
"044","LONDON NORTH CENTRE","445","U","LONDON","0","24","13","2","47","0","0","0","0","0","86","130","600 Talbot Street"
"044","LONDON NORTH CENTRE","446","U","LONDON","0","9","2","24","0","0","0","0","0","0","35","139","St. Pauls Cathedral"
"044","LONDON NORTH CENTRE","447","U","LONDON","1","16","35","4","50","0","1","0","0","0","107","193","170 Kent Street"
"044","LONDON NORTH CENTRE","448","U","LONDON","0","16","6","5","33","0","0","0","0","0","60","130","155 Kent Street"
"044","LONDON NORTH CENTRE","449","U","LONDON","0","5","14","2","6","0","0","0","0","0","27","118","North London 7th Day Adventist Church"
"044","LONDON NORTH CENTRE","450","U","LONDON","0","1","6","1","8","0","0","0","0","0","16","98","North London 7th Day Adventist Church"
"044","LONDON NORTH CENTRE","451","U","LONDON","0","3","5","0","3","0","0","0","0","0","11","87","North London 7th Day Adventist Church"
"044","LONDON NORTH CENTRE","452","U","LONDON","0","7","9","0","5","0","0","0","0","0","21","97","North London 7th Day Adventist Church"
"044","LONDON NORTH CENTRE","453","U","LONDON","0","14","14","0","33","0","0","0","0","0","61","176","St. Pauls Cathedral"
"044","LONDON NORTH CENTRE","454","U","LONDON","0","6","19","1","51","0","0","0","0","0","77","235","Central Library"
"044","LONDON NORTH CENTRE","455","U","LONDON","0","24","28","6","45","0","1","0","0","0","104","364","Central Library"
"044","LONDON NORTH CENTRE","456","U","LONDON","0","39","36","0","73","0","0","0","0","0","148","346","Colborne Centre"
"044","LONDON NORTH CENTRE","457","U","LONDON","3","14","32","8","37","0","1","0","1","0","96","287","Catholic Central Secondary School"
"044","LONDON NORTH CENTRE","458","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","459","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"044","LONDON NORTH CENTRE","700","U","LONDON","0","15","9","0","13","0","1","0","3","0","41","166","McGarrell Place"
"044","LONDON NORTH CENTRE","701","U","LONDON","0","6","1","0","1","0","0","0","0","0","8","117","Masonville Manor"
"044","LONDON NORTH CENTRE","702","U","LONDON","0","42","11","1","33","1","0","0","2","0","90","124","The Gainsborough"
"044","LONDON NORTH CENTRE","703","U","LONDON","0","8","5","0","12","0","0","0","0","0","25","96","Chateau Gardens"
"044","LONDON NORTH CENTRE","704","U","LONDON","1","83","21","0","60","1","1","4","1","0","172","253","Richmond Woods Retirement Centre"
"044","LONDON NORTH CENTRE","705","U","LONDON","0","8","9","1","13","0","0","1","0","0","32","53","Granite House"
"044","LONDON NORTH CENTRE","706","U","LONDON","1","29","9","1","32","0","1","0","0","0","73","105","Windermere on the Mount"
"044","LONDON NORTH CENTRE","707","U","LONDON","1","0","6","1","58","0","0","0","0","0","66","86","Sisters of St. Joseph Residence"
"044","LONDON NORTH CENTRE","708","U","LONDON","2","10","7","0","12","0","1","0","0","0","32","64","Horizon Place"
"044","LONDON NORTH CENTRE","709","U","LONDON","3","40","30","5","44","0","3","0","0","2","127","423","Mount Hope Centre for Long Term Care"
"044","LONDON NORTH CENTRE","710","U","LONDON","2","31","5","4","20","0","0","0","0","0","62","84","Amica at London"
"044","LONDON NORTH CENTRE","711","U","LONDON","2","19","23","3","15","3","3","0","0","0","68","168","Extendicare"
"044","LONDON NORTH CENTRE","712","U","LONDON","1","5","17","0","14","0","0","0","0","0","37","62","872 William Street"
"044","LONDON NORTH CENTRE","713","U","LONDON","1","7","6","0","11","0","0","0","0","0","25","68","Queen's Village"
"044","LONDON NORTH CENTRE","714","U","LONDON","0","9","4","0","9","0","0","0","0","0","22","46","Maple View Terrace"
"044","LONDON NORTH CENTRE","ADV001","U","LONDON","12","495","400","31","490","1","5","0","5","0","1439","0","Returning Office / Bureau du directeur du scrutin"
"044","LONDON NORTH CENTRE","ADV002","U","LONDON","0","158","119","14","193","1","2","3","0","0","490","0","Special Ballot Voting / Vote par bulletin spécial"
"044","LONDON NORTH CENTRE","ADV003","U","LONDON","3","696","374","40","883","1","3","5","0","5","2010","0","Cherryhill Village Mall"
"044","LONDON NORTH CENTRE","ADV004","U","LONDON","4","85","86","12","158","0","1","1","0","0","347","0","Central Library"
"044","LONDON NORTH CENTRE","ADV005","U","LONDON","6","213","150","40","464","0","8","2","0","3","886","0","University Community Centre - UWO"
"044","LONDON NORTH CENTRE","ADV006","U","LONDON","0","18","14","3","41","0","0","0","0","0","76","0","King's University College"
"044","LONDON NORTH CENTRE","ADV007","U","LONDON","6","930","192","26","941","0","2","6","2","0","2105","0","Masonville Manor"
"044","LONDON NORTH CENTRE","ADV008","U","LONDON","5","77","62","5","76","0","1","0","0","0","226","0","All Saints Anglican Church"
"TOTALS:","","","","","269","12628","9914","1451","19167","54","169","127","58","32","43869","91638",""
