"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BILEK","BROWN","CASANOVA","JACKSON","TAKHAR","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"049","MISSISSAUGA--ERINDALE","207","U","MISSISSAUGA","14","72","2","3","56","1","0","0","148","314","Erindale Presbyterian Church"
"049","MISSISSAUGA--ERINDALE","208","U","MISSISSAUGA","35","29","1","1","26","0","0","0","92","252","Erindale Presbyterian Church"
"049","MISSISSAUGA--ERINDALE","209","U","MISSISSAUGA","17","23","4","0","32","0","0","0","76","220","Erindale Presbyterian Church"
"049","MISSISSAUGA--ERINDALE","210","U","MISSISSAUGA","26","63","3","1","53","1","0","0","147","478","Hawthorne Public School"
"049","MISSISSAUGA--ERINDALE","211","U","MISSISSAUGA","6","66","2","0","56","0","0","0","130","298","Hawthorne Public School"
"049","MISSISSAUGA--ERINDALE","212","U","MISSISSAUGA","37","73","6","0","96","0","0","0","212","518","Hawthorne Public School"
"049","MISSISSAUGA--ERINDALE","213","U","MISSISSAUGA","27","113","3","1","88","0","0","0","232","547","Hawthorne Public School"
"049","MISSISSAUGA--ERINDALE","214","U","MISSISSAUGA","21","56","3","1","73","0","1","0","155","563","Hawthorne Public School"
"049","MISSISSAUGA--ERINDALE","215","U","MISSISSAUGA","23","70","1","4","52","2","0","0","152","379","St. Jerome School"
"049","MISSISSAUGA--ERINDALE","216","U","MISSISSAUGA","16","80","2","1","85","1","0","0","185","407","St. Jerome School"
"049","MISSISSAUGA--ERINDALE","217","U","MISSISSAUGA","18","73","2","0","52","0","0","0","145","399","St. Jerome School"
"049","MISSISSAUGA--ERINDALE","400","U","MISSISSAUGA","66","48","2","0","94","1","1","0","212","529","Parkway Place"
"049","MISSISSAUGA--ERINDALE","401","U","MISSISSAUGA","69","111","2","3","122","0","0","0","307","664","Papillon Place"
"049","MISSISSAUGA--ERINDALE","402","U","MISSISSAUGA","14","9","1","3","32","0","0","0","59","142","Forest Ridge"
"049","MISSISSAUGA--ERINDALE","403","U","MISSISSAUGA","41","90","4","2","101","0","0","0","238","545","Eagle Ridge"
"049","MISSISSAUGA--ERINDALE","404","U","MISSISSAUGA","27","27","2","2","40","0","0","0","98","175","Peel Senior Link"
"049","MISSISSAUGA--ERINDALE","405","U","MISSISSAUGA","9","8","1","0","44","2","0","0","64","123","Peel Senior Link"
"049","MISSISSAUGA--ERINDALE","406","U","MISSISSAUGA","28","23","2","2","32","0","0","0","87","222","Woodview Place"
"049","MISSISSAUGA--ERINDALE","407","U","MISSISSAUGA","11","8","2","0","26","0","0","0","47","125","Camille's Place"
"049","MISSISSAUGA--ERINDALE","408","U","MISSISSAUGA","9","100","1","0","44","0","0","0","154","240","The Palace"
"049","MISSISSAUGA--ERINDALE","409","U","MISSISSAUGA","14","66","1","1","80","0","0","0","162","245","Granite Gates Condominium"
"049","MISSISSAUGA--ERINDALE","410","U","MISSISSAUGA","11","67","1","0","47","0","0","0","126","199","Canyon Springs"
"049","MISSISSAUGA--ERINDALE","411","U","MISSISSAUGA","21","33","1","1","38","0","0","0","94","223","Lansdowne Apartments"
"049","MISSISSAUGA--ERINDALE","412","U","MISSISSAUGA","13","20","7","0","20","0","0","0","60","127","Lansdowne Apartments"
"049","MISSISSAUGA--ERINDALE","413","U","MISSISSAUGA","25","16","3","0","52","1","0","0","97","271","Erindale Terrace"
"049","MISSISSAUGA--ERINDALE","414","U","MISSISSAUGA","39","17","3","0","53","0","0","0","112","317","Britannia Glen Co-Op"
"049","MISSISSAUGA--ERINDALE","415","U","MISSISSAUGA","50","43","2","2","40","0","0","0","137","431","Forestwood Co-Op"
"049","MISSISSAUGA--ERINDALE","416","U","MISSISSAUGA","94","26","6","2","36","0","1","0","165","410","University of Toronto Mississauga at Erindale"
"049","MISSISSAUGA--ERINDALE","417","U","MISSISSAUGA","20","21","1","1","29","2","1","0","75","201","Wood Glen Estates"
"049","MISSISSAUGA--ERINDALE","700","U","MISSISSAUGA","24","55","0","2","60","0","0","0","141","290","Villages of Erin Meadows"
"049","MISSISSAUGA--ERINDALE","701","U","MISSISSAUGA",".......................COMBINED WITH POLL 700.......................","","","","","","","","","","Amica"
"049","MISSISSAUGA--ERINDALE","702","U","MISSISSAUGA","10","33","4","3","10","0","1","0","61","73","Ivan Franko"
"049","MISSISSAUGA--ERINDALE","703","U","MISSISSAUGA","2","10","0","0","8","0","0","0","20","44","Sunrise Senior Living"
"049","MISSISSAUGA--ERINDALE","704","U","MISSISSAUGA","0","0","0","0","0","0","0","0","0","8","Credit Valley Continuing Care (Cvh)"
"049","MISSISSAUGA--ERINDALE","705","U","MISSISSAUGA","16","3","2","2","15","0","1","0","39","107","Specialty Care"
"049","MISSISSAUGA--ERINDALE","706","U","MISSISSAUGA","3","36","4","0","38","2","0","0","83","100","Palisades on the Glen"
"049","MISSISSAUGA--ERINDALE","707","U","MISSISSAUGA","5","11","1","0","12","0","0","0","29","34","Viva Churchill"
"049","MISSISSAUGA--ERINDALE","ADV001","U","MISSISSAUGA","67","240","6","2","233","0","0","0","548","0","Returning Office / Bureau du directeur du scrutin"
"049","MISSISSAUGA--ERINDALE","ADV002","U","MISSISSAUGA","34","88","5","0","108","0","0","0","235","0","Special Ballot Voting / Vote par bulletin spécial"
"049","MISSISSAUGA--ERINDALE","ADV003","U","MISSISSAUGA","139","339","19","4","359","1","0","0","861","0","Huron Park Community Centre"
"049","MISSISSAUGA--ERINDALE","ADV004","U","MISSISSAUGA","208","711","33","2","879","4","0","0","1837","0","Erin Meadows Community Centre"
"049","MISSISSAUGA--ERINDALE","ADV005","U","MISSISSAUGA","219","796","35","4","943","1","0","0","1998","0","South Common Community Centre"
"049","MISSISSAUGA--ERINDALE","ADV006","U","MISSISSAUGA","17","14","2","0","29","0","0","0","62","0","University of Toronto Mississauga at Erindale"
"TOTALS:","","","","","7768","16294","853","176","20552","86","45","3","45777","104254",""
