"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","HOSKINS","HYNES","KITTREDGE","MCGIRR","PINTO","RITA","VALLANCE","VAN VELDHUYSEN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"077","ST. PAUL'S","702","U","TORONTO","21","7","1","12","2","1","2","1","1","3","0","51","198","Hellenic Home for the Aged"
"077","ST. PAUL'S","703","U","TORONTO","22","12","1","6","1","1","1","1","0","0","2","47","95","Pine Villa Retirement Residence"
"077","ST. PAUL'S","704","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"077","ST. PAUL'S","ADV001","U","TORONTO","760","249","6","267","0","1","1","23","1","1","0","1309","0","Returning Office / Bureau du directeur du scrutin"
"077","ST. PAUL'S","ADV002","U","TORONTO","320","114","4","120","0","0","4","20","15","0","1","598","0","Special Ballot Voting / Vote par bulletin spécial"
"077","ST. PAUL'S","ADV003","U","TORONTO","1320","127","7","445","2","0","3","28","0","2","1","1935","0","Yorkminster Park Baptist Church"
"077","ST. PAUL'S","ADV004","U","TORONTO","207","93","8","84","2","1","0","5","3","1","0","404","0","St. Hilda's Towers"
"077","ST. PAUL'S","ADV005","U","TORONTO","928","181","11","337","2","0","2","23","3","5","0","1492","0","Montgomery Place"
"077","ST. PAUL'S","ADV006","U","TORONTO","371","160","7","89","2","2","0","20","1","1","0","653","0","Castleview Wychwood Towers"
"TOTALS:","","","","","25048","7124","335","8972","83","86","69","1180","110","49","18","43074","85451",""
