"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","AGOVINO","BROWN","BROWN","VETTESE","ZIMMER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"101","WILLOWDALE","511","U","TORONTO","29","18","1","4","46","0","0","0","98","183","Harrison"
"101","WILLOWDALE","512","U","TORONTO","13","8","0","2","24","0","0","0","47","141","Mona Lisa"
"101","WILLOWDALE","513","U","TORONTO","37","25","1","5","68","0","0","0","136","409","Platinum XO"
"101","WILLOWDALE","514","U","TORONTO","11","1","1","1","23","0","1","0","38","68","Bayview Terraced Condominiums Residences"
"101","WILLOWDALE","515","U","TORONTO","14","11","2","1","36","0","1","0","65","146","Spring @ Minto Gardens"
"101","WILLOWDALE","516","U","TORONTO","21","12","0","4","44","0","0","0","81","219","Meridian Residences"
"101","WILLOWDALE","517","U","TORONTO","13","7","0","2","23","0","2","0","47","115","Merci le Condo"
"101","WILLOWDALE","518","U","TORONTO","11","4","1","2","23","0","0","0","41","154","St. Edward the Confessor Church"
"101","WILLOWDALE","519","U","TORONTO","13","18","4","2","43","0","0","0","80","197","Grande Triomphe 2"
"101","WILLOWDALE","520","U","TORONTO","22","12","0","8","35","0","0","0","77","222","The Continental"
"101","WILLOWDALE","521","U","TORONTO","25","16","0","4","34","0","0","0","79","202","The Pulse Condominiums"
"101","WILLOWDALE","522","U","TORONTO","16","8","1","0","28","0","0","0","53","153","The Pulse Condominiums"
"101","WILLOWDALE","523","U","TORONTO","14","5","1","0","27","0","0","0","47","140","Luxe Residences"
"101","WILLOWDALE","524","U","TORONTO","11","13","1","0","26","0","0","0","51","151","Luxe Residences"
"101","WILLOWDALE","525","U","TORONTO","59","7","0","2","63","0","0","0","131","214","St. Gabriel Village"
"101","WILLOWDALE","700","U","TORONTO","14","13","0","1","20","0","0","0","48","85","Lansing Retirement Residence"
"101","WILLOWDALE","701","U","TORONTO","4","4","1","1","17","0","0","0","27","113","Carefree Lodge"
"101","WILLOWDALE","702","U","TORONTO","21","9","2","0","28","2","0","0","62","358","Cummer Lodge"
"101","WILLOWDALE","703","U","TORONTO","17","10","4","1","28","0","0","1","61","201","Extendicare Bayview"
"101","WILLOWDALE","704","U","TORONTO","8","5","5","2","34","0","4","1","59","194","Gibson Long Term Care Centre"
"101","WILLOWDALE","705","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","",""
"101","WILLOWDALE","706","U","TORONTO","49","22","1","3","86","2","3","0","166","284","Seneca Towers"
"101","WILLOWDALE","707","U","TORONTO","35","18","9","2","85","1","0","0","150","279","Beecroft Manor"
"101","WILLOWDALE","708","U","TORONTO","53","27","4","2","66","3","3","0","158","288","The Kempford Apartments"
"101","WILLOWDALE","709","U","TORONTO","54","19","4","4","41","1","0","0","123","247","Willowdale Manor"
"101","WILLOWDALE","710","U","TORONTO","40","4","1","0","52","0","0","0","97","128","Amica at Bayview"
"101","WILLOWDALE","711","U","TORONTO","52","27","7","4","125","1","1","0","217","406","Cliffwood Manor"
"101","WILLOWDALE","712","U","TORONTO","39","17","2","1","86","0","0","0","145","204","Delmanor Northtown"
"101","WILLOWDALE","713","U","TORONTO","20","5","0","0","23","1","0","0","49","64","Amica at Bayview Gardens"
"101","WILLOWDALE","714","U","TORONTO",".......................COMBINED WITH POLL 712.......................","","","","","","","","","","St. Joseph's Convent of Morrow Park"
"101","WILLOWDALE","ADV001","U","TORONTO","278","108","4","26","463","0","0","0","879","0","Returning Office / Bureau du directeur du scrutin"
"101","WILLOWDALE","ADV002","U","TORONTO","96","53","1","16","192","6","0","0","364","0","Special Ballot Voting / Vote par bulletin spécial"
"101","WILLOWDALE","ADV003","U","TORONTO","472","93","2","20","629","2","3","0","1221","0","Mitchell Field Community Centre"
"101","WILLOWDALE","ADV004","U","TORONTO","859","156","3","18","850","2","0","1","1889","0","Cummer Park Community Centre"
"101","WILLOWDALE","ADV005","U","TORONTO","315","79","2","21","435","0","0","1","853","0","Edithvale Community Centre"
"101","WILLOWDALE","ADV006","U","TORONTO","15","36","3","10","23","1","0","0","88","0","Seneca College Residence"
"TOTALS:","","","","","14528","5556","297","874","21984","99","77","27","43442","95694",""
