"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ECCLES","JOHNSTONE","JOLLEY","KIDD","MARSHALL","MILLER","WALKER","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"010","BRUCE--GREY--OWEN SOUND","196","U","DURHAM","35","14","1","0","23","0","34","0","0","0","107","291","Durham and District Community Centre"
"010","BRUCE--GREY--OWEN SOUND","197","U","DURHAM","19","11","0","0","27","0","27","0","0","0","84","251","Durham and District Community Centre"
"010","BRUCE--GREY--OWEN SOUND","198","U","DURHAM","50","12","1","4","21","1","38","1","0","0","128","322","Durham and District Community Centre"
"010","BRUCE--GREY--OWEN SOUND","199","U","DURHAM","26","9","0","0","14","0","45","0","0","0","94","308","Durham and District Community Centre"
"010","BRUCE--GREY--OWEN SOUND","200","U","DURHAM","25","10","1","1","17","0","38","0","0","0","92","284","Durham and District Community Centre"
"010","BRUCE--GREY--OWEN SOUND","201","U","DURHAM","22","5","5","3","30","0","35","0","0","0","100","235","Glenelg Community Hall"
"010","BRUCE--GREY--OWEN SOUND","202","U","DURHAM","25","9","1","2","21","0","37","0","0","0","95","293","Glenelg Community Hall"
"010","BRUCE--GREY--OWEN SOUND","203","U","FLESHERTON","18","6","2","2","3","0","47","1","0","0","79","201","Flesherton Kinplex"
"010","BRUCE--GREY--OWEN SOUND","204","U","NEUSTADT","43","37","4","6","25","2","91","0","0","0","208","458","Neustadt Community Hall and Arena"
"010","BRUCE--GREY--OWEN SOUND","205","U","NEUSTADT","54","14","5","7","20","0","50","1","0","0","151","284","Neustadt Community Hall and Arena"
"010","BRUCE--GREY--OWEN SOUND","206","U","AYTON","42","27","1","3","46","1","79","1","0","0","200","421","Normanby Township Arena Complex"
"010","BRUCE--GREY--OWEN SOUND","207","U","AYTON","46","12","8","3","21","1","51","0","0","0","142","214","Normanby Township Arena Complex"
"010","BRUCE--GREY--OWEN SOUND","208","U","HOLSTEIN","22","15","3","0","20","0","38","0","0","0","98","265","Egremont Optomist Community Centre"
"010","BRUCE--GREY--OWEN SOUND","209","U","AYTON","63","20","3","2","20","1","52","0","0","0","161","259","Normanby Township Arena Complex"
"010","BRUCE--GREY--OWEN SOUND","210","U","HOLSTEIN","38","19","4","1","15","1","58","0","0","0","136","278","Egremont Optomist Community Centre"
"010","BRUCE--GREY--OWEN SOUND","211","U","HOLSTEIN","48","18","0","0","61","0","59","0","1","0","187","385","Egremont Optomist Community Centre"
"010","BRUCE--GREY--OWEN SOUND","212","U","HOLSTEIN","41","13","4","5","26","1","54","0","0","0","144","286","Egremont Optomist Community Centre"
"010","BRUCE--GREY--OWEN SOUND","213","U","HOLSTEIN","68","17","0","2","26","2","75","0","0","0","190","334","Egremont Optomist Community Centre"
"010","BRUCE--GREY--OWEN SOUND","214","U","HOLSTEIN","68","11","0","0","25","1","82","0","0","0","187","355","Egremont Optomist Community Centre"
"010","BRUCE--GREY--OWEN SOUND","215","U","HOLSTEIN","41","9","1","0","11","0","43","0","0","0","105","236","Egremont Optomist Community Centre"
"010","BRUCE--GREY--OWEN SOUND","216","U","DUNDALK","51","36","7","0","16","2","88","0","0","0","200","342","Township of Southgate Council Chambers"
"010","BRUCE--GREY--OWEN SOUND","217","U","DUNDALK","28","37","0","0","10","0","70","0","0","0","145","383","High Point Community School"
"010","BRUCE--GREY--OWEN SOUND","218","U","DUNDALK","15","23","1","0","9","2","69","1","0","0","120","311","High Point Community School"
"010","BRUCE--GREY--OWEN SOUND","219","U","DUNDALK","34","19","2","0","5","1","61","1","0","0","123","378","High Point Community School"
"010","BRUCE--GREY--OWEN SOUND","220","U","DUNDALK","15","19","1","2","8","1","42","0","0","0","88","338","Township of Southgate Council Chambers"
"010","BRUCE--GREY--OWEN SOUND","221","U","DUNDALK","38","31","3","0","9","0","76","2","0","0","159","434","High Point Community School"
"010","BRUCE--GREY--OWEN SOUND","222","U","DUNDALK","17","20","0","2","11","0","35","0","0","0","85","161","Township of Southgate Council Chambers"
"010","BRUCE--GREY--OWEN SOUND","223","U","DUNDALK","20","18","3","3","4","3","38","0","0","0","89","246","High Point Community School"
"010","BRUCE--GREY--OWEN SOUND","400","U","OWEN SOUND","26","35","5","0","8","1","33","0","0","0","108","185","Parkway Apartments"
"010","BRUCE--GREY--OWEN SOUND","700","U","LIONS HEAD","8","8","0","0","2","2","23","0","0","0","43","56","Golden Dawn Senior Citizen Home"
"010","BRUCE--GREY--OWEN SOUND","701","U","OWEN SOUND","2","0","0","0","0","0","2","0","0","0","4","10","Kent Residential Home"
"010","BRUCE--GREY--OWEN SOUND","702","U","WILLIAMSFORD","7","7","2","0","2","0","17","0","0","0","35","74","Gateway Haven"
"010","BRUCE--GREY--OWEN SOUND","703","U","OWEN SOUND","3","4","0","0","0","0","16","1","0","0","24","57","Mapleview Nursing Home"
"010","BRUCE--GREY--OWEN SOUND","704","U","OWEN SOUND","21","14","4","0","3","3","34","1","0","0","80","119","Kelso Villa Retirement Home"
"010","BRUCE--GREY--OWEN SOUND","705","U","OWEN SOUND","2","0","0","0","0","0","9","0","1","0","12","24","Mapleview Nursing Home"
"010","BRUCE--GREY--OWEN SOUND","706","U","OWEN SOUND","9","2","0","1","1","1","7","1","0","0","22","49","John Joseph Place"
"010","BRUCE--GREY--OWEN SOUND","707","U","DURHAM","9","1","2","1","5","0","13","4","0","0","35","107","Rockwood Terrace"
"010","BRUCE--GREY--OWEN SOUND","708","U","OWEN SOUND","3","1","4","2","1","0","8","0","0","0","19","39","Twin Pines Apartments"
"010","BRUCE--GREY--OWEN SOUND","709","U","OWEN SOUND","26","4","6","2","2","4","34","0","0","0","78","137","Central Place"
"010","BRUCE--GREY--OWEN SOUND","710","U","CHATSWORTH","2","2","2","1","0","3","5","2","0","0","17","36","Country Lane"
"010","BRUCE--GREY--OWEN SOUND","711","U","OWEN SOUND","23","13","1","0","0","2","31","0","2","0","72","99","Seasons Owen Sound"
"010","BRUCE--GREY--OWEN SOUND","712","U","OWEN SOUND","11","18","3","0","2","0","25","1","1","0","61","96","St. Francis Place"
"010","BRUCE--GREY--OWEN SOUND","713","U","OWEN SOUND","10","5","2","0","2","0","15","1","0","0","35","62","Twin Pines Apartments"
"010","BRUCE--GREY--OWEN SOUND","714","U","OWEN SOUND","14","7","2","1","1","1","26","1","21","0","74","146","Lee Manor"
"010","BRUCE--GREY--OWEN SOUND","715","U","OWEN SOUND","18","7","3","2","4","2","47","1","0","0","84","158","Summit Place Retirement Residence"
"010","BRUCE--GREY--OWEN SOUND","716","U","MEAFORD","13","3","4","1","1","2","22","0","0","0","46","78","Meaford Long Term Care Centre"
"010","BRUCE--GREY--OWEN SOUND","717","U","CHESLEY","6","0","1","0","0","0","8","2","0","0","17","35","Parkview Manor Health Care Centre"
"010","BRUCE--GREY--OWEN SOUND","718","U","CHESLEY","5","0","0","0","0","0","8","1","0","0","14","25","Parkview Manor Health Care Centre"
"010","BRUCE--GREY--OWEN SOUND","719","U","CHATSWORTH","7","1","0","0","0","0","12","0","0","0","20","27","Country Lane"
"010","BRUCE--GREY--OWEN SOUND","720","U","MARKDALE",".......................COMBINED WITH POLL 721.......................","","","","","","","","","","","","Grey Gables Lodge"
"010","BRUCE--GREY--OWEN SOUND","721","U","HANOVER","16","7","2","2","1","2","29","0","2","0","61","72","Hanover Care Centre"
"010","BRUCE--GREY--OWEN SOUND","722","U","OWEN SOUND","1","6","0","1","1","0","4","0","0","0","13","45","John Joseph Place"
"010","BRUCE--GREY--OWEN SOUND","723","U","HANOVER","42","19","1","2","4","4","56","0","0","0","128","222","The Village Senior Community"
"010","BRUCE--GREY--OWEN SOUND","724","U","OWEN SOUND","1","0","3","1","0","2","6","1","0","0","14","22","Kent Residential Home"
"010","BRUCE--GREY--OWEN SOUND","ADV001","U","OWEN SOUND","685","348","97","5","76","7","1312","0","0","1","2531","0","Returning Office / Bureau du directeur du scrutin"
"010","BRUCE--GREY--OWEN SOUND","ADV002","U","OWEN SOUND","238","155","29","12","78","7","524","0","0","0","1043","0","Special Ballot Voting / Vote par bulletin spécial"
"010","BRUCE--GREY--OWEN SOUND","ADV003","U","DURHAM","187","85","15","2","38","3","650","1","0","0","981","0","Adv-Satellite Office"
"010","BRUCE--GREY--OWEN SOUND","ADV004","U","MEAFORD","182","98","25","2","35","7","418","0","0","2","769","0","Meaford Hall"
"010","BRUCE--GREY--OWEN SOUND","ADV005","U","LIONS HEAD","76","36","10","0","27","1","262","1","0","0","413","0","Lions Head Bethel Church"
"010","BRUCE--GREY--OWEN SOUND","ADV006","R","DUNDALK","36","18","0","0","6","1","78","0","0","0","139","0","Township of Southgate Council Chambers"
"010","BRUCE--GREY--OWEN SOUND","ADV007","U","CHESLEY","86","33","3","3","9","2","166","2","0","0","304","0","Chesley and Area Fire Department"
"010","BRUCE--GREY--OWEN SOUND","ADV008","U","HANOVER","232","84","12","11","40","4","370","5","0","1","759","0","P & H Centre-Lounge"
"010","BRUCE--GREY--OWEN SOUND","ADV009","U","WIARTON","177","71","11","8","158","1","418","0","0","1","845","0","Satellite Office"
"010","BRUCE--GREY--OWEN SOUND","ADV010","U","NEUSTADT","34","7","1","3","5","0","28","0","0","0","78","0","Neustadt Community Hall and Arena"
"010","BRUCE--GREY--OWEN SOUND","ADV011","U","MARKDALE","134","67","11","3","29","2","333","1","0","0","580","0","Centre Grey Recreation Centre"
"010","BRUCE--GREY--OWEN SOUND","ADV012","U","FLESHERTON","48","12","3","0","21","1","157","0","1","1","244","0","Flesherton Kinplex"
"TOTALS:","","","","","10889","6133","1478","339","2654","246","19567","100","49","15","41470","75809",""
