"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BALDWIN-SANDS","CORNISH","LOEWEN","MCKEEVER","YUREK","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"021","ELGIN--MIDDLESEX--LONDON","201","U","ST. THOMAS","67","60","8","0","76","0","0","0","211","521","Faith Baptist Church"
"021","ELGIN--MIDDLESEX--LONDON","202","U","ST. THOMAS","70","28","2","0","113","1","2","0","216","504","Faith Baptist Church"
"021","ELGIN--MIDDLESEX--LONDON","203","U","ST. THOMAS","72","43","8","4","92","0","0","0","219","467","Faith Baptist Church"
"021","ELGIN--MIDDLESEX--LONDON","204","U","ST. THOMAS","76","52","3","0","110","0","0","0","241","512","Faith Baptist Church"
"021","ELGIN--MIDDLESEX--LONDON","205","U","ST. THOMAS","65","50","0","1","102","0","0","0","218","464","Faith Baptist Church"
"021","ELGIN--MIDDLESEX--LONDON","206","U","ST. THOMAS","89","71","6","1","147","0","0","0","314","590","Fellowship Christian Reformed Church"
"021","ELGIN--MIDDLESEX--LONDON","400","U","LONDON","..........................NO POLL HELD..........................","","","","","","","","","",""
"021","ELGIN--MIDDLESEX--LONDON","401","U","LONDON","68","50","1","1","73","0","0","0","193","397","Glendale Crossing"
"021","ELGIN--MIDDLESEX--LONDON","402","U","ST. THOMAS","..........................NO POLL HELD..........................","","","","","","","","","",""
"021","ELGIN--MIDDLESEX--LONDON","403","U","ST. THOMAS","..........................NO POLL HELD..........................","","","","","","","","","",""
"021","ELGIN--MIDDLESEX--LONDON","700","U","ST. THOMAS","..........................NO POLL HELD..........................","","","","","","","","","",""
"021","ELGIN--MIDDLESEX--LONDON","701","R","ST. THOMAS","..........................NO POLL HELD..........................","","","","","","","","","",""
"021","ELGIN--MIDDLESEX--LONDON","702","U","ST. THOMAS","15","10","0","0","37","0","1","0","63","89","Metcalfe Gardens"
"021","ELGIN--MIDDLESEX--LONDON","703","U","ST THOMAS","2","1","1","2","12","0","0","0","18","28","St. Thomas Elgin General Hospital"
"021","ELGIN--MIDDLESEX--LONDON","704","U","ST THOMAS","..........................NO POLL HELD..........................","","","","","","","","","",""
"021","ELGIN--MIDDLESEX--LONDON","705","U","ST. THOMAS","..........................NO POLL HELD..........................","","","","","","","","","",""
"021","ELGIN--MIDDLESEX--LONDON","706","U","AYLMER","26","30","9","5","41","1","1","0","113","252","Chateau Gardens"
"021","ELGIN--MIDDLESEX--LONDON","707","U","AYLMER","..........................NO POLL HELD..........................","","","","","","","","","",""
"021","ELGIN--MIDDLESEX--LONDON","708","U","ST THOMAS","..........................NO POLL HELD..........................","","","","","","","","","",""
"021","ELGIN--MIDDLESEX--LONDON","709","U","PORT STANLEY",".......................COMBINED WITH POLL 706.......................","","","","","","","","","","Extendicare"
"021","ELGIN--MIDDLESEX--LONDON","710","R","DUTTON","..........................NO POLL HELD..........................","","","","","","","","","",""
"021","ELGIN--MIDDLESEX--LONDON","ADV001","U","ST THOMAS","464","323","29","3","833","1","3","0","1656","0","Returning Office / Bureau du directeur du scrutin"
"021","ELGIN--MIDDLESEX--LONDON","ADV002","U","1","116","77","3","4","189","8","3","0","400","0","Special Ballot Voting / Vote par bulletin spécial"
"021","ELGIN--MIDDLESEX--LONDON","ADV003","U","DUTTON","51","30","0","0","140","1","0","0","222","0","Dutton Town Hall"
"021","ELGIN--MIDDLESEX--LONDON","ADV004","U","PORT STANLEY","60","35","7","2","136","0","1","0","241","0","Port Stanley Royal Canadian Legion"
"021","ELGIN--MIDDLESEX--LONDON","ADV005","U","ST. THOMAS","203","69","8","0","575","0","0","0","855","0","Faith Baptist Church"
"021","ELGIN--MIDDLESEX--LONDON","ADV006","U","AYLMER","233","130","20","7","695","1","0","0","1086","0","East Elgin Community Complex"
"021","ELGIN--MIDDLESEX--LONDON","ADV007","U","THORNDALE","32","25","3","0","99","0","0","0","159","0","Thorndale Public Library"
"021","ELGIN--MIDDLESEX--LONDON","ADV008","U","STRAFFORDVILLE","24","17","2","0","102","0","1","0","146","0","Bayham Community Centre"
"021","ELGIN--MIDDLESEX--LONDON","ADV009","U","LONDON","83","65","4","0","156","1","1","0","310","0","South London Community Centre"
"021","ELGIN--MIDDLESEX--LONDON","ADV010","U","RODNEY","44","26","0","0","68","0","0","0","138","0","West Elgin Recreation Centre"
"021","ELGIN--MIDDLESEX--LONDON","ADV011","U","BELMONT","107","43","5","1","168","1","0","0","325","0","Elections Ontario Satellite"
"TOTALS:","","","","","11075","9201","981","283","19771","80","59","15","41465","80858",""
