"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BENDER","DYCK","GARVIE","GORDON","ICHIM","SANDALS","SCHIRK","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"027","GUELPH","403","U","GUELPH","2","4","0","19","1","36","47","0","0","0","109","186","Parkview Condominiums"
"027","GUELPH","700","U","GUELPH","2","9","0","35","5","95","75","2","3","0","226","519","Village of Riverside Glen"
"027","GUELPH","701","U","GUELPH","0","0","0","2","1","3","4","0","1","0","11","97","Lapointe Fisher Nursing Home"
"027","GUELPH","702","U","GUELPH","2","4","1","25","0","78","43","1","1","0","155","334","The Elliott Community"
"027","GUELPH","703","U","GUELPH","2","3","1","15","1","26","21","0","1","0","70","109","The Royal on Gordon Retirement Home"
"027","GUELPH","704","U","GUELPH","2","1","0","18","2","44","19","0","2","0","88","303","St. Joseph's Health Centre"
"027","GUELPH","705","U","GUELPH","4","1","1","16","0","53","35","2","0","0","112","154","Guelph Lake Commons"
"027","GUELPH","706","U","GUELPH","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"027","GUELPH","707","U","GUELPH","0","3","1","9","2","17","7","3","0","0","42","119","College Place Retirement Residence"
"027","GUELPH","708","U","GUELPH","6","3","0","12","1","23","14","0","2","0","61","109","Stone Lodge Retirement Home"
"027","GUELPH","709","U","GUELPH","4","0","0","8","0","10","9","1","2","0","34","61","Heritage House"
"027","GUELPH","710","U","GUELPH","2","2","0","16","1","47","20","1","0","0","89","137","Chartwell Select Wellington Park Terrace"
"027","GUELPH","ADV001","U","GUELPH","5","76","1","231","1","421","327","1","2","0","1065","0","Returning Office / Bureau du directeur du scrutin"
"027","GUELPH","ADV002","U","GUELPH","5","56","1","188","4","346","234","5","2","0","841","0","Special Ballot Voting / Vote par bulletin spécial"
"027","GUELPH","ADV003","U","GUELPH","11","91","1","294","2","727","536","1","2","3","1668","0","Evergreen Seniors Centre"
"027","GUELPH","ADV004","U","GUELPH","4","72","3","287","3","657","425","1","1","0","1453","0","Westend Community Centre"
"027","GUELPH","ADV005","U","GUELPH","4","40","1","175","2","321","287","0","1","0","831","0","Guelph Public Library, East Side Branch"
"027","GUELPH","ADV006","U","GUELPH","6","64","1","299","2","423","147","2","0","1","945","0","Guelph City Hall"
"027","GUELPH","ADV007","U","GUELPH","8","51","1","153","1","653","484","3","1","0","1355","0","Clair Road Emergency Services Centre"
"027","GUELPH","ADV008","U","GUELPH","6","94","6","164","0","257","70","0","0","0","597","0","University of Guelph, University Centre"
"TOTALS:","","","","","305","3234","139","11150","100","19815","11954","115","64","27","46903","93308",""
