"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","DOMBROWSKY","FORD","HAYES","HULL","SKINNER","SMITH","TUCK","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"073","PRINCE EDWARD--HASTINGS","706","U","BELLEVILLE","17","0","2","0","3","15","0","0","0","0","37","129","Belmont Long Term Care Facility"
"073","PRINCE EDWARD--HASTINGS","707","U","BELLEVILLE","53","0","21","3","1","48","0","0","4","1","131","199","Quinte Gardens"
"073","PRINCE EDWARD--HASTINGS","708","U","BELLEVILLE","21","1","9","1","3","15","1","0","0","0","51","79","The Richmond Retirement Residence"
"073","PRINCE EDWARD--HASTINGS","709","U","BELLEVILLE","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"073","PRINCE EDWARD--HASTINGS","710","U","BELLEVILLE","20","2","15","1","1","51","0","0","0","1","91","135","Aldersgate Home"
"073","PRINCE EDWARD--HASTINGS","711","U","BELLEVILLE","32","0","8","4","1","38","1","2","1","3","90","252","Hastings Manor Home for the Aged"
"073","PRINCE EDWARD--HASTINGS","712","U","BELLEVILLE",".......................COMBINED WITH POLL 713.......................","","","","","","","","","","","","Bayview Retirement Home"
"073","PRINCE EDWARD--HASTINGS","713","U","BELLEVILLE","41","4","7","3","4","25","1","1","1","0","87","155","Westgate Lodge Nursing Home"
"073","PRINCE EDWARD--HASTINGS","714","U","BELLEVILLE","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"073","PRINCE EDWARD--HASTINGS","715","U","BELLEVILLE","57","3","25","3","3","41","0","1","1","1","135","226","Quinte Living Centre"
"073","PRINCE EDWARD--HASTINGS","716","U","PICTON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"073","PRINCE EDWARD--HASTINGS","717","U","BELLEVILLE",".......................COMBINED WITH POLL 715.......................","","","","","","","","","","","","Evergreen Retirement Home"
"073","PRINCE EDWARD--HASTINGS","718","U","PICTON","16","0","3","1","1","16","0","0","0","0","37","88","H.J. McFarland Memorial Home"
"073","PRINCE EDWARD--HASTINGS","719","U","PICTON","8","0","2","3","0","6","0","1","1","8","29","63","Picton Manor Nursing Home"
"073","PRINCE EDWARD--HASTINGS","720","U","PICTON","18","1","1","0","0","11","0","1","0","1","33","75","Kentwood Park Nursing Home"
"073","PRINCE EDWARD--HASTINGS","721","U","PICTON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"073","PRINCE EDWARD--HASTINGS","722","U","PICTON","28","3","8","3","6","21","2","0","0","0","71","146","Hallowell Home/House"
"073","PRINCE EDWARD--HASTINGS","723","U","PICTON","21","1","5","1","1","13","0","1","0","0","43","95","West Lake Terrace Nursing Home"
"073","PRINCE EDWARD--HASTINGS","724","U","BELLEVILLE",".......................COMBINED WITH POLL 722.......................","","","","","","","","","","","","Quinte Health Care Belleville General"
"073","PRINCE EDWARD--HASTINGS","725","U","PICTON",".......................COMBINED WITH POLL 726.......................","","","","","","","","","","","","Quinte Health Care Pe Cty Memorial"
"073","PRINCE EDWARD--HASTINGS","726","U","WELLINGTON","57","0","32","14","0","67","0","0","0","0","170","529","Sandbank Homes"
"073","PRINCE EDWARD--HASTINGS","727","U","PICTON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"073","PRINCE EDWARD--HASTINGS","ADV001","U","BELLEVILLE","1613","22","449","92","6","1789","6","3","0","0","3980","0","Returning Office / Bureau du directeur du scrutin"
"073","PRINCE EDWARD--HASTINGS","ADV002","U","BELLEVILLE","267","4","105","28","0","296","1","2","0","3","706","0","Special Ballot Voting / Vote par bulletin spécial"
"073","PRINCE EDWARD--HASTINGS","ADV003","U","BANCROFT","283","2","185","19","3","497","2","0","0","0","991","0","Satellite Office"
"073","PRINCE EDWARD--HASTINGS","ADV004","R","MAYNOOTH","109","2","71","9","3","162","0","2","0","0","358","0","Municipality of Hastings Highlands"
"073","PRINCE EDWARD--HASTINGS","ADV005","R","MADOC","207","5","100","19","3","368","0","0","1","0","703","0","Arts Centre Hastings"
"073","PRINCE EDWARD--HASTINGS","ADV006","R","STIRLING","133","1","37","8","1","227","1","1","1","1","411","0","Hastings County Museum of Agriculture"
"073","PRINCE EDWARD--HASTINGS","ADV007","R","MARMORA","142","1","51","10","2","190","2","0","0","0","398","0","Municipality of Marmora and Lake"
"073","PRINCE EDWARD--HASTINGS","ADV008","R","TWEED","344","6","108","13","3","307","2","1","1","0","785","0","Tweed Public Library"
"073","PRINCE EDWARD--HASTINGS","ADV009","U","DESERONTO","49","1","40","7","0","91","0","0","0","0","188","0","Deseronto Community Centre"
"073","PRINCE EDWARD--HASTINGS","ADV010","R","WELLINGTON","175","0","63","52","1","326","1","1","0","0","619","0","Wellington District Community Centre"
"073","PRINCE EDWARD--HASTINGS","ADV011","U","PICTON","430","5","201","189","1","691","7","1","0","0","1525","0","Masonic Temple - Picton"
"073","PRINCE EDWARD--HASTINGS","ADV012","U","BELLEVILLE","21","1","18","9","2","10","1","0","0","0","62","0","Loyalist College"
"TOTALS:","","","","","15686","257","7379","2049","201","18816","115","85","34","33","44655","86304",""
