"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BUCK","CHUDLEIGH","FRASER","NAIDOO-HARRIS","RODRIGUES","SPOHR","VAN DEN BURG","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"030","HALTON","222B","U","BURLINGTON","0","44","3","49","1","11","0","0","0","1","109","355","Charles R Beaudoin Public School"
"030","HALTON","223","U","BURLINGTON","0","55","2","57","0","7","0","0","0","0","121","351","Charles R Beaudoin Public School"
"030","HALTON","224","U","BURLINGTON","0","77","3","60","0","13","0","0","0","0","153","438","Orchard Park Public School"
"030","HALTON","225","U","BURLINGTON","1","103","5","49","0","22","0","1","0","0","181","435","Alexander Public School"
"030","HALTON","226","U","BURLINGTON","0","78","2","77","0","25","1","1","0","0","184","470","Orchard Park Public School"
"030","HALTON","227","U","BURLINGTON","0","50","6","56","0","24","1","0","0","0","137","428","Orchard Park Public School"
"030","HALTON","228","U","BURLINGTON","0","58","2","81","0","26","2","0","0","0","169","435","Alexander Public School"
"030","HALTON","229","U","BURLINGTON","0","55","4","66","1","18","0","0","0","0","144","373","Alexander Public School"
"030","HALTON","230","U","BURLINGTON","1","78","3","97","1","27","1","0","0","0","208","482","Alexander Public School"
"030","HALTON","231","U","BURLINGTON","0","66","1","71","0","22","0","0","0","0","160","405","Alexander Public School"
"030","HALTON","232","U","BURLINGTON","0","61","5","64","1","21","1","0","0","0","153","360","Alexander Public School"
"030","HALTON","233","U","BURLINGTON","1","67","2","63","0","22","0","0","0","0","155","398","Orchard Park Public School"
"030","HALTON","234","U","BURLINGTON","0","62","2","74","3","26","0","0","0","0","167","400","Alexander Public School"
"030","HALTON","235","U","BURLINGTON","0","40","3","52","0","11","0","1","0","0","107","381","Alexander Public School"
"030","HALTON","236","U","BURLINGTON","1","78","3","71","2","30","2","2","0","0","189","394","Orchard Park Public School"
"030","HALTON","237","U","BURLINGTON","1","56","5","76","0","30","1","2","0","1","172","364","Orchard Park Public School"
"030","HALTON","238","U","BURLINGTON","0","80","4","68","0","18","0","0","0","0","170","387","Saint Elizabeth Seton Catholic School"
"030","HALTON","239","U","BURLINGTON","1","36","1","54","0","8","0","0","0","0","100","221","Saint Elizabeth Seton Catholic School"
"030","HALTON","240","U","BURLINGTON","0","70","6","67","2","37","0","0","0","0","182","497","Tansley Woods Community Centre"
"030","HALTON","241","U","BURLINGTON","1","44","3","41","0","26","0","0","0","0","115","347","Tansley Woods Community Centre"
"030","HALTON","242","U","BURLINGTON","1","47","5","68","1","25","1","0","0","0","148","444","Tansley Woods Community Centre"
"030","HALTON","243","U","BURLINGTON","2","68","5","56","35","0","0","0","1","0","167","418","Tansley Woods Community Centre"
"030","HALTON","244","U","BURLINGTON","0","58","2","63","0","18","0","1","0","0","142","364","Saint Elizabeth Seton Catholic School"
"030","HALTON","245","U","BURLINGTON","0","71","3","57","1","29","0","2","0","0","163","488","Saint Elizabeth Seton Catholic School"
"030","HALTON","246","U","BURLINGTON","0","71","1","58","2","9","0","0","0","0","141","358","Saint Elizabeth Seton Catholic School"
"030","HALTON","247","U","BURLINGTON","0","76","2","63","0","11","0","0","0","0","152","445","Saint Elizabeth Seton Catholic School"
"030","HALTON","248","U","BURLINGTON","0","67","1","79","0","20","0","0","0","0","167","404","Saint Elizabeth Seton Catholic School"
"030","HALTON","249A","U","BURLINGTON","1","41","3","66","0","12","1","1","0","0","125","388","Charles R Beaudoin Public School"
"030","HALTON","249B","U","BURLINGTON","0","40","3","47","0","19","0","0","0","0","109","377","Charles R Beaudoin Public School"
"030","HALTON","249C","U","BURLINGTON","1","36","1","40","0","17","1","0","2","0","98","392","Charles R Beaudoin Public School"
"030","HALTON","250A","U","BURLINGTON","0","53","5","46","1","25","0","1","0","0","131","353","Charles R Beaudoin Public School"
"030","HALTON","250B","U","BURLINGTON","1","66","2","50","1","18","0","0","0","0","138","354","Charles R Beaudoin Public School"
"030","HALTON","251","U","BURLINGTON","1","135","2","76","0","14","0","2","0","0","230","497","Charles R Beaudoin Public School"
"030","HALTON","252","U","BURLINGTON","0","76","1","65","0","8","0","0","0","0","150","342","Sacred Heart of Jesus Catholic School"
"030","HALTON","253","U","BURLINGTON","0","95","1","49","0","16","0","0","0","0","161","381","Sacred Heart of Jesus Catholic School"
"030","HALTON","254","U","BURLINGTON","0","50","2","31","0","15","1","0","0","0","99","286","Charles R Beaudoin Public School"
"030","HALTON","255","U","BURLINGTON","0","58","3","28","0","23","1","0","0","0","113","370","Charles R Beaudoin Public School"
"030","HALTON","256","U","BURLINGTON","1","94","3","58","0","9","0","1","0","0","166","389","Charles R Beaudoin Public School"
"030","HALTON","257","U","BURLINGTON","1","105","3","64","0","10","0","0","0","0","183","365","Sacred Heart of Jesus Catholic School"
"030","HALTON","258","U","BURLINGTON","1","99","3","98","0","11","1","0","0","0","213","519","Sacred Heart of Jesus Catholic School"
"030","HALTON","259A","U","BURLINGTON","0","83","4","61","0","16","0","1","0","0","165","389","Tansley Woods Community Centre"
"030","HALTON","259B","U","BURLINGTON","0","65","1","65","0","19","1","0","0","0","151","362","Tansley Woods Community Centre"
"030","HALTON","260","U","BURLINGTON","2","66","4","72","2","28","0","0","1","0","175","429","Sacred Heart of Jesus Catholic School"
"030","HALTON","261","U","BURLINGTON","0","90","3","72","0","13","1","0","2","0","181","355","Sacred Heart of Jesus Catholic School"
"030","HALTON","262","U","BURLINGTON","1","48","1","40","1","20","0","0","0","0","111","299","Sacred Heart of Jesus Catholic School"
"030","HALTON","263A","U","BURLINGTON","0","53","3","56","0","13","0","0","0","0","125","287","Sacred Heart of Jesus Catholic School"
"030","HALTON","263B","U","BURLINGTON","0","53","1","48","0","11","0","0","0","0","113","293","Sacred Heart of Jesus Catholic School"
"030","HALTON","264","U","BURLINGTON","1","44","5","59","0","38","0","0","0","0","147","504","Sacred Heart of Jesus Catholic School"
"030","HALTON","265","U","BURLINGTON","0","16","1","15","1","18","0","0","0","0","51","174","Tansley Woods Community Centre"
"030","HALTON","266","U","BURLINGTON","0","73","4","101","0","30","1","0","0","0","209","516","Appleby Ice Centre"
"030","HALTON","267","U","BURLINGTON","0","58","4","55","0","35","0","0","0","0","152","442","North Burlington Baptist Church"
"030","HALTON","268","U","BURLINGTON","0","61","2","45","1","25","2","0","0","0","136","358","North Burlington Baptist Church"
"030","HALTON","269","U","BURLINGTON","0","62","1","58","0","27","0","0","0","0","148","408","Appleby Ice Centre"
"030","HALTON","270","U","BURLINGTON","0","51","2","54","1","34","0","0","0","0","142","463","Appleby Ice Centre"
"030","HALTON","271","U","BURLINGTON","0","48","2","52","0","41","0","0","0","0","143","443","Appleby Ice Centre"
"030","HALTON","272","U","BURLINGTON","0","22","2","21","0","7","0","1","0","0","53","134","St. Paul the Apostle Church"
"030","HALTON","273","U","BURLINGTON","1","90","8","80","1","42","2","0","0","0","224","599","St. Paul the Apostle Church"
"030","HALTON","274","U","BURLINGTON","0","66","3","52","0","29","0","0","0","0","150","397","Tansley United Church"
"030","HALTON","275","U","BURLINGTON","0","105","3","87","1","31","0","1","0","0","228","518","Tansley United Church"
"030","HALTON","276","U","BURLINGTON","0","43","1","37","0","23","1","0","0","0","105","339","Tansley United Church"
"030","HALTON","277","U","BURLINGTON","0","59","3","77","1","29","0","0","0","0","169","423","St. Paul the Apostle Church"
"030","HALTON","278","U","BURLINGTON","1","100","7","93","0","33","0","1","0","1","236","481","St. Paul the Apostle Church"
"030","HALTON","279","U","BURLINGTON","0","108","5","83","0","26","0","0","0","0","222","434","Tansley United Church"
"030","HALTON","280","U","BURLINGTON","0","82","8","45","0","32","0","0","0","0","167","381","C. H. Norton Public School"
"030","HALTON","281","U","BURLINGTON","0","70","5","71","1","28","0","1","0","0","176","463","St. Paul the Apostle Church"
"030","HALTON","282","U","BURLINGTON","0","89","4","95","0","33","0","0","0","0","221","527","St. Paul the Apostle Church"
"030","HALTON","283","U","BURLINGTON","1","77","9","92","1","19","1","0","0","0","200","457","St. Paul the Apostle Church"
"030","HALTON","284","U","BURLINGTON","0","76","3","58","4","25","0","0","1","0","167","434","C. H. Norton Public School"
"030","HALTON","285","U","BURLINGTON","0","80","4","83","0","20","0","0","0","0","187","449","C. H. Norton Public School"
"030","HALTON","286","U","BURLINGTON","4","95","6","72","1","22","0","0","0","0","200","441","Saint Timothy Catholic School"
"030","HALTON","287","U","BURLINGTON","3","98","8","73","0","28","0","2","1","0","213","460","Saint Timothy Catholic School"
"030","HALTON","288","U","BURLINGTON","1","102","6","103","0","33","0","0","0","0","245","511","C. H. Norton Public School"
"030","HALTON","289","U","BURLINGTON","2","86","4","93","0","39","1","1","0","0","226","503","C. H. Norton Public School"
"030","HALTON","290","U","BURLINGTON","1","54","5","40","0","23","0","0","0","0","123","377","Saint Timothy Catholic School"
"030","HALTON","291","U","BURLINGTON","0","21","2","19","0","33","0","0","0","1","76","272","Saint Timothy Catholic School"
"030","HALTON","292","U","BURLINGTON","1","102","5","81","2","30","0","2","0","0","223","458","Saint Timothy Catholic School"
"030","HALTON","293","U","BURLINGTON","2","97","8","61","0","21","0","1","0","0","190","445","Saint Timothy Catholic School"
"030","HALTON","294","U","BURLINGTON","0","81","1","83","2","32","1","1","0","0","201","408","Saint Timothy Catholic School"
"030","HALTON","295","U","BURLINGTON","0","79","3","49","2","45","0","0","0","0","178","474","C. H. Norton Public School"
"030","HALTON","400","U","MILTON","0","75","0","57","0","21","0","0","0","0","153","225","Village Park on the Pond"
"030","HALTON","401","U","MILTON","0","44","1","23","0","22","1","0","0","0","91","210","Milgate Place"
"030","HALTON","402","U","MILTON","0","21","1","16","0","4","0","0","0","0","42","146","St. Paul's United Church"
"030","HALTON","700","U","MILTON","0","27","2","14","0","1","0","0","0","0","44","85","Martindale Gardens Retirement Residence"
"030","HALTON","701","U","MILTON","0","40","1","16","0","5","0","0","0","1","63","148","Allendale"
"030","HALTON","702","U","MILTON","0","0","0","0","0","0","0","0","0","0","0","0","Milton District Hospital"
"030","HALTON","703","U","OAKVILLE","1","19","2","13","1","6","1","0","0","0","43","97","Northridge Long Term Care"
"030","HALTON","704","U","OAKVILLE","1","9","0","11","1","2","0","0","0","0","24","65","West Oak Village"
"030","HALTON","705","U","OAKVILLE","0","8","0","15","0","8","0","5","0","0","36","121","Waterford Long-Term Care Community"
"030","HALTON","706","U","BURLINGTON","0","7","0","4","0","0","0","0","0","0","11","55","Mount Nemo Christian Nursing Home"
"030","HALTON","707","U","BURLINGTON","0","18","2","8","0","3","0","0","0","0","31","63","Creekway Village"
"030","HALTON","708","U","BURLINGTON","0","50","4","47","0","14","0","2","0","0","117","159","Heritage Place"
"030","HALTON","709","U","BURLINGTON","0","19","1","4","2","4","0","0","0","0","30","79","Village of Tansley Woods"
"030","HALTON","710","U","OAKVILLE","1","30","3","26","1","8","2","0","4","0","75","149","Post Inn Village"
"030","HALTON","711","U","OAKVILLE","0","25","2","23","0","19","1","0","0","0","70","94","Knox Heritage Place"
"030","HALTON","ADV001","U","MILTON","0","486","35","386","8","147","2","0","0","0","1064","0","Returning Office / Bureau du directeur du scrutin"
"030","HALTON","ADV002","U","MILTON","1","141","6","136","2","41","0","16","0","1","344","0","Special Ballot Voting / Vote par bulletin spécial"
"030","HALTON","ADV003","U","MILTON","0","635","14","504","4","166","6","2","3","0","1334","0","Milton Sports Centre"
"030","HALTON","ADV004","U","BURLINGTON","1","441","10","285","1","77","1","1","0","2","819","0","Mainway Recreation Centre"
"030","HALTON","ADV005","U","OAKVILLE","6","515","21","416","1","119","2","0","0","0","1080","0","River Oaks Community Centre"
"030","HALTON","ADV006","U","MILTON","0","295","13","223","1","83","0","1","1","0","617","0","Boyne Community Centre"
"030","HALTON","ADV007","U","OAKVILLE","1","376","13","372","4","85","0","1","0","0","852","0","Bronte Seventh Day Adventist Church"
"030","HALTON","ADV008","U","BURLINGTON","6","1022","25","782","6","237","3","3","0","1","2085","0","Tansley Woods Community Centre"
"030","HALTON","ADV009","U","CAMPBELLVILLE","0","229","6","102","4","23","1","0","0","0","365","0","Nassagaweya Tennis Club"
"030","HALTON","ADV010","U","CAMPBELLVILLE","1","86","3","24","0","6","2","0","0","0","122","0","Nassagaweya Community Centre"
"TOTALS:","","","","","166","26228","1286","23080","296","7757","168","120","42","19","59162","128643",""
