"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CHAMBERLAIN","DEMJEN","DEVITA","GUPTA","MORIDI","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"075","RICHMOND HILL","704","U","RICHMOND HILL","4","2","4","5","17","0","0","0","32","78","Leisure World"
"075","RICHMOND HILL","ADV001","U","RICHMOND HILL","41","8","151","486","586","0","0","0","1272","0","Returning Office / Bureau du directeur du scrutin"
"075","RICHMOND HILL","ADV002","U","RICHMOND HILL","24","12","76","179","227","0","0","0","518","0","Special Ballot Voting / Vote par bulletin spécial"
"075","RICHMOND HILL","ADV003","U","RICHMOND HILL","33","8","182","357","849","0","3","0","1432","0","Richmond Hill Central Library"
"075","RICHMOND HILL","ADV004","U","RICHMOND HILL","14","0","52","151","258","1","0","0","476","0","Richvale Community Centre"
"075","RICHMOND HILL","ADV005","U","RICHMOND HILL","11","2","38","167","261","1","3","0","483","0","Langstaff Community Centre"
"075","RICHMOND HILL","ADV006","U","RICHMOND HILL","12","5","35","280","266","0","1","0","599","0","Bayview Hill Community Centre"
"075","RICHMOND HILL","ADV007","U","RICHMOND HILL","11","1","46","203","256","1","1","0","519","0","Ed Sackfield Arena"
"075","RICHMOND HILL","ADV008","U","RICHMOND HILL","26","3","47","272","251","1","2","0","602","0","Rouge Woods Community Centre"
"TOTALS:","","","","","1268","394","4987","13763","18042","121","81","14","38670","91010",""
