"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CRIPPS","DOUCETTE","FIORENTINO","INNES","MILLER","PATTINSON","RANDALL","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"032","HAMILTON EAST--STONEY CREEK","195","U","STONEY CREEK","73","0","48","1","66","0","1","2","0","0","191","391","Memorial Elementary School"
"032","HAMILTON EAST--STONEY CREEK","196","U","STONEY CREEK","88","0","50","3","48","1","6","2","1","0","199","382","Memorial Elementary School"
"032","HAMILTON EAST--STONEY CREEK","197","U","STONEY CREEK","76","1","74","3","70","1","2","0","0","0","227","451","Orchard Park Secondary School"
"032","HAMILTON EAST--STONEY CREEK","198","U","STONEY CREEK","149","1","45","0","70","0","2","1","0","0","268","513","Orchard Park Secondary School"
"032","HAMILTON EAST--STONEY CREEK","199","U","STONEY CREEK","108","0","39","0","55","1","3","1","0","0","207","437","Orchard Park Secondary School"
"032","HAMILTON EAST--STONEY CREEK","400","U","HAMILTON","31","5","13","2","108","3","0","4","0","0","166","284","Greenvale Apartment(s)"
"032","HAMILTON EAST--STONEY CREEK","401","U","HAMILTON","33","0","17","1","121","1","1","0","0","0","174","326","Greenvale Apartment(s)"
"032","HAMILTON EAST--STONEY CREEK","402","U","HAMILTON","35","0","34","1","74","2","3","0","0","0","149","266","St. Luke's Church"
"032","HAMILTON EAST--STONEY CREEK","403","U","HAMILTON","27","0","23","0","87","1","2","0","1","0","141","487","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","404","U","HAMILTON","16","1","13","0","42","0","3","0","0","0","75","191","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","405","U","HAMILTON","4","0","8","1","60","0","3","0","0","0","76","438","St. Luke's School"
"032","HAMILTON EAST--STONEY CREEK","406","U","HAMILTON","13","0","8","2","63","1","5","1","2","0","95","483","Dominic Agostino Riverdale Recreation Centre"
"032","HAMILTON EAST--STONEY CREEK","407","U","HAMILTON","34","1","24","0","109","5","3","1","0","0","177","404","Dominic Agostino Riverdale Recreation Centre"
"032","HAMILTON EAST--STONEY CREEK","408","U","HAMILTON","21","2","9","0","69","3","3","0","0","0","107","433","Dominic Agostino Riverdale Recreation Centre"
"032","HAMILTON EAST--STONEY CREEK","409","U","HAMILTON","18","3","6","1","59","1","1","0","0","0","89","362","Lake Avenue Elementary School"
"032","HAMILTON EAST--STONEY CREEK","410","U","HAMILTON","9","1","10","1","69","4","4","0","0","0","98","506","Lake Avenue Elementary School"
"032","HAMILTON EAST--STONEY CREEK","411","U","HAMILTON","29","0","14","0","108","1","4","0","1","0","157","320","Bel-Gal Estates Ionic Apartment(s)"
"032","HAMILTON EAST--STONEY CREEK","412","U","HAMILTON","18","2","20","2","61","3","3","0","0","1","110","292","Bel-Gal Estates Doric Apartment(s)"
"032","HAMILTON EAST--STONEY CREEK","413","U","HAMILTON","15","2","17","1","80","1","3","0","1","0","120","290","Bel-Gal Estates Corinthian Apartment(s)"
"032","HAMILTON EAST--STONEY CREEK","414","U","HAMILTON","65","0","76","1","114","2","2","1","1","0","262","397","Shoreliner Condominium(s)"
"032","HAMILTON EAST--STONEY CREEK","700","U","HAMILTON","13","0","11","0","12","1","2","0","1","0","40","80","Abington Court Retirement Home"
"032","HAMILTON EAST--STONEY CREEK","701","U","HAMILTON","12","0","14","0","10","0","1","0","0","0","37","162","Arbour Creek Long Term Care"
"032","HAMILTON EAST--STONEY CREEK","702","U","STONEY CREEK","6","0","4","1","18","0","0","0","0","0","29","29","New Village Retirement/Pine Villa"
"032","HAMILTON EAST--STONEY CREEK","703","U","STONEY CREEK","11","0","12","0","16","0","1","0","0","0","40","73","Lakeview Retirement / Clarion Nursing Home"
"032","HAMILTON EAST--STONEY CREEK","704","U","HAMILTON","6","2","4","2","17","1","0","0","1","0","33","98","Orchard Terrace Care Centre"
"032","HAMILTON EAST--STONEY CREEK","ADV001","U","HAMILTON","134","4","105","1","426","3","19","1","1","0","694","0","Returning Office / Bureau du directeur du scrutin"
"032","HAMILTON EAST--STONEY CREEK","ADV002","U","HAMILTON","71","2","60","0","187","3","3","10","0","0","336","0","Special Ballot Voting / Vote par bulletin spécial"
"032","HAMILTON EAST--STONEY CREEK","ADV003","U","STONEY CREEK","550","3","497","7","1049","10","24","2","1","0","2143","0","Stoney Creek United Church"
"032","HAMILTON EAST--STONEY CREEK","ADV004","U","HAMILTON","101","3","151","7","573","1","17","3","0","0","856","0","The Centre On Barton Food Pavillion"
"032","HAMILTON EAST--STONEY CREEK","ADV005","U","STONEY CREEK","88","0","110","1","113","2","1","3","0","0","318","0","Winona Senior Centre"
"032","HAMILTON EAST--STONEY CREEK","ADV006","U","HAMILTON","83","0","64","2","256","1","5","0","0","0","411","0","Delta United Church"
"TOTALS:","","","","","10397","133","7395","173","20442","295","692","153","49","14","39743","85908",""
