"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","CHMELYK","DHILLON","HARLSON","KATHURIA","SHENOUDA","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"008","BRAMPTON WEST","233","U","BRAMPTON","2","53","0","25","20","1","0","0","101","375","Pauline Vanier Catholic Elementary School"
"008","BRAMPTON WEST","234","U","BRAMPTON","4","81","2","36","24","0","0","0","147","456","Pauline Vanier Catholic Elementary School"
"008","BRAMPTON WEST","235","U","BRAMPTON","3","55","1","25","19","2","1","0","106","367","Hickory Wood Public School"
"008","BRAMPTON WEST","236","U","BRAMPTON","1","72","1","27","28","0","2","0","131","408","Hickory Wood Public School"
"008","BRAMPTON WEST","237","U","BRAMPTON","1","88","2","51","19","0","2","0","163","447","Hickory Wood Public School"
"008","BRAMPTON WEST","238","U","BRAMPTON","4","42","3","27","24","3","0","0","103","382","Hickory Wood Public School"
"008","BRAMPTON WEST","239","U","BRAMPTON","2","112","5","73","28","2","0","0","222","512","Pauline Vanier Catholic Elementary School"
"008","BRAMPTON WEST","240","U","BRAMPTON","3","76","2","51","27","0","1","0","160","410","Pauline Vanier Catholic Elementary School"
"008","BRAMPTON WEST","241","U","BRAMPTON","1","92","0","85","29","0","2","0","209","490","Pauline Vanier Catholic Elementary School"
"008","BRAMPTON WEST","242","U","BRAMPTON","2","63","1","46","10","0","0","0","122","374","Pauline Vanier Catholic Elementary School"
"008","BRAMPTON WEST","243","U","BRAMPTON","2","88","1","75","24","0","4","0","194","471","Pauline Vanier Catholic Elementary School"
"008","BRAMPTON WEST","244","U","BRAMPTON","4","90","1","57","38","1","1","0","192","499","Roberta Bondar Public School"
"008","BRAMPTON WEST","245","U","BRAMPTON","0","40","3","38","23","0","0","1","105","285","Roberta Bondar Public School"
"008","BRAMPTON WEST","246","U","BRAMPTON","3","48","2","25","31","0","0","0","109","310","Roberta Bondar Public School"
"008","BRAMPTON WEST","247","U","BRAMPTON","3","43","1","37","37","1","1","0","123","420","Roberta Bondar Public School"
"008","BRAMPTON WEST","248","U","BRAMPTON","5","84","6","41","52","2","0","0","190","454","Roberta Bondar Public School"
"008","BRAMPTON WEST","249","U","BRAMPTON","10","65","3","11","41","0","0","0","130","358","Roberta Bondar Public School"
"008","BRAMPTON WEST","250","U","HUTTONVILLE","3","87","0","19","67","0","0","0","176","556","Huttonville Public School"
"008","BRAMPTON WEST","251","U","HUTTONVILLE","1","82","0","16","64","0","0","0","163","528","Huttonville Public School"
"008","BRAMPTON WEST","252","U","HUTTONVILLE","1","40","0","21","45","1","0","0","108","411","Huttonville Public School"
"008","BRAMPTON WEST","253","U","HUTTONVILLE","6","82","1","24","64","0","0","0","177","648","Huttonville Public School"
"008","BRAMPTON WEST","254A","U","BRAMPTON","7","116","3","35","77","0","1","2","241","760","Roberta Bondar Public School"
"008","BRAMPTON WEST","254B","U","BRAMPTON","6","103","3","52","74","0","0","0","238","747","Roberta Bondar Public School"
"008","BRAMPTON WEST","255","U","HUTTONVILLE","..........................NO POLL HELD..........................","","","","","","","","","",""
"008","BRAMPTON WEST","256","U","HUTTONVILLE","3","47","0","12","86","0","0","0","148","349","Huttonville Public School"
"008","BRAMPTON WEST","257","U","HUTTONVILLE","7","85","2","35","64","0","0","0","193","452","Huttonville Public School"
"008","BRAMPTON WEST","258A","U","HUTTONVILLE","6","75","0","21","39","0","0","0","141","513","Huttonville Public School"
"008","BRAMPTON WEST","258B","U","HUTTONVILLE","1","87","0","30","23","0","0","0","141","491","Huttonville Public School"
"008","BRAMPTON WEST","259A","U","BRAMPTON","1","59","1","28","30","0","0","0","119","420","James Potter Public School"
"008","BRAMPTON WEST","259B","U","BRAMPTON","3","51","2","31","18","0","0","0","105","391","James Potter Public School"
"008","BRAMPTON WEST","260A","U","BRAMPTON","6","134","1","44","46","4","0","0","235","682","James Potter Public School"
"008","BRAMPTON WEST","260B","U","BRAMPTON","3","104","4","43","55","0","0","0","209","626","James Potter Public School"
"008","BRAMPTON WEST","261A","U","BRAMPTON","2","80","1","38","56","2","3","0","182","554","James Potter Public School"
"008","BRAMPTON WEST","261B","U","BRAMPTON","3","63","0","28","39","2","1","0","136","485","James Potter Public School"
"008","BRAMPTON WEST","262","U","HUTTONVILLE","11","62","1","19","85","0","0","0","178","401","Huttonville Public School"
"008","BRAMPTON WEST","263","U","HUTTONVILLE","6","46","2","17","40","0","0","0","111","246","Huttonville Public School"
"008","BRAMPTON WEST","400","U","BRAMPTON","..........................NO POLL HELD..........................","","","","","","","","","",""
"008","BRAMPTON WEST","401","U","BRAMPTON","1","17","1","8","11","2","0","0","40","151","Agnes Taylor Public School"
"008","BRAMPTON WEST","402","U","BRAMPTON","6","28","0","14","10","1","1","0","60","122","22 Beech Street"
"008","BRAMPTON WEST","403","U","BRAMPTON","..........................NO POLL HELD..........................","","","","","","","","","",""
"008","BRAMPTON WEST","404","U","BRAMPTON","0","15","0","8","4","1","0","0","28","161","Sir Winston Churchill Public School"
"008","BRAMPTON WEST","405","U","BRAMPTON","6","11","1","3","9","0","0","0","30","132","Glendale Public School"
"008","BRAMPTON WEST","406","U","BRAMPTON","4","36","0","4","24","0","0","0","68","159","Cardinal Leger Secondary School"
"008","BRAMPTON WEST","407","U","BRAMPTON","1","25","1","12","12","0","0","0","51","99","Senior Citizens Apartment"
"008","BRAMPTON WEST","408","U","BRAMPTON","4","43","0","12","11","0","0","0","70","194","215 Queen Street East"
"008","BRAMPTON WEST","409","U","BRAMPTON","2","20","0","13","6","0","0","0","41","138","Union Village"
"008","BRAMPTON WEST","410","U","BRAMPTON","0","9","2","7","8","1","0","0","27","187","Helen Wilson Public School"
"008","BRAMPTON WEST","411","U","BRAMPTON","2","27","0","10","9","0","0","0","48","198","McHugh Public School"
"008","BRAMPTON WEST","412","U","BRAMPTON","0","13","0","11","3","0","0","0","27","143","McHugh Public School"
"008","BRAMPTON WEST","413","U","BRAMPTON","0","14","0","7","9","1","0","0","31","146","Sir Wilfred Laurier Public School"
"008","BRAMPTON WEST","414","U","BRAMPTON","5","37","3","26","40","0","0","0","111","193","365 Kennedy Road South"
"008","BRAMPTON WEST","415","U","BRAMPTON","4","24","1","16","19","0","0","0","64","189","370 Steeles Avenue East"
"008","BRAMPTON WEST","416","U","BRAMPTON","7","54","1","14","36","0","0","0","112","190","Pinnacle I"
"008","BRAMPTON WEST","417","U","BRAMPTON","3","44","0","16","54","0","1","0","118","202","Pinnacle II"
"008","BRAMPTON WEST","418","U","BRAMPTON","3","52","0","16","53","1","0","0","125","218","Pinnacle III"
"008","BRAMPTON WEST","419","U","BRAMPTON","3","40","0","13","15","0","0","0","71","302","85 Charolais Boulevard"
"008","BRAMPTON WEST","420","U","BRAMPTON","1","36","2","25","15","1","0","0","80","281","85 Charolais Boulevard"
"008","BRAMPTON WEST","421","U","BRAMPTON","0","24","1","13","7","0","1","0","46","279","85 Charolais Boulevard"
"008","BRAMPTON WEST","422","U","BRAMPTON","2","41","1","21","20","0","0","0","85","303","85 Charolais Boulevard"
"008","BRAMPTON WEST","423","U","BRAMPTON","2","50","2","16","18","0","1","0","89","313","210 Steeles Avenue West"
"008","BRAMPTON WEST","424","U","BRAMPTON","4","39","1","32","29","0","0","0","105","294","220 Steeles Avenue West"
"008","BRAMPTON WEST","425","U","BRAMPTON","16","81","4","28","218","4","2","0","353","459","Holland Christian Homes"
"008","BRAMPTON WEST","426","U","BRAMPTON","6","26","0","6","107","0","0","0","145","190","Holland Christian Homes"
"008","BRAMPTON WEST","427","U","BRAMPTON","2","17","1","7","4","0","0","0","31","126","Holland Christian Homes"
"008","BRAMPTON WEST","428","U","BRAMPTON","10","60","0","28","26","6","0","0","130","197","16 John Street"
"008","BRAMPTON WEST","429","U","BRAMPTON","11","37","0","21","27","0","1","0","97","128","9 George Street North"
"008","BRAMPTON WEST","430","U","BRAMPTON","5","28","1","14","26","0","0","0","74","113","Parkview Condominium(s)"
"008","BRAMPTON WEST","700","U","BRAMPTON","6","39","8","16","16","0","0","0","85","370","Peel Manor"
"008","BRAMPTON WEST","701","U","BRAMPTON","3","24","0","7","97","0","2","0","133","261","Grace Manor"
"008","BRAMPTON WEST","702","U","BRAMPTON","..........................NO POLL HELD..........................","","","","","","","","","",""
"008","BRAMPTON WEST","703","U","BRAMPTON","0","12","2","5","8","0","0","1","28","143","Burton Manor"
"008","BRAMPTON WEST","704","U","BRAMPTON","2","16","4","17","23","0","1","0","63","71","Holland Christian Homes"
"008","BRAMPTON WEST","ADV001","U","BRAMPTON","51","985","18","286","680","0","0","0","2020","0","Returning Office / Bureau du directeur du scrutin"
"008","BRAMPTON WEST","ADV002","U","BRAMPTON","23","262","6","121","133","18","0","3","566","0","Special Ballot Voting / Vote par bulletin spécial"
"008","BRAMPTON WEST","ADV003","U","BRAMPTON","34","589","7","192","585","2","2","0","1411","0","Chris Gibson Recreation Centre"
"008","BRAMPTON WEST","ADV004","U","BRAMPTON","32","701","7","235","427","3","4","0","1409","0","Cassie Campbell Community Centre"
"TOTALS:","","","","","1432","19224","509","8331","14434","163","82","22","44197","115431",""
