"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","HARRISON","HELMAN","HODGINS","MUNRO","RESZLER","TAY","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"105","YORK--SIMCOE","228","U","SUTTON WEST","1","5","1","79","28","28","0","0","0","142","412","Egypt Hall"
"105","YORK--SIMCOE","229","U","SUTTON WEST","3","11","0","66","32","19","0","0","0","131","406","Sutton Public School"
"105","YORK--SIMCOE","230","U","KESWICK","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","231","U","KESWICK","1","5","0","81","27","20","0","0","0","134","374","Keswick Christian Church"
"105","YORK--SIMCOE","232","U","GEORGINA ISLAND","0","1","0","26","13","14","0","0","0","54","178","Georgina Island Community Centre"
"105","YORK--SIMCOE","400","U","BRADFORD","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","401","U","KESWICK","1","1","3","43","23","32","0","0","0","103","141","Keswick Gardens"
"105","YORK--SIMCOE","402","U","BRADFORD","3","0","1","21","17","9","1","0","0","52","252","Specialty Care Bradford Valley"
"105","YORK--SIMCOE","403","U","KESWICK","2","0","2","25","12","3","1","0","0","45","138","Cedarvale Lodge"
"105","YORK--SIMCOE","700","U","INNISFIL","1","0","3","18","5","7","1","0","1","36","95","Lakeside Retirement Residence"
"105","YORK--SIMCOE","701","U","BRADFORD","0","1","1","13","4","6","0","0","0","25","55","Bradford Manor"
"105","YORK--SIMCOE","702","U","BRADFORD","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","703","U","KESWICK","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","704","U","HOLLAND LANDING","0","0","5","29","3","2","0","0","0","39","63","Cedar Lane Residential Home"
"105","YORK--SIMCOE","705","U","HOLLAND LANDING","2","1","1","8","3","4","1","0","1","21","41","Gordon's Residential Home"
"105","YORK--SIMCOE","706","U","HOLLAND LANDING","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","707","U","QUEENSVILLE","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","708","U","HOLLAND LANDING","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","709","U","HOLLAND LANDING","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","710","U","HOLLAND LANDING",".......................COMBINED WITH POLL 711.......................","","","","","","","","","","","Macdonald House"
"105","YORK--SIMCOE","711","U","EAST GWILLIMBURY","9","2","3","23","10","5","0","0","1","53","105","The Newmarket Residence"
"105","YORK--SIMCOE","712","U","QUEENSVILLE",".......................COMBINED WITH POLL 715.......................","","","","","","","","","","","Queenview Residential Home"
"105","YORK--SIMCOE","713","U","JACKSONS POINT","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","714","U","JACKSONS POINT","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","715","U","JACKSONS POINT","3","3","0","53","14","4","0","1","0","78","123","Halsey Lodge"
"105","YORK--SIMCOE","716","U","SUTTON WEST","3","4","3","36","18","14","0","0","1","79","168","River Glen Haven Nursing Home"
"105","YORK--SIMCOE","717","U","JACKSONS POINT",".......................COMBINED WITH POLL 716.......................","","","","","","","","","","","Sunnybrook Residential Care Home"
"105","YORK--SIMCOE","718","U","QUEENSVILLE","..........................NO POLL HELD..........................","","","","","","","","","","",""
"105","YORK--SIMCOE","719","U","KESWICK","4","4","3","40","7","6","1","0","0","65","123","Pipe and Slipper"
"105","YORK--SIMCOE","720","U","QUEENSVILLE",".......................COMBINED WITH POLL 719.......................","","","","","","","","","","","Valleyview Assisted Living"
"105","YORK--SIMCOE","ADV001","U","HOLLAND LANDING","3","14","4","228","110","38","0","0","0","397","0","Returning Office / Bureau du directeur du scrutin"
"105","YORK--SIMCOE","ADV002","U","HOLLAND LANDING","0","13","6","133","86","29","6","1","0","274","0","Special Ballot Voting / Vote par bulletin spécial"
"105","YORK--SIMCOE","ADV003","U","SUTTON WEST","1","11","5","473","137","110","5","0","1","743","0","Kin Community Hall"
"105","YORK--SIMCOE","ADV004","U","KESWICK","2","24","6","541","168","124","0","0","0","865","0","Keswick Presbyterian Church"
"105","YORK--SIMCOE","ADV005","U","MOUNT ALBERT","0","4","1","87","34","12","0","0","0","138","0","Ross Family Complex"
"105","YORK--SIMCOE","ADV006","U","SHARON","3","12","6","394","121","52","0","1","0","589","0","East Gwillimbury Sports Complex"
"105","YORK--SIMCOE","ADV007","U","BRADFORD","0","23","9","377","154","65","0","0","0","628","0","Bradford Library and Cultural Centre"
"105","YORK--SIMCOE","ADV008","U","BRADFORD","3","33","5","560","165","82","0","0","0","848","0","St. John's Presbyterian Church"
"105","YORK--SIMCOE","ADV009","U","INNISFIL","2","22","4","559","177","116","2","0","1","883","0","Innisfil Town Hall"
"105","YORK--SIMCOE","ADV010","U","COOKSTOWN","0","8","2","133","68","31","2","0","0","244","0","Cookstown Library and Community Centre"
"TOTALS:","","","","","201","1479","489","20425","9496","6607","133","20","30","38880","90599",""
