"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BEAMISH","LEAL","LONG","NICKLE","RANNEY","WILSON","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"071","PETERBOROUGH","719","U","PETERBOROUGH","3","25","0","20","0","19","0","0","0","67","96","The Kingsford"
"071","PETERBOROUGH","720","U","PETERBOROUGH","0","35","0","38","0","8","2","0","0","83","140","Weslake Towers"
"071","PETERBOROUGH","721","U","PETERBOROUGH","2","55","0","12","0","20","2","0","0","91","132","Royal Gardens Retirement Community"
"071","PETERBOROUGH","722","U","PETERBOROUGH","1","42","0","18","0","38","0","0","1","100","126","Applewood Manor"
"071","PETERBOROUGH","723","U","PETERBOROUGH","4","33","0","9","1","17","1","0","0","65","201","St. Joseph's at Fleming"
"071","PETERBOROUGH","724","U","PETERBOROUGH","..........................NO POLL HELD..........................","","","","","","","","","","",""
"071","PETERBOROUGH","725","U","PETERBOROUGH","..........................NO POLL HELD..........................","","","","","","","","","","",""
"071","PETERBOROUGH","726","U","PETERBOROUGH","0","17","0","11","0","30","3","0","0","61","74","Auburn Village"
"071","PETERBOROUGH","ADV001","U","PETERBOROUGH","62","1608","2","665","3","1413","3","0","1","3757","0","Returning Office / Bureau du directeur du scrutin"
"071","PETERBOROUGH","ADV002","U","PETERBOROUGH","14","375","3","186","5","312","10","0","0","905","0","Special Ballot Voting / Vote par bulletin spécial"
"071","PETERBOROUGH","ADV003","U","PETERBOROUGH","26","644","2","379","8","290","0","0","2","1351","0","Peterborough Square"
"071","PETERBOROUGH","ADV004","U","LAKEFIELD","13","270","2","127","2","290","0","0","0","704","0","Scout House Lakefield"
"071","PETERBOROUGH","ADV005","U","BRIDGENORTH","5","164","0","73","0","271","0","0","0","513","0","Bridgenorth Community Hall (Lib)"
"071","PETERBOROUGH","ADV006","U","NORWOOD","4","111","1","76","0","157","0","0","0","349","0","Asphodel-Norwood Friendship Club"
"071","PETERBOROUGH","ADV007","U","HAVELOCK","2","53","2","66","1","176","0","2","0","302","0","Rebekah/Oddfellows Hall"
"071","PETERBOROUGH","ADV008","U","PETERBOROUGH","16","551","1","276","2","520","2","1","1","1370","0","Portage Place Mall"
"071","PETERBOROUGH","ADV009","U","PETERBOROUGH","17","125","1","132","1","47","0","0","0","323","0","Trent University Gzowski College"
"071","PETERBOROUGH","ADV010","U","PETERBOROUGH","5","10","1","23","0","7","0","0","0","46","0","Fleming College"
"TOTALS:","","","","","1235","19430","127","12460","83","15323","121","50","48","48877","91908",""
