"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","DONOFRIO","FABRIZIO","FRYE","GENCO","MARINO","NATALE","QUATELA","SORBARA","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"097","VAUGHAN","215","U","VAUGHAN","17","0","7","64","0","0","0","96","2","2","0","188","465","Joseph A. Gibson Public School"
"097","VAUGHAN","216","U","VAUGHAN","14","4","6","69","0","0","2","112","1","0","0","208","465","Joseph A. Gibson Public School"
"097","VAUGHAN","217","U","VAUGHAN","21","3","5","67","1","0","2","84","1","0","0","184","383","Joseph A. Gibson Public School"
"097","VAUGHAN","218","U","VAUGHAN","22","2","1","57","2","0","1","103","0","0","0","188","443","Joseph A. Gibson Public School"
"097","VAUGHAN","219","U","VAUGHAN","20","1","0","63","0","1","1","83","1","1","0","171","380","Blessed Trinity Catholic School"
"097","VAUGHAN","220","U","VAUGHAN","13","3","4","56","1","1","0","92","0","0","0","170","383","Blessed Trinity Catholic School"
"097","VAUGHAN","221","U","VAUGHAN","21","4","4","55","0","2","0","81","0","1","0","168","388","Blessed Trinity Catholic School"
"097","VAUGHAN","222","U","VAUGHAN","33","5","4","32","2","2","0","65","0","0","0","143","400","Maple High School"
"097","VAUGHAN","223","U","VAUGHAN","22","4","3","55","0","1","0","43","1","0","0","129","340","Maple High School"
"097","VAUGHAN","224","U","VAUGHAN","30","3","2","32","0","0","0","77","0","0","0","144","407","Maple Creek Public School"
"097","VAUGHAN","225","U","VAUGHAN","29","3","0","40","0","0","0","58","0","0","0","130","402","Maple High School"
"097","VAUGHAN","226","U","VAUGHAN","16","3","1","62","0","0","0","82","0","1","0","165","441","Maple Creek Public School"
"097","VAUGHAN","227","U","VAUGHAN","16","1","1","48","0","0","0","120","0","1","0","187","480","Maple Creek Public School"
"097","VAUGHAN","228","U","VAUGHAN","20","4","3","49","0","0","2","86","0","0","0","164","439","Joseph A. Gibson Public School"
"097","VAUGHAN","229","U","VAUGHAN","4","4","1","23","1","2","0","43","1","0","0","79","112","Villa Giardino - 1"
"097","VAUGHAN","230","U","VAUGHAN","22","2","3","40","0","0","2","108","1","0","0","178","477","Joseph A. Gibson Public School"
"097","VAUGHAN","231","U","VAUGHAN","27","3","3","37","1","0","0","69","0","1","0","141","397","St. Raphael the Archangel Catholic School"
"097","VAUGHAN","232","U","VAUGHAN","12","2","4","39","0","0","0","56","1","0","0","114","350","St. Raphael the Archangel Catholic School"
"097","VAUGHAN","233","U","VAUGHAN","21","4","0","74","0","1","1","82","0","0","0","183","430","St. Raphael the Archangel Catholic School"
"097","VAUGHAN","234","U","VAUGHAN","16","0","4","83","0","0","0","80","2","0","0","185","494","St. Raphael the Archangel Catholic School"
"097","VAUGHAN","235","U","VAUGHAN","7","1","2","63","0","0","0","69","1","0","0","143","460","St. Raphael the Archangel Catholic School"
"097","VAUGHAN","236","U","VAUGHAN","18","1","1","70","0","0","1","107","1","0","0","199","580","St. Raphael the Archangel Catholic School"
"097","VAUGHAN","237","U","VAUGHAN","34","4","3","52","1","0","1","88","2","0","0","185","585","Maple Community Centre"
"097","VAUGHAN","238","U","VAUGHAN","14","5","2","34","1","0","1","63","1","0","0","121","385","Maple Community Centre"
"097","VAUGHAN","239","U","VAUGHAN","17","2","0","46","0","1","1","79","0","0","0","146","422","City of Vaughan"
"097","VAUGHAN","240","U","VAUGHAN","32","4","4","51","1","0","6","98","1","0","0","197","567","City of Vaughan"
"097","VAUGHAN","241","U","VAUGHAN","19","4","2","51","1","0","0","121","0","0","0","198","500","City of Vaughan"
"097","VAUGHAN","242","U","VAUGHAN","30","3","1","59","1","0","1","139","1","0","0","235","545","Our Lady of Peace Catholic School"
"097","VAUGHAN","243","U","VAUGHAN","20","7","6","37","1","3","0","86","0","0","0","160","354","Our Lady of Peace Catholic School"
"097","VAUGHAN","244","U","VAUGHAN","20","8","3","31","1","1","1","99","3","0","0","167","348","Our Lady of Peace Catholic School"
"097","VAUGHAN","245","U","VAUGHAN","20","5","6","60","0","1","0","141","2","1","0","236","506","Our Lady of Peace Catholic School"
"097","VAUGHAN","246","U","VAUGHAN","18","9","4","60","2","3","0","84","3","0","0","183","494","Our Lady of Peace Catholic School"
"097","VAUGHAN","247","U","VAUGHAN","34","3","2","50","0","0","0","91","1","0","2","183","420","Our Lady of Peace Catholic School"
"097","VAUGHAN","248A","U","VAUGHAN","16","8","4","71","0","1","0","79","0","0","0","179","590","Dr. Roberta Bonder Public School"
"097","VAUGHAN","248B","U","VAUGHAN","19","7","1","48","1","1","0","61","0","0","0","138","548","Dr. Roberta Bonder Public School"
"097","VAUGHAN","249","U","VAUGHAN","30","7","2","65","0","0","1","110","4","1","0","220","575","Dr. Roberta Bonder Public School"
"097","VAUGHAN","250","U","VAUGHAN","13","5","1","69","1","0","1","97","2","0","0","189","638","Dr. Roberta Bonder Public School"
"097","VAUGHAN","251","U","VAUGHAN","18","2","0","42","0","0","2","62","0","0","0","126","300","Dr. Roberta Bonder Public School"
"097","VAUGHAN","252A","U","VAUGHAN","29","4","2","62","3","1","1","92","1","1","0","196","570","Dr. Roberta Bonder Public School"
"097","VAUGHAN","252B","U","VAUGHAN","32","8","2","69","1","0","1","77","3","0","0","193","511","Dr. Roberta Bonder Public School"
"097","VAUGHAN","253","U","VAUGHAN","4","5","2","62","1","0","0","61","0","0","0","135","523","Herbert H. Carnegie Public School"
"097","VAUGHAN","254","U","VAUGHAN","17","7","2","114","1","1","0","113","0","1","0","256","630","Herbert H. Carnegie Public School"
"097","VAUGHAN","255A","U","VAUGHAN","15","2","0","72","0","0","0","74","1","0","0","164","412","Herbert H. Carnegie Public School"
"097","VAUGHAN","255B","U","VAUGHAN","13","4","2","49","1","1","0","71","0","0","0","141","381","Herbert H. Carnegie Public School"
"097","VAUGHAN","256A","U","VAUGHAN","13","2","4","64","0","0","0","42","0","0","0","125","378","Herbert H. Carnegie Public School"
"097","VAUGHAN","256B","U","VAUGHAN","13","5","2","74","0","0","0","51","0","1","0","146","386","Herbert H. Carnegie Public School"
"097","VAUGHAN","257","U","VAUGHAN","13","2","3","62","0","0","0","73","1","0","0","154","515","Herbert H. Carnegie Public School"
"097","VAUGHAN","258","U","VAUGHAN","1","0","0","35","1","0","0","32","0","0","0","69","154","Herbert H. Carnegie Public School"
"097","VAUGHAN","259","U","VAUGHAN","10","2","3","39","0","0","0","47","0","0","0","101","258","Herbert H. Carnegie Public School"
"097","VAUGHAN","260","U","VAUGHAN","8","0","1","43","1","1","0","40","0","0","0","94","275","City of Vaughan"
"097","VAUGHAN","261","U","VAUGHAN","4","3","3","45","0","0","0","30","0","0","0","85","173","City of Vaughan"
"097","VAUGHAN","262","U","VAUGHAN","7","3","3","47","0","0","0","21","0","0","0","81","318","City of Vaughan"
"097","VAUGHAN","263","U","VAUGHAN","5","1","1","39","0","0","0","16","0","0","0","62","196","City of Vaughan"
"097","VAUGHAN","264","U","VAUGHAN","12","0","1","81","1","0","1","55","0","0","0","151","599","City of Vaughan"
"097","VAUGHAN","400","U","VAUGHAN","4","3","1","29","0","0","0","33","0","0","0","70","137","53 Woodbridge Avenue"
"097","VAUGHAN","401","U","VAUGHAN","4","5","1","13","3","0","1","62","3","0","0","92","129","60 Friuli Court Villa Leonardo Gambin"
"097","VAUGHAN","402","U","VAUGHAN","19","7","0","37","1","0","0","52","0","0","0","116","412","Solmar Bellaria Residence - 1"
"097","VAUGHAN","403","U","VAUGHAN","5","3","2","15","5","0","1","55","3","0","0","89","134","Villa Giardino - 1"
"097","VAUGHAN","404","U","VAUGHAN","5","5","0","12","0","0","0","56","3","0","0","81","133","Villa Giardino - 1"
"097","VAUGHAN","700","U","KLEINBURG","0","4","1","14","7","3","0","10","0","0","0","39","73","Villa Colombo"
"097","VAUGHAN","701","U","VAUGHAN","0","1","0","1","0","1","0","2","0","0","0","5","21","Kristus Darzs Latvian Home"
"097","VAUGHAN","702","U","VAUGHAN","0","0","2","8","0","0","0","30","0","0","0","40","61","St. Peters Residence"
"097","VAUGHAN","703","U","VAUGHAN","3","2","2","18","0","0","0","18","1","1","0","45","62","Amica at Villa Da Vinci"
"097","VAUGHAN","704","U","VAUGHAN","1","1","1","4","0","0","0","7","0","1","0","15","48","Leisure World"
"097","VAUGHAN","705","U","VAUGHAN","1","1","0","4","1","1","0","4","1","1","0","14","28","Pine Grove Lodge"
"097","VAUGHAN","706","U","VAUGHAN","1","1","0","3","0","0","0","11","0","2","0","18","70","40 Friulli Court"
"097","VAUGHAN","707","U","VAUGHAN","6","1","0","18","2","1","0","21","0","1","0","50","79","Blue Willow Terraces"
"097","VAUGHAN","708","U","VAUGHAN","4","2","0","4","0","0","1","8","0","0","0","19","40","Sherwood Court Long Term Centre"
"097","VAUGHAN","709","U","MAPLE","0","1","1","1","0","0","0","6","0","2","0","11","21","Maple Health Centre"
"097","VAUGHAN","710","U","VAUGHAN","3","5","1","15","0","1","1","37","1","1","0","65","107","Villa Giardino - 2"
"097","VAUGHAN","711","U","MAPLE","2","0","0","2","0","1","1","11","0","0","0","17","36","Maple Manor Apartments"
"097","VAUGHAN","712","U","VAUGHAN","5","5","2","30","0","0","0","44","3","0","0","89","146","Amalfi Residence"
"097","VAUGHAN","713","U","VAUGHAN","5","1","0","21","1","1","1","20","0","1","1","52","71","Chartwell Classic Valley Vista"
"097","VAUGHAN","ADV001","U","WOODBRIDGE","59","10","5","228","4","2","1","448","1","0","0","758","0","Returning Office / Bureau du directeur du scrutin"
"097","VAUGHAN","ADV002","U","VAUGHAN","28","2","4","73","0","3","0","147","0","0","0","257","0","Special Ballot Voting / Vote par bulletin spécial"
"097","VAUGHAN","ADV003","U","VAUGHAN","144","19","20","461","1","3","4","1038","3","3","0","1696","0","Maple Community Centre"
"097","VAUGHAN","ADV004","U","VAUGHAN","35","7","10","134","3","2","3","270","0","0","1","465","0","Vellore Village Community Centre"
"097","VAUGHAN","ADV005","U","VAUGHAN","113","14","19","601","2","8","1","818","3","1","0","1580","0","Al Palladini Community Centre"
"TOTALS:","","","","","5594","929","694","15420","169","218","169","26174","308","87","11","49773","121154",""
