"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BARRETT","BLAKE","CRONE","GOTS","NICHOLS","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"028","HALDIMAND--NORFOLK","707","U","SIMCOE","..........................NO POLL HELD..........................","","","","","","","","","",""
"028","HALDIMAND--NORFOLK","708","U","SIMCOE","24","3","10","1","7","0","0","0","45","92","Norfolk Hospital and Nursing Home"
"028","HALDIMAND--NORFOLK","709","U","SIMCOE","28","1","14","0","12","0","0","0","55","94","Simcoe Heritage Retirement Home"
"028","HALDIMAND--NORFOLK","710","U","JARVIS","..........................NO POLL HELD..........................","","","","","","","","","",""
"028","HALDIMAND--NORFOLK","711","U","TOWNSEND","26","0","7","1","2","1","0","0","37","94","Parkview Meadows Long Term Care & Assisted Living"
"028","HALDIMAND--NORFOLK","712","U","JARVIS","60","1","19","1","9","1","0","0","91","171","Leisure Living Retirement"
"028","HALDIMAND--NORFOLK","713","U","SIMCOE","..........................NO POLL HELD..........................","","","","","","","","","",""
"028","HALDIMAND--NORFOLK","714","U","CALEDONIA","..........................NO POLL HELD..........................","","","","","","","","","",""
"028","HALDIMAND--NORFOLK","715","U","DUNNVILLE","8","1","6","0","5","1","0","0","21","134","Grandview Lodge - Gathering Room"
"028","HALDIMAND--NORFOLK","716","U","CALEDONIA","26","2","13","0","5","0","0","0","46","98","Riviera Retirement Home"
"028","HALDIMAND--NORFOLK","ADV001","U","SIMCOE","1424","34","383","9","326","3","2","0","2181","0","Returning Office / Bureau du directeur du scrutin"
"028","HALDIMAND--NORFOLK","ADV002","U","SIMCOE","264","11","88","2","73","2","0","0","440","0","Special Ballot Voting / Vote par bulletin spécial"
"028","HALDIMAND--NORFOLK","ADV003","U","LANGTON","278","3","37","0","29","0","1","0","348","0","Langton Community Centre - Board Room"
"028","HALDIMAND--NORFOLK","ADV004","U","DELHI","510","11","142","5","107","2","0","0","777","0","Delhi Tobacco Museum and Heritage Centre"
"028","HALDIMAND--NORFOLK","ADV005","U","WATERFORD","218","9","68","2","32","0","0","0","329","0","Waterford United Church"
"028","HALDIMAND--NORFOLK","ADV006","U","PORT DOVER","429","13","101","1","100","1","0","2","647","0","Port Dover Community Centre - Meeting Room"
"028","HALDIMAND--NORFOLK","ADV007","U","HAGERSVILLE","232","6","37","1","31","0","0","0","307","0","Hagersville Arena - Almas Room"
"028","HALDIMAND--NORFOLK","ADV008","U","CAYUGA","254","6","53","1","67","2","1","0","384","0","Cayuga Kinsmen Community Centre"
"028","HALDIMAND--NORFOLK","ADV009","U","CALEDONIA","678","15","148","2","165","1","1","0","1010","0","Haldimand County Caledonia Centre-Remax"
"028","HALDIMAND--NORFOLK","ADV010","U","DUNNVILLE","671","15","124","8","126","0","0","0","944","0","Grandview Lodge - Chapel"
"TOTALS:","","","","","25203","868","7087","242","8048","103","39","6","41596","78030",""
