ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,FOSTER,GILL,KHAN,MANGAT,MILLOY,PANDHER,WIDLA,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
47,MISSISSAUGA--BRAMPTON SOUTH,174,U,MISSISSAUGA,8,63,1,108,2,24,1,0,0,0,207,507,Saints Martha and Mary Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,175,U,MISSISSAUGA,16,52,1,73,1,25,2,0,0,0,170,450,Saints Martha and Mary Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,176,U,MISSISSAUGA,10,50,0,60,4,28,2,0,0,3,157,487,Saints Martha and Mary Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,177,U,MISSISSAUGA,5,75,0,78,4,15,0,0,1,0,178,548,John Cabot Catholic Secondary School
47,MISSISSAUGA--BRAMPTON SOUTH,178,U,MISSISSAUGA,6,35,2,30,1,14,1,1,0,0,90,455,John Cabot Catholic Secondary School
47,MISSISSAUGA--BRAMPTON SOUTH,179,U,MISSISSAUGA,4,27,0,60,3,15,0,0,1,1,111,415,John Cabot Catholic Secondary School
47,MISSISSAUGA--BRAMPTON SOUTH,180,U,MISSISSAUGA,5,42,0,56,2,25,0,0,0,0,130,480,John Cabot Catholic Secondary School
47,MISSISSAUGA--BRAMPTON SOUTH,181,U,MISSISSAUGA,3,39,0,38,1,22,2,0,0,0,105,397,John Cabot Catholic Secondary School
47,MISSISSAUGA--BRAMPTON SOUTH,182,U,MISSISSAUGA,6,40,1,44,4,13,0,0,1,0,109,345,Saints Martha and Mary Separate School
47,MISSISSAUGA--BRAMPTON SOUTH,183,U,MISSISSAUGA,4,28,5,42,3,8,0,1,0,0,91,464,John Cabot Catholic Secondary School
47,MISSISSAUGA--BRAMPTON SOUTH,184,U,MISSISSAUGA,8,36,0,44,1,12,1,0,1,0,103,491,John Cabot Catholic Secondary School
47,MISSISSAUGA--BRAMPTON SOUTH,185,U,MISSISSAUGA,6,33,0,58,0,18,1,1,1,0,118,456,John Cabot Catholic Secondary School
47,MISSISSAUGA--BRAMPTON SOUTH,186,U,MISSISSAUGA,7,44,1,72,5,14,0,0,0,0,143,444,John Cabot Catholic Secondary School
47,MISSISSAUGA--BRAMPTON SOUTH,700,U,BRAMPTON,4,11,5,12,8,7,2,2,1,0,52,178,Extendicare Brampton
47,MISSISSAUGA--BRAMPTON SOUTH,701,U,BRAMPTON,4,18,0,27,3,8,0,1,1,0,62,147,Southbrook Lodge
47,MISSISSAUGA--BRAMPTON SOUTH,702,U,MISSISSAUGA,0,13,0,15,2,11,1,0,1,1,44,143,Extendicare Mississauga
47,MISSISSAUGA--BRAMPTON SOUTH,703,U,MISSISSAUGA,0,21,0,22,1,5,0,0,0,0,49,235,Yee Hong Centre for Geriatric Care
47,MISSISSAUGA--BRAMPTON SOUTH,704,U,MISSISSAUGA,6,58,0,69,5,18,3,1,0,1,161,208,Evergreen
47,MISSISSAUGA--BRAMPTON SOUTH,705,U,MISSISSAUGA,2,3,0,16,5,6,0,1,0,0,33,73,Forum Italia Non Profit Housing
47,MISSISSAUGA--BRAMPTON SOUTH,706,U,MISSISSAUGA,1,4,4,27,1,2,0,0,0,0,39,186,Villa Forum Long Term Care Facility
47,MISSISSAUGA--BRAMPTON SOUTH,707,U,MISSISSAUGA,..........................NO POLL HELD..........................,,,,,,,,,,,,
47,MISSISSAUGA--BRAMPTON SOUTH,708,U,MISSISSAUGA,1,12,1,24,4,11,0,0,2,0,55,212,Tyndall Nursing Home
47,MISSISSAUGA--BRAMPTON SOUTH,709,U,MISSISSAUGA,4,55,2,55,4,11,1,2,1,0,135,211,Westminster Court Senior Building
47,MISSISSAUGA--BRAMPTON SOUTH,710,U,MISSISSAUGA,0,8,0,5,0,3,1,1,0,0,18,81,Sunrise Assisted Living of Mississauga
47,MISSISSAUGA--BRAMPTON SOUTH,711,U,MISSISSAUGA,..........................NO POLL HELD..........................,,,,,,,,,,,,
47,MISSISSAUGA--BRAMPTON SOUTH,712,U,MISSISSAUGA,5,25,0,47,3,8,1,2,0,0,91,211,Beechwood Court
47,MISSISSAUGA--BRAMPTON SOUTH,713,U,MISSISSAUGA,5,13,2,8,0,2,1,0,0,0,31,120,Bough Beeches Place
47,MISSISSAUGA--BRAMPTON SOUTH,ADV001,U,MISSISSAUGA,34,364,10,572,13,145,3,0,0,0,1141,0,Returning Office / Bureau du directeur du scrutin
47,MISSISSAUGA--BRAMPTON SOUTH,ADV002,U,MISSISSAUGA,3,42,4,67,3,28,1,0,0,2,150,0,Special Ballot Voting / Vote par bulletin spécial
47,MISSISSAUGA--BRAMPTON SOUTH,ADV003,U,MISSISSAUGA,4,75,0,89,2,20,2,0,0,0,192,0,École secondaire catholique Sainte-Famille
47,MISSISSAUGA--BRAMPTON SOUTH,ADV004,U,BRAMPTON,14,216,4,312,7,95,0,0,0,4,652,0,South Fletcher's Sportsplex
47,MISSISSAUGA--BRAMPTON SOUTH,ADV005,U,MISSISSAUGA,68,596,16,785,44,228,9,0,0,15,1761,0,Rockwood Mall
TOTALS:,,,,,1247,10287,400,15579,691,5420,216,140,67,35,34082,93563,
