"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","COVERDALE","GUNDERMAN SMITH","LANGTON","MATON","MCMEEKIN","MELANSON","SKELLY","WESTERHOFF","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","154","U","ANCASTER","9","0","0","0","129","2","71","20","0","0","0","231","465","Morgan Firestone Arena and Rotary Centre"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","155","U","ANCASTER","0","0","3","0","82","0","58","5","1","0","0","149","326","Morgan Firestone Arena and Rotary Centre"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","156","U","ANCASTER","4","3","0","0","110","1","86","16","0","0","0","220","465","Morgan Firestone Arena and Rotary Centre"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","157","U","ANCASTER","10","0","1","3","146","3","103","41","0","0","0","307","488","Marshall Memorial United Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","158","U","ANCASTER","3","0","0","11","103","1","68","44","1","0","2","233","435","Marshall Memorial United Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","159A","U","ANCASTER","2","2","0","4","85","0","59","14","1","0","0","167","386","Bishop Tonnos Catholic Secondary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","159B","U","ANCASTER","3","0","1","0","65","0","57","17","0","0","0","143","323","Bishop Tonnos Catholic Secondary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","160","U","ANCASTER","5","0","0","2","84","0","72","49","0","0","0","212","431","Ancaster Meadow Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","161","U","ANCASTER","5","0","1","0","127","0","92","14","0","2","0","241","468","St. John's Anglican Church Parish Hall"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","162","U","ANCASTER","10","2","0","0","143","0","109","28","0","0","0","292","513","St. John's Anglican Church Parish Hall"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","163","U","ANCASTER","4","1","0","0","99","1","67","24","0","0","0","196","354","St. John's Anglican Church Parish Hall"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","164","U","ANCASTER","7","1","0","4","98","0","74","37","2","0","0","223","416","Ancaster Old Town Hall"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","165","U","ANCASTER","9","0","2","0","110","0","92","8","0","0","0","221","423","Ancaster Old Town Hall"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","166","U","ANCASTER","6","2","0","2","88","0","55","28","0","1","0","182","377","Ancaster Old Town Hall"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","167","U","ANCASTER","2","0","0","0","100","0","70","15","0","0","0","187","376","Ancaster Old Town Hall"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","168","U","ANCASTER","0","1","1","2","91","0","59","46","0","0","0","200","384","St. John's Anglican Church Parish Hall"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","169","U","ANCASTER","7","1","0","3","74","0","48","34","1","0","0","168","328","St. John's Anglican Church Parish Hall"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","170A","U","ANCASTER","2","0","2","1","69","0","70","23","2","0","0","169","380","Ancaster Meadow Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","170B","U","ANCASTER","3","0","0","1","80","0","74","32","1","0","0","191","401","Ancaster Meadow Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","171A","U","ANCASTER","3","1","0","3","96","1","59","20","0","0","0","183","361","Ancaster Meadow Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","171B","U","ANCASTER","3","1","1","2","65","1","68","26","0","0","0","167","379","Ancaster Meadow Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","172A","U","ANCASTER","9","1","1","3","82","2","79","28","0","0","0","205","426","Ancaster Meadow Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","172B","U","ANCASTER","2","0","1","1","81","0","63","17","2","0","0","167","378","Ancaster Meadow Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","173","U","ANCASTER","1","0","1","3","83","0","107","35","0","0","0","230","538","Meadowlands Fellowship Chr Ref Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","174","U","ANCASTER","2","0","0","1","97","0","76","43","0","0","0","219","472","Meadowlands Fellowship Chr Ref Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","175","U","ANCASTER","2","0","1","7","132","0","99","46","0","0","0","287","630","Meadowlands Fellowship Chr Ref Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","176A","U","ANCASTER","0","0","0","0","56","0","39","21","0","1","0","117","310","Meadowlands Fellowship Chr Ref Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","176B","U","ANCASTER","1","0","0","1","56","0","45","27","0","0","0","130","337","Meadowlands Fellowship Chr Ref Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","177","U","ANCASTER","6","0","3","0","83","0","93","56","0","0","0","241","563","Holy Name of Mary Catholic Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","178","U","ANCASTER","1","0","1","2","55","1","47","33","3","0","0","143","411","Holy Name of Mary Catholic Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","179A","U","ANCASTER","2","0","0","0","79","0","44","19","1","0","0","145","309","Meadowlands Fellowship Chr Ref Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","179B","U","ANCASTER","4","0","1","1","63","0","67","26","0","0","0","162","362","Meadowlands Fellowship Chr Ref Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","180","U","ANCASTER","6","0","1","1","103","0","96","32","1","1","0","241","530","Holy Name of Mary Catholic Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","181","U","ANCASTER","4","0","0","2","127","1","82","47","2","0","0","265","542","Holy Name of Mary Catholic Elementary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","182","U","DUNDAS","2","0","0","2","38","0","6","6","0","0","0","54","146","St. Joseph's Villa"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","183","U","HAMILTON","0","0","0","0","28","0","16","18","0","0","1","63","170","St. Mary Catholic Secondary School"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","400","U","HAMILTON","2","0","2","2","43","0","15","28","0","0","0","92","234","Beverly Hills Apartments"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","401","U","DUNDAS","7","0","2","0","67","1","42","44","0","0","0","163","323","Governor's Green"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","402","U","DUNDAS","0","0","1","0","35","0","7","9","0","0","0","52","84","Creekside Condominium - 2000"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","403","U","DUNDAS","1","0","0","0","35","0","10","3","0","0","0","49","90","Creekside Condominium - 2000"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","404","U","DUNDAS","2","0","0","0","33","0","24","7","0","1","0","67","88","Creekside Condominium - 2000"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","405","U","DUNDAS","0","0","1","0","38","0","17","7","0","0","0","63","88","Creekside Condominium - 2000"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","406","U","DUNDAS","4","0","1","0","17","0","14","42","0","0","0","78","158","Helen Park Apartments"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","407","U","DUNDAS","9","0","2","0","53","0","29","44","2","0","0","139","277","Governor's Estate"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","408","U","HAMILTON","28","1","6","0","220","0","101","140","0","0","0","496","499","McMaster University Student Centre"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","409","U","HAMILTON","2","0","0","0","25","0","4","15","1","0","0","47","138","Glen Terrace Apartments"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","410","U","HAMILTON","6","1","4","1","43","2","13","38","1","0","0","109","190","Camelot Towers - 981"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","411","U","HAMILTON","8","0","4","0","48","0","14","33","0","0","0","107","199","Camelot Towers - 1001"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","412","U","HAMILTON","9","1","2","0","131","0","81","67","1","0","0","292","509","Forest Glen Apartments"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","413","U","HAMILTON","2","0","3","0","55","1","13","54","1","0","0","129","246","Westmount Towers"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","414","U","HAMILTON","7","1","2","0","20","1","22","32","1","0","0","86","197","Maple Croft Apartments"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","415","U","ANCASTER","4","2","0","10","7","1","58","20","0","0","0","102","207","Redeemer University College"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","416","U","HAMILTON","2","0","2","0","30","0","22","40","0","0","0","96","197","Saxony Apartments"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","417","U","HAMILTON","5","1","1","0","32","1","22","22","0","0","0","84","160","Forest Hill Apartments"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","418","U","HAMILTON","1","1","2","2","39","0","12","30","3","0","0","90","165","West Park Towers"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","700","U","DUNDAS","1","0","0","0","47","0","38","18","1","0","0","105","142","Amica at Dundas"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","701","U","WATERDOWN","0","0","1","0","12","0","5","6","0","0","0","24","144","Alexander Place"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","702","U","DUNDAS","4","0","1","6","56","1","22","14","2","0","0","106","234","Wentworth Lodge"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","703","U","WATERDOWN","2","0","1","1","19","1","26","8","0","2","0","60","97","Village Manor"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","704","U","FREELTON","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","705","U","FREELTON","0","0","2","0","17","0","10","7","0","0","0","36","64","Freelton Lions Villa"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","706","U","DUNDAS",".......................COMBINED WITH POLL 702.......................","","","","","","","","","","","","","Sisters of the Precious Blood"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","707","U","DUNDAS","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","708","U","DUNDAS","0","0","0","0","33","1","27","8","0","1","0","70","125","Georgian Retirement Residence"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","709","U","DUNDAS","0","0","0","0","20","0","6","3","0","0","0","29","99","Blackadar Continuing Care Centre"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","710","U","DUNDAS","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","711","U","DUNDAS",".......................COMBINED WITH POLL 712.......................","","","","","","","","","","","","","Governor's Manor"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","712","U","DUNDAS","2","0","6","2","38","1","44","27","0","2","0","122","425","St. Joseph's Villa"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","713","U","DUNDAS","2","0","1","1","15","0","8","11","0","0","2","40","67","Dundas Retirement Place"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","714","U","DUNDAS","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","715","U","WATERDOWN","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","716","U","HAMILTON","1","0","1","0","43","0","12","23","1","1","0","82","213","Shalom Village"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","717","U","DUNDAS","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","718","U","ANCASTER","0","0","1","0","10","0","12","12","2","1","0","38","172","The Willowgrove Long Term Care Residence"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","719","U","ANCASTER","3","0","3","1","39","0","62","22","1","0","0","131","178","Meadowlands Retirement"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","720","U","ANCASTER",".......................COMBINED WITH POLL 723.......................","","","","","","","","","","","","","Highgate Retirement Residence"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","721","U","DUNDAS","1","0","0","0","15","1","10","8","0","0","0","35","46","Sherwood Place"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","722","U","ANCASTER","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","723","U","ANCASTER","1","0","5","1","35","1","50","19","1","0","6","119","230","The Meadows Long Term Care Centre"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV001","U","DUNDAS","43","2","9","11","925","5","548","344","1","4","2","1894","0","Returning Office / Bureau du directeur du scrutin"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV002","U","DUNDAS","21","2","3","5","256","1","178","124","4","0","2","596","0","Special Ballot Voting / Vote par bulletin spécial"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV003","U","DUNDAS","14","0","0","0","410","0","289","123","1","1","0","838","0","Dundas Baptist Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV004","U","CARLISLE","10","0","0","1","221","1","238","43","0","0","0","514","0","Carlisle United Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV005","U","ANCASTER","23","0","6","1","626","2","519","117","0","0","0","1294","0","Morgan Firestone Arena and Rotary Centre"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV006","U","LYNDEN","1","0","0","4","60","0","69","11","0","0","0","145","0","Lynden Troy United Church"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV007","U","HAMILTON","23","0","3","5","352","0","158","157","1","1","3","703","0","Dalewood Recreation Centre"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV008","U","WATERDOWN","23","1","6","4","416","3","443","136","3","0","2","1037","0","The Royal Canadian Legion"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV009","U","FLAMBOROUGH","6","0","0","2","47","0","82","21","0","0","0","158","0","Valens Community Centre"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV010","U","COPETOWN","5","0","0","0","117","0","113","45","0","0","0","280","0","Copetown and District Community Centre"
"003","ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE","ADV011","U","HAMILTON","4","0","0","1","52","0","18","26","0","0","0","101","0","McMaster University Student Centre"
"TOTALS:","","","","","1477","87","258","321","21648","99","17132","8521","104","41","35","49723","88080",""
