"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","KENWELL","MATTHEWS","SCHREINER","WILSON","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"085","SIMCOE--GREY","235","U","TOTTENHAM","32","17","12","59","0","0","0","120","318","Tottenham Community Centre"
"085","SIMCOE--GREY","236","U","TOTTENHAM","69","46","13","138","1","0","0","267","583","St. Thomas Aquinas Catholic Secondary School"
"085","SIMCOE--GREY","700","U","THORNBURY","7","1","4","16","1","0","0","29","97","Errinrung Nursing and Retirement Home"
"085","SIMCOE--GREY","701","U","COLLINGWOOD","7","2","0","12","0","0","0","21","36","Pine Villa Nursing Home"
"085","SIMCOE--GREY","702","U","COLLINGWOOD","7","3","3","12","0","0","0","25","62","Collingwood Nursing Home"
"085","SIMCOE--GREY","703","U","COLLINGWOOD","10","6","4","35","0","0","0","55","201","Sunset Manor"
"085","SIMCOE--GREY","704","U","COLLINGWOOD","1","0","1","2","0","0","0","4","4","Collingwood General and Marine Hospital"
"085","SIMCOE--GREY","705","U","COLLINGWOOD","11","3","2","26","2","1","0","45","100","Bay Haven Senior Care Community"
"085","SIMCOE--GREY","706","U","COLLINGWOOD","15","4","1","26","0","0","0","46","61","Chartwell Gregorian Traditions"
"085","SIMCOE--GREY","707","U","STAYNER","6","3","0","13","0","0","0","22","55","Stayner Nursing Home"
"085","SIMCOE--GREY","708","U","COLLINGWOOD","26","7","1","56","0","0","0","90","136","Raglan Village"
"085","SIMCOE--GREY","709","U","STAYNER","5","0","1","2","1","0","0","9","12","Huronia Guest Home"
"085","SIMCOE--GREY","710","U","STAYNER","5","2","1","32","0","1","0","41","46","Blue Mountain Manor Retirement Residence"
"085","SIMCOE--GREY","711","U","CREEMORE","7","4","1","19","2","0","0","33","91","Leisureworld Caregiving Center"
"085","SIMCOE--GREY","712","U","ELMVALE","11","1","0","6","0","0","0","18","60","Sara Vista Long Term Care Facility"
"085","SIMCOE--GREY","713","U","ALLISTON","0","0","0","0","0","0","0","0","3","Stevenson Memorial Hospital"
"085","SIMCOE--GREY","714","U","ALLISTON","15","4","3","24","1","0","0","47","85","Riverwood Retirement Home"
"085","SIMCOE--GREY","715","U","ALLISTON","15","4","3","24","1","0","0","47","85","Good Samaritian Nursing Home Ltd"
"085","SIMCOE--GREY","716","U","BEETON","16","9","3","35","1","2","0","66","153","Simcoe Manor Nursing Home"
"085","SIMCOE--GREY","ADV001","U","ALLISTON","381","233","139","1500","5","1","0","2259","0","Returning Office / Bureau du directeur du scrutin"
"085","SIMCOE--GREY","ADV002","U","SIMCOE","180","97","72","496","6","0","0","851","0","Special Ballot Voting / Vote par bulletin spécial"
"085","SIMCOE--GREY","ADV003","U","ALLISTON","113","63","41","348","0","0","0","565","0","Adjala Tosorontio Municipal Office"
"085","SIMCOE--GREY","ADV004","U","ANGUS","132","103","49","403","2","0","0","689","0","Essa Recreation Centre"
"085","SIMCOE--GREY","ADV005","U","MIDHURST","172","54","41","393","0","0","0","660","0","Midhurst Public Library"
"085","SIMCOE--GREY","ADV006","U","THORNBURY","110","59","63","282","1","1","0","516","0","Leonard E. Shore Memorial Library"
"085","SIMCOE--GREY","ADV007","U","STAYNER","77","58","46","557","0","1","0","739","0","Centennial United Church"
"085","SIMCOE--GREY","ADV008","U","ELMVALE","121","47","21","261","1","0","0","451","0","Elmvale Community Centre"
"085","SIMCOE--GREY","ADV009","U","WASAGA BEACH","367","334","104","1422","4","1","2","2234","0","Wasaga Christian Church"
"085","SIMCOE--GREY","ADV010","U","COLLINGWOOD","404","155","178","1301","2","0","0","2040","0","Satellite Office"
"TOTALS:","","","","","10404","6839","4057","25339","109","43","14","46805","97272",""
