"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BALFOUR","DUNCAN","FARBER","GORMAN","HACKELBERG","SHURMAN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"089","THORNHILL","442","U","MARKHAM","1","2","98","0","18","57","0","0","0","176","519","Landmark of Thornhill II"
"089","THORNHILL","443","U","MARKHAM","0","3","104","0","30","74","0","4","0","215","666","Landmark of Thornhill I"
"089","THORNHILL","444","U","MARKHAM","9","3","133","0","29","110","0","2","0","286","658","Landmark of Thornhill II"
"089","THORNHILL","445","U","THORNHILL","2","1","32","0","21","30","0","0","0","86","208","Ascot Mansions"
"089","THORNHILL","446","U","THORNHILL","4","2","32","1","14","20","0","1","0","74","265","Thornhill Towers Party Room"
"089","THORNHILL","447","U","THORNHILL","3","2","34","0","6","33","0","0","0","78","270","Thornhill Towers Party Room"
"089","THORNHILL","448","U","MARKHAM","4","1","27","1","7","22","0","0","0","62","198","Victoria Tower YRCC1050"
"089","THORNHILL","449","U","THORNHILL","3","2","10","1","6","13","0","0","0","35","157","51 Saddlecreek Drive YRCC1031"
"089","THORNHILL","450","U","THORNHILL","4","0","21","1","7","18","0","0","0","51","231","Parkview Towers Party Room"
"089","THORNHILL","451","U","THORNHILL","2","0","17","0","12","17","0","0","0","48","205","Parkview Towers Party Room"
"089","THORNHILL","452","U","MARKHAM","7","0","13","2","11","26","1","0","0","60","182","Liberty Tower"
"089","THORNHILL","453","U","MARKHAM","1","2","19","0","11","19","0","2","0","54","165","Liberty Tower 2"
"089","THORNHILL","454","U","THORNHILL","2","1","16","2","6","14","0","0","0","41","159","Derby Towers"
"089","THORNHILL","455","U","THORNHILL","3","0","12","0","9","23","0","2","0","49","161","135 Pond Drive YRCC919"
"089","THORNHILL","700","U","THORNHILL",".......................COMBINED WITH POLL 702.......................","","","","","","","","","","","Hesperus Fellowship Community"
"089","THORNHILL","701","U","THORNHILL","0","0","50","0","2","27","1","0","0","80","102","Constantia Retirement Residence"
"089","THORNHILL","702","U","THORNHILL","3","2","152","1","31","53","2","1","0","245","398","Thorne Mill On Steeles"
"089","THORNHILL","703","U","THORNHILL",".......................COMBINED WITH POLL 704.......................","","","","","","","","","","","Annswell Court Retirement Home"
"089","THORNHILL","704","U","THORNHILL","8","5","64","0","25","60","1","0","0","163","228","Glynnwood Retirement"
"089","THORNHILL","705","U","THORNHILL","8","4","25","2","11","16","1","0","0","67","96","St. Luke's Lodge Seniors Home"
"089","THORNHILL","706","U","THORNHILL","..........................NO POLL HELD..........................","","","","","","","","","","",""
"089","THORNHILL","707","U","THORNHILL","..........................NO POLL HELD..........................","","","","","","","","","","",""
"089","THORNHILL","ADV001","U","VAUGHAN","7","7","117","0","31","212","2","0","0","376","0","Returning Office / Bureau du directeur du scrutin"
"089","THORNHILL","ADV002","U","VAUGHAN","2","1","149","1","23","193","7","2","0","378","0","Special Ballot Voting / Vote par bulletin spécial"
"089","THORNHILL","ADV003","U","THORNHILL","22","17","647","8","99","542","2","1","0","1338","0","Dufferin Clark Community Centre"
"089","THORNHILL","ADV004","U","VAUGHAN","6","12","704","2","71","1095","7","1","0","1898","0","Garnet A Williams Community Centre"
"089","THORNHILL","ADV005","U","THORNHILL","18","56","1261","4","176","1258","4","7","0","2784","0","Thornhill Community Centre"
"TOTALS:","","","","","623","756","18373","149","4024","20971","160","63","16","45135","99517",""
