ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,ELLIOTT,GIBSON,KING,ROY,SADEM-THOMPSON,THOM,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
100,WHITBY--OSHAWA,231,U,OSHAWA,97,3,0,36,24,2,0,0,0,162,394,Campus Ice Centre
100,WHITBY--OSHAWA,232,U,OSHAWA,70,4,0,20,18,1,0,0,0,113,319,Campus Ice Centre
100,WHITBY--OSHAWA,233,U,OSHAWA,72,5,0,44,14,0,2,0,0,137,327,Campus Ice Centre
100,WHITBY--OSHAWA,400,U,WHITBY,140,4,1,97,22,0,1,0,0,265,470,Sailwinds Condo
100,WHITBY--OSHAWA,401,U,OSHAWA,33,2,1,11,39,1,0,0,0,87,140,Casa Mana Apartments
100,WHITBY--OSHAWA,402,U,WHITBY,13,3,5,28,27,0,1,0,0,77,142,Cormack Station
100,WHITBY--OSHAWA,403,U,WHITBY,49,9,4,48,37,0,0,0,0,147,308,Highland Towers-101
100,WHITBY--OSHAWA,404,U,WHITBY,.......................COMBINED WITH POLL 403.......................,,,,,,,,,,,Highland Towers-201
100,WHITBY--OSHAWA,405,U,WHITBY,25,4,1,36,24,1,0,0,0,91,169,Highland Towers-200
100,WHITBY--OSHAWA,406,U,WHITBY,27,4,2,30,35,1,0,1,0,100,200,Highland Towers-100
100,WHITBY--OSHAWA,407,U,WHITBY,29,0,2,24,19,0,0,0,0,74,111,Regency Place - 1
100,WHITBY--OSHAWA,408,U,WHITBY,35,0,0,19,18,0,0,0,0,72,103,Regency Place - 2
100,WHITBY--OSHAWA,409,U,WHITBY,42,1,0,33,6,0,0,0,0,82,138,Walldorf Condominiums
100,WHITBY--OSHAWA,410,U,WHITBY,97,3,1,38,17,0,0,0,0,156,212,Connoisseur Condo
100,WHITBY--OSHAWA,411,U,WHITBY,32,1,0,27,21,1,0,0,0,82,140,Bluewater Apartments
100,WHITBY--OSHAWA,412,U,OSHAWA,42,1,0,28,28,0,0,1,0,100,218,Rosslyn Arms Apartments
100,WHITBY--OSHAWA,413,U,WHITBY,.......................COMBINED WITH POLL 414.......................,,,,,,,,,,,Prisma Residence
100,WHITBY--OSHAWA,414,U,WHITBY,66,6,1,41,51,1,2,0,0,168,368,Dryden Heights
100,WHITBY--OSHAWA,700,U,WHITBY,.......................COMBINED WITH POLL 702.......................,,,,,,,,,,,Ontario Shores Centre for Mental Health
100,WHITBY--OSHAWA,701,U,WHITBY,.......................COMBINED WITH POLL 702.......................,,,,,,,,,,,Lakeridge Health Whitby
100,WHITBY--OSHAWA,702,U,WHITBY,187,6,4,54,47,2,1,0,0,301,512,Sunnycrest Nursing Home
100,WHITBY--OSHAWA,703,U,WHITBY,.......................COMBINED WITH POLL 702.......................,,,,,,,,,,,Durham Christian Homes
100,WHITBY--OSHAWA,704,U,WHITBY,.......................COMBINED WITH POLL 705.......................,,,,,,,,,,,Fairview Lodge
100,WHITBY--OSHAWA,705,U,WHITBY,36,2,2,24,17,0,0,0,0,81,181,Colonial Retirement Residence
100,WHITBY--OSHAWA,706,U,OSHAWA,73,3,5,19,19,1,1,1,0,122,223,Extendicare Oshawa
100,WHITBY--OSHAWA,707,U,WHITBY,.......................COMBINED WITH POLL 706.......................,,,,,,,,,,,The Court at Pringle Creek
100,WHITBY--OSHAWA,708,U,WHITBY,.......................COMBINED WITH POLL 709.......................,,,,,,,,,,,The Village of Taunton Mills
100,WHITBY--OSHAWA,709,U,WHITBY,86,1,4,59,28,0,0,0,0,178,310,Lynde Creek Manor
100,WHITBY--OSHAWA,710,U,BROOKLIN,51,1,0,21,9,0,1,0,0,83,103,The Court at Brooklin
100,WHITBY--OSHAWA,711,U,WHITBY,40,1,0,22,10,0,0,0,0,73,88,Amica at Whitby
100,WHITBY--OSHAWA,ADV001,U,WHITBY,1149,31,13,654,265,7,0,1,0,2120,0,Returning Office / Bureau du directeur du scrutin
100,WHITBY--OSHAWA,ADV002,U,OSHAWA,243,9,4,154,77,0,1,0,0,488,0,Special Ballot Voting / Vote par bulletin spécial
100,WHITBY--OSHAWA,ADV003,U,WHITBY,674,24,1,411,152,0,7,0,0,1269,0,Centennial Building
100,WHITBY--OSHAWA,ADV004,U,WHITBY,129,10,5,99,41,6,0,0,0,290,0,Ontario Shores Centre for Mental Health
100,WHITBY--OSHAWA,ADV005,U,BROOKLIN,644,22,2,330,116,0,0,0,2,1116,0,Brooklin Community Centre
100,WHITBY--OSHAWA,ADV006,U,OSHAWA,416,16,3,195,146,5,1,0,0,782,0,The Oshawa Shrine Club
100,WHITBY--OSHAWA,ADV007,U,OSHAWA,.......................COMBINED WITH POLL ADV006.......................,,,,,,,,,,,UOIT/Durham College
TOTALS:,,,,,24499,1139,211,16988,7865,160,105,25,24,51016,102672,
