"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BANKOLE","DETTWEILER","LEONE","MALETTE","MCGARRY","ROSS","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"012","CAMBRIDGE","221","U","AYR","19","1","81","2","77","0","1","0","0","181","388","Knox United Church"
"012","CAMBRIDGE","222","U","AYR","45","1","70","7","79","2","0","0","0","204","432","Cedar Creek Public School"
"012","CAMBRIDGE","223","U","AYR","24","2","73","5","88","0","0","0","0","192","412","Cedar Creek Public School"
"012","CAMBRIDGE","224","U","AYR","29","3","64","4","68","0","0","0","0","168","348","Cedar Creek Public School"
"012","CAMBRIDGE","400","U","CAMBRIDGE","36","0","33","4","42","0","0","0","0","115","184","Cambridge Grand Condo"
"012","CAMBRIDGE","700","U","CAMBRIDGE","7","1","2","1","14","1","0","0","0","26","79","Cambridge Country Manor"
"012","CAMBRIDGE","701","U","CAMBRIDGE","27","5","52","5","55","0","0","1","0","145","305","St. Luke's Place"
"012","CAMBRIDGE","702","U","CAMBRIDGE","12","4","9","1","17","0","0","4","0","47","119","Golden Years Nursing Home"
"012","CAMBRIDGE","703","U","CAMBRIDGE","7","2","27","1","16","0","2","0","0","55","112","Marian Residence Retirement Home"
"012","CAMBRIDGE","704","U","CAMBRIDGE","35","6","57","0","64","0","1","0","0","163","311","Fairview Home and Apartments"
"012","CAMBRIDGE","705","U","CAMBRIDGE","15","1","22","1","21","2","1","0","0","63","146","Riverbend Place Retirement Community"
"012","CAMBRIDGE","706","U","CAMBRIDGE","8","5","26","1","19","0","0","0","0","59","78","Queen's Square Terrace"
"012","CAMBRIDGE","707","U","CAMBRIDGE","15","4","7","1","6","3","1","2","0","39","94","Marsdale Manor"
"012","CAMBRIDGE","708","U","CAMBRIDGE","4","1","13","0","11","1","0","0","0","30","93","Hilltop Manor"
"012","CAMBRIDGE","709","U","CAMBRIDGE","11","2","18","1","13","1","0","0","0","46","133","St. Andrew's Terrace"
"012","CAMBRIDGE","710","U","CAMBRIDGE","2","2","4","2","9","0","0","0","0","19","64","Stirling Heights Nursing Home"
"012","CAMBRIDGE","711","U","CAMBRIDGE","..........................NO POLL HELD..........................","","","","","","","","","","",""
"012","CAMBRIDGE","712","U","CAMBRIDGE","..........................NO POLL HELD..........................","","","","","","","","","","",""
"012","CAMBRIDGE","ADV001","U","CAMBRIDGE","287","18","666","23","493","6","4","0","0","1497","0","Returning Office / Bureau du directeur du scrutin"
"012","CAMBRIDGE","ADV002","U","CAMBRIDGE","88","3","185","1","174","2","1","0","0","454","0","Special Ballot Voting / Vote par bulletin spécial"
"012","CAMBRIDGE","ADV003","U","CAMBRIDGE","137","8","275","11","246","6","4","0","2","689","0","St. James Anglican Church"
"012","CAMBRIDGE","ADV004","U","CAMBRIDGE","647","26","1098","54","848","15","10","0","0","2698","0","Cambridge Centre"
"012","CAMBRIDGE","ADV005","U","CAMBRIDGE","116","5","254","15","164","8","3","0","2","567","0","Scout House (Scouts Canada)"
"012","CAMBRIDGE","ADV006","U","CAMBRIDGE","116","2","211","6","165","1","1","1","0","503","0","Lions Community Hall"
"012","CAMBRIDGE","ADV007","U","AYR","24","0","115","6","79","2","0","2","0","228","0","Ayr Fire Hall"
"TOTALS:","","","","","10414","629","15947","1056","13993","271","119","41","27","42497","92310",""
