"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BOELLING","HAITAS","JACZEK","LU","WASSEF","WHITFELD","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"059","OAK RIDGES--MARKHAM","193","U","MARKHAM","1","2","62","6","47","23","1","1","0","143","406","Sir Wilfrid Laurier Public School"
"059","OAK RIDGES--MARKHAM","194","U","MARKHAM","3","5","91","0","53","35","0","0","0","187","461","Sir Wilfrid Laurier Public School"
"059","OAK RIDGES--MARKHAM","195","U","MARKHAM","0","0","52","3","52","5","0","0","0","112","328","Sir Wilfrid Laurier Public School"
"059","OAK RIDGES--MARKHAM","196","U","MARKHAM","1","5","57","1","70","8","0","0","0","142","533","St. Philip's On-The-Hill Anglican Church"
"059","OAK RIDGES--MARKHAM","197","U","MARKHAM","1","1","41","1","47","12","0","0","0","103","314","Angus Glen Community Centre"
"059","OAK RIDGES--MARKHAM","198","U","MARKHAM","0","3","61","0","58","8","0","0","0","130","408","Angus Glen Community Centre"
"059","OAK RIDGES--MARKHAM","199","U","MARKHAM","0","3","83","1","57","11","1","1","0","157","387","Angus Glen Community Centre"
"059","OAK RIDGES--MARKHAM","200","U","MARKHAM","0","5","88","0","61","9","0","0","0","163","466","Angus Glen Community Centre"
"059","OAK RIDGES--MARKHAM","201","U","MARKHAM","0","1","64","2","77","16","1","0","0","161","488","All Saints Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","202","U","MARKHAM","1","3","59","1","50","16","1","0","0","131","458","All Saints Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","203","U","MARKHAM","9","2","65","1","49","12","0","0","0","138","448","All Saints Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","204","U","MARKHAM","0","2","48","3","38","15","0","0","0","106","295","All Saints Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","205","U","MARKHAM","4","2","50","0","35","21","0","0","0","112","416","All Saints Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","206","U","MARKHAM","0","1","45","1","68","26","2","0","0","143","450","Pierre Elliott Trudeau High School"
"059","OAK RIDGES--MARKHAM","207","U","MARKHAM","1","2","63","2","76","30","0","0","0","174","472","Pierre Elliott Trudeau High School"
"059","OAK RIDGES--MARKHAM","208","U","MARKHAM","4","1","35","3","48","15","2","0","0","108","338","Pierre Elliott Trudeau High School"
"059","OAK RIDGES--MARKHAM","209","U","MARKHAM","3","4","49","6","60","18","0","2","0","142","458","Pierre Elliott Trudeau High School"
"059","OAK RIDGES--MARKHAM","210","U","MARKHAM","9","1","50","2","79","31","0","1","0","173","450","Pierre Elliott Trudeau High School"
"059","OAK RIDGES--MARKHAM","211","U","MARKHAM","7","3","47","2","50","27","2","2","0","140","467","Pierre Elliott Trudeau High School"
"059","OAK RIDGES--MARKHAM","212","U","MARKHAM","2","2","72","2","48","19","1","0","0","146","398","Stonebridge Public School"
"059","OAK RIDGES--MARKHAM","213","U","MARKHAM","2","3","39","3","47","11","2","2","0","109","402","Stonebridge Public School"
"059","OAK RIDGES--MARKHAM","214","U","MARKHAM","1","1","45","3","45","7","1","0","0","103","391","Stonebridge Public School"
"059","OAK RIDGES--MARKHAM","215","U","MARKHAM","5","2","63","4","47","13","2","0","0","136","370","Stonebridge Public School"
"059","OAK RIDGES--MARKHAM","216","U","MARKHAM","4","1","81","3","39","25","0","2","0","155","484","Stonebridge Public School"
"059","OAK RIDGES--MARKHAM","217","U","MARKHAM","4","2","74","2","56","18","1","1","0","158","487","Stonebridge Public School"
"059","OAK RIDGES--MARKHAM","218","U","MARKHAM","5","0","58","5","38","29","0","0","0","135","393","Stonebridge Public School"
"059","OAK RIDGES--MARKHAM","219","U","MARKHAM","4","2","93","3","43","27","0","0","0","172","463","Stonebridge Public School"
"059","OAK RIDGES--MARKHAM","220","U","MARKHAM","3","7","55","1","39","15","0","0","1","121","402","Castlemore Public School"
"059","OAK RIDGES--MARKHAM","221","U","MARKHAM","3","3","41","0","28","12","1","0","0","88","307","Castlemore Public School"
"059","OAK RIDGES--MARKHAM","222","U","MARKHAM","1","2","48","2","53","18","2","0","0","126","442","Castlemore Public School"
"059","OAK RIDGES--MARKHAM","223","U","MARKHAM","4","2","68","4","51","19","1","1","0","150","330","Castlemore Public School"
"059","OAK RIDGES--MARKHAM","224","U","MARKHAM","4","2","71","1","50","16","2","0","0","146","372","Castlemore Public School"
"059","OAK RIDGES--MARKHAM","225","U","MARKHAM","2","1","58","2","87","18","0","0","0","168","484","Castlemore Public School"
"059","OAK RIDGES--MARKHAM","226","U","MARKHAM","3","1","52","2","39","19","0","3","0","119","385","Castlemore Public School"
"059","OAK RIDGES--MARKHAM","227","U","MARKHAM","3","1","53","2","46","19","0","3","0","127","399","Castlemore Public School"
"059","OAK RIDGES--MARKHAM","228","U","MARKHAM","1","0","64","2","48","19","0","2","0","136","420","John McCrae Public School"
"059","OAK RIDGES--MARKHAM","229","U","MARKHAM","6","1","87","3","50","30","3","1","0","181","521","John McCrae Public School"
"059","OAK RIDGES--MARKHAM","230","U","MARKHAM","3","3","72","0","56","28","1","0","0","163","478","John McCrae Public School"
"059","OAK RIDGES--MARKHAM","231","U","MARKHAM","6","6","78","2","39","40","1","1","0","173","525","John McCrae Public School"
"059","OAK RIDGES--MARKHAM","232","U","MARKHAM","9","7","96","5","82","52","1","0","0","252","747","Donald Cousens Public School"
"059","OAK RIDGES--MARKHAM","233","U","MARKHAM","5","4","91","2","65","31","0","1","0","199","539","Donald Cousens Public School"
"059","OAK RIDGES--MARKHAM","234","U","MARKHAM","5","1","59","2","48","24","0","0","0","139","392","Donald Cousens Public School"
"059","OAK RIDGES--MARKHAM","235","U","MARKHAM","9","0","86","0","39","14","1","0","0","149","405","Donald Cousens Public School"
"059","OAK RIDGES--MARKHAM","236","U","MARKHAM","4","3","77","0","58","28","2","0","0","172","478","Donald Cousens Public School"
"059","OAK RIDGES--MARKHAM","237","U","MARKHAM","2","1","63","2","36","38","0","0","0","142","348","Wismer Public School"
"059","OAK RIDGES--MARKHAM","238","U","MARKHAM","0","1","57","0","25","25","0","0","0","108","302","Bur Oak Secondary School"
"059","OAK RIDGES--MARKHAM","239","U","MARKHAM","6","3","100","4","59","23","0","0","0","195","494","Bur Oak Secondary School"
"059","OAK RIDGES--MARKHAM","240","U","MARKHAM","5","3","80","3","57","28","0","0","0","176","463","Bur Oak Secondary School"
"059","OAK RIDGES--MARKHAM","241","U","MARKHAM","10","3","97","2","32","24","1","0","0","169","428","Bur Oak Secondary School"
"059","OAK RIDGES--MARKHAM","242","U","MARKHAM","3","1","94","2","53","40","1","1","0","195","597","Bur Oak Secondary School"
"059","OAK RIDGES--MARKHAM","243","U","MARKHAM","4","2","101","5","63","19","0","0","0","194","562","Bur Oak Secondary School"
"059","OAK RIDGES--MARKHAM","244","U","MARKHAM","3","1","81","2","52","32","0","1","0","172","461","Wismer Public School"
"059","OAK RIDGES--MARKHAM","245","U","MARKHAM","1","5","59","0","25","8","0","1","0","99","258","Wismer Public School"
"059","OAK RIDGES--MARKHAM","246","U","MARKHAM","0","2","69","1","52","24","0","0","0","148","347","Ramer Wood Public School"
"059","OAK RIDGES--MARKHAM","247","U","MARKHAM","1","1","88","0","41","17","0","0","0","148","399","Ramer Wood Public School"
"059","OAK RIDGES--MARKHAM","248","U","MARKHAM","1","5","121","0","81","19","1","1","0","229","519","Ramer Wood Public School"
"059","OAK RIDGES--MARKHAM","249","U","MARKHAM","5","1","111","1","38","34","0","0","0","190","455","St. Edward Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","250","U","MARKHAM","4","5","86","0","58","24","0","0","0","177","400","St. Edward Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","251","U","MARKHAM","5","4","96","3","41","25","0","0","0","174","436","St. Edward Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","252","U","MARKHAM","2","1","51","4","56","11","0","1","0","126","257","St. Edward Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","253","U","MARKHAM","3","2","54","5","37","28","1","0","0","130","365","St. Edward Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","254","U","MARKHAM","0","4","97","0","46","16","0","0","0","163","334","St. Edward Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","255","U","MARKHAM","4","3","125","4","59","39","1","0","0","235","494","St. Edward Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","256","U","MARKHAM","5","9","113","2","67","34","1","3","1","235","470","Ramer Wood Public School"
"059","OAK RIDGES--MARKHAM","257","U","MARKHAM","3","3","122","2","60","31","2","2","0","225","556","Ramer Wood Public School"
"059","OAK RIDGES--MARKHAM","258","U","MARKHAM","4","7","102","4","54","28","0","0","0","199","487","Ramer Wood Public School"
"059","OAK RIDGES--MARKHAM","259","U","MARKHAM","1","0","68","1","40","21","1","0","0","132","355","Ramer Wood Public School"
"059","OAK RIDGES--MARKHAM","260","U","MARKHAM","5","5","98","1","53","21","0","0","1","184","455","Franklin Street Public School"
"059","OAK RIDGES--MARKHAM","261","U","MARKHAM","2","6","77","0","34","23","0","0","0","142","396","Franklin Street Public School"
"059","OAK RIDGES--MARKHAM","262","U","MARKHAM","3","7","71","0","57","23","1","0","1","163","475","Franklin Street Public School"
"059","OAK RIDGES--MARKHAM","263","U","MARKHAM","3","2","64","2","43","16","0","0","1","131","507","Franklin Street Public School"
"059","OAK RIDGES--MARKHAM","264","U","MARKHAM","4","9","119","0","39","18","0","0","2","191","434","Franklin Street Public School"
"059","OAK RIDGES--MARKHAM","265","U","MARKHAM","2","3","100","0","61","27","0","2","0","195","422","Franklin Street Public School"
"059","OAK RIDGES--MARKHAM","266","U","MARKHAM","1","1","91","0","63","16","1","0","0","173","407","Franklin Street Public School"
"059","OAK RIDGES--MARKHAM","267","U","MARKHAM","2","4","117","0","56","24","2","1","0","206","451","Franklin Street Public School"
"059","OAK RIDGES--MARKHAM","268","U","MARKHAM","4","8","89","2","78","27","0","0","0","208","542","St. Joseph (Markham) Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","269","U","MARKHAM","6","13","103","0","82","31","0","0","0","235","467","St. Joseph (Markham) Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","270","U","MARKHAM","2","8","115","1","66","29","0","0","0","221","421","St. Joseph (Markham) Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","271","U","MARKHAM","3","4","92","1","54","28","1","0","0","183","375","St. Joseph (Markham) Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","272","U","MARKHAM","1","4","102","0","91","22","0","0","0","220","407","St. Joseph (Markham) Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","273","U","MARKHAM","4","10","102","2","85","23","0","1","0","227","474","St. Joseph (Markham) Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","274","U","MARKHAM","2","7","99","1","44","30","2","1","0","186","508","St. Joseph (Markham) Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","275","U","MARKHAM","2","1","77","0","69","16","2","0","0","167","367","Reesor Park Public School"
"059","OAK RIDGES--MARKHAM","276","U","MARKHAM","1","6","107","1","95","23","0","0","0","233","452","Kateri Tekakwitha Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","277","U","MARKHAM","1","3","86","0","52","25","0","2","0","169","336","Kateri Tekakwitha Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","278","U","MARKHAM","5","9","119","1","55","24","0","2","0","215","418","Kateri Tekakwitha Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","279","U","MARKHAM","2","3","106","2","58","21","1","0","0","193","417","Kateri Tekakwitha Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","280","U","MARKHAM","0","5","91","0","61","35","0","0","0","192","399","Kateri Tekakwitha Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","281","U","MARKHAM","2","2","82","0","41","21","0","0","0","148","326","Kateri Tekakwitha Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","282","U","MARKHAM","3","0","78","1","56","21","1","2","0","162","345","Kateri Tekakwitha Catholic Elementary School"
"059","OAK RIDGES--MARKHAM","283","U","MARKHAM","3","2","122","1","65","31","0","0","0","224","469","Edward T. Crowle Public School"
"059","OAK RIDGES--MARKHAM","284","U","MARKHAM","3","7","145","0","74","42","1","0","0","272","545","Edward T. Crowle Public School"
"059","OAK RIDGES--MARKHAM","285","U","MARKHAM","0","6","151","2","110","28","1","1","0","299","535","Edward T. Crowle Public School"
"059","OAK RIDGES--MARKHAM","286","U","MARKHAM","2","9","111","0","90","16","2","0","0","230","437","Edward T. Crowle Public School"
"059","OAK RIDGES--MARKHAM","287","U","MARKHAM","1","4","120","0","79","33","0","0","1","238","458","Edward T. Crowle Public School"
"059","OAK RIDGES--MARKHAM","288","U","MARKHAM","2","8","126","1","75","24","0","0","0","236","495","Edward T. Crowle Public School"
"059","OAK RIDGES--MARKHAM","289","U","MARKHAM","0","7","72","2","50","31","0","0","0","162","409","Edward T. Crowle Public School"
"059","OAK RIDGES--MARKHAM","290","U","MARKHAM","2","3","85","1","77","33","1","1","1","204","518","St. Brother Andre Catholic High School"
"059","OAK RIDGES--MARKHAM","291","U","MARKHAM","5","2","73","0","45","28","0","0","0","153","472","St. Brother Andre Catholic High School"
"059","OAK RIDGES--MARKHAM","292","U","MARKHAM","3","4","74","3","30","37","0","1","0","152","491","Sam Chapman Public School"
"059","OAK RIDGES--MARKHAM","293","U","MARKHAM","3","0","102","0","62","29","2","0","0","198","522","Sam Chapman Public School"
"059","OAK RIDGES--MARKHAM","294","U","MARKHAM","0","0","56","2","61","48","0","0","0","167","478","Sam Chapman Public School"
"059","OAK RIDGES--MARKHAM","295","U","MARKHAM","1","2","61","0","28","24","0","1","0","117","372","St. Brother Andre Catholic High School"
"059","OAK RIDGES--MARKHAM","296","U","MARKHAM","0","3","67","2","32","27","2","0","0","133","426","St. Brother Andre Catholic High School"
"059","OAK RIDGES--MARKHAM","297","U","MARKHAM","6","4","113","2","89","17","3","0","0","234","349","Swan Lake Club House"
"059","OAK RIDGES--MARKHAM","298","U","MARKHAM","3","3","120","1","105","22","0","0","0","254","469","Swan Lake Club House"
"059","OAK RIDGES--MARKHAM","299","U","MARKHAM","5","4","105","0","110","23","0","0","0","247","550","Swan Lake Club House"
"059","OAK RIDGES--MARKHAM","300","U","MARKHAM","2","3","100","1","33","42","0","0","0","181","455","Sam Chapman Public School"
"059","OAK RIDGES--MARKHAM","301","U","MARKHAM","5","4","101","3","66","45","1","0","0","225","538","Sam Chapman Public School"
"059","OAK RIDGES--MARKHAM","302","U","MARKHAM","7","2","135","1","55","35","1","1","0","237","573","Sam Chapman Public School"
"059","OAK RIDGES--MARKHAM","303","U","MARKHAM","5","1","93","1","56","25","0","0","0","181","450","Greensborough Public School"
"059","OAK RIDGES--MARKHAM","304","U","MARKHAM","..........................NO POLL HELD..........................","","","","","","","","","","",""
"059","OAK RIDGES--MARKHAM","305","U","MARKHAM","3","5","121","2","64","30","1","0","0","226","581","Greensborough Public School"
"059","OAK RIDGES--MARKHAM","306","U","MARKHAM","3","6","110","0","55","36","5","0","0","215","535","Greensborough Public School"
"059","OAK RIDGES--MARKHAM","307A","U","MARKHAM","1","4","56","0","45","28","0","0","0","134","403","Greensborough Public School"
"059","OAK RIDGES--MARKHAM","307B","U","MARKHAM","0","2","37","2","38","24","0","0","0","103","320","Greensborough Public School"
"059","OAK RIDGES--MARKHAM","308","U","MARKHAM","8","3","119","2","48","31","0","0","0","211","655","Greensborough Public School"
"059","OAK RIDGES--MARKHAM","309","U","MARKHAM","4","1","95","1","28","32","0","0","0","161","481","Greensborough Public School"
"059","OAK RIDGES--MARKHAM","310","U","MARKHAM","1","5","63","1","46","23","0","1","0","140","351","Little Rouge Public School"
"059","OAK RIDGES--MARKHAM","311","U","MARKHAM","1","7","88","0","34","20","0","0","0","150","434","Little Rouge Public School"
"059","OAK RIDGES--MARKHAM","312","U","MARKHAM","7","0","93","0","69","34","0","0","3","206","587","Little Rouge Public School"
"059","OAK RIDGES--MARKHAM","313","U","MARKHAM","3","5","99","3","77","50","0","0","0","237","641","Little Rouge Public School"
"059","OAK RIDGES--MARKHAM","314","U","MARKHAM","3","7","102","2","66","31","0","0","0","211","559","Little Rouge Public School"
"059","OAK RIDGES--MARKHAM","315","U","MARKHAM","3","5","92","1","45","18","1","0","0","165","432","Little Rouge Public School"
"059","OAK RIDGES--MARKHAM","316","U","MARKHAM","1","2","76","1","40","30","0","0","0","150","342","Little Rouge Public School"
"059","OAK RIDGES--MARKHAM","317","U","MARKHAM","2","5","64","1","53","22","0","0","0","147","392","Little Rouge Public School"
"059","OAK RIDGES--MARKHAM","318","U","MARKHAM","2","5","107","1","60","35","0","0","0","210","530","Reesor Park Public School"
"059","OAK RIDGES--MARKHAM","319","U","MARKHAM","8","7","160","3","117","53","2","0","0","350","1081","Reesor Park Public School"
"059","OAK RIDGES--MARKHAM","320","U","MARKHAM",".......................COMBINED WITH POLL 319.......................","","","","","","","","","","","Reesor Park Public School"
"059","OAK RIDGES--MARKHAM","321","U","MARKHAM","..........................NO POLL HELD..........................","","","","","","","","","","",""
"059","OAK RIDGES--MARKHAM","322","U","MARKHAM","4","3","83","0","36","23","0","1","0","150","485","Reesor Park Public School"
"059","OAK RIDGES--MARKHAM","323","U","MARKHAM","1","3","55","2","22","30","1","1","0","115","375","Reesor Park Public School"
"059","OAK RIDGES--MARKHAM","324","U","MARKHAM","11","4","129","3","42","46","0","0","1","236","617","David Suzuki Public School"
"059","OAK RIDGES--MARKHAM","325","U","MARKHAM","11","2","106","1","39","51","0","2","0","212","597","David Suzuki Public School"
"059","OAK RIDGES--MARKHAM","326","U","MARKHAM","1","0","71","0","24","30","0","1","0","127","361","David Suzuki Public School"
"059","OAK RIDGES--MARKHAM","327","U","MARKHAM","7","3","86","2","50","31","0","0","0","179","453","David Suzuki Public School"
"059","OAK RIDGES--MARKHAM","328","U","MARKHAM","9","4","123","1","51","36","1","0","0","225","587","David Suzuki Public School"
"059","OAK RIDGES--MARKHAM","329","U","MARKHAM","15","7","163","3","64","67","1","0","0","320","706","David Suzuki Public School"
"059","OAK RIDGES--MARKHAM","330","U","MARKHAM","8","3","84","0","25","60","0","0","0","180","390","David Suzuki Public School"
"059","OAK RIDGES--MARKHAM","331A","U","MARKHAM","2","6","88","0","51","25","0","0","0","172","427","David Suzuki Public School"
"059","OAK RIDGES--MARKHAM","331B","U","MARKHAM","4","1","85","2","29","44","0","0","0","165","449","David Suzuki Public School"
"059","OAK RIDGES--MARKHAM","332","U","MARKHAM","0","3","12","0","27","3","0","0","0","45","129","Rouge Valley Mennonite Church"
"059","OAK RIDGES--MARKHAM","400","U","STOUFFVILLE","1","1","56","1","94","16","1","0","0","170","244","Parkview Village Residence"
"059","OAK RIDGES--MARKHAM","401","U","MARKHAM","5","1","63","0","45","20","1","0","2","137","226","Hampton Green Condominiums"
"059","OAK RIDGES--MARKHAM","402","U","MARKHAM","7","0","34","1","25","19","0","0","0","86","141","Thomson Court Apartments"
"059","OAK RIDGES--MARKHAM","403","U","MARKHAM","2","3","33","0","11","16","0","0","0","65","140","Dublin Place Apartments"
"059","OAK RIDGES--MARKHAM","404","U","MARKHAM","4","4","61","1","29","16","0","0","0","115","153","Cedar Crest Manor"
"059","OAK RIDGES--MARKHAM","700","U","KING CITY","2","1","5","0","6","4","0","0","0","18","39","King City Lodge Nursing Home"
"059","OAK RIDGES--MARKHAM","701","U","RICHMOND HILL","2","1","6","1","4","3","0","0","0","17","89","Mon Sheong Richmond Hill Long Term Care Centre"
"059","OAK RIDGES--MARKHAM","702","U","RICHMOND HILL","4","3","20","0","11","3","0","0","4","45","92","Elginwood Long Term Care Centre"
"059","OAK RIDGES--MARKHAM","703","U","RICHMOND HILL","3","1","29","3","19","9","1","0","0","65","162","Delmanor - Elgin Mills"
"059","OAK RIDGES--MARKHAM","704","U","RICHMOND HILL","0","0","0","0","1","0","0","0","0","1","32","Brookside Court Retirement Residence"
"059","OAK RIDGES--MARKHAM","705","U","RICHMOND HILL","0","2","11","0","3","1","0","0","0","17","41","Brookside-Hilltop Place Retirement Residence"
"059","OAK RIDGES--MARKHAM","706","U","STOUFFVILLE","0","0","0","0","3","0","0","0","0","3","111","Bloomington Cove - Specialty Care"
"059","OAK RIDGES--MARKHAM","707","U","STOUFFVILLE","1","2","9","0","12","6","0","0","0","30","129","Parkview Home for the Aged"
"059","OAK RIDGES--MARKHAM","708","U","STOUFFVILLE","1","1","10","0","8","3","0","0","0","23","37","Buckingham Manor Retirement Home for Senior"
"059","OAK RIDGES--MARKHAM","709","U","MARKHAM","0","1","37","0","28","4","1","0","2","73","95","Rouge Valley Retirement Residence"
"059","OAK RIDGES--MARKHAM","710","U","MARKHAM","0","1","8","0","2","1","0","0","0","12","96","Markhaven Home for Senior"
"059","OAK RIDGES--MARKHAM","711","U","MARKHAM","0","1","24","0","29","7","0","0","0","61","108","Amica at Swan Lake"
"059","OAK RIDGES--MARKHAM","712","U","MARKHAM","2","0","11","2","4","7","0","0","0","26","183","Yee Hong Centre for Geriatric Care"
"059","OAK RIDGES--MARKHAM","713","U","MARKHAM","1","0","8","1","4","2","0","0","0","16","44","Participation House"
"059","OAK RIDGES--MARKHAM","714","U","MARKHAM","2","0","14","1","11","5","0","0","0","33","192","The Woodhaven Long Term Care Residence"
"059","OAK RIDGES--MARKHAM","715","U","STOUFFVILLE","0","0","24","2","21","7","0","0","0","54","80","Stouffville Creek Retirement Residence"
"059","OAK RIDGES--MARKHAM","ADV001","U","RICHMOND HILL","14","13","352","7","301","84","0","0","0","771","0","Returning Office / Bureau du directeur du scrutin"
"059","OAK RIDGES--MARKHAM","ADV002","U","RICHMOND HILL","6","13","154","8","118","58","23","0","0","380","0","Special Ballot Voting / Vote par bulletin spécial"
"059","OAK RIDGES--MARKHAM","ADV003","U","STOUFFVILLE","0","1","74","0","70","13","0","0","0","158","0","Ontario SPCA"
"059","OAK RIDGES--MARKHAM","ADV004","U","STOUFFVILLE","5","23","626","2","815","161","3","1","2","1638","0","Whitchurch-Stouffville Municipal Office"
"059","OAK RIDGES--MARKHAM","ADV005","U","RICHMOND HILL","9","27","425","4","422","84","3","0","1","975","0","Oak Ridges Recreation Centre"
"059","OAK RIDGES--MARKHAM","ADV006","U","MARKHAM","33","59","1235","15","1069","276","6","6","1","2700","0","Angus Glen Community Centre"
"059","OAK RIDGES--MARKHAM","ADV007","U","SCHOMBERG","9","18","145","2","166","25","0","0","0","365","0","Schomberg Public Library"
"059","OAK RIDGES--MARKHAM","ADV008","U","NOBLETON","3","2","120","2","105","23","2","0","0","257","0","Nobleton Public Library"
"059","OAK RIDGES--MARKHAM","ADV009","U","KING CITY","1","6","7","0","4","9","0","0","0","27","0","Seneca College Residence Kings Campus"
"TOTALS:","","","","","1057","1569","28878","484","23950","8548","216","137","42","64881","151959",""
