"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","AHMED","FOGEL","GRANT","MARCHESE","OCRAN-CAESAR","THOMSON","URSOMARZO","YEN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"096","TRINITY--SPADINA","467","U","TORONTO","0","0","5","21","0","47","0","21","0","0","0","94","367","Harbour View Estates"
"096","TRINITY--SPADINA","468","U","TORONTO","1","0","4","59","1","88","1","31","0","0","0","185","549","Harbour View Estates"
"096","TRINITY--SPADINA","469","U","TORONTO","0","1","0","11","0","15","0","10","0","0","0","37","116","Harbour View Estates"
"096","TRINITY--SPADINA","470","U","TORONTO","1","1","3","45","0","79","0","29","0","0","0","158","494","Harbour View Estates"
"096","TRINITY--SPADINA","471A","U","TORONTO","0","0","3","75","0","90","0","33","1","0","0","202","545","N1/N2"
"096","TRINITY--SPADINA","471B","U","TORONTO","1","0","5","54","0","59","2","24","1","0","0","146","473","N1/N2"
"096","TRINITY--SPADINA","472","U","TORONTO","1","0","1","36","0","32","0","3","1","0","0","74","188","St. Mary Catholic School"
"096","TRINITY--SPADINA","473","U","TORONTO","0","0","7","55","0","42","2","12","0","0","0","118","323","St. Mary Catholic School"
"096","TRINITY--SPADINA","474","U","TORONTO","0","0","10","43","0","57","3","10","0","0","0","123","274","The Summit"
"096","TRINITY--SPADINA","475","U","TORONTO","1","1","8","49","0","71","1","28","0","0","0","159","338","The Summit"
"096","TRINITY--SPADINA","476","U","TORONTO","0","0","8","44","0","36","1","11","0","0","0","100","211","The Summit"
"096","TRINITY--SPADINA","477","U","TORONTO","0","0","5","57","0","51","0","18","0","0","0","131","388","Mun Licensing and Standards"
"096","TRINITY--SPADINA","478","U","TORONTO","0","0","0","29","0","20","1","4","0","0","0","54","162","Niagara Street Public School"
"096","TRINITY--SPADINA","479","U","TORONTO","0","0","5","76","0","82","0","32","0","0","0","195","478","One City Hall"
"096","TRINITY--SPADINA","480","U","TORONTO","0","0","2","42","0","21","0","5","0","0","0","70","258","Niagara Street Public School"
"096","TRINITY--SPADINA","481","U","TORONTO","0","0","3","34","0","38","0","11","0","0","0","86","234","Mun Licensing and Standards"
"096","TRINITY--SPADINA","482","U","TORONTO","0","1","5","43","0","82","1","15","0","0","0","147","385","Trinity Community Recreation Centre"
"096","TRINITY--SPADINA","483","U","TORONTO","0","0","5","25","0","68","0","12","0","0","0","110","375","Trinity Community Recreation Centre"
"096","TRINITY--SPADINA","484","U","TORONTO","2","1","1","59","0","26","0","5","1","0","0","95","242","Terra Bella"
"096","TRINITY--SPADINA","485","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","486","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","487A","U","TORONTO","0","0","2","32","0","77","1","21","0","0","0","133","349","Dna"
"096","TRINITY--SPADINA","487B","U","TORONTO","0","0","3","55","0","77","0","31","0","0","1","167","341","Dna"
"096","TRINITY--SPADINA","488","U","TORONTO","0","0","6","26","0","47","0","17","0","0","0","96","332","Mun Licensing and Standards"
"096","TRINITY--SPADINA","489","U","TORONTO","0","0","10","61","0","84","2","28","0","0","0","185","410","Battery Park"
"096","TRINITY--SPADINA","490","U","TORONTO","0","0","4","62","2","31","0","12","2","0","0","113","288","King's Gardens"
"096","TRINITY--SPADINA","491","U","TORONTO","0","0","2","46","1","18","0","5","0","0","0","72","271","King's Gardens"
"096","TRINITY--SPADINA","492A","U","TORONTO","0","1","5","63","0","60","0","20","0","0","0","149","347","Atlantis Aquarius"
"096","TRINITY--SPADINA","492B","U","TORONTO","0","0","6","51","2","60","0","19","0","0","0","138","308","Atlantis Aquarius"
"096","TRINITY--SPADINA","493","U","TORONTO","1","1","2","27","0","58","0","26","0","0","0","115","279","Tip Top Lofts"
"096","TRINITY--SPADINA","494","U","TORONTO","0","0","4","26","0","39","0","28","0","0","0","97","317","Harbourfront Community Centre"
"096","TRINITY--SPADINA","495","U","TORONTO","2","1","3","50","1","38","0","12","0","0","0","107","283","Harbourfront Community Centre"
"096","TRINITY--SPADINA","496","U","TORONTO","1","1","2","41","0","22","1","3","0","0","0","71","278","Harbourfront Community Centre"
"096","TRINITY--SPADINA","497","U","TORONTO","0","1","4","122","0","26","0","4","0","0","0","157","363","Harbourfront Community Centre"
"096","TRINITY--SPADINA","498","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","499","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","500","U","TORONTO","0","0","8","48","0","69","1","20","0","0","0","146","321","Atrium on Queens Quay"
"096","TRINITY--SPADINA","501","U","TORONTO","0","0","4","62","0","88","0","19","0","0","0","173","365","Queen's Harbour"
"096","TRINITY--SPADINA","502","U","TORONTO","0","0","1","28","1","51","0","25","0","0","0","106","290","500 Queens Quay West"
"096","TRINITY--SPADINA","503","U","TORONTO","0","0","2","39","0","59","0","30","0","0","0","130","245","500 Queens Quay West"
"096","TRINITY--SPADINA","504","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","505","U","TORONTO","2","1","2","37","0","72","0","15","0","0","0","129","290","Aqua on Queens Quay"
"096","TRINITY--SPADINA","506","U","TORONTO","0","0","14","43","0","47","1","8","0","0","0","113","314","Maple Leaf Quay"
"096","TRINITY--SPADINA","507","U","TORONTO","0","0","3","39","0","52","0","14","0","1","0","109","303","Maple Leaf Quay"
"096","TRINITY--SPADINA","508","U","TORONTO","0","0","4","45","1","57","0","24","0","0","0","131","283","270 Queens Quay West"
"096","TRINITY--SPADINA","509","U","TORONTO","0","0","3","49","0","58","1","24","0","0","0","135","259","260 Queens Quay West"
"096","TRINITY--SPADINA","510","U","TORONTO","1","0","1","19","0","38","0","12","0","0","0","71","175","Harbourpoint MCC719"
"096","TRINITY--SPADINA","511","U","TORONTO","0","0","6","32","1","52","1","18","0","0","0","110","279","The Riviera (TSCC1536)"
"096","TRINITY--SPADINA","512","U","TORONTO","1","0","2","32","0","57","0","18","0","0","0","110","280","The Riviera (TSCC1536)"
"096","TRINITY--SPADINA","513","U","TORONTO","0","0","2","26","0","42","0","17","0","0","0","87","321","Waterclub Condominiums"
"096","TRINITY--SPADINA","514","U","TORONTO","0","1","4","37","0","74","0","23","0","0","0","139","453","Waterclub Condominiums"
"096","TRINITY--SPADINA","515","U","TORONTO","0","0","4","59","0","73","0","28","0","0","0","164","457","Waterclub Condominiums"
"096","TRINITY--SPADINA","516","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","517A","U","TORONTO","1","0","8","50","0","85","0","54","0","0","0","198","425","One York Quay"
"096","TRINITY--SPADINA","517B","U","TORONTO","1","0","9","44","0","94","0","53","0","0","0","201","452","One York Quay"
"096","TRINITY--SPADINA","518A","U","TORONTO","2","0","0","47","0","101","0","48","0","0","0","198","419","Harbourside"
"096","TRINITY--SPADINA","518B","U","TORONTO","1","0","9","37","0","89","0","68","1","0","0","205","415","Harbourside"
"096","TRINITY--SPADINA","519A","U","TORONTO","0","0","1","25","0","78","0","32","0","0","1","137","299","Harbour Square YCC288"
"096","TRINITY--SPADINA","519B","U","TORONTO","0","1","6","38","0","87","1","43","1","0","0","177","344","Harbour Square YCC288"
"096","TRINITY--SPADINA","520","U","TORONTO","0","1","1","28","0","78","0","33","0","0","0","141","365","Residences of the World Trade Centre I&II"
"096","TRINITY--SPADINA","521","U","TORONTO","1","1","8","36","2","120","0","48","1","0","0","217","516","Residences of the World Trade Centre I&II"
"096","TRINITY--SPADINA","522","U","TORONTO","1","0","2","21","0","63","0","27","0","0","0","114","320","One Pinnacle Centre"
"096","TRINITY--SPADINA","523","U","TORONTO","0","0","1","17","0","60","1","38","0","0","0","117","367","One Pinnacle Centre"
"096","TRINITY--SPADINA","524","U","TORONTO","1","0","9","37","0","104","0","41","0","0","0","192","571","One Pinnacle Centre"
"096","TRINITY--SPADINA","525","U","TORONTO","1","0","1","10","0","34","0","14","0","0","0","60","130","Boutique Condominiums"
"096","TRINITY--SPADINA","526","U","TORONTO","1","0","5","31","0","81","0","40","0","0","0","158","353","Element"
"096","TRINITY--SPADINA","527A","U","TORONTO","0","0","5","32","0","78","0","30","0","0","0","145","340","Infinity I & II"
"096","TRINITY--SPADINA","527B","U","TORONTO","0","1","6","28","0","52","2","25","0","0","0","114","304","Infinity I & II"
"096","TRINITY--SPADINA","528","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","529","U","TORONTO","0","0","1","34","0","53","0","17","0","0","0","105","281","Luna, City Place"
"096","TRINITY--SPADINA","530","U","TORONTO","0","0","7","25","0","42","1","16","0","0","0","91","244","Luna Vista"
"096","TRINITY--SPADINA","531","U","TORONTO","0","0","13","68","0","77","1","22","1","0","0","182","481","Malibu"
"096","TRINITY--SPADINA","532","U","TORONTO","0","1","11","40","0","75","0","24","0","0","0","151","473","Montage and Neo City Place"
"096","TRINITY--SPADINA","533","U","TORONTO","0","0","5","44","0","51","0","15","0","0","0","115","346","Montage and Neo City Place"
"096","TRINITY--SPADINA","534","U","TORONTO","0","0","3","23","0","56","0","30","0","0","0","112","310","Residences of Maple Leaf Square"
"096","TRINITY--SPADINA","535","U","TORONTO","0","0","4","25","0","43","0","25","0","0","0","97","249","Residences of Maple Leaf Square"
"096","TRINITY--SPADINA","536","U","TORONTO","1","1","1","48","0","61","0","34","1","0","0","147","327","The Hudson"
"096","TRINITY--SPADINA","537","U","TORONTO","0","0","6","40","1","45","0","22","0","0","0","114","251","Vibe at Liberty Village"
"096","TRINITY--SPADINA","538","U","TORONTO","0","0","11","53","0","66","0","26","0","0","0","156","337","Zip Condo"
"096","TRINITY--SPADINA","539","U","TORONTO","0","0","2","33","0","67","0","22","0","0","1","125","249","Boutique Condominiums"
"096","TRINITY--SPADINA","540","U","TORONTO","0","0","6","38","0","40","0","14","0","0","0","98","235","Panorama City Place"
"096","TRINITY--SPADINA","541","U","TORONTO","0","0","5","38","0","104","0","46","0","0","0","193","513","18 Yonge Street"
"096","TRINITY--SPADINA","542","U","TORONTO","0","0","3","40","0","55","1","21","0","0","0","120","193","Parade I"
"096","TRINITY--SPADINA","700","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","701","U","TORONTO","0","1","3","32","1","22","1","11","0","0","0","71","129","Leisure World Nursing Home"
"096","TRINITY--SPADINA","702","U","TORONTO","1","1","2","8","1","14","0","6","0","0","0","33","56","The Annex Retirement Res"
"096","TRINITY--SPADINA","703","U","TORONTO","0","0","1","37","0","20","0","7","0","0","0","65","112","Wigwamen Terrace"
"096","TRINITY--SPADINA","704","U","TORONTO","2","0","2","11","0","11","0","5","0","1","1","33","141","Vermont Square"
"096","TRINITY--SPADINA","705","U","TORONTO","0","2","1","13","1","16","1","5","2","0","0","41","200","The O'Neill Centre"
"096","TRINITY--SPADINA","706","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","707","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","708","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","709","U","TORONTO","0","1","2","6","0","15","0","3","2","1","5","35","78","Mon Sheong Home for the Aged"
"096","TRINITY--SPADINA","710","U","TORONTO","0","0","2","7","0","15","0","8","0","0","0","32","157","Kensington Gardens-South"
"096","TRINITY--SPADINA","711","U","TORONTO","0","0","1","9","1","19","1","3","0","0","0","34","244","Kensington Gardens-North"
"096","TRINITY--SPADINA","712","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","713","U","TORONTO","2","1","2","13","0","6","0","2","0","0","0","26","70","Bellwoods Park House"
"096","TRINITY--SPADINA","714","U","TORONTO","2","2","3","15","2","12","0","1","0","1","0","38","78","Maynard Nursing Home"
"096","TRINITY--SPADINA","715A","U","TORONTO","3","1","2","6","1","9","2","3","0","0","0","27","51","Centre for Addiction and Mental Health"
"096","TRINITY--SPADINA","715B","U","TORONTO","6","1","7","17","2","12","1","7","1","0","0","54","56","Centre for Addiction and Mental Health"
"096","TRINITY--SPADINA","715C","U","TORONTO","1","0","2","11","0","11","0","6","0","0","0","31","31","Centre for Addiction and Mental Health"
"096","TRINITY--SPADINA","716","U","TORONTO",".......................COMBINED WITH POLL 714.......................","","","","","","","","","","","","","Centre for Addiction and Mental Health"
"096","TRINITY--SPADINA","717","U","TORONTO","..........................NO POLL HELD..........................","","","","","","","","","","","","",""
"096","TRINITY--SPADINA","ADV001","U","TORONTO","1","3","114","806","1","560","2","120","1","4","1","1613","0","Returning Office / Bureau du directeur du scrutin"
"096","TRINITY--SPADINA","ADV002","U","TORONTO","3","0","51","335","1","245","3","75","10","0","1","724","0","Special Ballot Voting / Vote par bulletin spécial"
"096","TRINITY--SPADINA","ADV003","U","TORONTO","3","0","14","240","3","219","0","75","0","0","0","554","0","Harbourfront Community Centre"
"096","TRINITY--SPADINA","ADV004","U","TORONTO","0","1","27","507","0","390","3","83","0","1","0","1012","0","Trinity Community Recreation Centre"
"096","TRINITY--SPADINA","ADV005","U","TORONTO","1","1","18","235","1","163","2","67","1","0","1","490","0","University Settlement"
"096","TRINITY--SPADINA","ADV006","U","TORONTO","1","2","19","123","0","116","0","20","0","0","0","281","0","University of Toronto - Hart House"
"TOTALS:","","","","","139","117","2415","19870","88","18731","126","5420","112","65","28","47111","109565",""
