ED_CODE,ED_NAME,POLL_NUMBER,RURAL_INDICATOR,PLACE_NAME,BROMBACHER,BROTEN,COLEY,KUNOV,LETONJA,LOCHWIN,MACKAY,NYILASSY,SALEWSKY,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION
24,ETOBICOKE--LAKESHORE,187,U,TORONTO,0,118,38,1,0,2,1,58,7,0,0,0,225,532,Church of the Resurrection
24,ETOBICOKE--LAKESHORE,188A,U,TORONTO,0,51,13,0,0,0,0,18,3,1,0,0,86,290,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,188B,U,TORONTO,0,45,12,0,0,2,0,23,2,0,0,0,84,270,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,189,U,TORONTO,1,100,9,1,0,0,1,75,3,0,1,0,191,424,Kingsway-Lambton United Church
24,ETOBICOKE--LAKESHORE,190,U,TORONTO,1,73,20,0,0,0,0,13,5,0,0,0,112,363,The Royal Canadian Legion - Branch 03
24,ETOBICOKE--LAKESHORE,191,U,TORONTO,0,84,23,1,0,0,0,25,3,1,0,0,137,483,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,192,U,TORONTO,1,32,13,0,0,0,0,26,2,0,0,0,74,216,Polish Alliance Hall
24,ETOBICOKE--LAKESHORE,193,U,TORONTO,0,54,25,0,0,2,0,25,6,0,1,0,113,322,Polish Alliance Hall
24,ETOBICOKE--LAKESHORE,194,U,TORONTO,1,44,20,1,0,0,0,8,3,0,0,0,77,216,Storefront Humber
24,ETOBICOKE--LAKESHORE,195A,U,TORONTO,1,91,50,0,0,1,2,50,3,0,1,0,199,555,Loblaw Great Food Store #1066
24,ETOBICOKE--LAKESHORE,195B,U,TORONTO,1,92,37,3,1,0,0,45,3,2,0,0,184,555,Loblaw Great Food Store #1066
24,ETOBICOKE--LAKESHORE,196,U,TORONTO,..........................NO POLL HELD..........................,,,,,,,,,,,,,,
24,ETOBICOKE--LAKESHORE,197,U,TORONTO,0,48,22,0,0,0,1,16,3,1,0,0,91,328,Loblaw Great Food Store #1066
24,ETOBICOKE--LAKESHORE,198,U,TORONTO,0,52,20,0,0,0,0,14,3,0,0,0,89,360,Church of the Resurrection
24,ETOBICOKE--LAKESHORE,199,U,TORONTO,0,87,19,0,0,0,0,22,5,0,0,0,133,518,Church of the Resurrection
24,ETOBICOKE--LAKESHORE,200,U,TORONTO,0,76,39,0,0,0,0,23,4,0,0,0,142,634,Church of the Resurrection
24,ETOBICOKE--LAKESHORE,201,U,TORONTO,1,84,37,2,3,2,0,16,1,0,0,0,146,488,Church of the Resurrection
24,ETOBICOKE--LAKESHORE,400A,U,TORONTO,2,96,25,1,0,1,0,57,5,0,0,1,188,316,Barclay Terrace
24,ETOBICOKE--LAKESHORE,400B,U,TORONTO,0,128,34,1,1,0,1,65,5,0,0,0,235,353,Barclay Terrace
24,ETOBICOKE--LAKESHORE,401,U,TORONTO,1,82,46,2,3,0,1,21,4,3,0,0,163,399,52 Mabelle Avenue
24,ETOBICOKE--LAKESHORE,402A,U,TORONTO,3,95,35,1,1,0,0,43,1,0,0,0,179,417,The Essex
24,ETOBICOKE--LAKESHORE,402B,U,TORONTO,1,79,29,2,1,2,1,31,7,3,0,0,156,357,The Essex
24,ETOBICOKE--LAKESHORE,403,U,TORONTO,0,82,49,3,0,0,2,57,7,0,0,0,200,386,The Residences at King's Gate
24,ETOBICOKE--LAKESHORE,404,U,TORONTO,1,70,32,1,2,0,1,31,4,1,1,0,144,326,Voyager at Waterview
24,ETOBICOKE--LAKESHORE,405,U,TORONTO,0,106,15,2,0,0,0,46,4,0,0,0,173,316,Newport Beach
24,ETOBICOKE--LAKESHORE,406,U,TORONTO,0,74,16,2,0,0,0,39,2,0,0,0,133,321,The Waterford
24,ETOBICOKE--LAKESHORE,407,U,TORONTO,0,69,19,1,0,0,1,47,4,1,0,0,142,327,Grenadier Landing
24,ETOBICOKE--LAKESHORE,408A,U,TORONTO,0,101,4,0,0,0,0,72,2,0,0,0,179,327,Palace Pier
24,ETOBICOKE--LAKESHORE,408B,U,TORONTO,0,90,15,1,0,0,1,57,1,1,1,0,167,302,Palace Pier
24,ETOBICOKE--LAKESHORE,409A,U,TORONTO,0,88,13,1,2,1,0,51,2,2,0,0,160,350,Palace Place
24,ETOBICOKE--LAKESHORE,409B,U,TORONTO,0,79,12,0,0,1,0,55,1,0,0,0,148,350,Palace Place
24,ETOBICOKE--LAKESHORE,410,U,TORONTO,1,97,30,0,1,0,1,54,9,0,0,0,193,431,Marina Del Rey
24,ETOBICOKE--LAKESHORE,411,U,TORONTO,0,102,19,0,0,0,0,45,3,0,0,0,169,335,Marina Del Rey
24,ETOBICOKE--LAKESHORE,412,U,TORONTO,1,92,18,0,0,0,0,49,4,0,1,1,166,359,Marina Del Rey
24,ETOBICOKE--LAKESHORE,413,U,TORONTO,2,72,16,1,0,1,1,70,6,0,1,0,170,360,Grand Harbour
24,ETOBICOKE--LAKESHORE,414,U,TORONTO,0,69,12,0,0,0,0,48,1,1,1,0,132,157,Tapestry Village Gate West
24,ETOBICOKE--LAKESHORE,415,U,TORONTO,0,37,3,0,0,0,0,26,3,0,0,0,69,83,Hearthstone By the Bay
24,ETOBICOKE--LAKESHORE,700,U,TORONTO,0,4,0,0,0,0,0,9,0,0,1,0,14,62,Labdara Lithuanian Nursing Home
24,ETOBICOKE--LAKESHORE,701,U,TORONTO,5,118,36,5,1,5,1,36,9,8,1,0,225,384,Islington Manor
24,ETOBICOKE--LAKESHORE,702,U,TORONTO,0,22,4,0,1,0,0,12,0,1,0,0,40,96,Kingsway Retirement Residence
24,ETOBICOKE--LAKESHORE,703,U,TORONTO,0,3,1,1,1,0,1,21,0,0,1,0,29,80,Ivan Franko Ukranian Home
24,ETOBICOKE--LAKESHORE,704,U,TORONTO,2,10,6,0,0,0,0,11,0,0,0,0,29,70,McCall Centre
24,ETOBICOKE--LAKESHORE,705,U,TORONTO,1,6,6,0,0,0,0,4,0,0,0,0,17,67,The Courtyard at Trillium Health Centre
24,ETOBICOKE--LAKESHORE,706,U,TORONTO,0,16,8,0,0,2,0,2,1,0,1,0,30,193,Lakeshore Lodge
24,ETOBICOKE--LAKESHORE,707,U,TORONTO,2,61,22,1,1,0,0,21,3,3,1,0,115,206,Lerette Manor
24,ETOBICOKE--LAKESHORE,708,U,TORONTO,0,47,18,1,0,0,0,26,5,0,0,0,97,148,Kingsway-Lambton Home for Seniors
24,ETOBICOKE--LAKESHORE,709,U,TORONTO,7,61,30,1,2,2,1,29,5,4,0,0,142,251,Edwards Manor
24,ETOBICOKE--LAKESHORE,710,U,TORONTO,3,86,39,3,1,1,4,23,8,1,8,0,177,290,Griggs Manor I
24,ETOBICOKE--LAKESHORE,711,U,TORONTO,0,37,12,1,2,0,1,9,3,2,0,0,67,112,Griggs Manor II
24,ETOBICOKE--LAKESHORE,712,U,TORONTO,1,46,11,2,0,2,0,13,2,2,0,0,79,132,Woods Manor
24,ETOBICOKE--LAKESHORE,713,U,TORONTO,..........................NO POLL HELD..........................,,,,,,,,,,,,,,
24,ETOBICOKE--LAKESHORE,714,U,TORONTO,..........................NO POLL HELD..........................,,,,,,,,,,,,,,
24,ETOBICOKE--LAKESHORE,715,U,TORONTO,0,5,2,1,1,0,1,1,0,1,1,0,13,69,Garden Court Nursing Home
24,ETOBICOKE--LAKESHORE,716,U,TORONTO,..........................NO POLL HELD..........................,,,,,,,,,,,,,,
24,ETOBICOKE--LAKESHORE,717,U,TORONTO,1,28,5,0,0,0,0,21,0,0,1,0,56,93,Jubilee Centre
24,ETOBICOKE--LAKESHORE,ADV001,U,TORONTO,6,578,229,4,1,4,1,326,38,1,1,0,1189,0,Returning Office / Bureau du directeur du scrutin
24,ETOBICOKE--LAKESHORE,ADV002,U,TORONTO,1,273,104,5,4,2,0,154,11,15,0,0,569,0,Special Ballot Voting / Vote par bulletin spécial
24,ETOBICOKE--LAKESHORE,ADV003,U,TORONTO,8,1414,341,9,7,7,4,930,28,5,3,2,2758,0,"Cloverdale Mall - East Entrances, Near Pharmaplus"
24,ETOBICOKE--LAKESHORE,ADV004,U,TORONTO,0,132,27,1,0,0,1,81,6,1,0,1,250,0,Loblaw Great Food Store #1066
24,ETOBICOKE--LAKESHORE,ADV005,U,TORONTO,2,205,74,0,0,0,0,134,19,0,0,0,434,0,Long Branch Public Library
24,ETOBICOKE--LAKESHORE,ADV006,U,TORONTO,1,190,52,1,1,1,3,140,12,0,0,0,401,0,Ourland Community Centre
24,ETOBICOKE--LAKESHORE,ADV007,U,TORONTO,2,576,54,2,0,1,2,333,13,0,0,0,983,0,Memorial Pool and Health Club
24,ETOBICOKE--LAKESHORE,ADV008,U,TORONTO,0,13,3,0,0,0,0,1,0,0,0,0,17,0,The Assembly Hall
TOTALS:,,,,,174,22169,6713,172,113,125,113,12705,1164,172,57,26,43703,87390,
