"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","BRANNAN","BROWN","GILES","MCKENNA","O'BRIEN","RUSSELL","SAKRAN","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"011","BURLINGTON","227","U","BURLINGTON","0","3","1","20","1","33","44","0","1","0","103","250","945 Daryl Drive and the Trillium"
"011","BURLINGTON","228","U","BURLINGTON","1","1","3","62","3","20","52","0","0","0","142","314","Paul A. Fisher Public School"
"011","BURLINGTON","229","U","BURLINGTON","1","3","1","55","1","26","54","0","0","0","141","222","St. Mark School"
"011","BURLINGTON","400","U","BURLINGTON","0","4","7","65","0","49","49","1","0","0","175","277","The Empress"
"011","BURLINGTON","401","U","BURLINGTON","1","6","2","62","0","44","64","1","0","0","180","264","Princess Apartment Buildings"
"011","BURLINGTON","402","U","BURLINGTON","0","6","2","44","0","40","65","0","0","0","157","276","Regency Towers"
"011","BURLINGTON","403","U","BURLINGTON","0","2","4","79","4","31","102","0","0","0","222","402","Grande Regency"
"011","BURLINGTON","404","U","BURLINGTON","1","1","2","46","2","29","66","0","0","0","147","292","The Palace"
"011","BURLINGTON","405","U","BURLINGTON","0","1","8","51","2","45","51","1","0","1","160","253","Tyandaga Apartments"
"011","BURLINGTON","406","U","BURLINGTON","0","0","1","24","0","20","16","0","0","0","61","229","St. Luke's Anglican Church"
"011","BURLINGTON","407","U","BURLINGTON","0","1","8","85","1","48","59","0","0","0","202","304","La Salle Towers"
"011","BURLINGTON","408","U","BURLINGTON","2","3","0","53","1","37","19","1","0","0","116","153","The Magnolia"
"011","BURLINGTON","700","U","BURLINGTON","1","0","1","10","1","3","6","0","1","0","23","123","Burloak Long Term Care"
"011","BURLINGTON","701","U","BURLINGTON","0","1","9","61","3","7","65","1","0","0","147","199","Hearthstone By the Lake"
"011","BURLINGTON","702","U","BURLINGTON","2","1","1","11","1","6","7","1","0","0","30","60","Sunrise Senior Living Residence"
"011","BURLINGTON","703","U","BURLINGTON","1","1","3","35","0","14","24","1","0","0","79","151","Lakeshore Place"
"011","BURLINGTON","704","U","BURLINGTON","2","3","2","35","1","19","21","0","1","0","84","121","Pinedale Avenue Aparment Buildings"
"011","BURLINGTON","705","U","BURLINGTON","0","0","2","26","2","4","19","2","2","0","57","91","Appleby Place Retirement Residence"
"011","BURLINGTON","706","U","BURLINGTON","0","2","4","22","0","22","17","0","0","0","67","103","Longmoor Drive Apartment Buildings"
"011","BURLINGTON","707","U","BURLINGTON","1","1","1","24","1","12","15","0","0","0","55","158","Billings Court Manor"
"011","BURLINGTON","708","U","BURLINGTON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"011","BURLINGTON","709","U","BURLINGTON","1","0","4","52","3","20","13","3","1","0","97","145","Christopher Terrace"
"011","BURLINGTON","710","U","BURLINGTON","0","1","4","18","1","14","9","0","0","0","47","89","Bonnie Place West Building II"
"011","BURLINGTON","711","U","BURLINGTON","0","2","4","24","1","34","42","2","2","0","111","169","Woodward Park Seniors"
"011","BURLINGTON","712","U","BURLINGTON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"011","BURLINGTON","713","U","BURLINGTON","1","2","2","15","0","14","21","1","0","0","56","83","Bonnie Place East Building I"
"011","BURLINGTON","714","U","BURLINGTON","0","0","6","28","3","27","25","0","1","0","90","135","Wellington Terrace"
"011","BURLINGTON","715","U","BURLINGTON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"011","BURLINGTON","716","U","BURLINGTON","0","0","1","12","0","3","6","0","1","0","23","146","Wellington Park Care Center"
"011","BURLINGTON","717","U","BURLINGTON","1","2","3","24","2","14","20","2","2","0","70","149","Maple Villa Long Term Care Centre"
"011","BURLINGTON","718","U","BURLINGTON","0","1","0","11","2","8","11","1","1","0","35","192","Brant Centre"
"011","BURLINGTON","719","U","BURLINGTON","0","2","5","30","2","8","18","1","1","0","67","144","Park Avenue Manor"
"011","BURLINGTON","720","U","BURLINGTON","0","0","1","6","0","6","4","0","0","0","17","98","Hampton Terrace"
"011","BURLINGTON","721","U","BURLINGTON","1","0","5","68","0","13","28","1","0","0","116","152","Burlington Gardens"
"011","BURLINGTON","722","U","BURLINGTON","..........................NO POLL HELD..........................","","","","","","","","","","","",""
"011","BURLINGTON","723","U","BURLINGTON","1","4","0","17","0","16","39","2","0","0","79","135","Notre Dame Mother House"
"011","BURLINGTON","724","U","BURLINGTON","0","7","8","29","2","19","20","1","0","0","86","127","Bethany Residence"
"011","BURLINGTON","725","U","BURLINGTON","0","0","0","22","1","12","13","0","0","0","48","69","Palmer Place"
"011","BURLINGTON","ADV001","U","BURLINGTON","2","24","8","932","11","261","652","1","2","1","1894","0","Returning Office / Bureau du directeur du scrutin"
"011","BURLINGTON","ADV002","U","BURLINGTON","0","9","12","250","3","90","183","4","4","1","556","0","Special Ballot Voting / Vote par bulletin spécial"
"011","BURLINGTON","ADV003","U","BURLINGTON","6","36","24","916","13","291","625","6","2","1","1920","0","Brant Hills Community Centre and Library"
"011","BURLINGTON","ADV004","U","BURLINGTON","4","41","23","1059","7","330","778","9","1","0","2252","0","Fortinos (Ikea Plaza)"
"011","BURLINGTON","ADV005","U","BURLINGTON","1","23","15","608","11","204","436","1","1","2","1302","0","Good Neighbours Ministries"
"011","BURLINGTON","ADV006","U","BURLINGTON","3","14","5","477","7","163","450","0","0","0","1119","0","St. Luke's Anglican Church"
"TOTALS:","","","","","156","1129","639","20061","380","9370","17909","140","56","35","49875","90964",""
