"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","MCLARTY","MEES","MILLIGAN","RIEGER","RINALDI","SMITH TORRIE","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"058","NORTHUMBERLAND--QUINTE WEST","199","U","COBOURG","1","16","50","0","60","1","0","0","0","128","320","Northumberland Mall"
"058","NORTHUMBERLAND--QUINTE WEST","200","U","COBOURG","1","25","65","1","59","3","0","0","0","154","443","Northumberland Mall"
"058","NORTHUMBERLAND--QUINTE WEST","201","U","COBOURG","1","31","72","1","72","6","0","0","0","183","566","Dale Road Public School"
"058","NORTHUMBERLAND--QUINTE WEST","202","U","PORT HOPE","0","7","8","1","5","2","1","0","0","24","82","Beatrice Strong Public School"
"058","NORTHUMBERLAND--QUINTE WEST","203","U","COBOURG","2","27","66","3","64","4","0","0","0","166","421","Northumberland Mall"
"058","NORTHUMBERLAND--QUINTE WEST","204","U","COBOURG","2","28","67","0","76","10","0","0","0","183","416","Burnham School"
"058","NORTHUMBERLAND--QUINTE WEST","205","U","COBOURG","0","32","73","0","72","6","0","2","0","185","370","Burnham School"
"058","NORTHUMBERLAND--QUINTE WEST","206","U","COBOURG","0","28","62","0","54","10","1","0","0","155","369","Burnham School"
"058","NORTHUMBERLAND--QUINTE WEST","207","U","COBOURG","1","28","45","0","47","5","0","0","0","126","356","Burnham School"
"058","NORTHUMBERLAND--QUINTE WEST","208","U","COBOURG","1","28","103","1","115","6","1","0","0","255","578","Burnham School"
"058","NORTHUMBERLAND--QUINTE WEST","209","U","COBOURG","1","29","50","0","43","4","0","0","0","127","351","Northumberland Mall"
"058","NORTHUMBERLAND--QUINTE WEST","210","U","PORT HOPE","0","14","49","0","43","0","0","0","0","106","595","Port Hope Recreation Centre"
"058","NORTHUMBERLAND--QUINTE WEST","211","U","PORT HOPE","1","67","70","2","69","8","0","0","0","217","476","Beatrice Strong Public School"
"058","NORTHUMBERLAND--QUINTE WEST","212","U","PORT HOPE","3","59","82","2","74","8","0","0","0","228","531","Beatrice Strong Public School"
"058","NORTHUMBERLAND--QUINTE WEST","213","U","PORT HOPE","0","20","25","1","29","2","0","0","0","77","291","Beatrice Strong Public School"
"058","NORTHUMBERLAND--QUINTE WEST","214","U","PORT HOPE","1","26","43","1","41","1","0","0","0","113","320","Beatrice Strong Public School"
"058","NORTHUMBERLAND--QUINTE WEST","215","U","PORT HOPE","1","19","26","1","34","4","0","0","0","85","327","Calvary Pentecostal Church"
"058","NORTHUMBERLAND--QUINTE WEST","216","U","PORT HOPE","2","36","29","2","37","6","0","0","0","112","366","Port Hope Recreation Centre"
"058","NORTHUMBERLAND--QUINTE WEST","217","U","PORT HOPE","0","28","33","0","43","5","0","0","0","109","329","Port Hope Recreation Centre"
"058","NORTHUMBERLAND--QUINTE WEST","218","U","PORT HOPE","0","39","30","1","41","5","0","0","0","116","326","Port Hope Recreation Centre"
"058","NORTHUMBERLAND--QUINTE WEST","219","U","PORT HOPE","1","38","38","1","49","6","0","0","0","133","357","Calvary Pentecostal Church"
"058","NORTHUMBERLAND--QUINTE WEST","220","U","PORT HOPE","3","28","49","3","49","6","0","0","0","138","326","Calvary Pentecostal Church"
"058","NORTHUMBERLAND--QUINTE WEST","221","U","PORT HOPE","0","37","56","0","69","3","0","0","1","166","402","Port Hope Lions Centre"
"058","NORTHUMBERLAND--QUINTE WEST","222","U","PORT HOPE","0","23","78","1","75","6","0","0","0","183","410","Port Hope Lions Centre"
"058","NORTHUMBERLAND--QUINTE WEST","223","U","PORT HOPE","2","32","75","0","100","1","0","0","0","210","435","Port Hope High School"
"058","NORTHUMBERLAND--QUINTE WEST","224","U","PORT HOPE","2","30","49","0","93","4","0","0","0","178","350","Port Hope High School"
"058","NORTHUMBERLAND--QUINTE WEST","225","U","PORT HOPE","2","34","31","0","67","10","0","0","0","144","391","Port Hope Lions Centre"
"058","NORTHUMBERLAND--QUINTE WEST","226","U","PORT HOPE","0","18","20","0","39","3","0","0","1","81","235","Port Hope Recreation Centre"
"058","NORTHUMBERLAND--QUINTE WEST","227","U","PORT HOPE","2","15","26","1","36","3","0","0","0","83","251","Port Hope Lions Centre"
"058","NORTHUMBERLAND--QUINTE WEST","228","U","PORT HOPE","1","30","36","2","63","11","0","1","0","144","318","Port Hope Lions Centre"
"058","NORTHUMBERLAND--QUINTE WEST","229","U","PORT HOPE","0","36","41","0","70","7","0","0","0","154","307","Port Hope Lions Centre"
"058","NORTHUMBERLAND--QUINTE WEST","230","U","PORT HOPE","2","30","27","2","90","2","0","3","1","157","389","Port Hope Lions Centre"
"058","NORTHUMBERLAND--QUINTE WEST","231","U","PORT HOPE","3","38","50","2","67","12","0","0","0","172","392","Port Hope High School"
"058","NORTHUMBERLAND--QUINTE WEST","232","U","PORT HOPE","0","34","67","1","55","1","0","0","0","158","371","Port Hope High School"
"058","NORTHUMBERLAND--QUINTE WEST","233","U","PORT HOPE","1","16","53","0","77","1","0","0","0","148","317","Port Hope High School"
"058","NORTHUMBERLAND--QUINTE WEST","234","U","PORT HOPE","1","40","110","0","136","9","1","0","0","297","615","Port Hope High School"
"058","NORTHUMBERLAND--QUINTE WEST","235","U","PORT HOPE","2","29","100","1","75","2","0","0","0","209","491","Port Hope High School"
"058","NORTHUMBERLAND--QUINTE WEST","236","U","PORT HOPE","3","22","49","0","45","2","1","0","0","122","302","George Hamilton Public School"
"058","NORTHUMBERLAND--QUINTE WEST","237","U","PORT HOPE","2","47","77","1","84","7","2","0","0","220","503","George Hamilton Public School"
"058","NORTHUMBERLAND--QUINTE WEST","238","U","CAMPBELLCROFT","2","42","72","0","51","16","1","0","0","184","455","North Hope Central School"
"058","NORTHUMBERLAND--QUINTE WEST","239","U","CAMPBELLCROFT","2","31","92","0","65","11","1","0","0","202","401","North Hope Central School"
"058","NORTHUMBERLAND--QUINTE WEST","240","U","PORT HOPE","2","32","60","1","89","16","0","0","0","200","356","Canton Municipal Office"
"058","NORTHUMBERLAND--QUINTE WEST","241","U","PORT HOPE","0","25","47","2","45","2","2","0","0","123","291","Canton Municipal Office"
"058","NORTHUMBERLAND--QUINTE WEST","242","U","COBOURG","4","33","103","0","97","10","0","1","0","248","530","Cold Springs Community Hall"
"058","NORTHUMBERLAND--QUINTE WEST","243","U","BEWDLEY","5","35","99","0","87","14","0","0","0","240","528","Bewdley Community Centre"
"058","NORTHUMBERLAND--QUINTE WEST","244","U","BEWDLEY","3","74","108","2","82","15","0","0","1","285","580","Bewdley Community Centre"
"058","NORTHUMBERLAND--QUINTE WEST","245","U","BEWDLEY","1","40","85","1","47","7","1","1","0","183","441","Bewdley Community Centre"
"058","NORTHUMBERLAND--QUINTE WEST","246","U","CAMPBELLCROFT","0","53","73","0","86","10","0","0","0","222","440","North Hope Central School"
"058","NORTHUMBERLAND--QUINTE WEST","400","U","TRENTON","0","12","19","0","15","2","0","0","0","48","170","50 Tripp Boulevard"
"058","NORTHUMBERLAND--QUINTE WEST","401","U","COBOURG","2","22","40","2","53","7","2","0","0","128","206","Legion Village"
"058","NORTHUMBERLAND--QUINTE WEST","700","U","CAMPBELLFORD","1","6","13","0","5","0","0","0","0","25","0","Campbellford Memorial Multicare Lodge"
"058","NORTHUMBERLAND--QUINTE WEST","701","U","CAMPBELLFORD","0","0","10","0","5","0","0","0","0","15","58","Campbellford Memorial Hospital"
"058","NORTHUMBERLAND--QUINTE WEST","702","U","CAMPBELLFORD","0","4","31","1","27","1","0","0","0","64","83","Island Park Retirement Suites"
"058","NORTHUMBERLAND--QUINTE WEST","703","U","CAMPELLFORD","1","4","11","0","11","1","2","2","0","32","51","Burnbrae Gardens"
"058","NORTHUMBERLAND--QUINTE WEST","704","U","WARKWORTH","2","1","15","0","6","1","0","0","0","25","62","Warkworth Community Nursing Home"
"058","NORTHUMBERLAND--QUINTE WEST","705","U","TRENTON",".......................COMBINED WITH POLL 711.......................","","","","","","","","","","","Carrington Retirement Home"
"058","NORTHUMBERLAND--QUINTE WEST","706","U","387 GOODRICH RD","0","1","12","0","6","1","1","0","0","21","27","Golden Pond Retirement Residence"
"058","NORTHUMBERLAND--QUINTE WEST","707","U","TRENTON","1","6","26","1","26","0","0","0","0","60","99","Trenton Memorial Lodge"
"058","NORTHUMBERLAND--QUINTE WEST","708","U","TRENTON","1","2","2","0","3","1","0","0","0","9","49","Trenton Memorial Hospital Long Term Care"
"058","NORTHUMBERLAND--QUINTE WEST","709","U","TRENTON","8","7","35","1","47","5","3","4","0","110","178","Crown Ridge Place"
"058","NORTHUMBERLAND--QUINTE WEST","710","U","TRENTON","2","5","11","1","7","1","5","0","0","32","104","Trent Valley Lodge"
"058","NORTHUMBERLAND--QUINTE WEST","711","U","BRIGHTON","1","4","29","0","23","3","0","0","0","60","98","Applefest Lodge"
"058","NORTHUMBERLAND--QUINTE WEST","712","U","BRIGHTON","2","8","11","1","8","1","0","0","0","31","50","Maplewood Retirement Home"
"058","NORTHUMBERLAND--QUINTE WEST","713","U","COBOURG",".......................COMBINED WITH POLL 712.......................","","","","","","","","","","","Northumberland Hills Hospital"
"058","NORTHUMBERLAND--QUINTE WEST","714","U","COBOURG","3","15","14","1","16","7","0","0","0","56","157","Golden Plough Lodge"
"058","NORTHUMBERLAND--QUINTE WEST","715","U","COBOURG","1","8","20","1","21","1","0","2","0","54","112","Extendicare Landmark"
"058","NORTHUMBERLAND--QUINTE WEST","716","U","COBOURG","3","23","20","0","32","0","0","0","0","78","124","Victoria Retirement Living"
"058","NORTHUMBERLAND--QUINTE WEST","717","U","COBOURG","3","2","5","2","4","1","0","0","0","17","60","Steamway Villa"
"058","NORTHUMBERLAND--QUINTE WEST","718","U","COBOURG","1","3","7","1","15","0","0","0","0","27","37","Cobourg Retirement Residence"
"058","NORTHUMBERLAND--QUINTE WEST","719","U","PORT HOPE","1","4","2","1","5","1","2","0","0","16","93","Community Nursing Home"
"058","NORTHUMBERLAND--QUINTE WEST","720","U","PORT HOPE","0","4","7","0","14","0","1","1","0","27","81","Roseglen Village for Seniors"
"058","NORTHUMBERLAND--QUINTE WEST","721","U","PORT HOPE","3","4","14","0","15","1","0","1","0","38","70","Regency Manor"
"058","NORTHUMBERLAND--QUINTE WEST","722","U","PORT HOPE","0","5","6","2","19","3","0","0","0","35","130","Extendicare Port Hope"
"058","NORTHUMBERLAND--QUINTE WEST","723","U","PORT HOPE","1","1","9","0","10","2","0","0","1","24","35","Tower of Port Hope"
"058","NORTHUMBERLAND--QUINTE WEST","724","U","WARKWORTH","0","3","5","0","10","0","0","0","0","18","24","Mill Creek Manor"
"058","NORTHUMBERLAND--QUINTE WEST","ADV001","U","COBOURG","14","370","1287","4","1249","75","0","0","0","2999","0","Returning Office / Bureau du directeur du scrutin"
"058","NORTHUMBERLAND--QUINTE WEST","ADV002","U","X","10","202","423","5","529","31","0","0","0","1200","0","Special Ballot Voting / Vote par bulletin spécial"
"058","NORTHUMBERLAND--QUINTE WEST","ADV003","U","BRIGHTON","5","190","557","2","696","44","2","0","0","1496","0","Brighton King Edward Multipurpose Facility"
"058","NORTHUMBERLAND--QUINTE WEST","ADV004","U","PORT HOPE","7","175","518","0","539","42","1","0","0","1282","0","Port Hope Recreation Centre"
"058","NORTHUMBERLAND--QUINTE WEST","ADV005","U","CAMPBELLFORD","4","247","690","4","406","33","2","1","0","1387","0","Campbellford Community Resource Centre"
"058","NORTHUMBERLAND--QUINTE WEST","ADV006","U","TRENTON","14","269","902","4","875","42","0","0","0","2106","0","Satellite Office"
"TOTALS:","","","","","357","8589","19279","159","18572","1483","102","61","19","48621","93720",""
