"ED_CODE","ED_NAME","POLL_NUMBER","RURAL_INDICATOR","PLACE_NAME","ABEL","JOHNSON","OLITO","PAYNE","SCOTT","REJECTED","UNMARKED","DECLINED","VOTER_TURNOUT","ELECTORS","POLL_LOCATION"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","186","U","LINDSAY","26","68","0","3","52","1","0","0","150","358","Parkview Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","187","U","LINDSAY","27","137","0","7","78","0","0","0","249","501","Pope John Paul II School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","188","U","LINDSAY","17","71","0","5","60","1","2","0","156","371","Parkview Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","189","U","LINDSAY","32","100","2","11","66","0","0","0","211","392","Pope John Paul II School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","190","U","LINDSAY","28","85","1","6","73","1","1","0","195","470","Pope John Paul II School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","191","U","LINDSAY","28","71","1","8","65","1","0","0","174","499","Pope John Paul II School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","192","U","LINDSAY","23","45","0","6","53","0","0","0","127","331","Pope John Paul II School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","193","U","LINDSAY","30","41","1","3","16","0","0","2","93","283","Parkview Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","194","U","LINDSAY","37","34","3","4","52","1","0","0","131","331","Queen Victoria Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","195","U","LINDSAY","42","31","1","2","41","0","0","0","117","337","Queen Victoria Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","196","U","LINDSAY","40","34","0","4","33","1","0","0","112","279","Queen Victoria Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","197","U","LINDSAY","36","33","2","4","52","1","0","0","128","265","Queen Victoria Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","198","U","LINDSAY","60","45","6","2","59","0","0","1","173","513","Queen Victoria Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","199","U","LINDSAY","59","89","1","10","101","0","1","0","261","598","Queen Victoria Public School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","200","U","LINDSAY","53","57","1","8","70","0","1","0","190","406","St. Mary's School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","201","U","LINDSAY","46","53","1","4","35","1","0","0","140","361","St. Mary's School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","202","U","LINDSAY","19","56","1","7","36","2","0","0","121","341","St. Mary's School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","203","U","LINDSAY","18","19","0","1","8","0","0","0","46","213","Victoria Park Armoury"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","204","U","LINDSAY","14","21","0","3","27","0","0","0","65","311","Victoria Park Armoury"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","205","U","LINDSAY","28","40","0","1","56","0","0","0","125","344","Victoria Park Armoury"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","206","U","LINDSAY","21","51","1","6","45","0","0","0","124","412","Victoria Park Armoury"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","207","U","LINDSAY","21","38","1","11","53","0","0","0","124","400","Victoria Park Armoury"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","208","U","LINDSAY","28","131","0","10","88","1","0","0","258","618","St. Dominic Catholic School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","209","U","LINDSAY","40","113","0","7","85","1","0","0","246","505","St. Dominic Catholic School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","210","U","LINDSAY","51","96","0","6","112","0","0","0","265","559","St. Dominic Catholic School"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","211","U","LINDSAY","36","64","0","2","44","0","1","0","147","393","Village Housing"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","212","U","LINDSAY","11","24","0","9","39","0","0","0","83","323","Village Housing"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","213","U","LINDSAY","28","32","1","4","36","0","0","0","101","348","Village Housing"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","214","U","MOUNT PLEASANT","47","58","2","8","97","1","0","0","213","430","Mount Pleasant Women's Institute"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","215","U","MOUNT PLEASANT","28","72","0","3","117","0","0","0","220","433","Mount Pleasant Women's Institute"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","216","U","MOUNT PLEASANT","35","30","1","1","62","0","0","0","129","276","Mount Pleasant Women's Institute"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","217","U","PETERBOROUGH","36","65","2","6","79","0","0","0","188","394","Peterborough Curling Club"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","218","U","PETERBOROUGH","21","37","2","3","73","0","0","0","136","270","Peterborough Curling Club"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","219","U","PETERBOROUGH","18","42","1","6","53","0","0","0","120","248","Peterborough Curling Club"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","220","U","CAVAN","22","38","0","4","78","0","0","0","142","269","St. John's Anglican Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","221","U","CAVAN","24","54","0","6","64","1","0","0","149","260","St. John's Anglican Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","222","U","CAVAN","43","45","1","13","98","0","0","1","201","431","St. John's Anglican Church"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","223","U","FRASERVILLE","51","85","0","7","101","0","0","0","244","462","Millbrook Lion's Club Hall"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","224","U","FRASERVILLE","33","46","0","2","61","0","0","2","144","329","Millbrook Lion's Club Hall"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","225","U","FRASERVILLE","26","46","1","7","113","1","0","0","194","453","Millbrook Lion's Club Hall"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","226","U","MILLBROOK","57","62","1","9","94","1","0","0","224","444","Millbrook Manor"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","227","U","MILLBROOK","32","28","0","3","45","0","0","1","109","259","Millbrook Manor"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","228","U","MILLBROOK","58","59","0","8","92","0","0","0","217","434","Millbrook Christian Assembly"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","229","U","MILLBROOK","61","67","1","9","93","1","0","0","232","486","Millbrook Christian Assembly"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","230","U","MILLBROOK","26","58","0","9","114","1","0","0","208","350","Millbrook Christian Assembly"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","231","U","MILLBROOK","24","59","1","5","103","1","3","0","196","357","Millbrook Christian Assembly"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","700","U","HALIBURTON","1","16","0","0","15","0","1","0","33","93","Extendicare Haliburton"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","701","U","HALIBURTON","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","702","U","MINDEN","16","24","1","1","63","0","2","1","108","231","Hyland Crest Senior Citizens Home"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","703","U","FENELON FALLS",".......................COMBINED WITH POLL 702.......................","","","","","","","","","","Fenelon Court"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","704","U","BOBCAYGEON","22","41","4","6","71","0","0","4","148","377","Specialty Case Manor"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","705","U","BOBCAYGEON","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","706","U","CANNINGTON","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","707","U","LINDSAY","9","22","0","0","39","0","2","0","72","262","Carescent Care On McLaughlin"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","708","U","LINDSAY","15","33","0","4","74","3","1","0","130","249","Caressant Care Nursing and Retirement Home"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","709","U","LINDSAY","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","710","U","LINDSAY","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","711","U","FENELON FALLS","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","712","U","LINDSAY","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","713","U","CANNINGTON",".......................COMBINED WITH POLL 704.......................","","","","","","","","","","Bon-Air Nursing Home"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","714","U","SUNDERLAND","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","715","U","PETERBOROUGH","9","13","0","2","28","2","0","3","57","193","Springdale Country Manor"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","716","U","MILLBROOK","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","717","U","PETERBOROUGH","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","718","U","LINDSAY",".......................COMBINED WITH POLL 230.......................","","","","","","","","","","Country Estates Retirement Home"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","719","U","LINDSAY","..........................NO POLL HELD..........................","","","","","","","","","",""
"029","HALIBURTON--KAWARTHA LAKES--BROCK","720","U","LINDSAY",".......................COMBINED WITH POLL 231.......................","","","","","","","","","","Ross Memorial Hospital"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV001","R","LINDSAY","496","1160","13","72","1868","2","3","3","3617","0","Returning Office / Bureau du directeur du scrutin"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV002","R","LINDSAY","142","314","2","37","430","9","0","0","934","0","Special Ballot Voting / Vote par bulletin spécial"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV003","R","HALIBURTON","79","392","1","20","361","0","1","0","854","0","Royal Canadian Legion Branch 129 Haliburton"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV004","R","WILBERFORCE","15","50","0","5","66","0","0","0","136","0","Keith Tallman Memorial Arena"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV005","R","BEAVERTON","97","197","2","8","449","1","0","0","754","0","Royal Canadian Legion Branch 135 Beaverton"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV006","R","FRASERVILLE","38","67","0","7","228","0","0","0","340","0","Millbrook Lion's Club Hall"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV007","R","COBOCONK","23","61","0","8","155","0","1","0","248","0","Coboconk Community Hall"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV008","R","APSLEY","28","58","1","4","96","0","0","0","187","0","North Kawartha Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV009","R","FENELON FALLS","74","176","3","15","328","0","0","0","596","0","Royal Canadian Legion Branch 238 Fenelon Falls"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV010","R","LINDSAY","27","58","1","7","96","1","0","0","190","0","Village Housing"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV011","R","BOBCAYGEON","96","280","4","30","495","1","0","0","906","0","Royal Canadian Legion Branch 239 Bobcaygeon"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV012","R","DORSET","3","10","0","0","21","0","0","0","34","0","Dorset Recreation Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV013","R","LINDSAY","45","80","0","8","177","0","2","0","312","0","OPS Community Centre"
"029","HALIBURTON--KAWARTHA LAKES--BROCK","ADV014","R","MINDEN","93","309","3","14","400","1","0","0","820","0","Satelite Office"
"TOTALS:","","","","","8517","16522","245","1562","22352","88","54","46","49386","89830",""
